t,xdot,beta,history,asymptotic
8.86289836065573,0.00490822075142588,0.01,True,False
9.23682622950819,0.00465418572416909,0.01,True,False
9.61075409836065,0.00442513952441451,0.01,True,False
9.98468196721311,0.00421865357514304,0.01,True,False
10.3586098360656,0.00404341233488493,0.01,True,False
10.732537704918,0.00384442409414138,0.01,True,False
11.1064655737705,0.00368802059090956,0.01,True,False
11.4803934426229,0.0035222160350606,0.01,True,False
11.8543213114754,0.00339404370589024,0.01,True,False
12.2282491803279,0.0032443519601006,0.01,True,False
12.6021770491803,0.00310958283265392,0.01,True,False
12.9761049180328,0.00302060877502698,0.01,True,False
13.3500327868852,0.00291068977563744,0.01,True,False
13.7239606557377,0.00278978084647229,0.01,True,False
14.0978885245902,0.0027099572382397,0.01,True,False
14.4718163934426,0.00259043661176592,0.01,True,False
14.8287475409836,0.00253385658635868,0.01,True,False
0,1,1,True,False
0.0491803278688541,0.700977875555052,1,True,False
0.16057704918033,0.535052842280003,1,True,False
0.295081967213117,0.38053859004374,1,True,False
0.500511475409838,0.287120943306826,1,True,False
0.672131147540985,0.234809744969285,1,True,False
0.874439344262297,0.196696492587459,1,True,False
1.04098360655738,0.167015857482771,1,True,False
1.24836721311476,0.143956536674943,1,True,False
1.62229508196721,0.115200414721609,1,True,False
1.99622295081967,0.0940177878951751,1,True,False
2.37015081967213,0.079449887659184,1,True,False
2.74407868852459,0.0680447664982875,1,True,False
3.11800655737705,0.0595881520569409,1,True,False
3.49193442622951,0.051818939233434,1,True,False
3.86586229508196,0.0460766470266315,1,True,False
4.23979016393442,0.0413013385414809,1,True,False
4.61371803278688,0.037219853428231,1,True,False
4.98764590163934,0.0339031253643551,1,True,False
5.3615737704918,0.0311311899703935,1,True,False
5.73550163934426,0.0285858893113043,1,True,False
6.10942950819672,0.0263191179374719,1,True,False
6.48335737704918,0.0244931982704297,1,True,False
6.85728524590163,0.0228551092897267,1,True,False
7.23121311475409,0.0213837930639414,1,True,False
7.60514098360655,0.0199002673468495,1,True,False
7.97906885245901,0.0187192146487159,1,True,False
8.35299672131147,0.0176554980809889,1,True,False
8.72692459016393,0.0166522270478471,1,True,False
9.10085245901639,0.0157059667408443,1,True,False
9.47478032786885,0.0149330298172529,1,True,False
9.8487081967213,0.0141601402450896,1,True,False
10.2226360655738,0.0134272531572226,1,True,False
10.5965639344262,0.0128360360996358,1,True,False
10.9704918032787,0.0123018910554795,1,True,False
11.3444196721311,0.0118957440506839,1,True,False
11.7183475409836,0.0111806143310931,1,True,False
12.0922754098361,0.0107161759297575,1,True,False
12.4662032786885,0.0104095554902881,1,True,False
12.840131147541,0.00992382460314947,1,True,False
13.2140590163934,0.00946075890041188,1,True,False
13.5879868852459,0.00931400585350534,1,True,False
13.9619147540983,0.00887939552549867,1,True,False
14.3358426229508,0.00851054886461164,1,True,False
14.6769836065574,0.0083557915870337,1,True,False
14.9477245901639,0.00828225157219876,1,True,False
0,1,5,True,False
0.032786885245903,0.972011015478185,5,True,False
0.19457049180328,0.827073029209504,5,True,False
0.368852459016395,0.721463609556584,5,True,False
0.568498360655739,0.635787472038509,5,True,False
0.770491803278691,0.574983792105516,5,True,False
0.942426229508198,0.535835630214988,5,True,False
1.31635409836066,0.463860695252612,5,True,False
1.69028196721312,0.408061271867515,5,True,False
2.06420983606557,0.360902969854368,5,True,False
2.43813770491803,0.322633959724052,5,True,False
2.81206557377049,0.291530666978198,5,True,False
3.18599344262295,0.264132626832233,5,True,False
3.55992131147541,0.241240802143214,5,True,False
3.93384918032787,0.222707079450222,5,True,False
4.30777704918033,0.202318437971088,5,True,False
4.68170491803278,0.186275220333286,5,True,False
5.05563278688524,0.17196431916084,5,True,False
5.4295606557377,0.159178804912443,5,True,False
5.80348852459016,0.147739209628538,5,True,False
6.17741639344262,0.138599239826584,5,True,False
6.55134426229508,0.128983755050928,5,True,False
6.92527213114754,0.120142610141567,5,True,False
7.2992,0.112307982271071,5,True,False
7.67312786885245,0.106780975386126,5,True,False
8.04705573770491,0.101798359370272,5,True,False
8.42098360655737,0.0958569956289768,5,True,False
8.79491147540983,0.0912885664755711,5,True,False
9.16883934426229,0.0849553151371393,5,True,False
9.54276721311475,0.0809911285177196,5,True,False
9.91669508196721,0.0760426398375784,5,True,False
10.2906229508197,0.0728243631336046,5,True,False
10.6645508196721,0.0694262312399617,5,True,False
11.0384786885246,0.0663642395101943,5,True,False
11.412406557377,0.0630982596459879,5,True,False
11.7863344262295,0.0603153583456,5,True,False
12.160262295082,0.0575009218843478,5,True,False
12.5341901639344,0.0551123557962552,5,True,False
12.9081180327869,0.0528230098209923,5,True,False
13.2820459016393,0.0504932906885473,5,True,False
13.6559737704918,0.0483958188939655,5,True,False
14.0299016393442,0.0467598295990577,5,True,False
14.4038295081967,0.0448174443362624,5,True,False
14.7777573770492,0.0428408046504263,5,True,False
0.0742688524590194,7.89104464410167,0.01,True,True
0.126583606557379,3.8019452259949,0.01,True,True
0.18032786885246,2.38032342807544,0.01,True,True
0.228563934426232,1.61755223763375,0.01,True,True
0.286885245901641,1.12080559630847,0.01,True,True
0.373036065573772,0.795547224756804,0.01,True,True
0.467213114754101,0.527791702334415,0.01,True,True
0.58209573770492,0.371444135588972,0.01,True,True
0.688524590163936,0.282469436307434,0.01,True,True
0.821021077283374,0.211521030132498,0.01,True,True
0.9672131147541,0.176771040340419,0.01,True,True
1.1463868852459,0.14157133887337,0.01,True,True
1.34426229508197,0.112221019282173,0.01,True,True
1.5611068852459,0.0919765494169721,0.01,True,True
1.78688524590164,0.0733021495861929,0.01,True,True
2.01321967213115,0.0604657829682093,0.01,True,True
2.24590163934426,0.0506826136493534,0.01,True,True
2.48346229508197,0.0445059670354684,0.01,True,True
2.88005245901639,0.0353472460124532,0.01,True,True
3.32196721311475,0.0283519480830478,0.01,True,True
3.80920655737705,0.0233077423766641,0.01,True,True
4.25112131147541,0.0197330491773228,0.01,True,True
4.63638032786885,0.0173750358780095,0.01,True,True
5.12361967213115,0.014856266482311,0.01,True,True
5.61085901639344,0.0129546888103892,0.01,True,True
5.99611803278688,0.0118638367926086,0.01,True,True
6.48335737704918,0.0105246856792089,0.01,True,True
6.97059672131147,0.00938266992908012,0.01,True,True
7.40118032786885,0.00857198229980679,0.01,True,True
7.88841967213114,0.0078704319781608,0.01,True,True
8.27367868852459,0.00727886081501332,0.01,True,True
8.76091803278688,0.00668314246569941,0.01,True,True
9.19150163934426,0.00628833320726711,0.01,True,True
9.67874098360655,0.00573129615278934,0.01,True,True
10.1376524590164,0.00540616026139516,0.01,True,True
10.5965639344262,0.00506203310954659,0.01,True,True
11.0838032786885,0.00473997028381665,0.01,True,True
11.5143868852459,0.00447092219962755,0.01,True,True
12.0016262295082,0.00421742870964138,0.01,True,True
12.4322098360656,0.00400746043881758,0.01,True,True
12.9194491803279,0.00375249291786391,0.01,True,True
13.3500327868852,0.00359204174253488,0.01,True,True
13.8372721311475,0.0033717757206226,0.01,True,True
14.2508590163934,0.0032525909870003,0.01,True,True
14.7550950819672,0.00305959641628948,0.01,True,True
0.16057704918033,8.02213578625218,1,True,True
0.213114754098362,5.27632877468787,1,True,True
0.279554098360657,3.49798447493479,1,True,True
0.36065573770492,2.3808318972517,1,True,True
0.466518032786887,1.67461143517569,1,True,True
0.590163934426231,1.10538472479597,1,True,True
0.772459016393444,0.780820900162139,1,True,True
0.959016393442625,0.558993684723446,1,True,True
1.11475409836066,0.439085142362128,1,True,True
1.26196459016394,0.354620005997575,1,True,True
1.45081967213115,0.295040821688341,1,True,True
1.60529836065574,0.24688792228275,1,True,True
1.81967213114754,0.20985711573915,1,True,True
2.01321967213115,0.17730038591773,1,True,True
2.21311475409836,0.155774533093025,1,True,True
2.45513442622951,0.13308741916906,1,True,True
2.66393442622951,0.117292858706941,1,True,True
2.92537704918033,0.101635531894472,1,True,True
3.14754098360656,0.0908676358425404,1,True,True
3.36729180327869,0.0819230702445534,1,True,True
3.58196721311475,0.0745097225273948,1,True,True
3.80920655737705,0.0686805149074624,1,True,True
4.25112131147541,0.0575785686971097,1,True,True
4.63638032786885,0.0511987129149023,1,True,True
5.12361967213115,0.0442088971414837,1,True,True
5.61085901639344,0.0385502310287946,1,True,True
5.99611803278688,0.0349589594104258,1,True,True
6.48335737704918,0.030860938881212,1,True,True
6.94226885245901,0.0280572563400606,1,True,True
7.46350163934426,0.0251461411256417,1,True,True
7.79550426229508,0.0231512780708738,1,True,True
8.13963278688524,0.0221373344035685,1,True,True
8.56828852459016,0.0202277834943297,1,True,True
8.99887213114753,0.0190328192627405,1,True,True
9.48611147540983,0.0174751305031748,1,True,True
9.93029245901639,0.0164016646573669,1,True,True
10.4039344262295,0.0152461162019914,1,True,True
10.8277193442623,0.0146996869544874,1,True,True
11.2550950819672,0.0139262472798201,1,True,True
11.7617442622951,0.0131222160025506,1,True,True
12.1640393442623,0.0124453707590262,1,True,True
12.5341901639344,0.0117581983603244,1,True,True
12.9315016393443,0.0111193440325074,1,True,True
13.3860275409836,0.0106302649298123,1,True,True
13.7931540983606,0.0102001452225771,1,True,True
14.1721442622951,0.00975829961263752,1,True,True
14.5574032786885,0.00946157307914301,1,True,True
14.879737704918,0.00909185335791684,1,True,True
0.360655737704921,9.05681811320124,5,True,True
0.477849180327871,5.80300860553051,5,True,True
0.606557377049182,3.9726238647468,5,True,True
0.78945573770492,2.724458347902,5,True,True
0.918032786885249,2.12634011676301,5,True,True
1.04098360655738,1.74291507448912,5,True,True
1.19171147540984,1.46786830945801,5,True,True
1.34426229508197,1.20486504922616,5,True,True
1.47540983606557,1.03063440156189,5,True,True
1.60529836065574,0.916431154555038,5,True,True
1.81967213114754,0.733049963060592,5,True,True
2.03871475409836,0.618191167403234,5,True,True
2.26229508196721,0.536486494805413,5,True,True
2.48699016393443,0.466970227740143,5,True,True
2.69672131147541,0.403948010884865,5,True,True
2.92537704918033,0.368496373900906,5,True,True
3.14754098360656,0.331236070544581,5,True,True
3.37295737704918,0.294954355378003,5,True,True
3.76388196721311,0.249533564469892,5,True,True
4.13780983606557,0.217226043654708,5,True,True
4.51173770491803,0.192839024907902,5,True,True
4.88566557377049,0.177072415996936,5,True,True
5.25959344262295,0.159313334999942,5,True,True
5.63352131147541,0.141312475933197,5,True,True
6.00744918032787,0.129305857227203,5,True,True
6.48335737704918,0.112877955444617,5,True,True
6.94226885245901,0.102623116660253,5,True,True
7.35585573770491,0.0935243324796782,5,True,True
7.86009180327868,0.0848237231959573,5,True,True
8.27367868852459,0.0784506864941339,5,True,True
8.80624262295081,0.0718572679256869,5,True,True
9.23984262295081,0.0668328593963252,5,True,True
9.63199999999999,0.063046488886877,5,True,True
9.93935737704917,0.0604806627947947,5,True,True
10.398268852459,0.0550636445552434,5,True,True
10.8175213114754,0.0523953762830941,5,True,True
11.2934295081967,0.0486500679729856,5,True,True
11.7766220140515,0.0466471136266553,5,True,True
12.2395803278688,0.0437156380154113,5,True,True
12.6531672131147,0.0414364847374869,5,True,True
13.1574032786885,0.0396681809497883,5,True,True
13.5709901639344,0.0379712624064386,5,True,True
14.0152,0.0361249284745042,5,True,True
14.4284196721311,0.0346827387530483,5,True,True
14.8287475409836,0.0333044319518413,5,True,True
