t,xdot,beta,history
12.17,0.010150452237896495,1.0,True
12.18,0.01013921351683031,1.0,True
12.19,0.010127823818367064,1.0,True
12.200000000000001,0.010116979887092615,1.0,True
12.21,0.010105791517783584,1.0,True
12.22,0.0100940096900219,1.0,True
12.23,0.01008269443163312,1.0,True
12.24,0.010071392273258551,1.0,True
12.25,0.010060038794387143,1.0,True
12.26,0.010048879715601472,1.0,True
12.27,0.010037334790963288,1.0,True
12.280000000000001,0.010026057249934986,1.0,True
12.290000000000001,0.010014435336272276,1.0,True
12.3,0.010003328583443319,1.0,True
12.31,0.009992004166519054,1.0,True
12.32,0.009980975085480242,1.0,True
12.33,0.00996977359692001,1.0,True
12.34,0.009958339213402945,1.0,True
12.35,0.00994653514744224,1.0,True
12.36,0.009935459293955225,1.0,True
12.370000000000001,0.009924346905166855,1.0,True
12.38,0.009913409338207179,1.0,True
12.39,0.00990221069158705,1.0,True
12.4,0.009890731327096619,1.0,True
12.41,0.009879443705934627,1.0,True
12.42,0.009869232789821778,1.0,True
12.43,0.009858247030666642,1.0,True
12.44,0.009846971281179234,1.0,True
12.450000000000001,0.009835905569373393,1.0,True
12.46,0.009825209384844758,1.0,True
12.47,0.009814363641165124,1.0,True
12.48,0.009803264466342212,1.0,True
12.49,0.009792659967272847,1.0,True
12.5,0.009781866916037777,1.0,True
12.51,0.009771376515654944,1.0,True
12.52,0.009760777003563465,1.0,True
12.530000000000001,0.009750008840794163,1.0,True
