t,x,z,u_bar,w_bar,history
0.64,-0.037888842793982525,-0.15050418980710922,,,False
0.645,-0.036115242517927366,-0.14711101396375337,,,False
0.65,-0.03418749807968826,-0.14377497318099716,,,False
0.655,-0.032108081089480184,-0.14050199546418105,,,False
0.66,-0.029879695613503916,-0.13729790415910414,,,False
0.665,-0.027505273713091912,-0.13416840910921385,,,False
0.67,-0.024987970638175393,-0.1311190980029842,,,False
0.675,-0.022331159683072768,-0.12815542792427181,,,False
0.68,-0.01953842671309765,-0.12528271711807154,,,False
0.685,-0.016613564370966085,-0.12250613698370928,,,False
0.6900000000000001,-0.01356056597244959,-0.1198307043071102,,,False
0.6950000000000001,-0.010383619101169948,-0.11726127374336667,,,False
0.7000000000000001,-0.007087098912865225,-0.11480253056040429,,,False
0.705,-0.003675561159871687,-0.11245898365410373,,,False
0.71,-0.00015373494696366155,-0.11023495884478693,,,False
0.715,0.0034734847699264717,-0.1081345924645148,,,False
0.72,0.007201044930226531,-0.1061618252441733,,,False
0.725,0.011023742348256914,-0.10432039650884657,,,False
0.73,0.014936231913231224,-0.1026138386894895,,,False
0.735,0.018933034996877263,-0.10104547215841861,,,False
0.74,0.023008548055546873,-0.09961840039564243,,,False
0.745,0.027157051413421278,-0.0983355054925482,,,False
0.75,0.03137271821317667,-0.09719944399895276,,,False
0.755,0.03564962352025199,-0.096212643119015,,,False
0.76,0.039981753566660276,-0.09537729726099108,,,False
0.765,0.04436301512010466,-0.09469536494529633,,,False
0.77,0.04878724496399907,-0.09416856607481919,,,False
0.775,0.053248219473856294,-0.09379837957091003,,,False
0.78,0.05773966427538609,-0.09358604137794771,,,False
0.785,0.06225526396954996,-0.09353254283886277,,,False
0.79,0.06678867190974182,-0.09363862944347436,,,False
0.795,0.07133352001620914,-0.09390479995097498,,,False
0.8,0.07588342861279257,-0.09433130588737551,,,False
0.805,0.08043201627105004,-0.09491815141820091,,,False
0.81,0.0849729096468361,-0.09566509359620723,,,False
0.8150000000000001,0.08949975329443635,-0.09657164298337095,,,False
0.8200000000000001,0.09400621944340334,-0.09763706464588423,,,False
0.8250000000000001,0.0984860177233092,-0.09886037952037352,,,False
0.8300000000000001,0.10293290482172067,-0.1002403661490453,,,False
0.835,0.10734069406080868,-0.10177556278095068,,,False
0.84,0.11170326487813736,-0.10346426983605181,,,False
0.845,0.11601457219732468,-0.10530455272826666,,,False
0.85,0.12026865567443785,-0.10729424504316548,,,False
0.855,0.12445964880617585,-0.10943095206549291,,,False
0.86,0.1285817878861009,-0.11171205465119444,,,False
0.865,0.1326294207954089,-0.11413471343813407,,,False
0.87,0.1365970156149776,-0.1166958733892044,,,False
0.875,0.1404791690456983,-0.11939226866104939,,,False
0.88,0.14427061462438218,-0.12222042779114492,,,False
0.885,0.14796623072283843,-0.12517667919551434,,,False
0.89,0.15156104831804235,-0.12825715696889464,,,False
0.895,0.15505025852165494,-0.13145780697871695,,,False
0.9,0.15842921985751135,-0.13477439324381857,,,False
0.905,0.16169346527607403,-0.1382025045883711,,,False
0.91,0.1648387088952373,-0.14173756156108236,,,False
0.915,0.16786085245728036,-0.1453748236093175,,,False
0.92,0.17075599149219048,-0.1491093964973817,,,False
0.925,0.17352042117801944,-0.1529362399578189,,,False
0.93,0.1761506418893908,-0.15685017556420408,,,False
0.935,0.17864336442574733,-0.16084589481354697,,,False
0.9400000000000001,0.18099551491141025,-0.16491796740607853,,,False
0.9450000000000001,0.18320423936002028,-0.16906084970986285,,,False
0.9500000000000001,0.18526690789643877,-0.17326889339736418,,,False
0.9550000000000001,0.1871811186297101,-0.17753635424080566,,,False
0.96,0.1889447011712172,-0.18185740105287956,,,False
0.965,0.19055571979270616,-0.18622612475911454,,,False
0.97,0.19201247621940737,-0.1906365475879686,,,False
0.975,0.1933135120540414,-0.19508263236450335,,,False
0.98,0.1944576108280671,-0.19955829189330157,,,False
0.985,0.19544379967710382,-0.2040573984161208,,,False
0.99,0.19627135063804294,-0.20857379312962826,,,False
0.995,0.19693978156594846,-0.21310129574843809,,,False
1.0,0.19744885666943915,-0.21763371409857443,,,False
1.0050000000000001,0.19779858666383746,-0.22216485372640515,,,False
1.01,0.19798922854196707,-0.22668852750804488,,,False
1.0150000000000001,0.1980212849630786,-0.23119856524419669,,,False
1.02,0.19789550326097977,-0.23568882322540433,,,False
1.025,0.1976128740730441,-0.240153193752711,,,False
1.03,0.1971746295923666,-0.24458561459877143,,,False
1.035,0.1965822414459271,-0.2489800783945414,,,False
1.04,0.1958374182022106,-0.2533306419267688,,,False
1.045,0.1949421025123168,-0.25763143533164007,,,False
1.05,0.1938984678891695,-0.26187667117008573,,,False
1.055,0.19270891513000618,-0.2660606533704283,,,False
1.06,0.19137606838789223,-0.2701777860242569,,,False
1.065,0.18990277089855725,-0.27422258202163996,,,False
1.07,0.18829208036939618,-0.2781896715120374,,,False
1.075,0.18654726403801045,-0.2820738101775493,,,False
1.08,0.1846717934081879,-0.28586988730543295,,,False
1.085,0.18266933867172794,-0.28957293364714204,,,False
1.09,0.18054376282501575,-0.29317812905148194,,,False
1.095,0.17829911548973035,-0.2966808098598386,,,False
1.1,0.17593962644753838,-0.30007647605182125,,,False
1.105,0.1734696988990761,-0.3033607981300635,,,False
1.11,0.17089390245795574,-0.3065296237333487,,,False
1.115,0.1682169658909503,-0.30957898396766703,,,False
1.12,0.16544376961590793,-0.3125050994452699,,,False
1.125,0.1625793379693276,-0.3153043860222617,,,False
1.1300000000000001,0.15962883125588914,-0.31797346022576056,,,False
1.135,0.15659753759256834,-0.32050914436216493,,,False
1.1400000000000001,0.15349086456029137,-0.32290847129858274,,,False
1.145,0.15031433067637798,-0.32516868891001255,,,False
1.1500000000000001,0.14707355670130218,-0.32728726418541143,,,False
1.155,0.1437742567935537,-0.32926188698633946,,,False
1.16,0.14042222952661534,-0.3310904734524383,,,False
1.165,0.1370233487822823,-0.33277116904857523,,,False
1.17,0.13358355453473467,-0.33430235124906893,,,False
1.175,0.13010884353993918,-0.33568263185500324,,,False
1.18,0.12660525994509367,-0.33691085894123196,,,False
1.185,0.1230788858329451,-0.3379861184302801,,,False
1.19,0.11953583171590158,-0.3389077352909529,,,False
1.195,0.11598222699492766,-0.33967527436007305,,,False
1.2,0.11242421039825358,-0.34028854078637666,,,False
1.205,0.1088679204149483,-0.34074758009621287,,,False
1.21,0.10531948573840065,-0.3410526778813011,,,False
1.215,0.10178501573472122,-0.3412043591094133,,,False
1.22,0.09827059095102535,-0.34120338705945547,,,False
1.225,0.09478225367847676,-0.3410507618830295,,,False
1.23,0.09132599858487031,-0.3407477187951575,,,False
1.235,0.08790776343140554,-0.34029572589744667,,,False
1.24,0.08453341988815244,-0.33969648163756383,,,False
1.245,0.08120876446253823,-0.33895191190947044,,,False
1.25,0.0779395095549878,-0.3380641667994449,,,False
1.2550000000000001,0.0747312746556315,-0.33703561698348466,,,False
1.26,0.07158957769575301,-0.3358688497822351,,,False
1.2650000000000001,0.06851982656738857,-0.33456666488013886,,,False
1.27,0.06552731082420274,-0.33313206971603093,,,False
1.2750000000000001,0.06261719357646357,-0.3315682745529253,,,False
1.28,0.05979450359261314,-0.3298786872352457,,,False
1.285,0.057064127619585785,-0.32806690764224467,,,False
1.29,0.05443080293366284,-0.32613672184683257,,,False
1.295,0.05189911013326874,-0.32409209598949784,,,False
1.3,0.04947346618471613,-0.3219371698774447,,,False
1.305,0.04715811773148769,-0.31967625031949914,,,False
1.31,0.04495713467721122,-0.3173138042077435,,,False
1.315,0.042874404052033986,-0.31485445135722717,,,False
1.32,0.040913624171639004,-0.3123029571154706,,,False
1.325,0.03907829909766842,-0.30966422475382893,,,False
1.33,0.037371733407827096,-0.3069432876531079,,,False
1.335,0.035797027283436963,-0.30414530129613304,,,False
1.34,0.03435707192169715,-0.3012755350802558,,,False
1.345,0.03305454527937971,-0.2983393639630431,,,False
1.35,0.03189190815415529,-0.29534225995463614,,,False
1.355,0.030871400609199438,-0.29228978347047957,,,False
1.36,0.029995038746177902,-0.28918757455831506,,,False
1.365,0.029264611831151154,-0.28604134401350195,,,False
1.37,0.028681679777373147,-0.28285686439687213,,,False
1.375,0.028247570988390185,-0.27963996096944593,,,False
1.3800000000000001,0.027963380564271837,-0.27639650255843423,,,False
1.385,0.027829968873229253,-0.2731323923690195,,,False
1.3900000000000001,0.027847960490297585,-0.2698535587564602,,,False
1.395,0.0280177435041794,-0.2665659459730822,,,False
1.4000000000000001,0.02833946919276585,-0.2632755049047208,,,False
1.405,0.02881305206727372,-0.25998818381115096,,,False
1.41,0.02943817028435861,-0.25670991908499396,,,False
1.415,0.03021426642499077,-0.2534466260435131,,,False
1.42,0.031140548638308254,-0.2502041897676176,,,False
1.425,0.03221599214809697,-0.2469884560022704,,,False
1.43,0.03343934111898564,-0.2438052221323542,,,False
1.435,0.03480911087888977,-0.24066022824788566,,,False
1.44,0.036323590493691736,-0.23755914831227995,,,False
1.445,0.03798084568960509,-0.23450758144716002,,,False
1.45,0.03977872211814147,-0.231511043346977,,,False
1.455,0.04171484895807786,-0.2285749578364594,,,False
1.46,0.04378664284831314,-0.225704648583641,,,False
1.465,0.04599131214500345,-0.22290533098093096,,,False
1.47,0.04832586149588092,-0.22018210420638562,,,False
1.475,0.0507870967241846,-0.2175399434770209,,,False
1.48,0.05337163001417495,-0.21498369250566468,,,False
1.485,0.0560758853897537,-0.21251805617249842,,,False
1.49,0.05889610447728187,-0.21014759342206696,,,False
1.495,0.06182835254327039,-0.20787671039615505,,,False
1.5,0.06486852479721707,-0.2057096538125352,,,False
1.5050000000000001,0.06801235294947972,-0.20365050459918257,,,False
1.51,0.07125541201370526,-0.20170317179313732,,,False
1.5150000000000001,0.0745931273429854,-0.19987138671276292,,,False
1.52,0.07802078188857392,-0.19815869741171369,,,False
1.5250000000000001,0.08153352366968601,-0.1965684634224743,,,False
1.53,0.085126373442601,-0.19510385079688147,,,False
1.5350000000000001,0.08879423255701162,-0.19376782745057208,,,False
1.54,0.09253189098730137,-0.1925631588178348,,,False
1.545,0.09633403552618974,-0.19149240382286506,,,False
1.55,0.1001952581279633,-0.19055791117294268,,,False
1.555,0.10411006438830622,-0.18976181597856656,,,False
1.56,0.10807288214756108,-0.18910603670508958,,,False
1.565,0.11207807020408567,-0.18859227245990612,,,False
1.57,0.1161199271242286,-0.1882220006187461,,,False
1.575,0.12019270013532014,-0.18799647479413384,,,False
1.58,0.124290594087972,-0.18791672314856744,,,False
1.585,0.1284077804738941,-0.1879835470544756,,,False
1.59,0.13253840648537196,-0.188197520102504,,,False
1.595,0.13667660410250448,-0.18855898745918348,,,False
1.6,0.1408164991942761,-0.18906806557452663,,,False
1.605,0.1449522206195345,-0.18972464223960064,,,False
1.61,0.14907790931395906,-0.1905283769936198,,,False
1.615,0.15318772734914157,-0.19147870187960345,,,False
1.62,0.15727586694995502,-0.1925748225471452,,,False
1.625,0.16133655945646294,-0.19381571970034409,,,False
1.6300000000000001,0.1653640842167142,-0.19520015088845344,,,False
1.635,0.16935277739688467,-0.1967266526363133,,,False
1.6400000000000001,0.17329704069535865,-0.19839354291114358,,,False
1.645,0.17719134994749766,-0.20019892392179217,,,False
1.6500000000000001,0.18103026360801486,-0.20214068524605136,,,False
1.655,0.1848084310980649,-0.20421650728118226,,,False
1.6600000000000001,0.1885206010043684,-0.20642386501231544,,,False
1.665,0.19216162911791787,-0.208760032092933,,,False
1.67,0.1957264863000592,-0.211222085231179,,,False
1.675,0.1992102661640053,-0.21380690887529327,,,False
1.68,0.2026081925601225,-0.21651120019102102,,,False
1.685,0.20591562685362708,-0.2193314743234136,,,False
1.69,0.209128074983648,-0.22226406993500963,,,False
1.695,0.21224119429294216,-0.22530515501196685,,,False
1.7,0.21525080011790004,-0.22845073292930798,,,False
1.705,0.21815287212884235,-0.23169664876604587,,,False
1.71,0.2209435604109901,-0.2350385958605679,,,False
1.715,0.22361919127688473,-0.23847212259628484,,,False
1.72,0.2261762728014452,-0.24199263940718962,,,False
1.725,0.22861150007127162,-0.24559542599262274,,,False
1.73,0.23092176014024232,-0.24927563873020817,,,False
1.735,0.23310413668390115,-0.2530283182756059,,,False
1.74,0.2351559143455916,-0.25684839733742326,,,False
1.745,0.23707458276776994,-0.26073070861534275,,,False
1.75,0.23885784030241114,-0.26466999288925336,,,False
1.7550000000000001,0.24050359739491692,-0.26866090724692165,,,False
1.76,0.24200997963643733,-0.27269803343750654,,,False
1.7650000000000001,0.24337533048003035,-0.2767758863380056,,,False
1.77,0.2445982136166028,-0.2808889225195291,,,False
1.7750000000000001,0.2456774150071036,-0.2850315489001213,,,False
1.78,0.24661194456797284,-0.2891981314706954,,,False
1.7850000000000001,0.24740103750738923,-0.29338300408051743,,,False
1.79,0.24804415531040122,-0.2975804772685604,,,False
1.795,0.24854098637157399,-0.3017848471269633,,,False
1.8,0.24889144627433457,-0.30599040418276136,,,False
1.805,0.24909567771674818,-0.31019144228400924,,,False
1.81,0.24915405008401248,-0.3143822674763976,,,False
1.815,0.24906715866850818,-0.3185572068564634,,,False
1.82,0.24883582353879738,-0.32271061738751994,,,False
1.825,0.24846108805951067,-0.32683689466447785,,,False
1.83,0.24794421706461206,-0.33093048161379957,,,False
1.835,0.24728669468707487,-0.33498587711492217,,,False
1.84,0.24649022184854152,-0.3389976445296004,,,False
1.845,0.24555671341307422,-0.3429604201257598,,,False
1.85,0.2444882950096326,-0.3468689213826107,,,False
1.855,0.24328729952843367,-0.35071795516396076,,,False
1.86,0.24195626329686495,-0.35450242574686375,,,False
1.865,0.24049792194112282,-0.35821734269297695,,,False
1.87,0.23891520594024504,-0.36185782855024257,,,False
1.875,0.23721123587968884,-0.36541912637278096,,,False
1.8800000000000001,0.23538931741207847,-0.3688966070471742,,,False
1.885,0.2334529359332068,-0.3722857764136265,,,False
1.8900000000000001,0.23140575098182256,-0.3755822821708202,,,False
1.895,0.22925159037216847,-0.37878192055363097,,,False
1.9000000000000001,0.22699444406865407,-0.38188064277323597,,,False
1.905,0.22463845781245215,-0.3848745612095293,,,False
1.9100000000000001,0.22218792651019473,-0.3877599553461618,,,False
1.915,0.2196472873953166,-0.3905332774389383,,,False
1.92,0.21702111297294965,-0.3931911579087374,,,False
1.925,0.2143141037596067,-0.395730410450566,,,False
1.93,0.2115310808292141,-0.39814803685082073,,,False
1.935,0.2086769781773506,-0.4004412315053022,,,False
1.94,0.20575683491583197,-0.40260738563101345,,,False
1.945,0.202775787310041,-0.4046440911652709,,,False
1.95,0.19973906067164435,-0.4065491443461632,,,False
1.955,0.1966519611195569,-0.4083205489689101,,,False
1.96,0.19351986722221526,-0.40995651931319976,,,False
1.965,0.19034822153439915,-0.4114554827371142,,,False
1.97,0.18714252204199713,-0.41281608193379504,,,False
1.975,0.18390831352824855,-0.4140371768475459,,,False
1.98,0.18065117887510554,-0.41511784624661857,,,False
1.985,0.17737673031345294,-0.4160573889504867,,,False
1.99,0.17409060063598952,-0.4168553247099665,,,False
1.995,0.1707984343866242,-0.4175113947391061,,,False
2.0,0.16750587904026315,-0.4180255618983251,,,False
2.005,0.16421857618686642,-0.41839801052884884,,,False
2.0100000000000002,0.1609421527336335,-0.418629145939041,,,False
2.015,0.15768221213913283,-0.41871959354380034,,,False
2.02,0.15444432569312747,-0.4186701976587412,,,False
2.025,0.15123402385576154,-0.4184820199514328,,,False
2.0300000000000002,0.1480567876696631,-0.4181563375525209,,,False
2.035,0.14491804025839009,-0.41769464083009855,,,False
2.04,0.1418231384244927,-0.417098630831231,,,False
2.045,0.13877736436029423,-0.41637021639506966,,,False
2.05,0.13578591748429697,-0.4155115109425125,,,False
2.055,0.13285390641590739,-0.4145248289478827,,,False
2.06,0.12998634110093896,-0.4134126820986001,,,False
2.065,0.12718812510009744,-0.41217777514931464,,,False
2.07,0.1244640480523804,-0.4108230014774518,,,False
2.075,0.12181877832502995,-0.409351438347592,,,False
2.08,0.11925685586136786,-0.4077663418925605,,,False
2.085,0.11678268523751338,-0.4060711418195502,,,False
2.09,0.11440052893863951,-0.4042694358500268,,,False
2.095,0.11211450086506065,-0.40236498390258135,,,False
2.1,0.10992856007806756,-0.40036170202829213,,,False
2.105,0.10784650479503136,-0.3982636561085399,,,False
2.11,0.10587196664289132,-0.3960750553255858,,,False
2.115,0.10400840517871901,-0.3938002454165669,,,False
2.12,0.10225910268561608,-0.39144370172189447,,,False
2.125,0.10062715925175619,-0.3890100220393492,,,False
2.13,0.0991154881399216,-0.3865039192954578,,,False
2.1350000000000002,0.0977268114544157,-0.38393021404600797,,,False
2.14,0.09646365611175141,-0.3812938268178078,,,False
2.145,0.0953283501210269,-0.37859977030402703,,,False
2.15,0.09432301917940171,-0.37585314142566584,,,False
2.1550000000000002,0.09344958358757983,-0.3730591132718865,,,False
2.16,0.09270975548969553,-0.37022292693210807,,,False
2.165,0.09210503644147736,-0.3673498832329103,,,False
2.17,0.09163671531004419,-0.36444533439291577,,,False
2.1750000000000003,0.09130586650815797,-0.3615146756089196,,,False
2.18,0.09111334856522799,-0.358563336586616,,,False
2.185,0.09105980303682745,-0.35559677302932635,,,False
2.19,0.09114565375394904,-0.3526204580981684,,,False
2.195,0.09137110641268956,-0.349639873857119,,,False
2.2,0.09173614850451949,-0.3466605027164122,,,False
2.205,0.09224054958675865,-0.34368781888768285,,,False
2.21,0.0928838618923465,-0.3407272798642133,,,False
2.215,0.09366542127746762,-0.3377843179395645,,,False
2.22,0.0945843485050653,-0.33486433177777764,,,False
2.225,0.09563955086175671,-0.3319726780482146,,,False
2.23,0.09682972410514613,-0.3291146631379681,,,False
2.235,0.09815335473802377,-0.32629553495461383,,,False
2.24,0.09960872260543427,-0.3235204748319002,,,False
2.245,0.1011939038101049,-0.32079458955077317,,,False
2.25,0.10290677394123554,-0.3181229034879177,,,False
2.255,0.10474501161117665,-0.3155103509037656,,,False
2.2600000000000002,0.10670610229405285,-0.3129617683816632,,,False
2.265,0.10878734245993345,-0.3104818874296287,,,False
2.27,0.11098584399770539,-0.3080753272558399,,,False
2.275,0.11329853891937079,-0.3057465877286934,,,False
2.2800000000000002,0.11572218433806916,-0.30350004253195945,,,False
2.285,0.11825336771171734,-0.3013399325252272,,,False
2.29,0.12088851234376523,-0.2992703593194884,,,False
2.295,0.12362388313218468,-0.2972952790773519,,,False
2.3000000000000003,0.12645559255744418,-0.29541849654700997,,,False
2.305,0.12937960689987069,-0.29364365933869674,,,False
2.31,0.13239175267646525,-0.29197425245198566,,,False
2.315,0.13548772328692107,-0.2904135930618705,,,False
2.32,0.13866308585828807,-0.2889648255711618,,,False
2.325,0.14191328827744465,-0.28763091693631,,,False
2.33,0.145233666400267,-0.28641465227333546,,,False
2.335,0.14861945142613528,-0.28531863075011205,,,False
2.34,0.15206577742618327,-0.2843452617708036,,,False
2.345,0.15556768901348036,-0.2834967614578055,,,False
2.35,0.15912014914313938,-0.28277514943608745,,,False
2.355,0.16271804703016235,-0.2821822459243736,,,False
2.36,0.1663562061726769,-0.28171966913713176,,,False
2.365,0.170029392468073,-0.2813888330008759,,,False
2.37,0.17373232240942593,-0.28119094518781407,,,False
2.375,0.17745967134948812,-0.2811270054694013,,,False
2.38,0.18120608181944536,-0.2811978043918811,,,False
2.3850000000000002,0.18496617188956657,-0.2814039222754219,,,False
2.39,0.18873454355882968,-0.2817457285379764,,,False
2.395,0.19250579116057612,-0.2822233813445144,,,False
2.4,0.19627450977123775,-0.2828368275818004,,,False
2.4050000000000002,0.2000353036091896,-0.2835858031584098,,,False
2.41,0.20378279441080993,-0.2844698336292005,,,False
2.415,0.2075116297708763,-0.28548823514298144,,,False
2.42,0.21121649143449414,-0.2866401157116471,,,False
2.4250000000000003,0.21489210352783636,-0.28792437679857485,,,False
2.43,0.21853324071508015,-0.28933971522361546,,,False
2.435,0.2221347362690448,-0.29088462538154225,,,False
2.44,0.22569149004317937,-0.2925574017703644,,,False
2.445,0.22919847633270313,-0.2943561418254534,,,False
2.45,0.23265075161288246,-0.29627874905498186,,,False
2.455,0.23604346214261873,-0.29832293647172764,,,False
2.46,0.23937185142173584,-0.30048623031585764,,,False
2.465,0.24263126749058345,-0.30276597406287264,,,False
2.47,0.24581717006081902,-0.3051593327104701,,,False
2.475,0.24892513746649395,-0.30766329733766257,,,False
2.48,0.2519508734248474,-0.31027468992908164,,,False
2.485,0.2548902135965073,-0.3129901684569967,,,False
2.49,0.2577391319351074,-0.31580623221318577,,,False
2.495,0.2604937468166556,-0.3187192273824177,,,False
2.5,0.26315032693932855,-0.3217253528489318,,,False
2.505,0.26570529698472245,-0.32482066622694633,,,False
2.5100000000000002,0.26815524303195815,-0.32800109010587736,,,False
2.515,0.270496917716421,-0.3312624185006188,,,False
