deep_u_d,deep_z/h,intermediate_u_d,intermediate_z/h,shallow_u_d,shallow_z/h
1.0000000041223074,0.0,1.0380109149190353,0.0,1.3620308304831554,0.0
0.833752921512165,-0.00909090909090909,1.000968429840169,-0.00909090909090909,1.338381281561889,-0.00909090909090909
0.6951439312644733,-0.01818181818181818,0.9652496852363489,-0.01818181818181818,1.3151741849222673,-0.01818181818181818
0.5795782811740084,-0.02727272727272727,0.9308074445049601,-0.027272727272727275,1.292401868585461,-0.027272727272727275
0.4832250831818263,-0.03636363636363636,0.8975961591683997,-0.03636363636363636,1.270056804305624,-0.03636363636363636
0.4028903231899703,-0.045454545454545456,0.865571908638049,-0.045454545454545456,1.2481316050811535,-0.045454545454545456
0.33591098262389096,-0.05454545454545454,0.8346923421310591,-0.05454545454545455,1.2266190227126332,-0.05454545454545455
0.2800667619761699,-0.06363636363636364,0.804916622663148,-0.06363636363636363,1.2055119454066732,-0.06363636363636363
0.23350648005349836,-0.07272727272727272,0.7762053730433283,-0.07272727272727272,1.1848033954248347,-0.07272727272727272
0.19468670913406855,-0.08181818181818182,0.7485206237991592,-0.08181818181818182,1.1644865267768791,-0.08181818181818182
0.16232061185098332,-0.09090909090909091,0.7218257629636464,-0.09090909090909091,1.144554622957568,-0.09090909090909091
0.13533528379450635,-0.1,0.6960854876573882,-0.09999999999999999,1.1250010947262687,-0.09999999999999999
0.11283618778220218,-0.10909090909090909,0.6712657574019368,-0.1090909090909091,1.1058194779286328,-0.1090909090909091
0.0940775008278903,-0.1181818181818182,0.6473337491026396,-0.11818181818181818,1.0870034313596288,-0.11818181818181818
0.07843739084047366,-0.1272727272727273,0.6242578136414109,-0.12727272727272726,1.0685467346672162,-0.12727272727272726
0.06539740349944848,-0.13636363636363638,0.6020074340220507,-0.13636363636363635,1.0504432862959736,-0.13636363636363635
0.054525276002205136,-0.14545454545454545,0.5805531850127447,-0.14545454545454545,1.032687101470003,-0.14545454545454545
0.045460607975693096,-0.15454545454545454,0.559866694232378,-0.15454545454545454,1.0152723102144336,-0.15454545454545454
0.037902914557206055,-0.16363636363636364,0.539920604629203,-0.16363636363636364,0.9981931554148828,-0.16363636363636364
0.03160166561562478,-0.17272727272727273,0.5206885383022398,-0.1727272727272727,0.9814439909142253,-0.1727272727272727
0.026347980923063362,-0.18181818181818182,0.5021450616175627,-0.18181818181818182,0.9650192796460428,-0.18181818181818182
0.02196770597999336,-0.19090909090909092,0.4842656515733421,-0.1909090909090909,0.9489135918041383,-0.1909090909090909
0.01831563896423707,-0.2,0.46702666336916426,-0.19999999999999998,0.9331216030475113,-0.19999999999999998
0.01527071743284425,-0.20909090909090908,0.4504052991367288,-0.20909090909090908,0.9176380927401928,-0.20909090909090908
0.012732005220735502,-0.21818181818181817,0.4343795777905911,-0.2181818181818182,0.9024579422253722,-0.2181818181818182
0.010615346505736782,-0.2272727272727273,0.4189283059590565,-0.22727272727272727,0.887576133133229,-0.22727272727272727
0.008850576125537378,-0.2363636363636364,0.4040310499568011,-0.23636363636363636,0.8729877457219241,-0.23636363636363636
0.007379193671313479,-0.24545454545454545,0.3896681087621453,-0.24545454545454545,0.8586879572511933,-0.24545454545454545
0.006152424256499717,-0.2545454545454546,0.37582048796324413,-0.2545454545454545,0.8446720403880086,-0.2545454545454545
0.005129601677093417,-0.2636363636363636,0.36246987463874236,-0.2636363636363636,0.8309353616437818,-0.2636363636363636
0.004276820366840287,-0.27272727272727276,0.34959861313967266,-0.2727272727272727,0.8174733798425882,-0.2727272727272727
0.003565811460936817,-0.28181818181818186,0.3371896817405713,-0.2818181818181818,0.8042816446199136,-0.2818181818181818
0.0029730057108624253,-0.2909090909090909,0.32522667012892925,-0.2909090909090909,0.791355794951415,-0.2909090909090909
0.002478752186886246,-0.3,0.3136937577032156,-0.3,0.7786915577112231,-0.3
0.00206666686900227,-0.3090909090909091,0.3025756926507674,-0.3090909090909091,0.7662847462592974,-0.3090909090909091
0.0017230895327206913,-0.31818181818181823,0.29185777177788197,-0.31818181818181823,0.7541312590573761,-0.31818181818181823
0.00143663092601158,-0.32727272727272727,0.2815258210654353,-0.32727272727272727,0.7422270783130596,-0.32727272727272727
0.0011977952267602828,-0.33636363636363636,0.27156617692430973,-0.33636363636363636,0.7305682686515739,-0.33636363636363636
0.000998665265569204,-0.34545454545454546,0.2619656681258502,-0.3454545454545454,0.7191509758147897,-0.3454545454545454
0.0008326400793502058,-0.3545454545454545,0.2527115983834414,-0.35454545454545455,0.7079714253870484,-0.35454545454545455
0.0006942160958664498,-0.36363636363636365,0.24379172956218176,-0.36363636363636365,0.6970259215473887,-0.36363636363636365
0.0005788046957056484,-0.3727272727272728,0.23519426549444095,-0.37272727272727274,0.6863108458477536,-0.37272727272727274
0.000482580104042886,-0.38181818181818183,0.22690783637990397,-0.3818181818181818,0.6758226560167769,-0.3818181818181818
0.00040235256995399874,-0.39090909090909093,0.2189214837494666,-0.3909090909090909,0.6655578847887511,-0.3909090909090909
0.0003354626292980555,-0.4,0.2112246459731016,-0.39999999999999997,0.6555131387573923,-0.39999999999999997
0.0002796929460870574,-0.40909090909090906,0.20380714429252775,-0.40909090909090906,0.6456850972540236,-0.40909090909090906
0.00023319480997068218,-0.41818181818181815,0.19665916936021188,-0.41818181818181815,0.6360705112498012,-0.41818181818181815
0.00019442685329970443,-0.42727272727272725,0.18977126826690063,-0.42727272727272725,0.6266662022816275,-0.42727272727272725
0.0001621039562987935,-0.43636363636363634,0.18313433204052904,-0.4363636363636364,0.6174690614013888,-0.4363636363636364
