x_p0,z_p0,u_d,w_d,t,v_x_drift,v_y_drift,history
0.4809825545953366,-1.7606093375207912,0.0007967631008310695,-0.012860785694236085,16.44504707595783,0.0004652055871225351,-0.013275273645938404,True
0.4853738224121208,-1.8415356419277509,0.0006984031799700413,-0.012870813327535677,17.23516803237995,0.00039568831654384257,-0.013273426391369601,True
0.48922833980851294,-1.9225135946860588,0.0006130888793805016,-0.012880129262767848,18.02522141242987,0.00033652448709029387,-0.013271854254642194,True
0.49261887983128055,-2.003540101330741,0.0005393299240271834,-0.012888808089394894,18.815216193189862,0.00028617911845978876,-0.013270516447339826,True
0.4956061638304654,-2.0846124125687524,0.00047521485873388034,-0.01289692139840529,19.605160303189248,0.00024334331875895706,-0.013269378188802819,True
0.4982405240091814,-2.1657280165492865,0.0004190954601246707,-0.012904530537689066,20.3950602063666,0.00020690134235407548,-0.013268409830769632,True
0.5005672984809626,-2.246884605716403,0.00037018031582514014,-0.012911681889897997,21.18492150094294,0.0001759023293868768,-0.013267586106422351,True
0.5026256540179197,-2.3280800589879216,0.000327489977248117,-0.012918417963812816,21.974748986683803,0.00014953612280974021,-0.013266885487782461,True
0.5044494564883305,-2.4093124263175647,0.00029018285536081874,-0.012924777042398203,22.7645467761524,0.00012711259304806337,-0.01326628963631338,True
0.5060701856640141,-2.490579943808655,0.0002578804945195539,-0.012930789371481411,23.55431893496142,0.00010804396397646387,-0.013265782933275704,True
0.5075117763934952,-2.5718809955632365,0.00022938355770161497,-0.012936490305442857,24.34406880031355,9.182973121524088e-05,-0.013265352078967145,True
0.5087951325209427,-2.653214040603422,0.00020421065421795837,-0.012941905977594693,25.133798836166658,7.804378571887095e-05,-0.013264985750562832,True
0.5099394086675858,-2.734577645132805,0.00018208397541044058,-0.012947057063012662,25.923511281288505,6.632340261319418e-05,-0.013264674309520056,True
0.5109612564834825,-2.8159704758320716,0.0001626056849835285,-0.012951964845165543,26.71320804787643,5.635985724430035e-05,-0.013264409552222323,True
0.5118767594485907,-2.897391338375542,0.00014568558683982332,-0.012956644153793443,27.502891489296317,4.789041734688548e-05,-0.01326418449719045,True
0.5126974351631105,-2.9788391083471235,0.0001305974866404994,-0.012961117116747724,28.292563285297177,4.069152700463149e-05,-0.013263993203962677,True
0.5134335163104531,-3.0603126845895,0.00011713718635830151,-0.012965398608611307,29.08222443282175,3.4572989834598963e-05,-0.013263830618526746,True
0.5140946645734731,-3.14181104242738,0.00010521393111966643,-0.01296950031866198,29.871875956696435,2.9373003990933067e-05,-0.01326369244138706,True
0.5146893365360365,-3.2233332224284728,9.463606296123081e-05,-0.012973435179394146,30.66151872518335,2.49539383866492e-05,-0.013263575015327904,True
0.5152265517468403,-3.304878425882015,8.549312454000261e-05,-0.012977209308841407,31.451154789481382,2.119872957132747e-05,-0.01326347522966913,True
0.5157109782472672,-3.386445762872027,7.709290183529191e-05,-0.012980839607237832,32.24078428777,1.800782850013585e-05,-0.013263390439133868,True
0.5161483334145954,-3.468034436146424,6.960237958391296e-05,-0.012984334543669698,33.03040773967019,1.5296579380068475e-05,-0.013263318394197657,True
0.5165436707138235,-3.549643675681727,6.291594266141192e-05,-0.012987699984976647,33.82002557095895,1.2993000045495448e-05,-0.013263257182107266,True
0.516901982102791,-3.6312728292938985,5.702379328775893e-05,-0.01299094621370336,34.6096387218047,1.1035887332095057e-05,-0.01326320517653554,True
0.5172271994817518,-3.7129212703388745,5.1757258481003744e-05,-0.01299407639665518,35.3992481860987,9.373209482550001e-06,-0.013263160994863438,True
0.5175220997899171,-3.794588292294096,4.693263151718402e-05,-0.012997098146065263,36.18885372213985,7.960736503786684e-06,-0.01326312346178509,True
0.5177897831538173,-3.87627330862816,4.26013194342502e-05,-0.01300002145496592,36.97845564122108,6.760869381451138e-06,-0.013263091578196948,True
0.5180329999857516,-3.9579757278429364,3.870768952671357e-05,-0.013002849561832026,37.76805400968668,5.7416501413016715e-06,-0.01326306449489258,True
0.5182549929490179,-4.03969512490803,3.533002182104016e-05,-0.013005583776313445,38.55765042270754,4.875915374489933e-06,-0.013263041490069606,True
0.518457022141075,-4.121430921535521,3.215290441418091e-05,-0.013008235242743329,39.34724431743198,4.140581606758949e-06,-0.013263021950340112,True
0.5186410270840404,-4.203182606080444,2.9284439983628547e-05,-0.013010804280770736,40.13683575557082,3.516031340996384e-06,-0.01326300535441622,True
,,,,,,,True
