x,z,x_0,z_0,history
0.0,0.0,0.0,0.0,False
0.14796623072283843,-0.12517667919551434,0.0,0.0,False
0.2445982136166028,-0.2808889225195291,0.0,0.0,False
0.28488385755783474,-0.43577263002180755,0.0,0.0,False
0.2840717304640721,-0.5633081972815225,0.0,0.0,False
0.2697906913732008,-0.6524914912505205,0.0,0.0,False
0.2685441076819634,-0.7115169688089501,0.0,0.0,False
0.29386383029495156,-0.7616430978878024,0.0,0.0,False
0.3420001271312002,-0.825277661490869,0.0,0.0,False
0.3965480399252561,-0.9149238086989953,0.0,0.0,False
0.43865746857654403,-1.0284530840083692,0.0,0.0,False
0.4570016237870361,-1.1522934633360205,0.0,0.0,False
0.13181360523842817,-0.11031601185386351,0.13181360523842817,-0.11031601185386351,False
0.26350623835644804,-0.2238268663506899,0.13181360523842817,-0.11031601185386351,False
0.3527466078197551,-0.3705596559523866,0.13181360523842817,-0.11031601185386351,False
0.390990725548116,-0.5215512595980795,0.13181360523842817,-0.11031601185386351,False
0.38947980320319536,-0.6505339905239038,0.13181360523842817,-0.11031601185386351,False
0.3727088824266557,-0.7447590994995387,0.13181360523842817,-0.11031601185386351,False
0.36585527565922893,-0.8095894552899714,0.13181360523842817,-0.11031601185386351,False
0.3831024944033152,-0.8636351086259909,0.13181360523842817,-0.11031601185386351,False
0.42269196607879345,-0.9279089273404861,0.13181360523842817,-0.11031601185386351,False
0.4704282344793984,-1.015189850321133,0.13181360523842817,-0.11031601185386351,False
0.5088189254208325,-1.1249302704944113,0.13181360523842817,-0.11031601185386351,False
0.5265026942869304,-1.2455353204323552,0.13181360523842817,-0.11031601185386351,False
0.1283953683504453,-0.1910033072313413,0.1283953683504453,-0.1910033072313413,False
0.2467524842339984,-0.3035129556625353,0.1283953683504453,-0.1910033072313413,False
0.32546425117683175,-0.44735499108796634,0.1283953683504453,-0.1910033072313413,False
0.3566799141353641,-0.5944326435094149,0.1283953683504453,-0.1910033072313413,False
0.3516270662760973,-0.7199430143088854,0.1283953683504453,-0.1910033072313413,False
0.3337981890999512,-0.8125005004250289,0.1283953683504453,-0.1910033072313413,False
0.3266943275516789,-0.8780089710032942,0.1283953683504453,-0.1910033072313413,False
0.34289150651100914,-0.9345077984801138,0.1283953683504453,-0.1910033072313413,False
0.3798219860817914,-1.0016446725845602,0.1283953683504453,-0.1910033072313413,False
0.42357804759404016,-1.0907676895525984,0.1283953683504453,-0.1910033072313413,False
0.45777176961171223,-1.2005528418079474,0.1283953683504453,-0.1910033072313413,False
0.47229149972609347,-1.319607089523143,0.1283953683504453,-0.1910033072313413,False
0.08297457128364712,-0.2487277682183416,0.08297457128364712,-0.2487277682183416,False
0.19160292492049277,-0.3631760431934864,0.08297457128364712,-0.2487277682183416,False
0.2612216051000285,-0.5062395753385208,0.08297457128364712,-0.2487277682183416,False
0.2856874459376914,-0.6501396909050713,0.08297457128364712,-0.2487277682183416,False
0.27724981573651303,-0.7716190078208166,0.08297457128364712,-0.2487277682183416,False
0.2590935773534782,-0.8612156412453513,0.08297457128364712,-0.2487277682183416,False
0.253224529939375,-0.9261047743378504,0.08297457128364712,-0.2487277682183416,False
0.2703301158183205,-0.9843284607099057,0.08297457128364712,-0.2487277682183416,False
0.3065161759291046,-1.0543775763348495,0.08297457128364712,-0.2487277682183416,False
0.34769178040301696,-1.1459929811798915,0.08297457128364712,-0.2487277682183416,False
0.378360394047506,-1.256661976477729,0.08297457128364712,-0.2487277682183416,False
0.3897648173045301,-1.3747727656882542,0.08297457128364712,-0.2487277682183416,False
0.019137785110953997,-0.2631367194518158,0.019137785110953997,-0.2631367194518158,False
0.12402098637867835,-0.3811541416084767,0.019137785110953997,-0.2631367194518158,False
0.1886095489043197,-0.5253553342195233,0.019137785110953997,-0.2631367194518158,False
0.2086919824816712,-0.6676919524587943,0.019137785110953997,-0.2631367194518158,False
0.19804508427511233,-0.7859800176909162,0.019137785110953997,-0.2631367194518158,False
0.18022774691265228,-0.8725017730385165,0.019137785110953997,-0.2631367194518158,False
0.1763943554833847,-0.9358985605901046,0.019137785110953997,-0.2631367194518158,False
0.19571934558841456,-0.9947008648598527,0.019137785110953997,-0.2631367194518158,False
0.23296749558509852,-1.06679467763191,0.019137785110953997,-0.2631367194518158,False
0.2735181791885863,-1.160677315793706,0.019137785110953997,-0.2631367194518158,False
0.3022985489062418,-1.2726700847765426,0.019137785110953997,-0.2631367194518158,False
0.31156808663430413,-1.3906479768876305,0.019137785110953997,-0.2631367194518158,False
-0.03212761967522069,-0.2327623563182457,-0.03212761967522069,-0.2327623563182457,False
0.07548121378981366,-0.354492127404294,-0.03212761967522069,-0.2327623563182457,False
0.14029816513517016,-0.5011532253265171,-0.03212761967522069,-0.2327623563182457,False
0.15949723886167802,-0.6439587369028208,-0.03212761967522069,-0.2327623563182457,False
0.14829138516275048,-0.760936377396148,-0.03212761967522069,-0.2327623563182457,False
0.13113433414521208,-0.8453071817792875,-0.03212761967522069,-0.2327623563182457,False
0.12925250588394832,-0.906858166023671,-0.03212761967522069,-0.2327623563182457,False
0.15118878841798905,-0.9649256817669364,-0.03212761967522069,-0.2327623563182457,False
0.1907929130700224,-1.037546539382808,-0.03212761967522069,-0.2327623563182457,False
0.23273323805692891,-1.1327488807663932,-0.03212761967522069,-0.2327623563182457,False
0.261745893035944,-1.2460868897761241,-0.03212761967522069,-0.2327623563182457,False
0.2704367351823859,-1.3647861338827727,-0.03212761967522069,-0.2327623563182457,False
-0.0458309380268524,-0.17534050960543915,-0.0458309380268524,-0.17534050960543915,False
0.06984857393886947,-0.2993128992838215,-0.0458309380268524,-0.17534050960543915,False
0.14011534573797071,-0.4487349191006718,-0.0458309380268524,-0.17534050960543915,False
0.16233511104420717,-0.5939307038902188,-0.0458309380268524,-0.17534050960543915,False
0.15241596101687838,-0.7121445430606931,-0.0458309380268524,-0.17534050960543915,False
0.1358524027480459,-0.7962731083534292,-0.0458309380268524,-0.17534050960543915,False
0.13488090430319197,-0.8564047314259006,-0.0458309380268524,-0.17534050960543915,False
0.15861934594689125,-0.9126619716157434,-0.0458309380268524,-0.17534050960543915,False
0.2008529403337548,-0.9839662687500074,-0.0458309380268524,-0.17534050960543915,False
0.24565641701531266,-1.078903765820302,-0.0458309380268524,-0.17534050960543915,False
0.277003854754181,-1.1930215456243243,-0.0458309380268524,-0.17534050960543915,False
0.2869814613734544,-1.313035623955619,-0.0458309380268524,-0.17534050960543915,False
-0.01356056597244959,-0.1198307043071102,-0.01356056597244959,-0.1198307043071102,False
0.11213368922233143,-0.24310794421697154,-0.01356056597244959,-0.1198307043071102,False
0.19107387474970594,-0.3941011247627661,-0.01356056597244959,-0.1198307043071102,False
0.2193540953607417,-0.542600241604154,-0.01356056597244959,-0.1198307043071102,False
0.2123129102684101,-0.664380893078696,-0.01356056597244959,-0.1198307043071102,False
0.19603474794698272,-0.7507255907266519,-0.01356056597244959,-0.1198307043071102,False
0.19426868199661734,-0.8108316957811594,-0.01356056597244959,-0.1198307043071102,False
0.21780656506103482,-0.8650919033370587,-0.01356056597244959,-0.1198307043071102,False
0.26144752072056227,-0.9336422444107217,-0.01356056597244959,-0.1198307043071102,False
0.30920002274078423,-1.0265252661162816,-0.01356056597244959,-0.1198307043071102,False
0.34406876798298786,-1.1402203279660654,-0.01356056597244959,-0.1198307043071102,False
0.3568901720134805,-1.2614381689943632,-0.01356056597244959,-0.1198307043071102,False
0.053248219473856294,-0.09379837957091003,0.053248219473856294,-0.09379837957091003,False
0.18557246035000866,-0.21311779522330848,0.053248219473856294,-0.09379837957091003,False
0.27216466795710725,-0.3632060150737604,0.053248219473856294,-0.09379837957091003,False
0.30683294989793813,-0.5140933551498184,0.053248219473856294,-0.09379837957091003,False
0.3031263196258238,-0.6401569534858477,0.053248219473856294,-0.09379837957091003,False
0.28677806676410944,-0.7304621331922484,0.053248219473856294,-0.09379837957091003,False
0.2827244710786691,-0.7923658824923969,0.053248219473856294,-0.09379837957091003,False
0.30376462623423517,-0.8456921621861478,0.053248219473856294,-0.09379837957091003,False
0.34644857239374427,-0.9114255189315007,0.053248219473856294,-0.09379837957091003,False
0.3954498609075704,-1.0012753218183474,0.053248219473856294,-0.09379837957091003,False
0.4331748798620201,-1.1132610314239102,0.053248219473856294,-0.09379837957091003,False
0.4490857576087753,-1.2347476239776738,0.053248219473856294,-0.09379837957091003,False
0.1285817878861009,-0.11171205465119444,0.1285817878861009,-0.11171205465119444,False
0.25994797614305765,-0.22542978969308322,0.1285817878861009,-0.11171205465119444,False
0.3488012303939459,-0.37222831006332185,0.1285817878861009,-0.11171205465119444,False
0.38670757400586575,-0.5231208309148019,0.1285817878861009,-0.11171205465119444,False
0.3850024627689903,-0.6518989893319569,0.1285817878861009,-0.11171205465119444,False
0.3682086141553434,-0.74592103533072,0.1285817878861009,-0.11171205465119444,False
0.36145330177938684,-0.8106460506210911,0.1285817878861009,-0.11171205465119444,False
0.37882324003286516,-0.8647215935571427,0.1285817878861009,-0.11171205465119444,False
0.4184688590707793,-0.9291267039822758,0.1285817878861009,-0.11171205465119444,False
0.4661535902792961,-1.0165607180930025,0.1285817878861009,-0.11171205465119444,False
0.5044072811050575,-1.1263966429865588,0.1285817878861009,-0.11171205465119444,False
0.5219336368786274,-1.24700048721156,0.1285817878861009,-0.11171205465119444,False
0.0,0.0,0.0,0.0,True
0.15043837103660368,-0.10440042804525775,0.0,0.0,True
0.25153077219724995,-0.25061991547982243,0.0,0.0,True
0.2958861700515527,-0.39937689976100693,0.0,0.0,True
0.2978061572175055,-0.5220410496676424,0.0,0.0,True
0.28505018966533213,-0.606088563532581,0.0,0.0,True
0.28507221412094536,-0.6589356873755932,0.0,0.0,True
