t,inertial,stokes_drag,history,velocity,R^2
1.345,-0.0810539106982779,0.015454669644744418,0.045440138322996,-0.2737532975485362,0.9229422287430148
1.35,-0.08096999223209024,0.01608419660568478,0.04548518277817748,-0.2439716621665724,0.9229422287430148
1.355,-0.08075934302390578,0.016685482321931275,0.045461194092575395,-0.21369740260867165,0.9229422287430148
1.36,-0.0804222165548016,0.017257589139775598,0.04536816053787638,-0.18297746452933394,0.9229422287430148
1.365,-0.07995906131629801,0.01779962398174854,0.04520617676836637,-0.15185944853519193,0.9229422287430148
1.37,-0.07937052022871763,0.01831073974035365,0.04497544375011489,-0.12039153645149964,0.9229422287430148
1.375,-0.0786574297596548,0.018790136601537985,0.04467626852629429,-0.08862241674292032,0.9229422287430148
1.38,-0.07782081874374577,0.01923706329583658,0.04430906381887997,-0.05660120920380601,0.9229422287430148
1.385,-0.07686190690538826,0.01965081827522971,0.043874347467229194,-0.024377389034688612,0.9229422287430148
1.39,-0.07578210308652254,0.020030750813874704,0.04337274170428964,0.007999289577991578,0.9229422287430148
1.395,-0.0745830031820388,0.020376262030982476,0.042804972271437966,0.040478870260685314,0.9229422287430148
1.4,-0.07326638778582482,0.02068680583423325,0.042171867373197704,0.07301127151164347,0.9229422287430148
1.405,-0.07183421955092269,0.0209618897822466,0.041474356473335625,0.10554636390115335,0.9229422287430148
1.41,-0.07028864026769999,0.021201075864743384,0.040713468934079323,0.1380340472940269,0.9229422287430148
1.415,-0.06863196766437618,0.021403981199165503,0.03989033250044086,0.1704243279754699,0.9229422287430148
1.42,-0.06686669193468321,0.02157027864264691,0.03900617163187496,0.20266739556168933,0.9229422287430148
1.425,-0.06499547199785297,0.02169969731835847,0.03806230568373294,0.23471369957684712,0.9229422287430148
1.43,-0.06302113149654748,0.021792023055381856,0.03706014694121038,0.2665140255787223,0.9229422287430148
1.435,-0.06094665453874526,0.021847098741400322,0.03600119850871092,0.2980195707162125,0.9229422287430148
1.44,-0.058775181190010316,0.02186482458762752,0.0348870520577815,0.32918201860260604,0.9229422287430148
1.445,-0.056510002722935396,0.021845158305531492,0.03371938543698231,0.35995361338984033,0.9229422287430148
1.45,-0.0541545566309609,0.021788115195045924,0.03249996014728651,0.39028723293026946,0.9229422287430148
1.455,-0.051712421414098944,0.02169376814409738,0.031230618686794224,0.4201364609137914,0.9229422287430148
1.46,-0.04918731114448776,0.02156224753941369,0.02991328176877008,0.4494556578699916,0.9229422287430148
1.465,-0.04658306982001011,0.02139374108871519,0.028549945417193703,0.47820003092677654,0.9229422287430148
1.47,-0.043903665514568736,0.02118849355452729,0.02714267794421802,0.5063257022188137,0.9229422287430148
1.475,-0.041153184333909416,0.020946806399989217,0.025693616814105917,0.5337897758413915,0.9229422287430148
1.48,-0.03833582418620151,0.020669037347168625,0.02420496539840019,0.5605504032476172,0.9229422287430148
1.485,-0.035455888376861394,0.02035559984852828,0.022678989627246054,0.586566846989197,0.9229422287430148
1.49,-0.032517779037398706,0.02000696247232385,0.021118014541957688,0.6117995427038048,0.9229422287430148
1.495,-0.029525990398312472,0.019623648202844624,0.019524420754069266,0.6362101592547971,0.9229422287430148
1.5,-0.026485101916309182,0.019206233656541984,0.017900640816257876,0.6597616569318183,0.9229422287430148
1.505,-0.023399771266359972,0.018755348215219216,0.01624915551067345,0.6824183436240114,0.9229422287430148
1.51,-0.020274727209313916,0.01827167307758344,0.014572490060334165,0.7041459288807552,0.9229422287430148
1.515,-0.01711476234598148,0.017755940230591162,0.012873210269368185,0.724911575777925,0.9229422287430148
1.52,-0.01392472576879861,0.017208931342136028,0.011153918598004383,0.7446839505114853,0.9229422287430148
1.525,-0.010709515622331092,0.016631476576756916,0.009417250178311453,0.7634332696433808,0.9229422287430148
1.53,-0.007474071584024854,0.016024453336156798,0.00766586877678002,0.7811313449286768,0.9229422287430148
1.535,-0.004223367276753242,0.015388784926445038,0.005902462709937187,0.7977516256564419,0.9229422287430148
1.54,-0.0009624026248080506,0.0147254391541253,0.0041297407192511446,0.8132692384408933,0.9229422287430148
1.545,0.0023038038349252753,0.01403542685296474,0.002350427811650604,0.827661024403195,0.9229422287430148
1.55,0.005570222674776392,0.01331980034398441,0.000567261072049867,0.840905573688441,0.9229422287430148
1.555,0.008831821319209237,0.012579651830918725,-0.0012170145456906205,0.8529832572664005,0.9229422287430148
1.56,0.01208357179693902,0.011816111733589102,-0.0029996504429006788,0.8638762559688931,0.9229422287430148
1.565,0.01532045849029693,0.011030346961733115,-0.004777898608829326,0.8735685867209464,0.9229422287430148
1.57,0.01853748586991081,0.010223559131926999,-0.006549015855455267,0.882046125927171,0.9229422287430148
1.575,0.021729686202769292,0.00939698273032451,-0.008310268047851153,0.8892966299792693,0.9229422287430148
1.58,0.024892127221788372,0.008551883224019478,-0.010058934323585365,0.8953097528550269,0.9229422287430148
1.585,0.028019919745026895,0.0076895551239236255,-0.011792311294643672,0.9000770607835984,0.9229422287430148
1.59,0.031108225232800827,0.006811320002123309,-0.013507717225393168,0.903592043956484,0.9229422287430148
1.595,0.03415226327100305,0.005918524466749786,-0.015202496180125681,0.9058501252681368,0.9229422287430148
1.6,0.037147318969067096,0.005012538097468721,-0.016874022133773467,0.9068486660747064,0.9229422287430148
1.605,0.040088750261122075,0.004094751344752271,-0.018519703039433535,0.9065869689640542,0.9229422287430148
1.61,0.04297199509904389,0.003166573396154041,-0.020136984846407104,0.9050662775347649,0.9229422287430148
1.615,0.045792578526248746,0.0022294300128637905,-0.02172335546252209,0.9022897731864861,0.9229422287430148
1.62,0.04854611962127182,0.0012847613398615136,-0.023276348654598513,0.8982625689285406,0.9229422287430148
1.625,0.051228338300353664,0.0003340196930323217,-0.02479354788099948,0.8929917002183196,0.9229422287430148
1.63,0.05383506196848211,-0.0006213326733547438,-0.026272590050318845,0.886486112845563,0.9229422287430148
1.635,0.05636223200854785,-0.0015798258153751788,-0.02771116920035632,0.8787566478831359,0.9229422287430148
1.64,0.05880591009852944,-0.0025399843609248958,-0.029107040091657543,0.8698160237294514,0.9229422287430148
1.645,0.061162284346882034,-0.0035003297804675772,-0.030458021710023847,0.859678815272102,0.9229422287430148
1.65,0.06342767523656671,-0.004459382663554284,-0.0317620006725257,0.8483614302067457,0.9229422287430148
1.655,0.06559854136845912,-0.005415664997616906,-0.033016934531706156,0.8358820825495499,0.9229422287430148
1.66,0.06767148499517951,-0.006367702445517546,-0.034220854972812804,0.8222607633859358,0.9229422287430148
1.665,0.06964325733669266,-0.0073140266183536334,-0.035371870899052124,0.8075192089024055,0.9229422287430148
1.67,0.07151076366936984,-0.008253177340007285,-0.03646817140003537,0.7916808657525927,0.9229422287430148
1.675,0.07327106818054735,-0.009183704899953262,-0.03750802859876127,0.7747708538125531,0.9229422287430148
1.68,0.07492139858096432,-0.0101041722908456,-0.03848980037265926,0.7568159263844605,0.9229422287430148
1.685,0.07645915046784077,-0.011013157427432472,-0.039411932944413613,0.7378444279116416,0.9229422287430148
1.69,0.07788189143173657,-0.011909255343371434,-0.0402729633384858,0.7178862492717573,0.9229422287430148
1.695,0.07918736490071375,-0.012791080362554443,-0.04107152169945191,0.6969727807185333,0.9229422287430148
1.7,0.08037349371573595,-0.013657268241584178,-0.041806333468487326,0.6751368625461354,0.9229422287430148
1.705,0.0814383834316468,-0.014506478280091,-0.04247622141454564,0.6524127335536469,0.9229422287430148
1.71,0.08238032533848318,-0.015337395395627928,-0.043080107516997194,0.6288359773904346,0.9229422287430148
1.715,0.083197799198314,-0.01614873215992999,-0.043617014696722856,0.604443466866506,0.9229422287430148
1.72,0.08388947569322952,-0.01693923079338702,-0.0440860683928895,0.5792733063149335,0.9229422287430148
1.725,0.08445421858054414,-0.017707665114641665,-0.04448649798286685,0.5533647720963579,0.9229422287430148
1.73,0.08489108655173003,-0.018452842442288512,-0.04481763804298813,0.5267582513384974,0.9229422287430148
1.735,0.08519933479205181,-0.0191736054457268,-0.045078929448100116,0.49949517900613705,0.9229422287430148
1.74,0.08537841623832926,-0.019868833942296046,-0.04526992030809323,0.47161797339956474,0.9229422287430148
1.745,0.08542798253272302,-0.020537446637902024,-0.04539026673985461,0.4431699701819124,0.9229422287430148
1.75,0.0853478846709019,-0.021178402808430183,-0.04543973347333823,0.41419535503792626,0.9229422287430148
1.755,0.08513817334342257,-0.021790703919333316,-0.045418194290701305,0.38473909506872617,0.9229422287430148
1.76,0.084799098969623,-0.022373395180871544,-0.0453256322977123,0.35484686902912854,0.9229422287430148
1.765,0.08433111142380535,-0.022925567036583893,-0.04516214002689424,0.32456499651568427,0.9229422287430148
1.77,0.08373485945395788,-0.023446356582672544,-0.04492791937212597,0.29394036621511743,0.9229422287430148
1.775,0.08301118979373771,-0.023934948916083342,-0.04462328135468241,0.26302036332437484,0.9229422287430148
1.78,0.08216114596891244,-0.024390578409178396,-0.04424864572095632,0.23185279625455169,0.9229422287430148
1.785,0.0811859667999277,-0.024812529909008063,-0.04380454037236264,0.20048582273198273,0.9229422287430148
1.79,0.08008708460273538,-0.025200139859303094,-0.04329160062818434,0.16896787541079286,0.9229422287430148
1.795,0.07886612309048852,-0.02555279734342822,-0.0427105683223795,0.1373475871117269,0.9229422287430148
1.8,0.07752489497916687,-0.02586994504665931,-0.042062290735623474,0.10567371580257598,0.9229422287430148
1.805,0.07606539930065362,-0.026151080136267973,-0.04134771936411456,0.07399506943599678,0.9229422287430148
1.81,0.07448981842724342,-0.02639575505802582,-0.04056790852692698,0.04236043076046544,0.9229422287430148
1.815,0.07280051481200231,-0.026603578247867188,-0.03972401381394256,0.010818482220229728,0.9229422287430148
1.82,0.07100002744983984,-0.026774214757580635,-0.0388172903766387,-0.020582268940250073,0.9229422287430148
1.825,0.06909106806459417,-0.026907386793529876,-0.03784909106425796,-0.0517935652520678,0.9229422287430148
1.83,0.06707651702784932,-0.02700287416754009,-0.03682086440812142,-0.08276747316331642,0.9229422287430148
1.835,0.06495941901561808,-0.027060514659219256,-0.035734152457082426,-0.1134564566322685,0.9229422287430148
1.84,0.06274297840944258,-0.027080204289121293,-0.03459058846735457,-0.1438134500594326,0.9229422287430148
1.845,0.06043055444885128,-0.027061897502293878,-0.03339189445016945,-0.17379193044647878,0.9229422287430148
1.85,0.05802565614249815,-0.02700560726189263,-0.032139878580940556,-0.20334598867160353,0.9229422287430148
1.855,0.055531936945696685,-0.026911405052681196,-0.0308364324738317,-0.23243039977202773,0.9229422287430148
1.86,0.052953189212414625,-0.026779420794375695,-0.029483528325832824,-0.2610006921261618,0.9229422287430148
1.865,0.0502933384301467,-0.026609842664931087,-0.028083215934649672,-0.289013215429578,0.9229422287430148
1.87,0.04755643724643431,-0.026402916834005072,-0.026637619594917467,-0.31642520736100765,0.9229422287430148
1.875,0.04474665929611512,-0.026158947106974705,-0.02514893487743371,-0.3431948588364835,0.9229422287430148
1.88,0.041868292838696586,-0.02587829448001809,-0.02361942529628768,-0.36928137775213876,0.9229422287430148
1.885,0.038925734215559504,-0.0255613766069104,-0.022051418868948243,-0.3946450511185591,0.9229422287430148
1.89,0.03592348113696388,-0.025208667178321074,-0.020447304574531196,-0.41924730549199657,0.9229422287430148
1.895,0.032866125809107166,-0.024820695214533037,-0.018809528715632854,-0.44305076561057594,0.9229422287430148
1.9,0.02975834791173716,-0.024398044272638177,-0.01714059118926956,-0.4660193111464372,0.9229422287430148
1.905,0.02660490743704726,-0.02394135156939723,-0.01544304167260057,-0.4881181314876027,0.9229422287430148
1.91,0.023410637400820142,-0.0234513070210812,-0.013719475729257241,-0.5093137784665727,0.9229422287430148
1.915,0.02018043643697354,-0.022928652201739227,-0.011972530842219687,-0.5295742169558584,0.9229422287430148
1.92,0.0169192612868473,-0.022374179221466662,-0.01020488237929911,-0.548868873253894,0.9229422287430148
1.925,0.01363211919475511,-0.02178872952636866,-0.00841923949740065,-0.5671686811883381,0.9229422287430148
1.93,0.010324060221459656,-0.02117319262203563,-0.006618340991831954,-0.5844461258673213,0.9229422287430148
1.935,0.007000169487362754,-0.020528504722468293,-0.004804951097011467,-0.6006752850127772,0.9229422287430148
1.94,0.0036655593573327967,-0.019855647326503068,-0.0029818552450186966,-0.6158318678138606,0.9229422287430148
1.945,0.0003253615791727699,-0.01915564572390063,-0.001151855788489431,-0.6298932512422999,0.9229422287430148
1.95,-0.0030152806121901956,-0.0184295674333732,0.0006822323055816424,-0.6428385137754045,0.9229422287430148
1.955,-0.00635122041263665,-0.01767852057492774,0.0025175857845101267,-0.6546484664765715,0.9229422287430148
1.96,-0.009677315376726444,-0.01690365217900768,0.004351377454411677,-0.6653056813871723,0.9229422287430148
1.965,-0.012988435343306369,-0.016106146435010467,0.006180780533832109,-0.6747945171879217,0.9229422287430148
1.97,-0.016279470346630385,-0.015287222881858695,0.008002973009809821,-0.6831011420919901,0.9229422287430148
1.975,-0.019545338500800848,-0.014448134543383756,0.009815141989663025,-0.6902135539365168,0.9229422287430148
1.98,-0.022780993845373215,-0.013590166011379452,0.011614488041796068,-0.6961215974433814,0.9229422287430148
1.985,-0.025981434140003718,-0.01271463147924999,0.013398229518822458,-0.700816978624621,0.9229422287430148
1.99,-0.02914170859610731,-0.011822872729268925,0.015163606856333603,-0.7042932763121483,0.9229422287430148
1.995,-0.032256925533583385,-0.01091625707652564,0.016907886840675058,-0.706545950795985,0.9229422287430148
2.0,-0.03532225995075955,-0.009996175272713568,0.01862836683912637,-0.7075723495596047,0.9229422287430148
2.005,-0.03833296099584712,-0.009064039372970893,0.02032237898594275,-0.7073717101055079,0.9229422287430148
2.01,-0.04128435932834614,-0.00812128056904703,0.021987294317779855,-0.7059451598686142,0.9229422287430148
2.015,-0.04417187435898644,-0.007169346992116965,0.023620526852088222,-0.7032957132195459,0.9229422287430148
2.02,-0.046991021356986795,-0.006209701488619338,0.025219537602155527,-0.699428265564362,0.9229422287430148
2.025,-0.04973741841361193,-0.005243819372532503,0.026781838522567904,-0.6943495845517638,0.9229422287430148
2.03,-0.052406793251207846,-0.004273186157540281,0.028304996378956032,-0.6880682984032347,0.9229422287430148
2.035,-0.054994989867146175,-0.0032992952725762505,0.029786636536014408,-0.6805948813860145,0.9229422287430148
2.04,-0.0574979750023425,-0.0023236457642577544,0.031224446657895935,-0.6719416364531781,0.9229422287430148
2.045,-0.0599118444242914,-0.0013477399897423084,0.0326161803152223,-0.6621226750794271,0.9229422287430148
2.05,-0.062232829014824506,-0.0003730813035601032,0.033959660493080905,-0.6511538943255373,0.9229422287430148
2.055,-0.06445730065310967,0.0005988282580178094,0.03525278299453746,-0.6390529511686169,0.9229422287430148
2.06,-0.06658177788470737,0.0015664902915108023,0.03649351973434311,-0.6258392341395078,0.9229422287430148
2.065,-0.06860293136783406,0.002528412336090104,0.037679921917685655,-0.6115338323128339,0.9229422287430148
2.07,-0.07051758908831587,0.0034831101752114215,0.03881012309900589,-0.596159501699199,0.9229422287430148
2.075,-0.07232274133505984,0.00442911012647236,0.03988234211607597,-0.5797406290929754,0.9229422287430148
2.08,-0.07401554542825554,0.005364951316155466,0.04089488589473853,-0.5623031934331493,0.9229422287430148
2.085,-0.07559333019287653,0.006289187934954282,0.04184615211988935,-0.5438747247382618,0.9229422287430148
2.09,-0.07705360017044104,0.0072003914713951855,0.04273463176849052,-0.5244842606803688,0.9229422287430148
2.095,-0.07839403956240898,0.008097152919505905,0.04355891150062132,-0.5041623008664513,0.9229422287430148
2.1,-0.07961251589897696,0.008978084957319669,0.04431767590477526,-0.482940758899209,0.9229422287430148
2.105,-0.08070708342747025,0.009841824092848669,0.04500970959384388,-0.46085291229248776,0.9229422287430148
2.11,-0.08167598621495467,0.010687032774204755,0.04563389914845308,-0.43793335031997044,0.9229422287430148
2.115,-0.08251766096012396,0.011512401460604714,0.046189234904547335,-0.4142179198787526,0.9229422287430148
2.12,-0.08323073950996998,0.012316650651052074,0.04667481258235896,-0.38974366945253225,0.9229422287430148
2.125,-0.08381405107719302,0.013098532867555565,0.04708983475414114,-0.36454879126190104,0.9229422287430148
2.13,-0.08426662415476543,0.01385683458980691,0.04743361214828757,-0.3386725616921378,0.9229422287430148
2.135,-0.08458768812453096,0.014590378138323055,0.04770556478771487,-0.31215528009122134,0.9229422287430148
2.14,-0.08477667455718982,0.015298023503124775,0.04790522296063744,-0.28503820603359914,0.9229422287430148
2.145,-0.08483321820149146,0.01597867011511863,0.04803222802211844,-0.2573634951471362,0.9229422287430148
2.15,-0.08475715766093941,0.016631258557427527,0.04808633302504516,-0.22917413360310074,0.9229422287430148
2.155,-0.08454853575678796,0.017254772214007275,0.048067403179434025,-0.20051387137105264,0.9229422287430148
2.16,-0.08420759957659692,0.01784823885298935,0.04797541613923757,-0.17142715434201777,0.9229422287430148
2.165,-0.08373480020809286,0.018410732142279652,0.047810462116089435,-0.14195905542541679,0.9229422287430148
2.17,-0.08313079215856982,0.018941373095053282,0.04757274381968996,-0.11215520472645327,0.9229422287430148
2.1750000000000003,-0.08239643246054859,0.01943933144289098,0.04726257622480203,-0.08206171891204445,0.9229422287430148
2.18,-0.08153277946489676,0.019903826934410934,0.04688038616509434,-0.05172512987469563,0.9229422287430148
2.185,-0.0805410913230916,0.0203341305573665,0.046426711754334625,-0.021192312804584945,0.9229422287430148
2.19,-0.07942282416079272,0.020729565682297037,0.04590220163570434,0.009489586219040655,0.9229422287430148
2.195,-0.07817962994536469,0.02108950912593694,0.04530761406026989,0.040273223005242484,0.9229422287430148
2.2,-0.07681335405045965,0.021413392132713427,0.04464381579590809,0.0711111282852783,0.9229422287430148
2.205,-0.0753260325212511,0.021700701272788468,0.04391178086825165,0.1019557808904221,0.9229422287430148
2.21,-0.07371988904435496,0.021950979255226804,0.04311258913547156,0.132759680960838,0.9229422287430148
2.215,-0.07199733162694434,0.022163825655003966,0.04224742469897728,0.16347542307280327,0.9229422287430148
2.22,-0.07016094899001774,0.022338897552700136,0.041317574152370494,0.19405576917182088,0.9229422287430148
2.225,-0.06821350668120664,0.02247591008585792,0.04032442467123177,0.22445372119922966,0.9229422287430148
2.23,-0.06615794291295908,0.02257463691112083,0.0392694619465731,0.2546225933009299,0.9229422287430148
2.235,-0.06399736413236473,0.022634910576403714,0.03815426796503457,0.28451608350716795,0.9229422287430148
2.24,-0.061735040329281454,0.022656622802485853,0.03698051863912932,0.3140883447733769,0.9229422287430148
2.245,-0.0593744000898594,0.022639724673556873,0.035749981291090006,0.34329405527312,0.9229422287430148
2.25,-0.0569190254029355,0.0225842267363851,0.034464511994087656,0.3720884878354502,0.9229422287430148
2.255,-0.05437264622715823,0.02249019900791909,0.033126052774817345,0.40042757842023796,0.9229422287430148
2.26,-0.05173913482708644,0.022357770891273967,0.03173662868166725,0.42826799352671463,0.9229422287430148
2.265,-0.04902249988685593,0.02218713100019475,0.030298344722892376,0.4555671964322248,0.9229422287430148
2.27,-0.04622688041035373,0.02197852689223143,0.0288133826794164,0.4822835121597739,0.9229422287430148
2.275,-0.04335653941718705,0.021732264710999087,0.02728399779708925,0.5083761910753999,0.9229422287430148
2.28,-0.04041585744404184,0.02144870873803808,0.025712515363410203,0.5338054710182538,0.9229422287430148
2.285,-0.03740932586132584,0.02112828085492937,0.02410132717390529,0.558532637868615,0.9229422287430148
2.29,-0.034341540015310305,0.020771459916456153,0.02245288789353731,0.5825200844617937,0.9229422287430148
2.295,-0.031217192206215737,0.02037878103574228,0.020769711318668407,0.6057313677582148,0.9229422287430148
2.3000000000000003,-0.028041064512981752,0.01995083478243482,0.019054366545272497,0.6281312641827375,0.9229422287430148
2.305,-0.024818021475689366,0.019488266295129068,0.01730947404923494,0.6496858230493829,0.9229422287430148
2.31,-0.02155300264682886,0.018991774309369543,0.015537701684716852,0.6703624179903935,0.9229422287430148
2.315,-0.018251015022810697,0.018462110102692702,0.01374176060668905,0.6901297963116937,0.9229422287430148
2.32,-0.014917125367324053,0.01790007635829951,0.01192440112387116,0.7089581262003084,0.9229422287430148
2.325,-0.011556452438300974,0.017306525949079134,0.010088408488411863,0.7268190417123226,0.9229422287430148
2.33,-0.008174159130415332,0.016682360643823967,0.008236598628757271,0.7436856854736598,0.9229422287430148
2.335,-0.004775444545165166,0.01602852973759677,0.006371813832236859,0.7595327490294717,0.9229422287430148
2.34,-0.0013655360007323318,0.015346028608331678,0.004496918383993226,0.7743365107815201,0.9229422287430148
2.345,0.002050319006126375,0.014635897201862112,0.002614794168932381,0.7880748714567722,0.9229422287430148
2.35,0.005466860873770578,0.013899218447679731,0.0007283362434609733,0.8007273870542686,0.9229422287430148
2.355,0.008878825992557786,0.013137116607839408,-0.0011595516162022832,0.8122752992211555,0.9229422287430148
2.36,0.0122809548524411,0.0123507555615261,-0.003045961382291508,0.8227015630128602,0.9229422287430148
2.365,0.01566800014878638,0.011541337027899244,-0.0049279852534552665,0.8319908719964095,0.9229422287430148
2.37,0.01903473487394116,0.010710098729930163,-0.0068027201355339625,0.8401296806600027,0.9229422287430148
2.375,0.022375960382069123,0.00985831250203648,-0.008667272118244446,0.8471062240960998,0.9229422287430148
2.38,0.0256865144147979,0.008987282344404915,-0.010518760940864387,0.8529105349295913,0.9229422287430148
2.385,0.028961279075318938,0.008098342426981318,-0.012354324440042138,0.8575344574667843,0.9229422287430148
2.39,0.032195188738600784,0.00719285504618042,-0.01417112297285258,0.8609716590452696,0.9229422287430148
2.395,0.03538323788550222,0.0062722085374460855,-0.015966343808271583,0.8632176385690664,0.9229422287430148
2.4,0.03852048884867692,0.005337815146857328,-0.017737205480282486,0.8642697322178083,0.9229422287430148
2.405,0.04160207945827501,0.0043911088650472295,-0.019480962095874004,0.8641271163230064,0.9229422287430148
2.41,0.04462323057561087,0.00343354322675032,-0.02119490759126256,0.8627908074089035,0.9229422287430148
2.415,0.04757925350313182,0.0024665890793625273,-0.022876379929746917,0.8602636593997175,0.9229422287430148
2.42,0.05046555725919132,0.0014917323239313604,-0.02452276523467983,0.8565503579994802,0.9229422287430148
2.4250000000000003,0.0532776557063483,0.0005104716320487204,-0.026131501851145652,0.8516574122549936,0.9229422287430148
2.43,0.05601117452212828,-0.0004756838578428525,-0.02770008433003557,0.845593143316802,0.9229422287430148
2.435,0.05866185800141929,-0.0014652168611960386,-0.029226067328327446,0.8383676704173288,0.9229422287430148
2.44,0.061225575679914636,-0.002456604281585161,-0.030707069419493832,0.8299928940896271,0.9229422287430148
2.445,0.06369832876831888,-0.0034483195548190545,-0.03214077680811591,0.8204824766544612,0.9229422287430148
2.45,0.06607625638727817,-0.004438834999340797,-0.03352494694290082,0.8098518200075193,0.9229422287430148
2.455,0.06835564159332522,-0.005426624169288834,-0.034857412022468205,0.7981180407428472,0.9229422287430148
2.46,0.07053291718643981,-0.006410164206598403,-0.03613608238842996,0.7852999426525098,0.9229422287430148
2.465,0.07260467129014743,-0.007387938188520675,-0.03735894980045092,0.7714179866466007,0.9229422287430148
2.47,0.0745676526954346,-0.00835843746693803,-0.03852409058816312,0.7564942581416876,0.9229422287430148
2.475,0.0764187759601181,-0.009320163995869938,-0.03962966867499175,0.7405524319695171,0.9229422287430148
2.48,0.07815512625566756,-0.010271632643580521,-0.04067393846913922,0.7236177348616977,0.9229422287430148
