z,u,beta,history,analytical
-2.0602006688963215,-0.042030117255601365,1.04,False,False
-2.0367892976588635,-0.041913279797319465,1.04,False,False
-2.0133779264214047,-0.04178873444910136,1.04,False,False
-1.9899665551839467,-0.04165597271334584,1.04,False,False
-1.9665551839464888,-0.041514452546330426,1.04,False,False
-1.9431438127090308,-0.04136359614513851,1.04,False,False
-1.919732441471572,-0.0412027875885877,1.04,False,False
-1.896321070234114,-0.0410313703225278,1.04,False,False
-1.872909698996656,-0.04084864447924119,1.04,False,False
-1.849498327759198,-0.040653864020001235,1.04,False,False
-1.8260869565217392,-0.04044623368912232,1.04,False,False
-1.8026755852842813,-0.040224905767065326,1.04,False,False
-1.7792642140468233,-0.039988976609342045,1.04,False,False
-1.7558528428093645,-0.039737482957087525,1.04,False,False
-1.7324414715719065,-0.03946939800423698,1.04,False,False
-1.7090301003344486,-0.03918362720525019,1.04,False,False
-1.6856187290969906,-0.038879003806267125,1.04,False,False
-1.6622073578595318,-0.038554284081449154,1.04,False,False
-1.6387959866220738,-0.03820814225505679,1.04,False,False
-1.6153846153846159,-0.03783916508853137,1.04,False,False
-1.591973244147158,-0.03744584611048103,1.04,False,False
-1.568561872909699,-0.03702657946601262,1.04,False,False
-1.545150501672241,-0.03657965336029777,1.04,False,False
-1.5217391304347831,-0.03610324306960387,1.04,False,False
-1.4983277591973252,-0.035595403491255645,1.04,False,False
-1.4749163879598663,-0.0350540612021097,1.04,False,False
-1.4515050167224084,-0.0344770059931185,1.04,False,False
-1.4280936454849504,-0.0338618818454203,1.04,False,False
-1.4046822742474925,-0.03320617731111253,1.04,False,False
-1.3812709030100336,-0.0325072152594346,1.04,False,False
-1.3578595317725757,-0.031762141946495626,1.04,False,False
-1.3344481605351177,-0.030967915363920483,1.04,False,False
-1.3110367892976589,-0.030121292818843924,1.04,False,False
-1.287625418060201,-0.029218817694543948,1.04,False,False
-1.264214046822743,-0.028256805337659875,1.04,False,False
-1.240802675585285,-0.027231328014375743,1.04,False,False
-1.2173913043478262,-0.026138198874147093,1.04,False,False
-1.1939799331103682,-0.024972954855498178,1.04,False,False
-1.1705685618729103,-0.023730838464096227,1.04,False,False
-1.1471571906354523,-0.022406778348706562,1.04,False,False
-1.1237458193979935,-0.02099536859572276,1.04,False,False
-1.1003344481605355,-0.019490846657735525,1.04,False,False
-1.0769230769230775,-0.017887069826025535,1.04,False,False
-1.0535117056856196,-0.016177490150922423,1.04,False,False
-1.0301003344481607,-0.01435512770763311,1.04,False,False
-1.0066889632107028,-0.012412542098389254,1.04,False,False
-0.9832775919732448,-0.010341802074560522,1.04,False,False
-0.959866220735786,-0.008134453154707538,1.04,False,False
-0.936454849498328,-0.00578148310636372,1.04,False,False
-0.9130434782608701,-0.003273285150613245,1.04,False,False
-0.8896321070234121,-0.0005996187392371191,1.04,False,False
-0.8662207357859533,0.002250432255714037,1.04,False,False
-0.8428093645484953,0.005288504110624606,1.04,False,False
-0.8193979933110374,0.008527000759263756,1.04,False,False
-0.7959866220735794,0.011979144435949704,1.04,False,False
-0.7725752508361206,0.015659029659697288,1.04,False,False
-0.7491638795986626,0.019581680779755688,1.04,False,False
-0.7257525083612046,0.023763113317487337,1.04,False,False
-0.7023411371237467,0.028220399355033433,1.04,False,False
-0.6789297658862878,0.03297173723773953,1.04,False,False
-0.6555183946488299,0.038036525874922185,1.04,False,False
-0.6321070234113719,0.04343544394233719,1.04,False,False
-0.6086956521739131,0.04919053430971638,1.04,False,False
-0.5852842809364551,0.055325294038077365,1.04,False,False
-0.5618729096989972,0.06186477031425267,1.04,False,False
-0.5384615384615392,0.06883566271431818,1.04,False,False
-0.5150501672240804,0.076266432213449,1.04,False,False
-0.4916387959866224,0.08418741738726834,1.04,False,False
-0.46822742474916446,0.09263095827912443,1.04,False,False
-0.4448160535117065,0.10163152843901899,1.04,False,False
-0.42140468227424766,0.1112258756732846,1.04,False,False
-0.3979933110367897,0.12145317207966375,1.04,False,False
-0.37458193979933174,0.13235517398036376,1.04,False,False
-0.3511705685618738,0.14397639240605958,1.04,False,False
-0.32775919732441494,0.1563642748269081,1.04,False,False
-0.304347826086957,0.16956939887254505,1.04,False,False
-0.28093645484949903,0.1836456788319993,1.04,False,False
-0.2575250836120411,0.19865058577661834,1.04,False,False
-0.23411371237458223,0.2146453822047376,1.04,False,False
-0.21070234113712427,0.23169537216610164,1.04,False,False
-0.18729096989966632,0.2498701678872629,1.04,False,False
-0.16387959866220747,0.26924397398653205,1.04,False,False
-0.14046822742474951,0.2898958904388876,1.04,False,False
-0.11705685618729156,0.31191023552780517,1.04,False,False
-0.0936454849498336,0.33537689010255173,1.04,False,False
-0.07023411371237476,0.36039166454649907,1.04,False,False
-0.0468227424749168,0.3870566899547179,1.04,False,False
-0.023411371237458845,0.41548083511797873,1.04,False,False
0.0,0.4457801510156162,1.04,False,False
-7.0,-0.010533232433746273,1.02,True,False
-6.976588628762542,-0.010533228249364849,1.02,True,False
-6.953177257525083,-0.01053322383328777,1.02,True,False
-6.929765886287625,-0.010533219172685694,1.02,True,False
-6.906354515050167,-0.010533214254018892,1.02,True,False
-6.882943143812709,-0.010533209062997921,1.02,True,False
-6.8595317725752505,-0.010533203584542114,1.02,True,False
-6.8361204013377925,-0.01053319780273576,1.02,True,False
-6.812709030100335,-0.010533191700781869,1.02,True,False
-6.789297658862877,-0.010533185260953381,1.02,True,False
-6.765886287625418,-0.010533178464541656,1.02,True,False
-6.74247491638796,-0.010533171291802132,1.02,True,False
-6.719063545150502,-0.010533163721896957,1.02,True,False
-6.695652173913044,-0.010533155732834457,1.02,True,False
-6.672240802675585,-0.010533147301405244,1.02,True,False
-6.648829431438127,-0.010533138403114792,1.02,True,False
-6.625418060200669,-0.010533129012112273,1.02,True,False
-6.602006688963211,-0.01053311910111546,1.02,True,False
-6.578595317725752,-0.010533108641331466,1.02,True,False
-6.555183946488294,-0.010533097602373101,1.02,True,False
-6.531772575250836,-0.010533085952170585,1.02,True,False
-6.508361204013378,-0.010533073656878387,1.02,True,False
-6.48494983277592,-0.010533060680776895,1.02,True,False
-6.461538461538462,-0.010533046986168651,1.02,True,False
-6.438127090301004,-0.010533032533268826,1.02,True,False
-6.414715719063545,-0.010533017280089646,1.02,True,False
-6.391304347826087,-0.010533001182318409,1.02,True,False
-6.367892976588629,-0.01053298419318875,1.02,True,False
-6.34448160535117,-0.010532966263344778,1.02,True,False
-6.321070234113712,-0.010532947340697691,1.02,True,False
-6.297658862876254,-0.01053292737027445,1.02,True,False
-6.274247491638796,-0.010532906294058071,1.02,True,False
-6.250836120401338,-0.010532884050819084,1.02,True,False
-6.2274247491638794,-0.010532860575937648,1.02,True,False
-6.2040133779264215,-0.01053283580121582,1.02,True,False
-6.1806020066889635,-0.010532809654679433,1.02,True,False
-6.157190635451505,-0.010532782060368999,1.02,True,False
-6.133779264214047,-0.010532752938119035,1.02,True,False
-6.110367892976589,-0.010532722203325174,1.02,True,False
-6.086956521739131,-0.010532689766698371,1.02,True,False
-6.063545150501672,-0.010532655534005515,1.02,True,False
-6.040133779264214,-0.010532619405795656,1.02,True,False
-6.016722408026756,-0.010532581277111094,1.02,True,False
-5.993311036789297,-0.010532541037182458,1.02,True,False
-5.969899665551839,-0.01053249856910691,1.02,True,False
-5.946488294314381,-0.010532453749508518,1.02,True,False
-5.923076923076923,-0.010532406448179835,1.02,True,False
-5.899665551839465,-0.010532356527703627,1.02,True,False
-5.8762541806020065,-0.010532303843053656,1.02,True,False
-5.852842809364549,-0.010532248241173357,1.02,True,False
-5.829431438127091,-0.010532189560531187,1.02,True,False
-5.806020066889632,-0.010532127630651353,1.02,True,False
-5.782608695652174,-0.010532062271618554,1.02,True,False
-5.759197324414716,-0.010531993293555303,1.02,True,False
-5.735785953177258,-0.0105319204960703,1.02,True,False
-5.7123745819398,-0.010531843667676271,1.02,True,False
-5.688963210702341,-0.01053176258517557,1.02,True,False
-5.665551839464883,-0.010531677013011744,1.02,True,False
-5.642140468227424,-0.010531586702585223,1.02,True,False
-5.618729096989966,-0.010531491391531096,1.02,True,False
-5.595317725752508,-0.010531390802956897,1.02,True,False
-5.5719063545150505,-0.0105312846446382,1.02,True,False
-5.5484949832775925,-0.010531172608169664,1.02,True,False
-5.525083612040134,-0.010531054368069063,1.02,True,False
-5.501672240802676,-0.010530929580831723,1.02,True,False
-5.478260869565218,-0.010530797883932583,1.02,True,False
-5.454849498327759,-0.010530658894773013,1.02,True,False
-5.431438127090301,-0.010530512209569307,1.02,True,False
-5.408026755852843,-0.010530357402179629,1.02,True,False
-5.384615384615385,-0.010530194022866016,1.02,True,False
-5.361204013377927,-0.010530021596987817,1.02,True,False
-5.337792642140468,-0.0105298396236228,1.02,True,False
-5.31438127090301,-0.010529647574111891,1.02,True,False
-5.290969899665551,-0.010529444890523355,1.02,True,False
-5.2675585284280935,-0.010529230984031909,1.02,True,False
-5.2441471571906355,-0.01052900523320811,1.02,True,False
-5.2207357859531776,-0.010528766982213007,1.02,True,False
-5.19732441471572,-0.010528515538892837,1.02,True,False
-5.173913043478261,-0.01052825017276821,1.02,True,False
-5.150501672240803,-0.010527970112911974,1.02,True,False
-5.127090301003345,-0.010527674545709543,1.02,True,False
-5.103678929765886,-0.01052736261249524,1.02,True,False
-5.080267558528428,-0.010527033407057748,1.02,True,False
-5.05685618729097,-0.010526685973007429,1.02,True,False
-5.033444816053512,-0.010526319300997872,1.02,True,False
-5.010033444816054,-0.010525932325793604,1.02,True,False
-4.986622073578595,-0.010525523923175422,1.02,True,False
-4.963210702341137,-0.010525092906674364,1.02,True,False
-4.9397993311036785,-0.010524638024124858,1.02,True,False
-4.916387959866221,-0.010524157954026992,1.02,True,False
-4.892976588628763,-0.010523651301707364,1.02,True,False
-4.869565217391305,-0.010523116595267357,1.02,True,False
-4.846153846153847,-0.010522552281307055,1.02,True,False
-4.822742474916389,-0.010521956720412395,1.02,True,False
-4.79933110367893,-0.010521328182392424,1.02,True,False
-4.775919732441472,-0.010520664841252855,1.02,True,False
-4.752508361204013,-0.010519964769891274,1.02,True,False
-4.729096989966555,-0.010519225934498638,1.02,True,False
-4.705685618729097,-0.010518446188650759,1.02,True,False
-4.682274247491639,-0.010517623267072632,1.02,True,False
-4.658862876254181,-0.01051675477905748,1.02,True,False
-4.635451505016722,-0.010515838201521403,1.02,True,False
-4.6120401337792645,-0.01051487087167346,1.02,True,False
-4.588628762541806,-0.01051384997927986,1.02,True,False
-4.565217391304348,-0.010512772558499842,1.02,True,False
-4.54180602006689,-0.010511635479269458,1.02,True,False
-4.518394648829432,-0.010510435438208298,1.02,True,False
-4.494983277591974,-0.010509168949022683,1.02,True,False
-4.471571906354516,-0.010507832332377473,1.02,True,False
-4.448160535117057,-0.01050642170520707,1.02,True,False
-4.424749163879599,-0.010504932969434541,1.02,True,False
-4.40133779264214,-0.010503361800066115,1.02,True,False
-4.377926421404682,-0.010501703632626445,1.02,True,False
-4.354515050167224,-0.010499953649898145,1.02,True,False
-4.331103678929766,-0.01049810676792707,1.02,True,False
-4.307692307692308,-0.010496157621252692,1.02,True,False
-4.2842809364548495,-0.010494100547320662,1.02,True,False
-4.260869565217392,-0.010491929570032258,1.02,True,False
-4.237458193979933,-0.010489638382382961,1.02,True,False
-4.214046822742475,-0.010487220328139677,1.02,True,False
-4.190635451505017,-0.010484668382503426,1.02,True,False
-4.167224080267559,-0.010481975131701265,1.02,True,False
-4.143812709030101,-0.010479132751448218,1.02,True,False
-4.120401337792643,-0.010476132984216577,1.02,True,False
-4.096989966555184,-0.010472967115246588,1.02,True,False
-4.073578595317726,-0.010469625947228809,1.02,True,False
-4.050167224080267,-0.010466099773584592,1.02,True,False
-4.026755852842809,-0.010462378350267053,1.02,True,False
-4.003344481605351,-0.010458450866000633,1.02,True,False
-3.979933110367893,-0.010454305910872775,1.02,True,False
-3.956521739130435,-0.010449931443186459,1.02,True,False
-3.9331103678929766,-0.010445314754477332,1.02,True,False
-3.9096989966555187,-0.01044044243259377,1.02,True,False
-3.8862876254180603,-0.010435300322732623,1.02,True,False
-3.8628762541806023,-0.010429873486317463,1.02,True,False
-3.839464882943144,-0.01042414615759984,1.02,True,False
-3.816053511705686,-0.0104181016978575,1.02,True,False
-3.7926421404682276,-0.010411722547056473,1.02,True,False
-3.7692307692307696,-0.010404990172836623,1.02,True,False
-3.745819397993311,-0.010397885016672452,1.02,True,False
-3.7224080267558532,-0.01039038643705274,1.02,True,False
-3.698996655518395,-0.010382472649513946,1.02,True,False
-3.675585284280937,-0.010374120663353194,1.02,True,False
-3.6521739130434785,-0.010365306214836922,1.02,True,False
-3.6287625418060205,-0.010356003696711222,1.02,True,False
-3.605351170568562,-0.010346186083809036,1.02,True,False
-3.5819397993311037,-0.01033582485453813,1.02,True,False
-3.558528428093646,-0.010324889908021712,1.02,True,False
-3.5351170568561874,-0.010313349476651018,1.02,True,False
-3.5117056856187294,-0.01030117003379579,1.02,True,False
-3.488294314381271,-0.010288316196404537,1.02,True,False
-3.464882943143813,-0.010274750622211644,1.02,True,False
-3.4414715719063547,-0.010260433901252643,1.02,True,False
-3.4180602006688967,-0.010245324441372557,1.02,True,False
-3.3946488294314383,-0.01022937834739463,1.02,True,False
-3.3712374581939804,-0.010212549293598472,1.02,True,False
-3.347826086956522,-0.010194788389137103,1.02,True,False
-3.324414715719064,-0.010176044036001938,1.02,True,False
-3.3010033444816056,-0.010156261779123073,1.02,True,False
-3.2775919732441476,-0.010135384148169394,1.02,True,False
-3.2541806020066892,-0.010113350490588917,1.02,True,False
-3.230769230769231,-0.0100900967954043,1.02,True,False
-3.207357859531773,-0.01006555550725166,1.02,True,False
-3.1839464882943145,-0.01003965533012242,1.02,True,False
-3.1605351170568565,-0.01001232102023805,1.02,True,False
-3.137123745819398,-0.009983473167455941,1.02,True,False
-3.11371237458194,-0.009953027964571412,1.02,True,False
-3.0903010033444818,-0.009920896963845597,1.02,True,False
-3.066889632107024,-0.009886986820051912,1.02,True,False
-3.0434782608695654,-0.009851199019294606,1.02,True,False
-3.0200668896321075,-0.00981342959281157,1.02,True,False
-2.9966555183946495,-0.009773568814929984,1.02,True,False
-2.9732441471571907,-0.009731500884297285,1.02,True,False
-2.9498327759197327,-0.009687103587461417,1.02,True,False
-2.9264214046822747,-0.00964024794382298,1.02,True,False
-2.903010033444817,-0.009590797830927847,1.02,True,False
-2.879598662207358,-0.00953860958901166,1.02,True,False
-2.8561872909699,-0.00948353160364734,1.02,True,False
-2.832775919732442,-0.009425403865283125,1.02,True,False
-2.809364548494983,-0.009364057504391581,1.02,True,False
-2.7859531772575252,-0.009299314300879089,1.02,True,False
-2.7625418060200673,-0.009230986166330557,1.02,True,False
-2.7391304347826093,-0.009158874597585255,1.02,True,False
-2.7157190635451505,-0.009082770100056274,1.02,True,False
-2.6923076923076925,-0.009002451579118319,1.02,True,False
-2.6688963210702346,-0.008917685697795677,1.02,True,False
-2.6454849498327766,-0.0088282261988844,1.02,True,False
-2.6220735785953178,-0.00873381318953934,1.02,True,False
-2.59866220735786,-0.008634172386247673,1.02,True,False
-2.575250836120402,-0.00852901431799541,1.02,True,False
-2.551839464882944,-0.008418033485312056,1.02,True,False
-2.528428093645485,-0.008300907472750238,1.02,True,False
-2.505016722408027,-0.008177296012221995,1.02,True,False
-2.481605351170569,-0.0080468399944705,1.02,True,False
-2.4581939799331103,-0.007909160425805506,1.02,True,False
-2.4347826086956523,-0.007763857327071599,1.02,True,False
-2.4113712374581944,-0.007610508571650604,1.02,True,False
-2.3879598662207364,-0.007448668659122429,1.02,True,False
-2.3645484949832776,-0.0072778674210215956,1.02,True,False
-2.3411371237458196,-0.007097608654929534,1.02,True,False
-2.3177257525083617,-0.0069073686829344205,1.02,True,False
-2.2943143812709037,-0.006706594830270753,1.02,True,False
-2.270903010033445,-0.006494703819718833,1.02,True,False
-2.247491638795987,-0.006271080077099714,1.02,True,False
-2.224080267558529,-0.006035073942942679,1.02,True,False
-2.200668896321071,-0.005785999785130129,1.02,True,False
-2.177257525083612,-0.005523134007036604,1.02,True,False
-2.153846153846154,-0.005245712945375484,1.02,True,False
-2.1304347826086962,-0.004952930651646073,1.02,True,False
-2.1070234113712374,-0.004643936550736135,1.02,True,False
-2.0836120401337794,-0.004317832969877616,1.02,True,False
-2.0602006688963215,-0.003973672530776712,1.02,True,False
-2.0367892976588635,-0.003610455397342307,1.02,True,False
-2.0133779264214047,-0.0032271263710167758,1.02,True,False
-1.9899665551839467,-0.0028225718252709335,1.02,True,False
-1.9665551839464888,-0.002395616470356991,1.02,True,False
-1.9431438127090308,-0.0019450199389211224,1.02,True,False
-1.919732441471572,-0.0014694731825560057,1.02,True,False
-1.896321070234114,-0.0009675946688250236,1.02,True,False
-1.872909698996656,-0.0004379263677096717,1.02,True,False
-1.849498327759198,0.00012107048417947693,1.02,True,False
-1.8260869565217392,0.0007110198539340695,1.02,True,False
-1.8026755852842813,0.001333635630208307,1.02,True,False
-1.7792642140468233,0.0019907266023146807,1.02,True,False
-1.7558528428093645,0.002684201715019716,1.02,True,False
-1.7324414715719065,0.0034160756143058867,1.02,True,False
-1.7090301003344486,0.004188474500211101,1.02,True,False
-1.6856187290969906,0.005003642303748702,1.02,True,False
-1.6622073578595318,0.005863947205853263,1.02,True,False
-1.6387959866220738,0.006771888517290169,1.02,True,False
-1.6153846153846159,0.007730103939516848,1.02,True,False
-1.591973244147158,0.008741377227588672,1.02,True,False
-1.568561872909699,0.00980864627737206,1.02,True,False
-1.545150501672241,0.010935011660558706,1.02,True,False
-1.5217391304347831,0.012123745632277211,1.02,True,False
-1.4983277591973252,0.013378301637469624,1.02,True,False
-1.4749163879598663,0.014702324343650937,1.02,True,False
-1.4515050167224084,0.01609966022919771,1.02,True,False
-1.4280936454849504,0.01757436875792704,1.02,True,False
-1.4046822742474925,0.01913073417242867,1.02,True,False
-1.3812709030100336,0.020773277940412473,1.02,True,False
-1.3578595317725757,0.02250677189022898,1.02,True,False
-1.3344481605351177,0.024336252073724574,1.02,True,False
-1.3110367892976589,0.02626703339670378,1.02,True,False
-1.287625418060201,0.02830472505950286,1.02,True,False
-1.264214046822743,0.030455246852532297,1.02,True,False
-1.240802675585285,0.032724846354128034,1.02,True,False
-1.2173913043478262,0.03512011708067456,1.02,True,False
-1.1939799331103682,0.037648017641727954,1.02,True,False
-1.1705685618729103,0.04031589195578836,1.02,True,False
-1.1471571906354523,0.043131490585450155,1.02,True,False
-1.1237458193979935,0.0461029932539129,1.02,True,False
-1.1003344481605355,0.04923903260826548,1.02,True,False
-1.0769230769230775,0.05254871929858111,1.02,True,False
-1.0535117056856196,0.05604166844567934,1.02,True,False
-1.0301003344481607,0.05972802757444974,1.02,True,False
-1.0066889632107028,0.0636185060938856,1.02,True,False
-0.9832775919732448,0.06772440640947461,1.02,True,False
-0.959866220735786,0.0720576567583286,1.02,True,False
-0.936454849498328,0.0766308458624455,1.02,True,False
-0.9130434782608701,0.08145725950077712,1.02,True,False
-0.8896321070234121,0.08655091910634728,1.02,True,False
-0.8662207357859533,0.0919266225005526,1.02,True,False
-0.8428093645484953,0.09759998688298331,1.02,True,False
-0.8193979933110374,0.1035874942016592,1.02,True,False
-0.7959866220735794,0.10990653903548275,1.02,True,False
-0.7725752508361206,0.11657547912801926,1.02,True,False
-0.7491638795986626,0.12361368871940885,1.02,True,False
-0.7257525083612046,0.131041614831351,1.02,True,False
-0.7023411371237467,0.1388808366686733,1.02,True,False
-0.6789297658862878,0.1471541283100578,1.02,True,False
-0.6555183946488299,0.15588552487004825,1.02,True,False
-0.6321070234113719,0.16510039232455243,1.02,True,False
-0.6086956521739131,0.1748255012026878,1.02,True,False
-0.5852842809364551,0.18508910435905784,1.02,True,False
-0.5618729096989972,0.19592101905240267,1.02,True,False
-0.5384615384615392,0.20735271356906748,1.02,True,False
-0.5150501672240804,0.2194173986429485,1.02,True,False
-0.4916387959866224,0.23215012393749931,1.02,True,False
-0.46822742474916446,0.24558787987009975,1.02,True,False
-0.4448160535117065,0.2597697050745922,1.02,True,False
-0.42140468227424766,0.27473679981418697,1.02,True,False
-0.3979933110367897,0.2905326456742127,1.02,True,False
-0.37458193979933174,0.3072031318824437,1.02,True,False
-0.3511705685618738,0.3247966886239734,1.02,True,False
-0.32775919732441494,0.34336442773794146,1.02,True,False
-0.304347826086957,0.3629602912048517,1.02,True,False
-0.28093645484949903,0.3836412078558687,1.02,True,False
-0.2575250836120411,0.40546725875934286,1.02,True,False
-0.23411371237458223,0.4285018517650468,1.02,True,False
-0.21070234113712427,0.45281190571319047,1.02,True,False
-0.18729096989966632,0.478468044843382,1.02,True,False
-0.16387959866220747,0.5055448039683049,1.02,True,False
-0.14046822742474951,0.534120845008178,1.02,True,False
-0.11705685618729156,0.5642791855150706,1.02,True,False
-0.0936454849498336,0.5961074398509524,1.02,True,False
-0.07023411371237476,0.6296980737201501,1.02,True,False
-0.0468227424749168,0.6651486727956504,1.02,True,False
-0.023411371237458845,0.7025622262196702,1.02,True,False
0.0,0.7420474258020775,1.02,True,False
-7.0,-0.018607304629701164,1.02,False,False
-6.976588628762542,-0.018607300706463055,1.02,False,False
-6.953177257525083,-0.018607296565425056,1.02,False,False
-6.929765886287625,-0.01860729219449593,1.02,False,False
-6.906354515050167,-0.018607287580913193,1.02,False,False
-6.882943143812709,-0.018607282711205847,1.02,False,False
-6.8595317725752505,-0.01860727757115505,1.02,False,False
-6.8361204013377925,-0.018607272145752588,1.02,False,False
-6.812709030100335,-0.018607266419157074,1.02,False,False
-6.789297658862877,-0.01860726037464767,1.02,False,False
-6.765886287625418,-0.018607253994575277,1.02,False,False
-6.74247491638796,-0.01860724726031101,1.02,False,False
-6.719063545150502,-0.018607240152191774,1.02,False,False
-6.695652173913044,-0.018607232649462895,1.02,False,False
-6.672240802675585,-0.01860722473021748,1.02,False,False
-6.648829431438127,-0.018607216371332475,1.02,False,False
-6.625418060200669,-0.018607207548401138,1.02,False,False
-6.602006688963211,-0.018607198235661777,1.02,False,False
-6.578595317725752,-0.018607188405922535,1.02,False,False
-6.555183946488294,-0.018607178030481994,1.02,False,False
-6.531772575250836,-0.018607167079045354,1.02,False,False
-6.508361204013378,-0.018607155519636,1.02,False,False
-6.48494983277592,-0.01860714331850212,1.02,False,False
-6.461538461538462,-0.018607130440018164,1.02,False,False
-6.438127090301004,-0.018607116846580805,1.02,False,False
-6.414715719063545,-0.01860710249849917,1.02,False,False
-6.391304347826087,-0.01860708735387892,1.02,False,False
-6.367892976588629,-0.01860707136849995,1.02,False,False
-6.34448160535117,-0.01860705449568725,1.02,False,False
-6.321070234113712,-0.01860703668617464,1.02,False,False
-6.297658862876254,-0.018607017887960903,1.02,False,False
-6.274247491638796,-0.018606998046157962,1.02,False,False
-6.250836120401338,-0.018606977102830616,1.02,False,False
-6.2274247491638794,-0.018606954996827355,1.02,False,False
-6.2040133779264215,-0.018606931663601837,1.02,False,False
-6.1806020066889635,-0.0186069070350244,1.02,False,False
-6.157190635451505,-0.018606881039183145,1.02,False,False
-6.133779264214047,-0.01860685360017396,1.02,False,False
-6.110367892976589,-0.018606824637878883,1.02,False,False
-6.086956521739131,-0.018606794067732184,1.02,False,False
-6.063545150501672,-0.01860676180047344,1.02,False,False
-6.040133779264214,-0.0186067277418869,1.02,False,False
-6.016722408026756,-0.018606691792526386,1.02,False,False
-5.993311036789297,-0.01860665384742495,1.02,False,False
-5.969899665551839,-0.018606613795788356,1.02,False,False
-5.946488294314381,-0.01860657152067159,1.02,False,False
-5.923076923076923,-0.018606526898637402,1.02,False,False
-5.899665551839465,-0.018606479799395868,1.02,False,False
-5.8762541806020065,-0.01860643008542399,1.02,False,False
-5.852842809364549,-0.018606377611564123,1.02,False,False
-5.829431438127091,-0.018606322224600153,1.02,False,False
-5.806020066889632,-0.01860626376281012,1.02,False,False
-5.782608695652174,-0.01860620205549401,1.02,False,False
-5.759197324414716,-0.018606136922475345,1.02,False,False
-5.735785953177258,-0.018606068173575088,1.02,False,False
-5.7123745819398,-0.018605995608056352,1.02,False,False
-5.688963210702341,-0.01860591901403826,1.02,False,False
-5.665551839464883,-0.018605838167877312,1.02,False,False
-5.642140468227424,-0.018605752833514358,1.02,False,False
-5.618729096989966,-0.018605662761785338,1.02,False,False
-5.595317725752508,-0.018605567689693778,1.02,False,False
-5.5719063545150505,-0.018605467339642853,1.02,False,False
-5.5484949832775925,-0.018605361418624858,1.02,False,False
-5.525083612040134,-0.018605249617365677,1.02,False,False
-5.501672240802676,-0.018605131609421722,1.02,False,False
-5.478260869565218,-0.01860500705022679,1.02,False,False
-5.454849498327759,-0.018604875576085964,1.02,False,False
-5.431438127090301,-0.01860473680311368,1.02,False,False
-5.408026755852843,-0.018604590326112832,1.02,False,False
-5.384615384615385,-0.018604435717391673,1.02,False,False
-5.361204013377927,-0.01860427252551499,1.02,False,False
-5.337792642140468,-0.018604100273986002,1.02,False,False
-5.31438127090301,-0.01860391845985504,1.02,False,False
-5.290969899665551,-0.018603726552251013,1.02,False,False
-5.2675585284280935,-0.01860352399083135,1.02,False,False
-5.2441471571906355,-0.018603310184145867,1.02,False,False
-5.2207357859531776,-0.01860308450790982,1.02,False,False
-5.19732441471572,-0.018602846303181094,1.02,False,False
-5.173913043478261,-0.01860259487443617,1.02,False,False
-5.150501672240803,-0.018602329487539312,1.02,False,False
-5.127090301003345,-0.01860204936759899,1.02,False,False
-5.103678929765886,-0.0186017536967053,1.02,False,False
-5.080267558528428,-0.0186014416115418,1.02,False,False
-5.05685618729097,-0.018601112200864744,1.02,False,False
-5.033444816053512,-0.01860076450284238,1.02,False,False
-5.010033444816054,-0.01860039750224654,1.02,False,False
-4.986622073578595,-0.018600010127488315,1.02,False,False
-4.963210702341137,-0.018599601247489182,1.02,False,False
-4.9397993311036785,-0.018599169668378407,1.02,False,False
-4.916387959866221,-0.018598714130007122,1.02,False,False
-4.892976588628763,-0.018598233302268858,1.02,False,False
-4.869565217391305,-0.018597725781215848,1.02,False,False
-4.846153846153847,-0.01859719008495968,1.02,False,False
-4.822742474916389,-0.01859662464934441,1.02,False,False
-4.79933110367893,-0.018596027823379442,1.02,False,False
-4.775919732441472,-0.018595397864418883,1.02,False,False
-4.752508361204013,-0.018594732933073257,1.02,False,False
-4.729096989966555,-0.01859403108783876,1.02,False,False
-4.705685618729097,-0.018593290279428357,1.02,False,False
-4.682274247491639,-0.018592508344788133,1.02,False,False
-4.658862876254181,-0.01859168300078151,1.02,False,False
-4.635451505016722,-0.018590811837522817,1.02,False,False
-4.6120401337792645,-0.018589892311340745,1.02,False,False
-4.588628762541806,-0.018588921737351233,1.02,False,False
-4.565217391304348,-0.018587897281617954,1.02,False,False
-4.54180602006689,-0.01858681595287765,1.02,False,False
-4.518394648829432,-0.018585674593806084,1.02,False,False
-4.494983277591974,-0.018584469871799073,1.02,False,False
-4.471571906354516,-0.018583198269241798,1.02,False,False
-4.448160535117057,-0.01858185607323786,1.02,False,False
-4.424749163879599,-0.018580439364768157,1.02,False,False
-4.40133779264214,-0.01857894400724791,1.02,False,False
-4.377926421404682,-0.018577365634448444,1.02,False,False
-4.354515050167224,-0.018575699637748414,1.02,False,False
-4.331103678929766,-0.018573941152677298,1.02,False,False
-4.307692307692308,-0.018572085044711858,1.02,False,False
-4.2842809364548495,-0.01857012589428404,1.02,False,False
-4.260869565217392,-0.01856805798095665,1.02,False,False
-4.237458193979933,-0.01856587526672048,1.02,False,False
-4.214046822742475,-0.018563571378364195,1.02,False,False
-4.190635451505017,-0.01856113958886547,1.02,False,False
-4.167224080267559,-0.01855857279774907,1.02,False,False
-4.143812709030101,-0.01855586351035446,1.02,False,False
-4.120401337792643,-0.018553003815952485,1.02,False,False
-4.096989966555184,-0.0185499853646472,1.02,False,False
