z,u,beta,history,analytical
-4.260869565217392,-0.02429355914592214,1.04,True,False
-4.237458193979933,-0.024293142302420277,1.04,True,False
-4.214046822742475,-0.024292698698263043,1.04,True,False
-4.190635451505017,-0.024292226615461137,1.04,True,False
-4.167224080267559,-0.02429172422573322,1.04,True,False
-4.143812709030101,-0.024291189583425354,1.04,True,False
-4.120401337792643,-0.024290620617975867,1.04,True,False
-4.096989966555184,-0.024290015125896493,1.04,True,False
-4.073578595317726,-0.024289370762238714,1.04,True,False
-4.050167224080267,-0.024288685031512235,1.04,True,False
-4.026755852842809,-0.024287955278020454,1.04,True,False
-4.003344481605351,-0.024287178675575498,1.04,True,False
-3.979933110367893,-0.02428635221655296,1.04,True,False
-3.956521739130435,-0.02428547270024398,1.04,True,False
-3.9331103678929766,-0.024284536720459538,1.04,True,False
-3.9096989966555187,-0.02428354065233898,1.04,True,False
-3.8862876254180603,-0.024282480638311673,1.04,True,False
-3.8628762541806023,-0.024281352573157392,1.04,True,False
-3.839464882943144,-0.024280152088107645,1.04,True,False
-3.816053511705686,-0.024278874533926312,1.04,True,False
-3.7926421404682276,-0.024277514962904097,1.04,True,False
-3.7692307692307696,-0.024276068109697044,1.04,True,False
-3.745819397993311,-0.024274528370934922,1.04,True,False
-3.7224080267558532,-0.024272889783520508,1.04,True,False
-3.698996655518395,-0.024271146001535716,1.04,True,False
-3.675585284280937,-0.024269290271665137,1.04,True,False
-3.6521739130434785,-0.024267315407041808,1.04,True,False
-3.6287625418060205,-0.024265213759413935,1.04,True,False
-3.605351170568562,-0.02426297718952476,1.04,True,False
-3.5819397993311037,-0.024260597035590845,1.04,True,False
-3.558528428093646,-0.024258064079756766,1.04,True,False
-3.5351170568561874,-0.024255368512396194,1.04,True,False
-3.5117056856187294,-0.0242524998941212,1.04,True,False
-3.488294314381271,-0.024249447115352624,1.04,True,False
-3.464882943143813,-0.02424619835329491,1.04,True,False
-3.4414715719063547,-0.024242741026148807,1.04,True,False
-3.4180602006688967,-0.024239061744384602,1.04,True,False
-3.3946488294314383,-0.024235146258887178,1.04,True,False
-3.3712374581939804,-0.024230979405772075,1.04,True,False
-3.347826086956522,-0.02422654504765882,1.04,True,False
-3.324414715719064,-0.0242218260111741,1.04,True,False
-3.3010033444816056,-0.024216804020442795,1.04,True,False
-3.2775919732441476,-0.024211459626309155,1.04,True,False
-3.2541806020066892,-0.024205772131014193,1.04,True,False
-3.230769230769231,-0.024199719508037412,1.04,True,False
-3.207357859531773,-0.02419327831679256,1.04,True,False
-3.1839464882943145,-0.02418642361184696,1.04,True,False
-3.1605351170568565,-0.024179128846312913,1.04,True,False
-3.137123745819398,-0.024171365769036925,1.04,True,False
-3.11371237458194,-0.024163104315188727,1.04,True,False
-3.0903010033444818,-0.02415431248982625,1.04,True,False
-3.066889632107024,-0.02414495624398568,1.04,True,False
-3.0434782608695654,-0.02413499934281669,1.04,True,False
-3.0200668896321075,-0.02412440322525219,1.04,True,False
-2.9966555183946495,-0.024113126854669105,1.04,True,False
-2.9732441471571907,-0.024101126559961814,1.04,True,False
-2.9498327759197327,-0.024088355866412788,1.04,True,False
-2.9264214046822747,-0.024074765315705397,1.04,True,False
-2.903010033444817,-0.024060302274381825,1.04,True,False
-2.879598662207358,-0.024044910730004337,1.04,True,False
-2.8561872909699,-0.02402853107423041,1.04,True,False
-2.832775919732442,-0.024011099871961664,1.04,True,False
-2.809364548494983,-0.023992549615672546,1.04,True,False
-2.7859531772575252,-0.023972808463967307,1.04,True,False
-2.7625418060200673,-0.0239517999633528,1.04,True,False
-2.7391304347826093,-0.02392944275214953,1.04,True,False
-2.7157190635451505,-0.023905650245394316,1.04,True,False
-2.6923076923076925,-0.02388033029951421,1.04,True,False
-2.6688963210702346,-0.023853384855473055,1.04,True,False
-2.6454849498327766,-0.023824709559008634,1.04,True,False
-2.6220735785953178,-0.0237941933564897,1.04,True,False
-2.59866220735786,-0.0237617180648277,1.04,True,False
-2.575250836120402,-0.023727157913777525,1.04,True,False
-2.551839464882944,-0.023690379058854766,1.04,True,False
-2.528428093645485,-0.02365123906298306,1.04,True,False
-2.505016722408027,-0.023609586344864073,1.04,True,False
-2.481605351170569,-0.023565259591933722,1.04,True,False
-2.4581939799331103,-0.023518087135631215,1.04,True,False
-2.4347826086956523,-0.0234678862865614,1.04,True,False
-2.4113712374581944,-0.02341446262697561,1.04,True,False
-2.3879598662207364,-0.023357609257831022,1.04,True,False
-2.3645484949832776,-0.02329710599751242,1.04,True,False
-2.3411371237458196,-0.023232718529113308,1.04,True,False
-2.3177257525083617,-0.023164197492973847,1.04,True,False
-2.2943143812709037,-0.023091277520961233,1.04,True,False
-2.270903010033445,-0.023013676208752568,1.04,True,False
-2.247491638795987,-0.022931093022139915,1.04,True,False
-2.224080267558529,-0.022843208133122038,1.04,True,False
-2.200668896321071,-0.02274968118127514,1.04,True,False
-2.177257525083612,-0.02265014995560571,1.04,True,False
-2.153846153846154,-0.02254422899178048,1.04,True,False
-2.1304347826086962,-0.02243150807930093,1.04,True,False
-2.1070234113712374,-0.02231155067284089,1.04,True,False
-2.0836120401337794,-0.02218389220159467,1.04,True,False
-2.0602006688963215,-0.022048038270088145,1.04,True,False
-2.0367892976588635,-0.02190346274348496,1.04,True,False
-2.0133779264214047,-0.021749605709972576,1.04,True,False
-1.9899665551839467,-0.021585871312336923,1.04,True,False
-1.9665551839464888,-0.02141162544032775,1.04,True,False
-1.9431438127090308,-0.0212261932748777,1.04,True,False
-1.919732441471572,-0.021028856674664385,1.04,True,False
-1.896321070234114,-0.0208188513948941,1.04,True,False
-1.872909698996656,-0.02059536412753607,1.04,True,False
-1.849498327759198,-0.02035752935154476,1.04,True,False
-1.8260869565217392,-0.02010442598087165,1.04,True,False
-1.8026755852842813,-0.019835073797285073,1.04,True,False
-1.7792642140468233,-0.01954842965418291,1.04,True,False
-1.7558528428093645,-0.01924338343669657,1.04,True,False
-1.7324414715719065,-0.01891875376244031,1.04,True,False
-1.7090301003344486,-0.018573283406255837,1.04,True,False
-1.6856187290969906,-0.018205634431233284,1.04,True,False
-1.6622073578595318,-0.017814383007151706,1.04,True,False
-1.6387959866220738,-0.017398013896272352,1.04,True,False
-1.6153846153846159,-0.01695491458512882,1.04,True,False
-1.591973244147158,-0.016483369039588185,1.04,True,False
-1.568561872909699,-0.01598155105899738,1.04,True,False
-1.545150501672241,-0.015447517203677015,1.04,True,False
-1.5217391304347831,-0.014879199268371907,1.04,True,False
-1.4983277591973252,-0.014274396272509962,1.04,True,False
-1.4749163879598663,-0.013630765936248932,1.04,True,False
-1.4515050167224084,-0.012945815609299806,1.04,True,False
-1.4280936454849504,-0.012216892617395541,1.04,True,False
-1.4046822742474925,-0.01144117398901956,1.04,True,False
-1.3812709030100336,-0.010615655522607164,1.04,True,False
-1.3578595317725757,-0.00973714015187983,1.04,True,False
-1.3344481605351177,-0.008802225564253089,1.04,True,False
-1.3110367892976589,-0.007807291024367152,1.04,True,False
-1.287625418060201,-0.006748483351710355,1.04,True,False
-1.264214046822743,-0.005621701998029069,1.04,True,False
-1.240802675585285,-0.004422583166732712,1.04,True,False
-1.2173913043478262,-0.00314648291279088,1.04,True,False
-1.1939799331103682,-0.0017884591576724888,1.04,True,False
-1.1705685618729103,-0.00034325254967347216,1.04,True,False
-1.1471571906354523,0.0011947339044897712,1.04,True,False
-1.1237458193979935,0.0028314565157050546,1.04,True,False
-1.1003344481605355,0.004573253980053121,1.04,True,False
-1.0769230769230775,0.006426871927297538,1.04,True,False
-1.0535117056856196,0.008399489045346136,1.04,True,False
-1.0301003344481607,0.010498744881859378,1.04,True,False
-1.0066889632107028,0.012732769430675025,1.04,True,False
-0.9832775919732448,0.01511021461763266,1.04,True,False
-0.959866220735786,0.01764028780773472,1.04,True,False
-0.936454849498328,0.020332787463410978,1.04,True,False
-0.9130434782608701,0.023198141091985144,1.04,True,False
-0.8896321070234121,0.02624744562930399,1.04,True,False
-0.8662207357859533,0.0294925104159288,1.04,True,False
-0.8428093645484953,0.032945902932325605,1.04,True,False
-0.8193979933110374,0.03662099747017912,1.04,True,False
-0.7959866220735794,0.040532026928322806,1.04,True,False
-0.7725752508361206,0.04469413793388141,1.04,True,False
-0.7491638795986626,0.049123449502097696,1.04,True,False
-0.7257525083612046,0.05383711546202384,1.04,True,False
-0.7023411371237467,0.05885339088983574,1.04,True,False
-0.6789297658862878,0.06419170280705624,1.04,True,False
-0.6555183946488299,0.06987272541748474,1.04,True,False
-0.6321070234113719,0.07591846017421386,1.04,True,False
-0.6086956521739131,0.08235232098681267,1.04,True,False
-0.5852842809364551,0.08919922489866854,1.04,True,False
-0.5618729096989972,0.09648568858566466,1.04,True,False
-0.5384615384615392,0.10423993104990903,1.04,True,False
-0.5150501672240804,0.11249198290623011,1.04,True,False
-0.4916387959866224,0.1212738026846813,1.04,True,False
-0.46822742474916446,0.13061940059947444,1.04,True,False
-0.4448160535117065,0.14056497026366882,1.04,True,False
-0.42140468227424766,0.1511490288597245,1.04,True,False
-0.3979933110367897,0.16241256630876882,1.04,True,False
-0.37458193979933174,0.17439920401628375,1.04,True,False
-0.3511705685618738,0.1871553638089969,1.04,True,False
-0.32775919732441494,0.20073044771724102,1.04,True,False
-0.304347826086957,0.21517702929903693,1.04,True,False
-0.28093645484949903,0.23055105724686764,1.04,True,False
-0.2575250836120411,0.24691207206566163,1.04,True,False
-0.23411371237458223,0.26432343666114344,1.04,True,False
-0.21070234113712427,0.28285258173156647,1.04,True,False
-0.18729096989966632,0.3025712669131912,1.04,True,False
-0.16387959866220747,0.3235558586908608,1.04,True,False
-0.14046822742474951,0.3458876261499687,1.04,True,False
-0.11705685618729156,0.36965305571521684,1.04,True,False
-0.0936454849498336,0.3949441860950659,1.04,True,False
-0.07023411371237476,0.421858964729065,1.04,True,False
-0.0468227424749168,0.4505016271184967,1.04,True,False
-0.023411371237458845,0.4809831005094261,1.04,True,False
0.0,0.5134214334915161,1.04,True,False
-7.0,-0.043801156110254806,1.04,False,False
-6.976588628762542,-0.04380115594683659,1.04,False,False
-6.953177257525083,-0.043801155772637504,1.04,False,False
-6.929765886287625,-0.04380115558694632,1.04,False,False
-6.906354515050167,-0.04380115538900489,1.04,False,False
-6.882943143812709,-0.04380115517800506,1.04,False,False
-6.8595317725752505,-0.043801154953085356,1.04,False,False
-6.8361204013377925,-0.043801154713327455,1.04,False,False
-6.812709030100335,-0.04380115445775247,1.04,False,False
-6.789297658862877,-0.04380115418531694,1.04,False,False
-6.765886287625418,-0.04380115389490855,1.04,False,False
-6.74247491638796,-0.04380115358534161,1.04,False,False
-6.719063545150502,-0.04380115325535222,1.04,False,False
-6.695652173913044,-0.04380115290359308,1.04,False,False
-6.672240802675585,-0.04380115252862802,1.04,False,False
-6.648829431438127,-0.04380115212892612,1.04,False,False
-6.625418060200669,-0.043801151702855465,1.04,False,False
-6.602006688963211,-0.043801151248676486,1.04,False,False
-6.578595317725752,-0.043801150764534835,1.04,False,False
-6.555183946488294,-0.04380115024845386,1.04,False,False
-6.531772575250836,-0.04380114969832647,1.04,False,False
-6.508361204013378,-0.0438011491119066,1.04,False,False
-6.48494983277592,-0.0438011484868,1.04,False,False
-6.461538461538462,-0.04380114782045446,1.04,False,False
-6.438127090301004,-0.0438011471101494,1.04,False,False
-6.414715719063545,-0.04380114635298477,1.04,False,False
-6.391304347826087,-0.0438011455458692,1.04,False,False
-6.367892976588629,-0.04380114468550735,1.04,False,False
-6.34448160535117,-0.04380114376838654,1.04,False,False
-6.321070234113712,-0.043801142790762304,1.04,False,False
-6.297658862876254,-0.04380114174864317,1.04,False,False
-6.274247491638796,-0.043801140637774336,1.04,False,False
-6.250836120401338,-0.04380113945362032,1.04,False,False
-6.2274247491638794,-0.04380113819134642,1.04,False,False
-6.2040133779264215,-0.043801136845798984,1.04,False,False
-6.1806020066889635,-0.043801135411484365,1.04,False,False
-6.157190635451505,-0.04380113388254651,1.04,False,False
-6.133779264214047,-0.04380113225274301,1.04,False,False
-6.110367892976589,-0.043801130515419666,1.04,False,False
-6.086956521739131,-0.04380112866348327,1.04,False,False
-6.063545150501672,-0.04380112668937269,1.04,False,False
-6.040133779264214,-0.043801124585027953,1.04,False,False
-6.016722408026756,-0.04380112234185738,1.04,False,False
-5.993311036789297,-0.043801119950702495,1.04,False,False
-5.969899665551839,-0.0438011174018006,1.04,False,False
-5.946488294314381,-0.04380111468474498,1.04,False,False
-5.923076923076923,-0.043801111788442336,1.04,False,False
-5.899665551839465,-0.043801108701067556,1.04,False,False
-5.8762541806020065,-0.043801105410015424,1.04,False,False
-5.852842809364549,-0.043801101901849125,1.04,False,False
-5.829431438127091,-0.04380109816224541,1.04,False,False
-5.806020066889632,-0.0438010941759361,1.04,False,False
-5.782608695652174,-0.043801089926645775,1.04,False,False
-5.759197324414716,-0.043801085397025305,1.04,False,False
-5.735785953177258,-0.04380108056858101,1.04,False,False
-5.7123745819398,-0.04380107542159917,1.04,False,False
-5.688963210702341,-0.04380106993506553,1.04,False,False
-5.665551839464883,-0.043801064086579494,1.04,False,False
-5.642140468227424,-0.04380105785226269,1.04,False,False
-5.618729096989966,-0.043801051206661445,1.04,False,False
-5.595317725752508,-0.04380104412264291,1.04,False,False
-5.5719063545150505,-0.04380103657128422,1.04,False,False
-5.5484949832775925,-0.043801028521754465,1.04,False,False
-5.525083612040134,-0.04380101994118876,1.04,False,False
-5.501672240802676,-0.043801010794554125,1.04,False,False
-5.478260869565218,-0.04380100104450639,1.04,False,False
-5.454849498327759,-0.043800990651237756,1.04,False,False
-5.431438127090301,-0.04380097957231426,1.04,False,False
-5.408026755852843,-0.04380096776250254,1.04,False,False
-5.384615384615385,-0.04380095517358513,1.04,False,False
-5.361204013377927,-0.0438009417541636,1.04,False,False
-5.337792642140468,-0.04380092744944873,1.04,False,False
-5.31438127090301,-0.04380091220103678,1.04,False,False
-5.290969899665551,-0.04380089594667107,1.04,False,False
-5.2675585284280935,-0.043800878619987764,1.04,False,False
-5.2441471571906355,-0.04380086015024495,1.04,False,False
-5.2207357859531776,-0.04380084046203379,1.04,False,False
-5.19732441471572,-0.04380081947497064,1.04,False,False
-5.173913043478261,-0.04380079710336887,1.04,False,False
-5.150501672240803,-0.043800773255889026,1.04,False,False
-5.127090301003345,-0.04380074783516586,1.04,False,False
-5.103678929765886,-0.04380072073741087,1.04,False,False
-5.080267558528428,-0.0438006918519885,1.04,False,False
-5.05685618729097,-0.04380066106096445,1.04,False,False
-5.033444816053512,-0.043800628238624184,1.04,False,False
-5.010033444816054,-0.04380059325095963,1.04,False,False
-4.986622073578595,-0.043800555955122056,1.04,False,False
-4.963210702341137,-0.04380051619883889,1.04,False,False
-4.9397993311036785,-0.04380047381979192,1.04,False,False
-4.916387959866221,-0.04380042864495468,1.04,False,False
-4.892976588628763,-0.043800380489885944,1.04,False,False
-4.869565217391305,-0.0438003291579767,1.04,False,False
-4.846153846153847,-0.04380027443964745,1.04,False,False
-4.822742474916389,-0.043800216111492506,1.04,False,False
-4.79933110367893,-0.04380015393536786,1.04,False,False
-4.775919732441472,-0.043800087657418926,1.04,False,False
-4.752508361204013,-0.04380001700704402,1.04,False,False
-4.729096989966555,-0.04379994169578963,1.04,False,False
-4.705685618729097,-0.04379986141617262,1.04,False,False
-4.682274247491639,-0.04379977584042489,1.04,False,False
-4.658862876254181,-0.04379968461915512,1.04,False,False
-4.635451505016722,-0.04379958737992231,1.04,False,False
-4.6120401337792645,-0.04379948372571509,1.04,False,False
-4.588628762541806,-0.04379937323333087,1.04,False,False
-4.565217391304348,-0.043799255451647916,1.04,False,False
-4.54180602006689,-0.04379912989978353,1.04,False,False
-4.518394648829432,-0.043798996065130685,1.04,False,False
-4.494983277591974,-0.0437988534012651,1.04,False,False
-4.471571906354516,-0.043798701325714354,1.04,False,False
-4.448160535117057,-0.04379853921757966,1.04,False,False
-4.424749163879599,-0.04379836641500093,1.04,False,False
-4.40133779264214,-0.043798182212454434,1.04,False,False
-4.377926421404682,-0.043797985857872326,1.04,False,False
-4.354515050167224,-0.04379777654957204,1.04,False,False
-4.331103678929766,-0.043797553432983166,1.04,False,False
-4.307692307692308,-0.043797315597158396,1.04,False,False
-4.2842809364548495,-0.043797062071054264,1.04,False,False
-4.260869565217392,-0.043796791819566555,1.04,False,False
-4.237458193979933,-0.043796503739304125,1.04,False,False
-4.214046822742475,-0.04379619665408396,1.04,False,False
-4.190635451505017,-0.04379586931012904,1.04,False,False
-4.167224080267559,-0.043795520370949324,1.04,False,False
-4.143812709030101,-0.043795148411885136,1.04,False,False
-4.120401337792643,-0.043794751914290504,1.04,False,False
-4.096989966555184,-0.04379432925933277,1.04,False,False
-4.073578595317726,-0.043793878721383205,1.04,False,False
-4.050167224080267,-0.04379339846097152,1.04,False,False
-4.026755852842809,-0.04379288651727566,1.04,False,False
-4.003344481605351,-0.043792340800116056,1.04,False,False
-3.979933110367893,-0.0437917590814218,1.04,False,False
-3.956521739130435,-0.04379113898613381,1.04,False,False
-3.9331103678929766,-0.04379047798250786,1.04,False,False
-3.9096989966555187,-0.0437897733717779,1.04,False,False
-3.8862876254180603,-0.04378902227713743,1.04,False,False
-3.8628762541806023,-0.04378822163199402,1.04,False,False
-3.839464882943144,-0.0437873681674489,1.04,False,False
-3.816053511705686,-0.04378645839895062,1.04,False,False
-3.7926421404682276,-0.04378548861206822,1.04,False,False
-3.7692307692307696,-0.043784454847325786,1.04,False,False
-3.745819397993311,-0.04378335288403666,1.04,False,False
-3.7224080267558532,-0.04378217822307103,1.04,False,False
-3.698996655518395,-0.04378092606848675,1.04,False,False
-3.675585284280937,-0.04377959130794835,1.04,False,False
-3.6521739130434785,-0.0437781684918542,1.04,False,False
-3.6287625418060205,-0.04377665181108673,1.04,False,False
-3.605351170568562,-0.04377503507329478,1.04,False,False
-3.5819397993311037,-0.043773311677611254,1.04,False,False
-3.558528428093646,-0.04377147458770295,1.04,False,False
-3.5351170568561874,-0.04376951630304235,1.04,False,False
-3.5117056856187294,-0.04376742882828424,1.04,False,False
-3.488294314381271,-0.04376520364062209,1.04,False,False
-3.464882943143813,-0.043762831654990876,1.04,False,False
-3.4414715719063547,-0.04376030318697426,1.04,False,False
-3.4180602006688967,-0.0437576079132648,1.04,False,False
-3.3946488294314383,-0.0437547348295156,1.04,False,False
-3.3712374581939804,-0.04375167220541143,1.04,False,False
-3.347826086956522,-0.043748407536775835,1.04,False,False
-3.324414715719064,-0.04374492749451871,1.04,False,False
-3.3010033444816056,-0.04374121787021584,1.04,False,False
-3.2775919732441476,-0.043737263518098354,1.04,False,False
-3.2541806020066892,-0.043733048293215074,1.04,False,False
-3.230769230769231,-0.043728554985515415,1.04,False,False
-3.207357859531773,-0.04372376524958369,1.04,False,False
-3.1839464882943145,-0.04371865952973783,1.04,False,False
-3.1605351170568565,-0.043713216980186875,1.04,False,False
-3.137123745819398,-0.04370741537992112,1.04,False,False
-3.11371237458194,-0.043701231041987504,1.04,False,False
-3.0903010033444818,-0.04369463871677976,1.04,False,False
-3.066889632107024,-0.043687611488948556,1.04,False,False
-3.0434782608695654,-0.04368012066751068,1.04,False,False
-3.0200668896321075,-0.04367213566870859,1.04,False,False
-2.9966555183946495,-0.04366362389114212,1.04,False,False
-2.9732441471571907,-0.04365455058266246,1.04,False,False
-2.9498327759197327,-0.04364487869848501,1.04,False,False
-2.9264214046822747,-0.04363456874994181,1.04,False,False
-2.903010033444817,-0.043623578643255945,1.04,False,False
-2.879598662207358,-0.04361186350767979,1.04,False,False
-2.8561872909699,-0.04359937551229535,1.04,False,False
-2.832775919732442,-0.043586063670728675,1.04,False,False
-2.809364548494983,-0.043571873632981144,1.04,False,False
-2.7859531772575252,-0.04355674746352759,1.04,False,False
-2.7625418060200673,-0.043540623404775367,1.04,False,False
-2.7391304347826093,-0.0435234356249185,1.04,False,False
-2.7157190635451505,-0.043505113949157584,1.04,False,False
-2.6923076923076925,-0.04348558357318796,1.04,False,False
-2.6688963210702346,-0.04346476475778631,1.04,False,False
-2.6454849498327766,-0.04344257250324898,1.04,False,False
-2.6220735785953178,-0.04341891620235251,1.04,False,False
-2.59866220735786,-0.043393699270419646,1.04,False,False
-2.575250836120402,-0.04336681875098047,1.04,False,False
-2.551839464882944,-0.0433381648954185,1.04,False,False
-2.528428093645485,-0.043307620714885704,1.04,False,False
-2.505016722408027,-0.04327506150265674,1.04,False,False
-2.481605351170569,-0.0432403543249725,1.04,False,False
-2.4581939799331103,-0.04320335747829409,1.04,False,False
-2.4347826086956523,-0.043163919910751185,1.04,False,False
-2.4113712374581944,-0.04312188060542279,1.04,False,False
-2.3879598662207364,-0.043077067922932394,1.04,False,False
-2.3645484949832776,-0.043029298900673384,1.04,False,False
-2.3411371237458196,-0.04297837850580368,1.04,False,False
-2.3177257525083617,-0.04292409883895961,1.04,False,False
-2.2943143812709037,-0.042866238285437924,1.04,False,False
-2.270903010033445,-0.04280456061038046,1.04,False,False
-2.247491638795987,-0.042738813994267155,1.04,False,False
-2.224080267558529,-0.04266873000477949,1.04,False,False
-2.200668896321071,-0.042594022500836756,1.04,False,False
-2.177257525083612,-0.042514386464330346,1.04,False,False
-2.153846153846154,-0.04242949675478643,1.04,False,False
-2.1304347826086962,-0.042339006781872336,1.04,False,False
-2.1070234113712374,-0.042242547090326835,1.04,False,False
-2.0836120401337794,-0.042139723851536755,1.04,False,False
