amplitude,wavelength,beta,x_0.999,z_0.999,u_d_0.999,w_d_0.999,t_0.999,x_history_0.999,z_history_0.999,u_d_history_0.999,w_d_history_0.999,t_history_0.999,x_0.5,z_0.5,u_d_0.5,w_d_0.5,t_0.5,x_history_0.5,z_history_0.5,u_d_history_0.5,w_d_history_0.5,t_history_0.5,x_0.1,z_0.1,u_d_0.1,w_d_0.1,t_0.1,x_history_0.1,z_history_0.1,u_d_history_0.1,w_d_history_0.1,t_history_0.1
,,,0.048222121339876384,-0.008393208161490865,0.7891164854198667,-0.009922088849887298,74.65654185994782,0.048221850800991437,-0.00837650018642357,0.7907621091323243,-0.009441551864570302,74.65761057587433,0.048408327315696664,-0.02569481803452567,0.0013178452479357082,-4.970967526078269,74.00880717618993,0.04829232221878786,-0.018808618082347163,0.0019376707628255005,-4.815856164290775,73.98963074912676,0.0485548760559608,-0.039575940946211606,-0.00011836750568861991,-8.94794359358582,74.04937763268549,0.04842457368870252,-0.03246803602176382,2.8567938268480478e-05,-8.822874153503133,73.8759249669273
,,,0.05279280203118124,-0.010127067524844987,0.7874644149321758,-0.009922137208050383,81.01900091087013,0.052792472862086486,-0.010107968936019849,0.7891848107556612,-0.009458209501061498,81.02023766954038,0.053019824632134366,-0.029964511079118683,0.000803055648578926,-4.971007696311341,80.29211674968766,0.052878986449759066,-0.02209661194190937,0.0012345417948534335,-4.821870638387574,80.2710840449725,0.05319781473895874,-0.04588261263154325,-0.0003258497941764123,-8.947972966400867,80.33119274601599,0.05303986379764951,-0.03776785463119657,-0.00013604123239783017,-8.82777103909905,80.22726289675117
,,,0.05729260323463853,-0.012015188126833217,0.7858181541804581,-0.00992218514578403,87.38129576157426,0.05729221081893296,-0.011993712869833017,0.7876101909455013,-0.009473097229747306,87.38270844975051,0.05756372707739692,-0.034430712423356234,0.0004889792470736951,-4.9710322623598655,86.57537055435778,0.05739640941216871,-0.025587517841773114,0.0007957667232667084,-4.827225491834876,86.55155177384076,0.057775414571077384,-0.0524204693409937,-0.0008072156984734123,-8.948040985367433,86.6140502661861,0.05758842667567267,-0.04330972094403051,-0.0004872235945329202,-8.832145148681587,86.5582682993262
,,,0.061715528097422034,-0.014054739015598065,0.7841775931098394,-0.009922232677057025,93.74342671616245,0.06171506941958749,-0.014030891122750981,0.7860384716474224,-0.009486510190517439,93.74502291658472,0.06203396827822176,-0.03908046957231695,0.00029680218940331414,-4.971047319081012,92.85858368236805,0.06183908218322489,-0.02926838809975682,0.0005208675187858788,-4.832034638438995,92.83061844736983,0.062281497217468854,-0.05916847874947505,-0.0019660633496891558,-8.948204401799053,92.8971149482487,0.06206455840099229,-0.04907651424211378,-0.0013037448912494724,-8.836135141692333,92.86148828241808
,,,0.06605569466001426,-0.01624266743746623,0.7825426228056701,-0.00992227981568398,100.1053940562284,0.06605516587171939,-0.016216477258025747,0.7844698218988817,-0.00949867874037545,100.10718107759729,0.06642465851930662,-0.04390285615678167,0.00017849182795212068,-4.97105660332897,99.14175953867672,0.06620099664507988,-0.03313562588822297,0.00034758215175734094,-4.8363856907123175,99.1076609910016,0.06671010933821662,-0.06610942908634077,-0.004767899503602901,-8.94859813307751,99.18011296716962,0.06646246291586479,-0.05505578518562932,-0.003245967317366507,-8.839911879886182,99.15213415517468
,,,0.07030734468419354,-0.018575702134751498,0.7809131354170002,-0.009922326575345626,106.4671980439437,0.07030674312000897,-0.018547191618291093,0.7829043695348192,-0.009509785841603691,106.46918294545179,0.07073010960988581,-0.048888400526236116,0.00010449654336336679,-4.971062419779628,105.42488384032526,0.07047683093459389,-0.03717938057331867,0.00023723625625869177,-4.840347359989563,105.3818226220564,0.07105556066828744,-0.07322889647124244,-0.011518780068591009,-8.949538972550382,105.46281106693664,0.07077673838339255,-0.06123486933394336,-0.007878442693015108,-8.843748390669422,105.4378617021832
,,,0.07446485223969529,-0.021050357473226786,0.7792890240902721,-0.00992237296958265,112.8288389249966,0.07446417444148265,-0.021019564623649158,0.7813422098014489,-0.009519978870783187,112.831028536598,0.0749448292035909,-0.05402876681964798,5.647733945313545e-05,-4.97106619473853,111.70786818729216,0.07466098277120167,-0.04139509793330522,0.00016526364685303107,-4.843974602940221,111.65223177966783,0.07531240691703228,-0.08051466852322954,-0.02759396009769722,-8.9517328809024,111.7448431644976,0.07500204349853047,-0.06760340167557227,-0.018859591180984927,-8.848179813256444,111.72134233736816
,,,0.07852273212639903,-0.023662937910611657,0.7776701829122135,-0.009922419011767264,119.19031693138594,0.07852197543730557,-0.023629893822874958,0.7797834117455114,-0.00952937800756869,119.19271787071025,0.07906352968970665,-0.059316445043890324,2.2490704098247954e-05,-4.9710688444050986,117.990587355103,0.07874837597944333,-0.04577464950807206,0.00011627102078572958,-4.847313042517106,117.9188138623223,0.0794754591768984,-0.08795618266213434,-0.06473219652726131,-8.95652333792141,118.02528834449777,0.07913333866361372,-0.074151219488894,-0.04438320597428791,-8.85426726272215,118.00304752923398
,,,0.08247564807186104,-0.026409542985705182,0.7760565068618117,-0.009922464715199183,125.55163228407133,0.08247480909410296,-0.026374288322090052,0.7783252457255613,-0.009538070051807106,125.55425097063038,0.08308112762243428,-0.06474454465001805,-5.908792337241919e-06,-4.971071027123018,124.27297106991361,0.0827338163247727,-0.05031289632005015,7.99863108465991e-05,-4.850402815594419,124.18495799769087,0.0835397763325535,-0.09554415102399547,-0.143705326485166,-8.96500426028278,124.30206989504529,0.08316572528560795,-0.0808693444988409,-0.10067351305163445,-8.86361799785094,124.28193369970771
,,,0.08631842071967001,-0.02928607267682279,0.7745419642751474,-0.00992249750279947,131.91278519548194,0.08631749654251564,-0.02924864250117731,0.7768048331296087,-0.009546158397755869,131.9156180428716,0.08699274765007009,-0.07030661885622848,-3.57698483956177e-05,-4.971073334367508,130.55523836666217,0.08661252525398373,-0.05500264846593033,4.898720291577929e-05,-4.853278638853867,130.45989125976138,0.08750066578774768,-0.10327024001888456,-0.2710289628514477,-8.967515806185787,130.5710033920397,0.08709456293080346,-0.08774906767151477,-0.20702126884724062,-8.875021150245436,130.55507868493268
,,,0.09004603538230767,-0.03228823315861941,0.772955902137227,-0.009922540213431473,138.27376637689437,0.09004502241055605,-0.032248668024425664,0.7752494733776387,-0.009553709181514885,138.2768251482153,0.09079372367717155,-0.07599653851039057,-7.45017232253738e-05,-4.971076370287444,136.8377464876377,0.09037972175093385,-0.05983839152562123,1.694264532387522e-05,-4.855965466376847,136.75128648008612,0.09135367935255208,-0.11112683893152137,-0.21463765379806582,-8.872732161143778,136.82741377200585,0.0909153945178428,-0.09478231754561509,-0.29937055497178733,-8.857653538845375,136.81756701929186
,,,0.0936536495552738,-0.035411542901185,0.7713500128618996,-0.009922585928208631,144.6345832700924,0.09365254443755014,-0.03536987884621044,0.7736975850456677,-0.009560776373778564,144.63787620028637,0.09447960148034695,-0.08180839130666116,-0.0001317139830141475,-4.97108087239924,143.1205730130257,0.09403096855724928,-0.06481342450011317,-2.295353314968719e-05,-4.85847949018264,143.053171278538,0.09509461195950018,-0.11910687373455368,2.1386147163382097,-8.086610943476618,143.0893956890394,0.09462400275281482,-0.10196125157912135,0.39973648960588576,-8.586826381592113,143.0704918319306
,,,0.09713660017687673,-0.03865133910492099,0.7697488979883065,-0.00992263135332381,150.99523860260837,0.09713539893401585,-0.03860761510678493,0.7721491616358287,-0.009567410102596636,150.99877134060807,0.09804614059227196,-0.08773640753708127,-0.00022158995508401156,-4.971087936481479,149.40359534276573,0.09756190636571492,-0.0699219740151299,-7.964519252597274e-05,-4.860835753679787,149.35434207627148,0.09871949925781603,-0.1272036684244495,74.93005814527146,-1408.2347293156383,149.59234691454452,0.09821637658964692,-0.10927838429904976,10.033685063898442,-6.382515692124952,149.3922317446083
,,,0.10049041062519938,-0.042002784443540976,0.7681524565764768,-0.009922676501837585,157.3557326636105,0.10048910934218656,-0.041957035825080646,0.7706041882786608,-0.009573654218290406,157.3595107117061,0.10148931668363345,-0.0937749030130719,-0.00036638186660310247,-4.971099298842651,155.6867022875384,0.10096847510958137,-0.07515757083463023,-0.0001658801755543069,-4.863050814513672,155.65033137866305,0.10222461632922916,-0.13541083694684408,,,153.1859123789087,0.10168873853355785,-0.1167263994869102,66.56626918925477,-224.21208946228532,156.8556692526771
,,,0.10371079744034299,-0.045460874101663704,0.7665605886249471,-0.009922721386156776,163.71606573803993,0.10370939162889697,-0.04541313754088827,0.7690626426708008,-0.009579545436026246,163.72009445811216,0.10480532376684784,-0.09991823716750584,-0.0006018672921681309,-4.97111775149467,161.9698339018936,0.10424674796187633,-0.08051424917866179,-0.0003014187592929008,-4.865140452340662,161.94158213221328,0.10560647630964624,-0.14372220219708115,,,,0.10503753034213646,-0.12429818818089647,,,158.95540485128885
,,,0.10679367676241676,-0.0490204430885912,0.7649731950544618,-0.009922766018930775,170.07623810830387,0.10679216187148254,-0.04897075227635994,0.7675244964893717,-0.009585116501451014,170.08052272730424,0.1079905765487667,-0.10616078206645627,-0.0009860457591085027,-4.971147802861373,168.25295844664973,0.10739307123344632,-0.08598562731051841,-0.0005181158805290029,-4.867119705081347,168.22955080161464,0.10886182952106974,-0.15213173439755756,,,,0.10825942645671498,-0.13198675961672995,,,
,,,0.1097351704750341,-0.05267617381409222,0.7633901776969225,-0.009922810412515281,176.43625005583428,0.10973354143183023,-0.05262456281929487,0.765989716161311,-0.009590396909044382,176.4407956707005,0.11104171270117937,-0.11249690040756895,-0.001612644114746435,-4.971196687945618,174.5360523097156,0.110403962322755,-0.09156558837039605,-0.0008666480534339348,-4.869003578536973,174.5155206846642,0.1119876627037634,-0.16063350542107951,,,,0.111351328350695,-0.13978524810196413,,,
,,,0.11253161204507041,-0.05642260391105279,0.7618114392884209,-0.009922854579165266,182.79610186251372,0.11252986362917573,-0.05636910432453198,0.7644582632291264,-0.009595410533863093,182.80091344462332,0.11395559511205694,-0.11892093028698672,-0.0026339736579336762,-4.97127603048227,180.8190729225314,0.11327619744106181,-0.0972477611407266,-0.0014287460987006217,-4.870807398937815,180.80028680830037,0.11498119847190945,-0.1692216550754262,,,,0.11431037127955382,-0.14768686975082396,,,
,,,0.11517955204955059,-0.060254134291170706,0.7602368834664653,-0.00992289853106261,189.15579381196986,0.11517767856753781,-0.060198777485703805,0.7629300956595575,-0.009600179895979367,189.16087621111703,0.11672931402109721,-0.12542717537679718,-0.004294406175239705,-4.971404117277661,187.10198888764774,0.11600674977093987,-0.10302590746268746,-0.002335429721047627,-4.872549304558712,187.08430502519653,0.11783989482595192,-0.1778903669241229,,,,0.11713392227473814,-0.15568492063264897,,,
,,,0.11767576338115178,-0.06416503741972035,0.7586664147704554,-0.009922942280165251,195.5153261907393,0.11767375893989153,-0.064107852673956,0.7614051680659758,-0.009604725043050306,195.52068413890598,0.11936018903121508,-0.13200989926345102,-0.0069811484045868314,-4.971608934376643,193.3847419261944,0.11859284412347289,-0.10889363045622988,-0.003795626995864469,-4.874251918300372,193.367831883135,0.12056144471412264,-0.18663385140672553,,,,0.11981958353238273,-0.16377275579759804,,,
,,,0.1200172461241803,-0.06814946579579123,0.7570999386455485,-0.009922985838459245,201.87469928930295,0.12001510440413887,-0.06809048181214568,0.7598834317948755,-0.009609063294413812,201.88033740411515,0.12184577094503027,-0.13866332306955625,-0.011294438298519284,-4.971931132586722,199.6672300195485,0.12103191993465286,-0.11484459614914243,-0.00613866452641248,-4.875946221987355,199.65097686314243,0.12314377555770097,-0.19544633469458328,,,,0.12236519172241694,-0.17194378663282472,,,
,,,0.12220123209340952,-0.07220146062433996,0.7555373614490855,-0.00992302921776095,208.23391340299335,0.12219894654860598,-0.07214070429864321,0.7583648358679136,-0.009613209909769285,208.23983619094534,0.12418384340388015,-0.14538162562287094,-0.018126255842455027,-4.9724233904820245,205.94929163305733,0.12332166510245435,-0.12087237100635728,-0.009872397756779892,-4.877673556291156,205.9337501918454,0.12558504870568468,-0.20432205197039663,,,,0.12476881952235483,-0.18019147139810468,,,
,,,0.12422518902863283,-0.07631496066643315,0.7539785904587418,-0.009923072429639827,214.59296883277565,0.124222752732076,-0.07625245810786006,0.7568493274489455,-0.009617179578460137,214.59918069235076,0.12637242429777237,-0.152158945622153,-0.028694118929687863,-4.973134835450982,212.23067674239,0.12545999404255945,-0.12697055005048813,-0.01575324480378538,-4.879488633524973,212.2160648990544,0.12788365876743396,-0.2132552441551351,,,,0.127028775166802,-0.1885093141778037,,,
,,,0.12608682443830455,-0.08048381125395362,0.7524235338834231,-0.00992311548571087,220.95186588590406,0.12608423022930115,-0.08041958697976773,0.7553368512187033,-0.009620984573686434,220.9583711106491,0.12840976692562034,-0.15898938535512178,-0.04434294701116124,-4.97404680922958,218.5110147367904,0.12744506843608644,-0.13313266793612688,-0.024835588410237343,-4.881455517694868,218.497733784761,0.13003823279114118,-0.2222401572952033,,,,0.1291436028000722,-0.1968908617489911,,,
,,,0.1277840890861521,-0.0847017734549471,0.750872100874589,-0.009923158397469324,227.31060487645402,0.1277813294680946,-0.0846358510764611,0.7538273507808045,-0.009624636174501428,227.31740765781493,0.13029436088507265,-0.16586701562592684,-0.06554797300627516,-4.974864985060771,224.78980248509816,0.12927528421155815,-0.13935227443202042,-0.03835735453451202,-4.8836146649267835,224.77846728610928,0.13204762925537425,-0.23127104400672097,,,,0.13111208177550396,-0.20532970450783786,,,
,,,0.1293151801151743,-0.08896253337564375,0.7493242015393118,-0.009923201176021782,233.6691861257328,0.1293122473655523,-0.08889493507259767,0.7523207684000399,-0.009628146476074014,233.6762905560229,0.13202493267662727,-0.1727858816187569,-0.08849906140991866,-4.974407706338606,231.0664921985427,0.13094928402227304,-0.14562288734944093,-0.05710259646846775,-4.885876228412857,231.05783243879392,0.1339109368501689,-0.2403421664981314,,,,0.13293322612631148,-0.2138194770317679,,,
,,,0.13067854380397617,-0.09325971158504573,0.7477797469535759,-0.009923243832720105,240.0276099625694,0.13067542990995248,-0.09319045856770586,0.7508170445047287,-0.009631520830654373,240.03502003791135,0.1336004460087388,-0.17974000948337981,-0.09475138444089212,-4.9688895036436325,237.34091801724105,0.13246594935392583,-0.1519380384528608,-0.07909509404832354,-4.887685419726515,237.33531225632547,0.13562747302727238,-0.24944780079882878,,,,0.13460628339513903,-0.22235386071348734,,,
,,,0.13187287795094005,-0.0975868726478168,0.7462386491761096,-0.009923286378552857,246.3858767234848,0.1318695746932868,-0.09751598481517346,0.7493161198987235,-0.009634771231610545,246.393596346615,0.13502010179392968,-0.18672341347178234,-0.02128430492989381,-4.947217424458762,243.61473905933724,0.13382440770553597,-0.1582912502203748,-0.09276452936741078,-4.887093943102273,243.61055500132224,0.1371967823046011,-0.2585822418994645,,,,0.1361307333584933,-0.23092658657492918,,,
,,,0.13289713388228627,-0.10193753475105903,0.7447008212618442,-0.009923328824392773,252.74398675274566,0.1328936327981426,-0.10186503100297348,0.7478179334939327,-0.009637904940509225,252.75201973608682,0.13628333782805202,-0.19373010349025796,0.32547048418575897,-4.87821848593849,249.89581217133806,0.13502402749288592,-0.1646760651699525,-0.057269293564358545,-4.878198047669304,249.88436904929486,0.13861863431332083,-0.2677398095728922,,,,0.13750628629352685,-0.23953143919799436,,,
,,,0.13375051808064217,-0.10630517941041691,0.7431661772750946,-0.00992337118095812,259.10194040230164,0.1337468105294678,-0.10623107742660792,0.7463224242416309,-0.009640929703021028,259.11029047095576,0.13738982814715053,-0.2007540929580098,1.5483263296470342,-4.673731596840752,256.21148233044863,0.13606442175421893,-0.17108603618897925,0.15345176899316362,-4.844123389510493,256.1616103189225,0.13989302157960604,-0.27691485469275784,,,,0.1387328810222626,-0.2481622609408017,,,
,,,0.13443249343130664,-0.11068326124081375,0.7416346323023629,-0.009923413459101527,265.4597380316088,0.13442857057715404,-0.11060757769266653,0.7448295296390303,-0.009643849870315411,265.4684088265178,0.1383394820581831,-0.207789406884545,5.982565103879195,-4.050264812644446,262.65216889766725,0.13694544443632226,-0.1775147465633826,0.9216317772179554,-4.736817289478004,262.4596773785452,0.14102015703588405,-0.28610176590489655,,,,0.1398106825829909,-0.25681295677713323,,,
,,,0.13494278008397484,-0.11506521777700515,0.7401061024630647,-0.00992345566909043,271.81738000734106,0.13493863294922026,-0.11498796818594867,0.7433391879604179,-0.009646671114857938,271.82637508852406,0.1391324428415621,-0.2148300900945128,,,269.59093305666255,0.1376671917348041,-0.18395580801732267,3.5655748119118,-4.405377081502178,268.83501121541786,0.14200047125893422,-0.29529497653614506,,,,0.14074007963346805,-0.26547749937749876,,,
,,,0.13528135592826854,-0.11944447932902962,0.7385805049201316,-0.009923497821472421,278.174866702991,0.13527697538988354,-0.11936567821132706,0.7418513377487038,-0.009649401909306818,278.184189552841,0.13976908612492134,-0.22187021554153954,,,,0.1382299989157193,-0.19040287551403573,21.739935467641523,-2.700674872070552,275.49219756828245,0.14283460943429988,-0.3044889716483748,,,,0.14152168152443095,-0.27414993453515085,,,
,,,0.1354484566820037,-0.12381447885755081,0.7370577578878914,-0.009923539926284957,284.53219849836233,0.1354438335171071,-0.12373413963493236,0.740365915732241,-0.009652045852970937,284.54185252515487,0.14025001792881991,-0.22890389266266736,,,,0.13863443996602962,-0.1968496496467407,64.7263968681187,-167.23881902155279,285.05796732334466,0.14352342804831164,-0.3136782951636118,,,,0.14215631509218954,-0.282824386749868,,,
,,,0.1354445755917157,-0.12816866185402068,0.7355377806386368,-0.009923581993888961,290.88937577895626,0.1354397004838846,-0.12808679695385133,0.7388828595908126,-0.0096546074081306,290.8993643205583,0.14057607238623474,-0.23592527573291847,,,,0.138881324450779,-0.2032898884658191,,,287.4541691681397,0.14406799131056378,-0.322857557000316,,,,0.14264502114793165,-0.29149506498491745,,,
,,,0.13527046274555418,-0.1325004962105486,0.7340204935064942,-0.009923624033995155,297.24639893525267,0.1352653263249908,-0.13241711701097483,0.737402107117816,-0.009657091299868392,297.2567252629107,0.14074830913872047,-0.24292857218572367,,,,0.1389716958871514,-0.20971741228202384,,,,0.14446956731102098,-0.33202144017202806,,,,0.14298905068901666,-0.3001562684967399,,,
,,,0.13492712399925313,-0.13680348206434118,0.7325058178894359,-0.00992366605644572,303.60326836188955,0.13492171685628848,-0.13671859896490937,0.7359235960521684,-0.009659501250462025,303.61393568414167,0.14076801041302914,-0.24990805086986972,,,,0.13890682834901963,-0.2161261137542027,,,,0.1447296239170687,-0.3411647078083742,,,,0.14318986082734728,-0.30880239272265164,,,
,,,0.13441581951647433,-0.14107116160157915,,,309.95998445674184,0.13441013223824222,-0.14098478399133263,,,309.9709959236046,0.1406366777828084,-0.2568580502175177,,,,0.13868822382146384,-0.22250996397343878,,,,0.14484982441679914,-0.3502822100653538,,,,0.14324911045055178,-0.3174279351667424,,,
,,,0.13373806192541662,-0.14529712880562548,,,,0.13373208511449183,-0.1452092651143374,,,,0.14035602862074473,-0.26377298630095697,,,,0.13831760839348042,-0.22886302147333962,,,,0.14483202291566522,-0.3593688908973389,,,,0.14316865561907385,-0.3260275012612969,,,
,,,0.1328956140941745,-0.149475039134509,,,,0.13288933840300132,-0.14938569681622152,,,,0.13992799224720043,-0.27064736075826323,,,,0.13779692875754915,-0.23517943892400595,,,,0.1446782594943608,-0.3684197946676045,,,,0.14295054471129462,-0.3345958101643573,,,
,,,0.1318904865279186,-0.15359861911270503,,,,0.1318839026810798,-0.15350780468444594,,,,0.13935470578201756,-0.2774757685700588,,,,0.13712834790987946,-0.24145347140750886,,,,0.14439075513641308,-0.377430072577732,,,,0.1425970133236516,-0.343127700470792,,,
,,,0.13072493439155722,-0.1576616758223356,,,,0.13071803321874612,-0.15756939485824728,,,,0.13863850970673822,-0.28425290567124345,,,,0.13631424090610866,-0.24767948331394912,,,,0.14397190643451746,-0.38639498889907836,,,,0.14211047893675155,-0.3516181358087573,,,
,,,0.1294014541621187,-0.16165810627903773,,,,0.12939422662292266,-0.16156436344123215,,,,0.13778194314502226,-0.2909735763829512,,,,0.13535719003660396,-0.2538519560477216,,,,0.14342428008511796,-0.39530992699183065,,,,0.1414935353564683,-0.36006221030149277,,,
,,,0.1279227799156709,-0.16558190667790154,,,,0.12791521713155224,-0.16548670571805998,,,,0.13678773886953832,-0.2976327006511611,,,,0.13425997991904975,-0.2599654948696395,,,,0.1427506071811482,-0.4041703950990859,,,,0.1407489469408907,-0.36845515387322675,,,
,,,0.12629187925416302,-0.16942718149505454,,,,0.12628397253490956,-0.1693305252805834,,,,0.135658818044063,-0.30422532107939987,,,,0.13302559214612691,-0.266014836102639,,,,0.14195377731320544,-0.4129720319050016,,,,0.13987964262328956,-0.3767923373822275,,,
,,,0.124511948878138,-0.1731881524306717,,,,0.1245036897530915,-0.17309004295177938,,,,0.13439828470995235,-0.31074660974385515,,,,0.1316571997791496,-0.27199485375232463,,,,0.14103683248974103,-0.42171061184742054,,,,0.1388887097422004,-0.3850692775644368,,,
,,,0.12258640981181629,-0.17685916717941613,,,,0.12257779005732825,-0.1767596055727235,,,,0.13300942002654956,-0.3171918747800082,,,,0.13015816148421452,-0.27790056622878845,,,,0.14000296088712075,-0.4303820501765448,,,,0.13777938768954834,-0.3932816417736606,,,
,,,0.12051890228759712,-0.18043470801456524,,,,0.1205099139575861,-0.18033369457439183,,,,0.13149567627546543,-0.3235565667306095,,,,0.1285320154824802,-0.2837271426303746,,,,0.1388554904406391,-0.4389824077522528,,,,0.13655506138823983,-0.40142525250518807,,,
,,,0.11831328029755732,-0.18390940017235152,,,,0.11830391575143649,-0.18380693437324824,,,,0.12986067063901707,-0.32983628464548437,,,,0.12678247320299524,-0.28946990897151936,,,,0.13759788228777062,-0.4475078955735619,,,,0.1352192546106699,-0.4094960916914251,,,
