x,z,x_crossings,z_crossings,St,beta
0.03258033978211159,-1.8124315592578735,,,0.1714205741882324,0.83
0.032704286275778975,-1.8411013886065202,,,0.1714205741882324,0.83
0.032861183070970246,-1.8699338069332625,,,0.1714205741882324,0.83
0.03304821149297062,-1.8989276137047553,,,0.1714205741882324,0.83
0.03326258349189208,-1.928081447519196,,,0.1714205741882324,0.83
0.03350155268773817,-1.9573937932130239,,,0.1714205741882324,0.83
0.03376242460234777,-1.9868629894520267,,,0.1714205741882324,0.83
0.03404256607144458,-2.016487236738779,,,0.1714205741882324,0.83
0.03433941383484684,-2.0462646057700056,,,0.1714205741882324,0.83
0.03465048230744492,-2.076193046079419,,,0.1714205741882324,0.83
0.034973370537822845,-2.10627039490378,,,0.1714205741882324,0.83
0.0353057683653733,-2.136494386212373,,,0.1714205741882324,0.83
0.03564546179043161,-2.166862659842693,,,0.1714205741882324,0.83
0.035990337575325895,-2.197372770687955,,,0.1714205741882324,0.83
0.03633838709730935,-2.2280221978849535,,,0.1714205741882324,0.83
0.036687709477105354,-2.2588083539538557,,,0.1714205741882324,0.83
0.03703651400926027,-2.2897285938446386,,,0.1714205741882324,0.83
0.03738312192266642,-2.320780223848087,,,0.1714205741882324,0.83
0.037725967501494526,-2.3519605103325087,,,0.1714205741882324,0.83
0.038063598598368296,-2.3832666882705795,,,0.1714205741882324,0.83
0.03839467657293207,-2.4146959695239905,,,0.1714205741882324,0.83
0.03871797569001585,-2.4462455508568173,,,0.1714205741882324,0.83
0.03903238201240012,-2.4779126216517238,,,0.1714205741882324,0.83
0.03933689182373867,-2.5096943713062627,,,0.1714205741882324,0.83
0.03963060961752187,-2.5415879962896204,,,0.1714205741882324,0.83
0.03991274568806936,-2.5735907068431407,,,0.1714205741882324,0.83
0.04018261335944329,-2.605699733310875,,,0.1714205741882324,0.83
0.04043962588788355,-2.637912332089195,,,0.1714205741882324,0.83
0.040683293072900514,-2.67022579118719,,,0.1714205741882324,0.83
0.0409132176115312,-2.702637435392135,,,0.1714205741882324,0.83
0.04112909122948677,-2.735144631036742,,,0.1714205741882324,0.83
0.041330690622005534,-2.7677447903672014,,,0.1714205741882324,0.83
0.04151787323619212,-2.800435375513185,,,0.1714205741882324,0.83
0.04169057292548129,-2.833213902062993,,,0.1714205741882324,0.83
0.04184879550563006,-2.8660779422488876,,,0.1714205741882324,0.83
0.0419926142403253,-2.8990251277494026,,,0.1714205741882324,0.83
0.04212216528310996,-2.9320531521169713,,,0.1714205741882324,0.83
0.04223764310089079,-2.965159772840661,,,0.1714205741882324,0.83
0.04233929590280615,-2.998342813055095,,,0.1714205741882324,0.83
0.04242742109671541,-3.0316001629077722,,,0.1714205741882324,0.83
0.04250236079403163,-3.064929780598025,,,0.1714205741882324,0.83
0.04256449738206748,-3.098329693101708,,,0.1714205741882324,0.83
0.04261424918150988,-3.1317979965964624,,,0.1714205741882324,0.83
0.04265206620508968,-3.1653328566030146,,,0.1714205741882324,0.83
0.042678426031978585,-3.198932507858453,,,0.1714205741882324,0.83
0.04269382981093268,-3.2325952539378098,,,0.1714205741882324,0.83
0.04269879840371735,-3.2663194666405304,,,0.1714205741882324,0.83
0.04269386867889966,-3.300103585158587,,,0.1714205741882324,0.83
0.04267958996468515,-3.333946115043032,,,0.1714205741882324,0.83
0.04265652066811305,-3.3678456269857744,,,0.1714205741882324,0.83
0.04262522506661084,-3.4018007554332317,,,0.1714205741882324,0.83
0.04258627027664988,-3.435810197048312,,,0.1714205741882324,0.83
0.042540223403041755,-3.4698727090369137,,,0.1714205741882324,0.83
0.04248764887127291,-3.503987107354783,,,0.1714205741882324,0.83
0.04242910594419512,-3.5381522648101704,,,0.1714205741882324,0.83
0.04236514642337308,-3.5723671090772804,,,0.1714205741882324,0.83
0.0422963125344393,-3.606630620634984,,,0.1714205741882324,0.83
0.042223134994921155,-3.6409418306447416,,,0.1714205741882324,0.83
0.0421461312621857,-3.67529981878108,,,0.1714205741882324,0.83
0.042065803958395195,-3.709703711027364,,,0.1714205741882324,0.83
0.04198263946867876,-3.7441526774489535,,,0.1714205741882324,0.83
0.041897106708103635,-3.778645929955189,,,0.1714205741882324,0.83
0.041809656052471465,-3.8131827200609525,,,0.1714205741882324,0.83
0.041720718427469286,-3.8477623366578824,,,0.1714205741882324,0.83
0.04163070455027077,-3.8823841038046094,,,0.1714205741882324,0.83
0.0415400043173081,-3.9170473785446966,,,0.1714205741882324,0.83
0.04144898633161698,-3.9517515487602624,,,0.1714205741882324,0.83
0.04135799756289463,-3.9864960310685764,,,0.1714205741882324,0.83
0.04126736313320071,-4.0212802687682405,,,0.1714205741882324,0.83
0.04117738622107126,-4.056103729840888,,,0.1714205741882324,0.83
0.04108834807670402,-4.09096590501369,,,0.1714205741882324,0.83
0.041000508140806476,-4.1258663058872935,,,0.1714205741882324,0.83
0.04091410425967366,-4.160804463133232,,,0.1714205741882324,0.83
0.040829352989077736,-4.19577992476421,,,0.1714205741882324,0.83
0.0407464499796035,-4.230792254480114,,,0.1714205741882324,0.83
0.04066557043614989,-4.26584103009203,,,0.1714205741882324,0.83
0.04058686964443513,-4.3009258420260315,,,0.1714205741882324,0.83
0.040510483557488756,-4.336046291907999,,,0.1714205741882324,0.83
0.0404365294352859,-4.3712019912302456,,,0.1714205741882324,0.83
0.040365106530873725,-4.406392560100296,,,0.1714205741882324,0.83
0.040296296816555624,-4.441617626071729,,,0.1714205741882324,0.83
0.04023016574393236,-4.476876823056609,,,0.1714205741882324,0.83
0.04016676303184826,-4.512169790318698,,,0.1714205741882324,0.83
0.040106123476553186,-4.54749617154624,,,0.1714205741882324,0.83
0.04004826777866407,-4.582855614002896,,,0.1714205741882324,0.83
0.03999320338179223,-4.61824776775504,,,0.1714205741882324,0.83
0.03994092531799127,-4.653672284973455,,,0.1714205741882324,0.83
0.039891417055474256,-4.689128819307184,,,0.1714205741882324,0.83
0.03984465134434524,-4.7246170253271424,,,0.1714205741882324,0.83
0.03980059105638818,-4.760136558036895,,,0.1714205741882324,0.83
0.039759190015253555,-4.79568707244787,,,0.1714205741882324,0.83
0.03972039381367851,-4.831268223216156,,,0.1714205741882324,0.83
0.039684140614668635,-4.866879664337935,,,0.1714205741882324,0.83
0.039650361933856834,-4.902521048900499,,,0.1714205741882324,0.83
0.03961898340053703,-4.938192028885785,,,0.1714205741882324,0.83
0.03958992549514518,-4.973892255023282,,,0.1714205741882324,0.83
0.0395631042612278,-5.00962137668916,,,0.1714205741882324,0.83
0.039538431990196875,-5.045379041848476,,,0.1714205741882324,0.83
0.039515817877419805,-5.081164897037309,,,0.1714205741882324,0.83
0.03949516864843253,-5.116978587381705,,,0.1714205741882324,0.83
0.03947638915429349,-5.15281975665037,,,0.1714205741882324,0.83
0.039459382935314334,-5.188688047338076,,,0.1714205741882324,0.83
0.039444052752610474,-5.224583100776828,,,0.1714205741882324,0.83
0.03943030108711027,-5.260504557271917,,,0.1714205741882324,0.83
0.03941803060584564,-5.296452056260041,,,0.1714205741882324,0.83
0.03940714459551896,-5.332425236486807,,,0.1714205741882324,0.83
0.03939754736350156,-5.368423736200987,,,0.1714205741882324,0.83
0.039389144606567346,-5.404447193363037,,,0.1714205741882324,0.83
0.03938184374780206,-5.440495245865468,,,0.1714205741882324,0.83
0.03937555424225343,-5.476567531762807,,,0.1714205741882324,0.83
0.03937018785200125,-5.512663689508971,,,0.1714205741882324,0.83
0.03936565889142864,-5.548783358200002,,,0.1714205741882324,0.83
0.039361884443567266,-5.584926177820268,,,0.1714205741882324,0.83
0.03935878454846981,-5.621091789490294,,,0.1714205741882324,0.83
0.03935628236463359,-5.65727983571457,,,0.1714205741882324,0.83
0.039354304304559516,-5.6934899606277725,,,0.1714205741882324,0.83
0.03935278014558166,-5.729721810237958,,,0.1714205741882324,0.83
0.03935164311714421,-5.7659750326654295,,,0.1714205741882324,0.83
0.03935082996573581,-5.802249278376063,,,0.1714205741882324,0.83
0.039350280998716,-5.838544200408025,,,0.1714205741882324,0.83
0.03934994010828545,-5.874859454590906,,,0.1714205741882324,0.83
0.03934975477686113,-5.911194699756417,,,0.1714205741882324,0.83
0.03934967606512056,-5.947549597939894,,,0.1714205741882324,0.83
0.03934965858397533,-5.983923814571955,,,0.1714205741882324,0.83
0.03934966045172462,-6.020317018659774,,,0.1714205741882324,0.83
0.03934964323762425,-6.056728882957492,,,0.1714205741882324,0.83
0.0393495718930867,-6.093159084125415,,,0.1714205741882324,0.83
0.039349414671702804,-6.1296073028777105,,,0.1714205741882324,0.83
0.03934914303924709,-6.166073224118393,,,0.1714205741882324,0.83
0.03934873157479614,-6.202556537065484,,,0.1714205741882324,0.83
0.039348157864053705,-6.23905693536328,,,0.1714205741882324,0.83
0.039347402385937466,-6.275574117182745,,,0.1714205741882324,0.83
0.039346448393441535,-6.312107785310098,,,0.1714205741882324,0.83
0.03934528178974536,-6.34865764722372,,,0.1714205741882324,0.83
0.03934389100049495,-6.3852234151595715,,,0.1714205741882324,0.83
0.03934226684313595,-6.421804806165331,,,0.1714205741882324,0.83
0.03934040239413087,-6.458401542143544,,,0.1714205741882324,0.83
0.039338292854844574,-6.495013349884078,,,0.1714205741882324,0.83
0.03933593541683365,-6.531639961086238,,,0.1714205741882324,0.83
0.03933332912722661,-6.568281112370901,,,0.1714205741882324,0.83
0.039330474754833034,-6.604936545283085,,,0.1714205741882324,0.83
0.03932737465757173,-6.6416060062853655,,,0.1714205741882324,0.83
0.03932403265175986,-6.678289246742582,,,0.1714205741882324,0.83
0.03932045388375801,-6.7149860228982865,,,0.1714205741882324,0.83
0.03931664470442004,-6.751696095843403,,,0.1714205741882324,0.83
0.03931261254675137,-6.7884192314775795,,,0.1714205741882324,0.83
0.03930836580713534,-6.8251552004636995,,,0.1714205741882324,0.83
0.03930391373044493,-6.861903778176049,,,0.1714205741882324,0.83
0.0392992662993158,-6.898664744642616,,,0.1714205741882324,0.83
0.03929443412781725,-6.935437884482009,,,0.1714205741882324,0.83
0.03928942835971959,-6.972222986835462,,,0.1714205741882324,0.83
0.039284260571520374,-7.009019845294408,,,0.1714205741882324,0.83
0.039278942680357476,-7.045828257824074,,,0.1714205741882324,0.83
0.039273486856904294,-7.08264802668355,,,0.1714205741882324,0.83
0.0392679054433117,-7.1194789583427776,,,0.1714205741882324,0.83
0.03926221087623239,-7.156320863396877,,,0.1714205741882324,0.83
0.039256415614936244,-7.193173556478231,,,0.1714205741882324,0.83
0.03925053207450016,-7.230036856166722,,,0.1714205741882324,0.83
0.03924457256403253,-7.266910584898493,,,0.1714205741882324,0.83
0.03923854922987103,-7.30379456887362,,,0.1714205741882324,0.83
0.03923247400367284,-7.340688637963012,,,0.1714205741882324,0.83
0.039226358555298456,-7.377592625614892,,,0.1714205741882324,0.83
0.03922021425037418,-7.414506368761154,,,0.1714205741882324,0.83
0.03921405211240413,-7.451429707723897,,,0.1714205741882324,0.83
0.03920788278928948,-7.488362486122399,,,0.1714205741882324,0.83
0.03920171652410197,-7.525304550780788,,,0.1714205741882324,0.83
0.03919556312994861,-7.562255751636656,,,0.1714205741882324,0.83
0.039189431968756815,-7.599215941650809,,,0.1714205741882324,0.83
0.03918333193380201,-7.636184976718373,,,0.1714205741882324,0.83
0.03917727143579478,-7.673162715581426,,,0.1714205741882324,0.83
0.03917125839234015,-7.710149019743314,,,0.1714205741882324,0.83
0.039165300220578854,-7.747143753384809,,,0.1714205741882324,0.83
0.03915940383281864,-7.78414678328222,,,0.1714205741882324,0.83
0.03915357563496282,-7.8211579787275864,,,0.1714205741882324,0.83
0.03914782152754358,-7.858177211451033,,,0.1714205741882324,0.83
0.039142146909168764,-7.895204355545384,,,0.1714205741882324,0.83
0.03913655668219282,-7.932239287393087,,,0.1714205741882324,0.83
0.03913105526042523,-7.969281885595516,,,0.1714205741882324,0.83
0.03912564657869355,-8.006332030904677,,,0.1714205741882324,0.83
0.039120334104081986,-8.043389606157355,,,0.1714205741882324,0.83
0.039115120848671275,-8.080454496211718,,,0.1714205741882324,0.83
0.03911000938361086,-8.117526587886378,,,0.1714205741882324,0.83
0.039105001854359896,-8.154605769901897,,,0.1714205741882324,0.83
0.03910009999693979,-8.191691932824753,,,0.1714205741882324,0.83
0.039095305155047146,-8.2287849690137,,,0.1714205741882324,0.83
0.03909061829788293,-8.265884772568524,,,0.1714205741882324,0.83
0.03908604003856014,-8.302991239281143,,,0.1714205741882324,0.83
0.039081570652959696,-8.340104266589002,,,0.1714205741882324,0.83
0.03907721009891116,-8.377223753530725,,,0.1714205741882324,0.83
0.039072958035582216,-8.41434960070395,,,0.1714205741882324,0.83
0.03906881384296825,-8.451481710225304,,,0.1714205741882324,0.83
0.03906477664138048,-8.488619985692424,,,0.1714205741882324,0.83
0.039060845310838456,-8.525764332147997,,,0.1714205741882324,0.83
0.039057018510280005,-8.562914656045704,,,0.1714205741882324,0.83
0.039053294696508596,-8.60007086521802,,,0.1714205741882324,0.83
0.039049672142805386,-8.637232868845786,,,0.1714205741882324,0.83
0.03904614895713972,-8.674400577429466,,,0.1714205741882324,0.83
0.03904272309991877,-8.711573902762034,,,0.1714205741882324,0.83
0.03903939240122338,-8.748752757903377,,,0.1714205741882324,0.83
0.039036154577483405,-8.785937057156168,,,0.1714205741882324,0.83
0.03903300724755193,-8.823126716043108,,,0.1714205741882324,0.83
0.03902994794814363,-8.860321651285458,,,0.1714205741882324,0.83
0.039026974148607875,-8.897521780782803,,,0.1714205741882324,0.83
0.0390240832650128,-8.934727023593947,,,0.1714205741882324,0.83
0.03902127267352123,-8.971937299918872,,,0.1714205741882324,0.83
0.03901853972304448,-9.0091525310817,,,0.1714205741882324,0.83
0.0390158817471643,-9.046372639514555,,,0.1714205741882324,0.83
0.039013296075317436,-9.083597548742297,,,0.1714205741882324,0.83
0.03901078004324155,-9.12082718336802,,,0.1714205741882324,0.83
0.039008331002684415,-9.158061469059273,,,0.1714205741882324,0.83
0.039005946330382096,-9.195300332534938,,,0.1714205741882324,0.83
0.039003623436314784,-9.232543701552693,,,0.1714205741882324,0.83
0.03900135977125181,-9.269791504897016,,,0.1714205741882324,0.83
0.03899915283359998,-9.30704367236767,,,0.1714205741882324,0.83
0.03899700017557172,-9.344300134768613,,,0.1714205741882324,0.83
0.03899489940869163,-9.381560823897294,,,0.1714205741882324,0.83
0.03899284820866185,-9.418825672534274,,,0.1714205741882324,0.83
0.03899084431960835,-9.456094614433143,,,0.1714205741882324,0.83
0.038988885557731515,-9.493367584310686,,,0.1714205741882324,0.83
0.038986969814385736,-9.53064451783726,,,0.1714205741882324,0.83
0.03898509505861364,-9.567925351627341,,,0.1714205741882324,0.83
0.03898325933916134,-9.605210023230226,,,0.1714205741882324,0.83
0.03898146078600174,-9.642498471120842,,,0.1714205741882324,0.83
0.03897969761139336,-9.679790634690644,,,0.1714205741882324,0.83
0.03897796811050239,-9.717086454238576,,,0.1714205741882324,0.83
0.0389762706616158,-9.754385870962077,,,0.1714205741882324,0.83
0.03897460372597336,-9.7916888269481,,,0.1714205741882324,0.83
0.03897296584724619,-9.82899526516414,,,0.1714205741882324,0.83
0.038971355650689155,-9.866305129449252,,,0.1714205741882324,0.83
0.03896977184199423,-9.903618364505038,,,0.1714205741882324,0.83
0.038968213205871176,-9.940934915886602,,,0.1714205741882324,0.83
0.038966678604381466,-9.978254729993466,,,0.1714205741882324,0.83
0.03896516697505075,-10.015577754060418,,,0.1714205741882324,0.83
0.038963677328784294,-10.052903936148317,,,0.1714205741882324,0.83
0.038962208747609035,-10.090233225134826,,,0.1714205741882324,0.83
0.03896076038226518,-10.12756557070508,,,0.1714205741882324,0.83
0.03895933144966917,-10.164900923342293,,,0.1714205741882324,0.83
0.03895792123026897,-10.202239234318284,,,0.1714205741882324,0.83
0.03895652906531174,-10.239580455683958,,,0.1714205741882324,0.83
0.03895515435404275,-10.276924540259698,,,0.1714205741882324,0.83
0.038953796550853556,-10.314271441625708,,,0.1714205741882324,0.83
0.03895245516239628,-10.351621114112303,,,0.1714205741882324,0.83
0.038951129744679944,-10.388973512790134,,,0.1714205741882324,0.83
0.03894981990016351,-10.426328593460365,,,0.1714205741882324,0.83
0.038948525274859556,-10.463686312644823,,,0.1714205741882324,0.83
0.03894724555546122,-10.50104662757609,,,0.1714205741882324,0.83
0.03894598046650411,-10.538409496187578,,,0.1714205741882324,0.83
0.038944729767574016,-10.57577487710358,,,0.1714205741882324,0.83
0.03894349325056993,-10.613142729629308,,,0.1714205741882324,0.83
0.038942270737031326,-10.650513013740913,,,0.1714205741882324,0.83
0.038941062075537484,-10.687885690075513,,,0.1714205741882324,0.83
0.038939867139185694,-10.725260719921234,,,0.1714205741882324,0.83
0.03893868582315451,-10.762638065207254,,,0.1714205741882324,0.83
0.038937518042357226,-10.800017688493877,,,0.1714205741882324,0.83
0.038936363729189974,-10.83739955296264,,,0.1714205741882324,0.83
0.038935222831378125,-10.87478362240646,,,0.1714205741882324,0.83
0.038934095309923866,-10.912169861219812,,,0.1714205741882324,0.83
0.03893298113715726,-10.949558234388991,,,0.1714205741882324,0.83
0.03893188029489229,-10.986948707482405,,,0.1714205741882324,0.83
0.0389307927726889,-11.02434124664095,,,0.1714205741882324,0.83
0.03892971856622138,-11.061735818568458,,,0.1714205741882324,0.83
0.038928657675753056,-11.09913239052223,,,0.1714205741882324,0.83
0.03892761010471652,-11.136530930303651,,,0.1714205741882324,0.83
0.0389265758583984,-11.173931406248894,,,0.1714205741882324,0.83
0.03892555494272711,-11.21133378721973,,,0.1714205741882324,0.83
0.038924547363161796,-11.24873804259444,,,0.1714205741882324,0.83
0.038923553123680024,-11.28614414225883,,,0.1714205741882324,0.83
0.038922572225861964,-11.323552056597368,,,0.1714205741882324,0.83
0.038921604668067995,-11.360961756484423,,,0.1714205741882324,0.83
0.03892065044470682,-11.398373213275638,,,0.1714205741882324,0.83
0.038919709545590785,-11.435786398799422,,,0.1714205741882324,0.83
0.03891878195537493,-11.473201285348566,,,0.1714205741882324,0.83
0.038917867653076255,-11.510617845671984,,,0.1714205741882324,0.83
0.038916966611669365,-11.5480360529666,,,0.1714205741882324,0.83
0.038916078797754834,-11.585455880869352,,,0.1714205741882324,0.83
0.03891520417129624,-11.622877303449341,,,0.1714205741882324,0.83
0.03891434268542212,-11.66030029520011,,,0.1714205741882324,0.83
0.038913494286288736,-11.697724831032057,,,0.1714205741882324,0.83
0.03891265891299981,-11.735150886265004,,,0.1714205741882324,0.83
0.03891183649757925,-11.772578436620876,,,0.1714205741882324,0.83
0.03891102696499293,-11.810007458216539,,,0.1714205741882324,0.83
0.03891023023321574,-11.84743792755677,,,0.1714205741882324,0.83
0.03890944621334009,-11.884869821527356,,,0.1714205741882324,0.83
0.038908674809722064,-11.922303117388344,,,0.1714205741882324,0.83
0.03890791592016178,-11.95973779276741,,,0.1714205741882324,0.83
0.038907169436114275,-11.99717382565338,,,0.1714205741882324,0.83
0.03890643524292759,-12.034611194389871,,,0.1714205741882324,0.83
0.038905713220104735,-12.072049877669068,,,0.1714205741882324,0.83
0.038905003241586376,-12.109489854525629,,,0.1714205741882324,0.83
0.0389043051760512,-12.146931104330724,,,0.1714205741882324,0.83
0.038903618887231074,-12.184373606786194,,,0.1714205741882324,0.83
0.038902944234238235,-12.221817341918834,,,0.1714205741882324,0.83
0.03890228107190191,-12.259262290074807,,,0.1714205741882324,0.83
0.03890162925111189,-12.29670843191416,,,0.1714205741882324,0.83
0.038900988619166695,-12.33415574840548,,,0.1714205741882324,0.83
0.038900359020124294,-12.371604220820645,,,0.1714205741882324,0.83
0.0388997402951532,-12.409053830729697,,,0.1714205741882324,0.83
0.03889913228288215,-12.446504559995825,,,0.1714205741882324,0.83
0.03889853481974662,-12.48395639077045,,,0.1714205741882324,0.83
0.038897947740330605,-12.521409305488424,,,0.1714205741882324,0.83
0.03889737087770215,-12.558863286863318,,,0.1714205741882324,0.83
0.0388968040637414,-12.596318317882819,,,0.1714205741882324,0.83
0.03889624712945997,-12.633774381804223,,,0.1714205741882324,0.83
0.03889569990531053,-12.671231462150018,,,0.1714205741882324,0.83
0.03889516222148571,-12.708689542703564,,,0.1714205741882324,0.83
0.0388946339082056,-12.746148607504852,,,0.1714205741882324,0.83
0.038894114795993015,-12.783608640846358,,,0.1714205741882324,0.83
0.03889360471593604,-12.821069627268987,,,0.1714205741882324,0.83
0.03889310349993735,-12.858531551558075,,,0.1714205741882324,0.83
0.03889261098094994,-12.895994398739498,,,0.1714205741882324,0.83
0.03889212699319899,-12.933458154075836,,,0.1714205741882324,0.83
0.03889165137238963,-12.970922803062626,,,0.1714205741882324,0.83
0.03889118395590059,-13.00838833142467,,,0.1714205741882324,0.83
0.03889072458296357,-13.045854725112436,,,0.1714205741882324,0.83
0.038890273094828495,-13.083321970298499,,,0.1714205741882324,0.83
0.03888982933491473,-13.120790053374074,,,0.1714205741882324,0.83
0.038889393148948355,-13.158258960945595,,,0.1714205741882324,0.83
0.03888896438508583,-13.195728679831355,,,0.1714205741882324,0.83
0.03888854289402426,-13.233199197058218,,,0.1714205741882324,0.83
0.0388881285290986,-13.27067049985838,,,0.1714205741882324,0.83
0.038887721146366155,-13.308142575666183,,,0.1714205741882324,0.83
0.03888732060467883,-13.345615412114991,,,0.1714205741882324,0.83
0.038886926765743464,-13.383088997034116,,,0.1714205741882324,0.83
0.03888653949417079,-13.420563318445788,,,0.1714205741882324,0.83
