x,z,shear,x_0,z_0,St,beta,history,shear_difference
0.25,-0.113,1.8378810374388497,0.25,-0.113,0.01,0.987,True,-0.03586
0.4146075688939589,-0.1537112114760891,1.6676815821779782,0.25,-0.113,0.01,0.987,True,-0.03586
0.5759565182216851,-0.2026140954666698,2.2749891333642887,0.25,-0.113,0.01,0.987,True,-0.03586
0.25,-0.113,1.7457947218105552,0.25,-0.113,0.1,0.987,True,0.18746
0.4012349740752048,-0.3249537117207618,1.5799005244486368,0.25,-0.113,0.1,0.987,True,0.18746
0.5082184002749549,-0.5870975254033965,2.013107347911443,0.25,-0.113,0.1,0.987,True,0.18746
0.25,-0.113,2.1527671242640665,0.25,-0.113,0.01,0.8,True,0.29439
0.377908246975711,-0.6419578176068133,1.933523893000221,0.25,-0.113,0.01,0.8,True,0.29439
0.4329754975381639,-1.19228423212186,3.024667746616336,0.25,-0.113,0.01,0.8,True,0.29439
0.25,-0.113,1.765930100674039,0.25,-0.113,0.01,0.9,True,0.05871
0.3964266125458821,-0.3579377633251528,1.5720710576739534,0.25,-0.113,0.01,0.9,True,0.05871
0.4962983556150837,-0.6156014028915633,2.0396455001623113,0.25,-0.113,0.01,0.9,True,0.05871
0.2,-0.1,1.9101047762506762,0.2,-0.1,0.01,0.987,False,-0.04391
0.3665951644323129,-0.1441038255418011,1.6939900165690547,0.2,-0.1,0.01,0.987,False,-0.04391
0.5287384173207631,-0.1944225490982971,2.363456943208299,0.2,-0.1,0.01,0.987,False,-0.04391
0.2,-0.1,1.9221075945993134,0.2,-0.1,0.1,0.987,False,0.23039
0.3415035769209746,-0.4149072654282651,1.6618352831758627,0.2,-0.1,0.1,0.987,False,0.23039
0.4278825083586903,-0.7362333298771813,2.332185790589768,0.2,-0.1,0.1,0.987,False,0.23039
0.2,-0.1,2.529841406297306,0.2,-0.1,0.01,0.8,False,0.35952
0.3213527552409564,-0.7111283354735342,2.1562397652607213,0.2,-0.1,0.01,0.8,False,0.35952
0.3687013628459614,-1.2974222439595864,3.68608290515919,0.2,-0.1,0.01,0.8,False,0.35952
0.2,-0.1,1.877796202933263,0.2,-0.1,0.01,0.9,False,0.07254
0.3435547797482517,-0.381801427826488,1.6125051193528235,0.2,-0.1,0.01,0.9,False,0.07254
0.4370159485203703,-0.6558225140420016,2.2088058132807595,0.2,-0.1,0.01,0.9,False,0.07254
0.2,-0.1,1.929288195186167,0.2,-0.1,0.01,0.987,True,-0.04391
0.3672545783814267,-0.1395985507564667,1.712175004476087,0.2,-0.1,0.01,0.987,True,-0.04391
0.5309438949771755,-0.1879823888135965,2.4073655118094313,0.2,-0.1,0.01,0.987,True,-0.04391
0.2,-0.1,1.8096254134109078,0.2,-0.1,0.1,0.987,True,0.23039
0.3528375761706405,-0.3114926898844785,1.6079234389871733,0.2,-0.1,0.1,0.987,True,0.23039
0.4606979647286177,-0.5739378769761151,2.1017940650314966,0.2,-0.1,0.1,0.987,True,0.23039
0.2,-0.1,2.326704009205137,0.2,-0.1,0.01,0.8,True,0.35952
0.3278799127845671,-0.6295563985342137,2.053015200731883,0.2,-0.1,0.01,0.8,True,0.35952
0.3826087833680607,-1.1806628559990795,3.326563544916962,0.2,-0.1,0.01,0.8,True,0.35952
0.2,-0.1,1.836567683472615,0.2,-0.1,0.01,0.9,True,0.07254
0.3478044493864082,-0.3446383670084965,1.6000416981727192,0.2,-0.1,0.01,0.9,True,0.07254
0.4484674276521371,-0.6025858799432555,2.136269781472131,0.2,-0.1,0.01,0.9,True,0.07254
0.15,-0.113,1.845526428040675,0.15,-0.113,0.01,0.987,False,-0.03554
0.3116773746231481,-0.155142722285785,1.6643630034997798,0.15,-0.113,0.01,0.987,False,-0.03554
0.4685546813947788,-0.2036035311171402,2.276383940955868,0.15,-0.113,0.01,0.987,False,-0.03554
0.15,-0.113,2.030550047984067,0.15,-0.113,0.1,0.987,False,0.31242
0.286056514521322,-0.4263543535521627,1.7236643653117723,0.15,-0.113,0.1,0.987,False,0.31242
0.3689247468052739,-0.747234269638711,2.510443366187436,0.15,-0.113,0.1,0.987,False,0.31242
0.15,-0.113,2.858684654408672,0.15,-0.113,0.01,0.8,False,0.46235
0.2656017268768724,-0.7231443589296936,2.3880531751492375,0.15,-0.113,0.01,0.8,False,0.46235
0.3104046192933771,-1.3094880929649284,4.247385323759349,0.15,-0.113,0.01,0.8,False,0.46235
0.15,-0.113,1.9671699215715335,0.15,-0.113,0.01,0.9,False,0.09938
0.288258156443235,-0.3933185770850957,1.656976024843284,0.15,-0.113,0.01,0.9,False,0.09938
