z_bar,u_bar,St,beta,history
-8.160535117056856,-0.02282504796035645,0.1,1.01,False
-8.193979933110368,-0.022825048307954034,0.1,1.01,False
-8.227424749163879,-0.022825048629686772,0.1,1.01,False
-8.26086956521739,-0.022825048927479285,0.1,1.01,False
-8.294314381270903,-0.022825049203112964,0.1,1.01,False
-8.327759197324415,-0.02282504945823666,0.1,1.01,False
-8.361204013377925,-0.02282504969437652,0.1,1.01,False
-8.394648829431437,-0.02282504991294515,0.1,1.01,False
-8.42809364548495,-0.022825050115250017,0.1,1.01,False
-8.461538461538462,-0.02282505030250132,0.1,1.01,False
-8.494983277591972,-0.022825050475819196,0.1,1.01,False
-8.528428093645484,-0.02282505063624044,0.1,1.01,False
-8.561872909698996,-0.022825050784724688,0.1,1.01,False
-8.595317725752508,-0.022825050922160178,0.1,1.01,False
-8.62876254180602,-0.022825051049369053,0.1,1.01,False
-8.66220735785953,-0.022825051167112278,0.1,1.01,False
-8.695652173913043,-0.022825051276094195,0.1,1.01,False
-8.729096989966555,-0.022825051376966735,0.1,1.01,False
-8.762541806020067,-0.022825051470333316,0.1,1.01,False
-8.795986622073578,-0.022825051556752463,0.1,1.01,False
-8.82943143812709,-0.022825051636741134,0.1,1.01,False
-8.862876254180602,-0.022825051710777828,0.1,1.01,False
-8.896321070234114,-0.022825051779305425,0.1,1.01,False
-8.929765886287624,-0.022825051842733864,0.1,1.01,False
-8.963210702341136,-0.022825051901442576,0.1,1.01,False
-8.996655518394649,-0.022825051955782754,0.1,1.01,False
-9.03010033444816,-0.022825052006079462,0.1,1.01,False
-9.063545150501671,-0.022825052052633577,0.1,1.01,False
-9.096989966555183,-0.022825052095723587,0.1,1.01,False
-9.130434782608695,-0.022825052135607257,0.1,1.01,False
-9.163879598662207,-0.02282505217252317,0.1,1.01,False
-9.197324414715718,-0.02282505220669216,0.1,1.01,False
-9.23076923076923,-0.022825052238318624,0.1,1.01,False
-9.264214046822742,-0.022825052267591753,0.1,1.01,False
-9.297658862876254,-0.022825052294686662,0.1,1.01,False
-9.331103678929766,-0.022825052319765428,0.1,1.01,False
-9.364548494983277,-0.022825052342978075,0.1,1.01,False
-9.397993311036789,-0.022825052364463465,0.1,1.01,False
-9.431438127090301,-0.02282505238435012,0.1,1.01,False
-9.464882943143813,-0.022825052402757,0.1,1.01,False
-9.498327759197323,-0.022825052419794222,0.1,1.01,False
-9.531772575250836,-0.022825052435563698,0.1,1.01,False
-9.565217391304348,-0.022825052450159762,0.1,1.01,False
-9.59866220735786,-0.02282505246366973,0.1,1.01,False
-9.63210702341137,-0.022825052476174414,0.1,1.01,False
-9.665551839464882,-0.022825052487748625,0.1,1.01,False
-9.698996655518394,-0.022825052498461593,0.1,1.01,False
-9.732441471571907,-0.022825052508377405,0.1,1.01,False
-9.765886287625417,-0.02282505251755538,0.1,1.01,False
-9.799331103678929,-0.02282505252605042,0.1,1.01,False
-9.832775919732441,-0.02282505253391334,0.1,1.01,False
-9.866220735785953,-0.022825052541191177,0.1,1.01,False
-9.899665551839464,-0.02282505254792747,0.1,1.01,False
-9.933110367892976,-0.022825052554162513,0.1,1.01,False
-9.966555183946488,-0.0228250525599336,0.1,1.01,False
-10.0,-0.022825052565275266,0.1,1.01,False
0.0,0.39210114370586296,0.3,1.01,True
-0.033444816053511704,0.3444332565476566,0.3,1.01,True
-0.06688963210702341,0.3021288976589249,0.3,1.01,True
-0.1003344481605351,0.26458456985922907,0.3,1.01,True
-0.13377926421404682,0.23126468068094214,0.3,1.01,True
-0.16722408026755853,0.20169390181984578,0.3,1.01,True
-0.2006688963210702,0.17545038829034423,0.3,1.01,True
-0.23411371237458192,0.15215976055245867,0.3,1.01,True
-0.26755852842809363,0.1314897637620149,0.3,1.01,True
-0.3010033444816053,0.11314552795500946,0.3,1.01,True
-0.33444816053511706,0.09686536154982647,0.3,1.01,True
-0.36789297658862874,0.08241701815907976,0.3,1.01,True
-0.4013377926421404,0.06959438345489913,0.3,1.01,True
-0.43478260869565216,0.05821453482379867,0.3,1.01,True
-0.46822742474916385,0.04811513186533053,0.3,1.01,True
-0.5016722408026756,0.03915210050841413,0.3,1.01,True
-0.5351170568561873,0.031197577707865222,0.3,1.01,True
-0.568561872909699,0.024138087400980716,0.3,1.01,True
-0.6020066889632106,0.017872921703101667,0.3,1.01,True
-0.6354515050167224,0.012312704248932028,0.3,1.01,True
-0.6688963210702341,0.007378115184812219,0.3,1.01,True
-0.7023411371237458,0.002998759623192876,0.3,1.01,True
-0.7357859531772575,-0.000887836582869804,0.3,1.01,True
-0.7692307692307692,-0.004337118071079248,0.3,1.01,True
-0.8026755852842808,-0.007398290921077275,0.3,1.01,True
-0.8361204013377926,-0.010115024608831354,0.3,1.01,True
-0.8695652173913043,-0.01252607497803299,0.3,1.01,True
-0.903010033444816,-0.014665837115569971,0.3,1.01,True
-0.9364548494983277,-0.01656483601817394,0.3,1.01,True
-0.9698996655518394,-0.018250162049899175,0.3,1.01,True
-1.0033444816053512,-0.019745857402495744,0.3,1.01,True
-1.0367892976588629,-0.021073259071767332,0.3,1.01,True
-1.0702341137123745,-0.0222513032426783,0.3,1.01,True
-1.1036789297658862,-0.023296795425446812,0.3,1.01,True
-1.137123745819398,-0.024224650196278376,0.3,1.01,True
-1.1705685618729096,-0.025048103962785895,0.3,1.01,True
-1.2040133779264213,-0.025778903789323092,0.3,1.01,True
-1.237458193979933,-0.02642747497593861,0.3,1.01,True
-1.2709030100334449,-0.027003069781565525,0.3,1.01,True
-1.3043478260869565,-0.027513899413072255,0.3,1.01,True
-1.3377926421404682,-0.027967251163078206,0.3,1.01,True
-1.37123745819398,-0.028369592367575764,0.3,1.01,True
-1.4046822742474916,-0.028726662666376683,0.3,1.01,True
-1.4381270903010033,-0.029043555882533843,0.3,1.01,True
-1.471571906354515,-0.029324792688797643,0.3,1.01,True
-1.5050167224080266,-0.029574385097737802,0.3,1.01,True
-1.5384615384615383,-0.029795893695521117,0.3,1.01,True
-1.57190635451505,-0.029992478435819425,0.3,1.01,True
-1.6053511705685617,-0.030166943718453545,0.3,1.01,True
-1.6387959866220736,-0.030321778395847196,0.3,1.01,True
-1.6722408026755853,-0.030459191278007097,0.3,1.01,True
-1.705685618729097,-0.030581142642529167,0.3,1.01,True
-1.7391304347826086,-0.03068937219914009,0.3,1.01,True
-1.7725752508361203,-0.030785423907705247,0.3,1.01,True
-1.806020066889632,-0.03087066800374689,0.3,1.01,True
-1.8394648829431437,-0.030946320545679834,0.3,1.01,True
-1.8729096989966554,-0.03101346076261779,0.3,1.01,True
-1.906354515050167,-0.031073046450227227,0.3,1.01,True
-1.9397993311036787,-0.031125927634259892,0.3,1.01,True
-1.9732441471571907,-0.03117285869668257,0.3,1.01,True
-2.0066889632107023,-0.03121450913739057,0.3,1.01,True
-2.040133779264214,-0.0312514731250273,0.3,1.01,True
-2.0735785953177257,-0.03128427797315814,0.3,1.01,True
-2.1070234113712374,-0.031313391662716294,0.3,1.01,True
-2.140468227424749,-0.03133922951803293,0.3,1.01,True
-2.1739130434782608,-0.03136216013168909,0.3,1.01,True
-2.2073578595317724,-0.031382510622711045,0.3,1.01,True
-2.240802675585284,-0.031400571303120434,0.3,1.01,True
-2.274247491638796,-0.03141659981941018,0.3,1.01,True
-2.3076923076923075,-0.03143082482802709,0.3,1.01,True
-2.341137123745819,-0.03144344925729386,0.3,1.01,True
-2.374581939799331,-0.03145465320230393,0.3,1.01,True
-2.4080267558528425,-0.03146459649408656,0.3,1.01,True
-2.441471571906354,-0.03147342097969281,0.3,1.01,True
-2.474916387959866,-0.03148125254572921,0.3,1.01,True
-2.508361204013378,-0.031488202914206107,0.3,1.01,True
-2.5418060200668897,-0.03149437123631948,0.3,1.01,True
-2.5752508361204014,-0.031499845506902505,0.3,1.01,True
-2.608695652173913,-0.03150470381972493,0.3,1.01,True
-2.6421404682274248,-0.03150901548154773,0.3,1.01,True
-2.6755852842809364,-0.03151284200082585,0.3,1.01,True
-2.709030100334448,-0.031516237965163424,0.3,1.01,True
-2.74247491638796,-0.031519251820038785,0.3,1.01,True
-2.7759197324414715,-0.03152192655990847,0.3,1.01,True
-2.809364548494983,-0.031524300341549044,0.3,1.01,True
-2.842809364548495,-0.03152640702838652,0.3,1.01,True
-2.8762541806020065,-0.031528276673578534,0.3,1.01,True
-2.9096989966555182,-0.03152993594874076,0.3,1.01,True
-2.94314381270903,-0.0315314085244336,0.3,1.01,True
-2.9765886287625416,-0.03153271540783696,0.3,1.01,True
-3.0100334448160533,-0.03153387524243039,0.3,1.01,True
-3.043478260869565,-0.0315349045739535,0.3,1.01,True
-3.0769230769230766,-0.03153581808644094,0.3,1.01,True
-3.1103678929765883,-0.03153662881169902,0.3,1.01,True
-3.1438127090301,-0.031537348315212224,0.3,1.01,True
-3.1772575250836117,-0.031537986861131906,0.3,1.01,True
-3.2107023411371234,-0.031538553558700506,0.3,1.01,True
-3.2441471571906355,-0.03153905649220046,0.3,1.01,True
-3.277591973244147,-0.03153950283628129,0.3,1.01,True
-3.311036789297659,-0.03153989895831038,0.3,1.01,True
-3.3444816053511706,-0.03154025050920725,0.3,1.01,True
-3.3779264214046822,-0.03154056250405735,0.3,1.01,True
-3.411371237458194,-0.031540839393655304,0.3,1.01,True
-3.4448160535117056,-0.03154108512799812,0.3,1.01,True
-3.4782608695652173,-0.031541303212634327,0.3,1.01,True
-3.511705685618729,-0.031541496758672724,0.3,1.01,True
-3.5451505016722407,-0.031541668527164224,0.3,1.01,True
-3.5785953177257523,-0.031541820968489884,0.3,1.01,True
-3.612040133779264,-0.031541956257317115,0.3,1.01,True
-3.6454849498327757,-0.031542076323622596,0.3,1.01,True
-3.6789297658862874,-0.031542182880224534,0.3,1.01,True
-3.712374581939799,-0.0315422774472171,0.3,1.01,True
-3.7458193979933108,-0.03154236137365544,0.3,1.01,True
-3.7792642140468224,-0.0315424358568008,0.3,1.01,True
-3.812709030100334,-0.03154250195920012,0.3,1.01,True
-3.846153846153846,-0.03154256062384401,0.3,1.01,True
-3.8795986622073575,-0.031542612687618946,0.3,1.01,True
-3.913043478260869,-0.031542658893246076,0.3,1.01,True
-3.9464882943143813,-0.03154269989987652,0.3,1.01,True
-3.979933110367893,-0.031542736292494586,0.3,1.01,True
-4.013377926421405,-0.03154276859026289,0.3,1.01,True
-4.046822742474916,-0.03154279725392859,0.3,1.01,True
-4.080267558528428,-0.031542822692396146,0.3,1.01,True
-4.113712374581939,-0.031542845268560625,0.3,1.01,True
-4.147157190635451,-0.03154286530448463,0.3,1.01,True
-4.180602006688963,-0.031542883085992686,0.3,1.01,True
-4.214046822742475,-0.031542898866748735,0.3,1.01,True
-4.247491638795986,-0.031542912871874766,0.3,1.01,True
-4.280936454849498,-0.03154292530116235,0.3,1.01,True
-4.31438127090301,-0.03154293633192276,0.3,1.01,True
-4.3478260869565215,-0.03154294612151645,0.3,1.01,True
-4.381270903010034,-0.03154295480959787,0.3,1.01,True
-4.414715719063545,-0.03154296252010775,0.3,1.01,True
-4.448160535117057,-0.03154296936304114,0.3,1.01,True
-4.481605351170568,-0.031542975436016626,0.3,1.01,True
-4.51505016722408,-0.03154298082566886,0.3,1.01,True
-4.548494983277592,-0.03154298560888448,0.3,1.01,True
-4.581939799331104,-0.03154298985389894,0.3,1.01,True
-4.615384615384615,-0.03154299362126992,0.3,1.01,True
-4.648829431438127,-0.031542996964741256,0.3,1.01,True
-4.682274247491638,-0.031542999932009576,0.3,1.01,True
-4.7157190635451505,-0.031543002565404744,0.3,1.01,True
-4.749163879598662,-0.03154300490249374,0.3,1.01,True
-4.782608695652174,-0.031543006976616536,0.3,1.01,True
-4.816053511705685,-0.03154300881736175,0.3,1.01,True
-4.849498327759197,-0.03154301045098872,0.3,1.01,True
-4.882943143812708,-0.03154301190080212,0.3,1.01,True
-4.916387959866221,-0.031543013187484426,0.3,1.01,True
-4.949832775919732,-0.03154301432939091,0.3,1.01,True
-4.983277591973244,-0.03154301534281158,0.3,1.01,True
-5.016722408026756,-0.03154301624220348,0.3,1.01,True
-5.050167224080267,-0.03154301704039698,0.3,1.01,True
-5.083612040133779,-0.031543017748778795,0.3,1.01,True
-5.117056856187291,-0.03154301837745441,0.3,1.01,True
-5.150501672240803,-0.03154301893539227,0.3,1.01,True
-5.183946488294314,-0.03154301943055169,0.3,1.01,True
-5.217391304347826,-0.03154301986999643,0.3,1.01,True
-5.250836120401337,-0.03154302025999541,0.3,1.01,True
-5.2842809364548495,-0.03154302060611222,0.3,1.01,True
-5.317725752508361,-0.031543020913284425,0.3,1.01,True
-5.351170568561873,-0.03154302118589401,0.3,1.01,True
-5.384615384615384,-0.03154302142782992,0.3,1.01,True
-5.418060200668896,-0.03154302164254352,0.3,1.01,True
-5.4515050167224075,-0.03154302183309783,0.3,1.01,True
-5.48494983277592,-0.031543022002211214,0.3,1.01,True
-5.518394648829431,-0.031543022152296186,0.3,1.01,True
-5.551839464882943,-0.03154302228549379,0.3,1.01,True
-5.585284280936454,-0.03154302240370417,0.3,1.01,True
-5.618729096989966,-0.03154302250861368,0.3,1.01,True
-5.652173913043478,-0.03154302260171891,0.3,1.01,True
-5.68561872909699,-0.031543022684348054,0.3,1.01,True
-5.719063545150502,-0.03154302275767988,0.3,1.01,True
-5.752508361204013,-0.0315430228227605,0.3,1.01,True
-5.785953177257525,-0.03154302288051834,0.3,1.01,True
-5.8193979933110365,-0.03154302293177734,0.3,1.01,True
-5.852842809364549,-0.03154302297726875,0.3,1.01,True
-5.88628762541806,-0.03154302301764152,0.3,1.01,True
-5.919732441471572,-0.0315430230534716,0.3,1.01,True
-5.953177257525083,-0.03154302308527013,0.3,1.01,True
-5.986622073578595,-0.03154302311349073,0.3,1.01,True
-6.020066889632107,-0.03154302313853598,0.3,1.01,True
-6.053511705685619,-0.03154302316076317,0.3,1.01,True
-6.08695652173913,-0.03154302318048939,0.3,1.01,True
-6.120401337792642,-0.03154302319799604,0.3,1.01,True
-6.153846153846153,-0.03154302321353287,0.3,1.01,True
-6.187290969899665,-0.03154302322732151,0.3,1.01,True
-6.220735785953177,-0.031543023239558675,0.3,1.01,True
-6.254180602006689,-0.031543023250418925,0.3,1.01,True
-6.2876254180602,-0.031543023260057194,0.3,1.01,True
-6.321070234113712,-0.031543023268610984,0.3,1.01,True
-6.354515050167223,-0.03154302327620231,0.3,1.01,True
-6.3879598662207355,-0.03154302328293947,0.3,1.01,True
-6.421404682274247,-0.031543023288918566,0.3,1.01,True
-6.454849498327759,-0.03154302329422491,0.3,1.01,True
-6.488294314381271,-0.03154302329893419,0.3,1.01,True
-6.521739130434782,-0.031543023303113586,0.3,1.01,True
-6.555183946488294,-0.03154302330682272,0.3,1.01,True
-6.588628762541806,-0.031543023310114514,0.3,1.01,True
-6.622073578595318,-0.03154302331303591,0.3,1.01,True
-6.655518394648829,-0.0315430233156286,0.3,1.01,True
-6.688963210702341,-0.03154302331792957,0.3,1.01,True
-6.722408026755852,-0.03154302331997163,0.3,1.01,True
-6.7558528428093645,-0.03154302332178392,0.3,1.01,True
-6.789297658862876,-0.031543023323392295,0.3,1.01,True
-6.822742474916388,-0.0315430233248197,0.3,1.01,True
-6.856187290969899,-0.031543023326086495,0.3,1.01,True
-6.889632107023411,-0.03154302332721075,0.3,1.01,True
-6.9230769230769225,-0.031543023328208505,0.3,1.01,True
-6.956521739130435,-0.031543023329094,0.3,1.01,True
-6.989966555183946,-0.03154302332987985,0.3,1.01,True
-7.023411371237458,-0.031543023330577284,0.3,1.01,True
-7.056856187290969,-0.03154302333119624,0.3,1.01,True
-7.090301003344481,-0.03154302333174556,0.3,1.01,True
-7.123745819397993,-0.03154302333223306,0.3,1.01,True
-7.157190635451505,-0.03154302333266571,0.3,1.01,True
-7.190635451505017,-0.03154302333304968,0.3,1.01,True
-7.224080267558528,-0.03154302333339045,0.3,1.01,True
-7.25752508361204,-0.031543023333692875,0.3,1.01,True
-7.290969899665551,-0.03154302333396127,0.3,1.01,True
-7.3244147157190636,-0.03154302333419946,0.3,1.01,True
-7.357859531772575,-0.031543023334410863,0.3,1.01,True
-7.391304347826087,-0.03154302333459847,0.3,1.01,True
-7.424749163879598,-0.03154302333476497,0.3,1.01,True
-7.45819397993311,-0.03154302333491273,0.3,1.01,True
-7.4916387959866215,-0.03154302333504387,0.3,1.01,True
-7.525083612040134,-0.03154302333516026,0.3,1.01,True
-7.558528428093645,-0.03154302333526354,0.3,1.01,True
-7.591973244147157,-0.03154302333535521,0.3,1.01,True
-7.625418060200668,-0.031543023335436564,0.3,1.01,True
-7.65886287625418,-0.031543023335508756,0.3,1.01,True
-7.692307692307692,-0.03154302333557284,0.3,1.01,True
-7.725752508361204,-0.0315430233356297,0.3,1.01,True
-7.759197324414715,-0.03154302333568017,0.3,1.01,True
-7.792642140468227,-0.03154302333572495,0.3,1.01,True
-7.826086956521738,-0.031543023335764704,0.3,1.01,True
-7.8595317725752505,-0.03154302333579998,0.3,1.01,True
-7.892976588628763,-0.03154302333583128,0.3,1.01,True
-7.926421404682274,-0.03154302333585907,0.3,1.01,True
-7.959866220735786,-0.03154302333588373,0.3,1.01,True
-7.993311036789297,-0.03154302333590561,0.3,1.01,True
-8.02675585284281,-0.031543023335925034,0.3,1.01,True
-8.060200668896321,-0.03154302333594227,0.3,1.01,True
-8.093645484949832,-0.031543023335957564,0.3,1.01,True
-8.127090301003344,-0.03154302333597114,0.3,1.01,True
-8.160535117056856,-0.03154302333598319,0.3,1.01,True
-8.193979933110368,-0.03154302333599388,0.3,1.01,True
-8.227424749163879,-0.031543023336003374,0.3,1.01,True
-8.26086956521739,-0.03154302333601179,0.3,1.01,True
-8.294314381270903,-0.031543023336019264,0.3,1.01,True
-8.327759197324415,-0.0315430233360259,0.3,1.01,True
-8.361204013377925,-0.03154302333603179,0.3,1.01,True
-8.394648829431437,-0.031543023336037014,0.3,1.01,True
-8.42809364548495,-0.03154302333604165,0.3,1.01,True
-8.461538461538462,-0.031543023336045764,0.3,1.01,True
-8.494983277591972,-0.031543023336049414,0.3,1.01,True
-8.528428093645484,-0.031543023336052654,0.3,1.01,True
-8.561872909698996,-0.031543023336055534,0.3,1.01,True
-8.595317725752508,-0.03154302333605808,0.3,1.01,True
-8.62876254180602,-0.03154302333606035,0.3,1.01,True
-8.66220735785953,-0.03154302333606236,0.3,1.01,True
-8.695652173913043,-0.031543023336064145,0.3,1.01,True
-8.729096989966555,-0.03154302333606573,0.3,1.01,True
-8.762541806020067,-0.031543023336067136,0.3,1.01,True
-8.795986622073578,-0.03154302333606838,0.3,1.01,True
-8.82943143812709,-0.03154302333606949,0.3,1.01,True
-8.862876254180602,-0.031543023336070466,0.3,1.01,True
-8.896321070234114,-0.03154302333607134,0.3,1.01,True
-8.929765886287624,-0.03154302333607212,0.3,1.01,True
-8.963210702341136,-0.0315430233360728,0.3,1.01,True
-8.996655518394649,-0.03154302333607341,0.3,1.01,True
-9.03010033444816,-0.03154302333607395,0.3,1.01,True
-9.063545150501671,-0.03154302333607443,0.3,1.01,True
-9.096989966555183,-0.03154302333607486,0.3,1.01,True
-9.130434782608695,-0.031543023336075234,0.3,1.01,True
-9.163879598662207,-0.031543023336075574,0.3,1.01,True
-9.197324414715718,-0.03154302333607587,0.3,1.01,True
-9.23076923076923,-0.031543023336076136,0.3,1.01,True
-9.264214046822742,-0.031543023336076365,0.3,1.01,True
-9.297658862876254,-0.03154302333607657,0.3,1.01,True
-9.331103678929766,-0.03154302333607676,0.3,1.01,True
-9.364548494983277,-0.03154302333607693,0.3,1.01,True
-9.397993311036789,-0.03154302333607707,0.3,1.01,True
-9.431438127090301,-0.0315430233360772,0.3,1.01,True
-9.464882943143813,-0.031543023336077315,0.3,1.01,True
-9.498327759197323,-0.03154302333607741,0.3,1.01,True
-9.531772575250836,-0.0315430233360775,0.3,1.01,True
-9.565217391304348,-0.031543023336077586,0.3,1.01,True
-9.59866220735786,-0.031543023336077655,0.3,1.01,True
-9.63210702341137,-0.03154302333607772,0.3,1.01,True
-9.665551839464882,-0.03154302333607777,0.3,1.01,True
-9.698996655518394,-0.03154302333607783,0.3,1.01,True
-9.732441471571907,-0.03154302333607787,0.3,1.01,True
-9.765886287625417,-0.03154302333607791,0.3,1.01,True
-9.799331103678929,-0.03154302333607795,0.3,1.01,True
-9.832775919732441,-0.031543023336077974,0.3,1.01,True
-9.866220735785953,-0.031543023336078,0.3,1.01,True
-9.899665551839464,-0.03154302333607802,0.3,1.01,True
-9.933110367892976,-0.03154302333607805,0.3,1.01,True
-9.966555183946488,-0.031543023336078065,0.3,1.01,True
-10.0,-0.031543023336078085,0.3,1.01,True
0.0,0.19242649201428835,0.3,1.01,False
-0.033444816053511704,0.15010883448734103,0.3,1.01,False
-0.06688963210702341,0.1143503478650289,0.3,1.01,False
-0.1003344481605351,0.08413437088889694,0.3,1.01,False
-0.13377926421404682,0.058601823209643356,0.3,1.01,False
-0.16722408026755853,0.03702678059201388,0.3,1.01,False
-0.2006688963210702,0.018795835924837023,0.3,1.01,False
-0.23411371237458192,0.0033906592423084553,0.3,1.01,False
-0.26755852842809363,-0.009626739085228195,0.3,1.01,False
-0.3010033444816053,-0.020626460978060146,0.3,1.01,False
-0.33444816053511706,-0.029921243136158494,0.3,1.01,False
-0.36789297658862874,-0.03777534855884212,0.3,1.01,False
-0.4013377926421404,-0.04441207989276387,0.3,1.01,False
-0.43478260869565216,-0.050020128222679115,0.3,1.01,False
-0.46822742474916385,-0.054758937809548505,0.3,1.01,False
-0.5016722408026756,-0.05876323930260371,0.3,1.01,False
-0.5351170568561873,-0.062146880310614105,0.3,1.01,False
-0.568561872909699,-0.0650060622405827,0.3,1.01,False
-0.6020066889632106,-0.0674220754314932,0.3,1.01,False
-0.6354515050167224,-0.06946361034659312,0.3,1.01,False
-0.6688963210702341,-0.07118871053447795,0.3,1.01,False
-0.7023411371237458,-0.0726464228842541,0.3,1.01,False
-0.7357859531772575,-0.0738781920937255,0.3,1.01,False
-0.7692307692307692,-0.0749190389971868,0.3,1.01,False
-0.8026755852842808,-0.07579855625424659,0.3,1.01,False
-0.8361204013377926,-0.07654174970843619,0.3,1.01,False
-0.8695652173913043,-0.07716974933654666,0.3,1.01,False
-0.903010033444816,-0.07770041000192743,0.3,1.01,False
-0.9364548494983277,-0.07814881909196088,0.3,1.01,False
-0.9698996655518394,-0.07852772547252018,0.3,1.01,False
-1.0033444816053512,-0.07884790195515538,0.3,1.01,False
-1.0367892976588629,-0.07911845158243093,0.3,1.01,False
-1.0702341137123745,-0.07934706643951378,0.3,1.01,False
-1.1036789297658862,-0.07954024635036903,0.3,1.01,False
-1.137123745819398,-0.07970348367638638,0.3,1.01,False
-1.1705685618729096,-0.07984141947150776,0.3,1.01,False
-1.2040133779264213,-0.07995797543355375,0.3,1.01,False
-1.237458193979933,-0.08005646540330025,0.3,1.01,False
-1.2709030100334449,-0.08013968958137224,0.3,1.01,False
-1.3043478260869565,-0.08021001414166591,0.3,1.01,False
-1.3377926421404682,-0.08026943850481454,0.3,1.01,False
-1.37123745819398,-0.08031965218437222,0.3,1.01,False
-1.4046822742474916,-0.08036208282192765,0.3,1.01,False
-1.4381270903010033,-0.08039793677685025,0.3,1.01,False
-1.471571906354515,-0.08042823342468908,0.3,1.01,False
-1.5050167224080266,-0.08045383413937313,0.3,1.01,False
-1.5384615384615383,-0.08047546678321615,0.3,1.01,False
-1.57190635451505,-0.08049374640100863,0.3,1.01,False
-1.6053511705685617,-0.08050919270655797,0.3,1.01,False
-1.6387959866220736,-0.08052224485884213,0.3,1.01,False
-1.6722408026755853,-0.08053327394788251,0.3,1.01,False
-1.705685618729097,-0.0805425935453261,0.3,1.01,False
-1.7391304347826086,-0.08055046861970375,0.3,1.01,False
-1.7725752508361203,-0.08055712306983731,0.3,1.01,False
-1.806020066889632,-0.08056274609058056,0.3,1.01,False
-1.8394648829431437,-0.08056749755188006,0.3,1.01,False
-1.8729096989966554,-0.08057151254409002,0.3,1.01,False
-1.906354515050167,-0.08057490521877049,0.3,1.01,False
-1.9397993311036787,-0.08057777203416777,0.3,1.01,False
-1.9732441471571907,-0.08058019449765048,0.3,1.01,False
-2.0066889632107023,-0.0805822414830722,0.3,1.01,False
-2.040133779264214,-0.0805839711889467,0.3,1.01,False
-2.0735785953177257,-0.08058543279310884,0.3,1.01,False
-2.1070234113712374,-0.08058666785090583,0.3,1.01,False
-2.140468227424749,-0.08058771147667088,0.3,1.01,False
-2.1739130434782608,-0.0805885933420703,0.3,1.01,False
-2.2073578595317724,-0.08058933851970847,0.3,1.01,False
-2.240802675585284,-0.08058996819597512,0.3,1.01,False
-2.274247491638796,-0.08059050027340268,0.3,1.01,False
-2.3076923076923075,-0.08059094987965898,0.3,1.01,False
-2.341137123745819,-0.0805913297976469,0.3,1.01,False
-2.374581939799331,-0.08059165082893933,0.3,1.01,False
-2.4080267558528425,-0.08059192210088222,0.3,1.01,False
-2.441471571906354,-0.08059215132609711,0.3,1.01,False
-2.474916387959866,-0.08059234502176128,0.3,1.01,False
-2.508361204013378,-0.08059250869489964,0.3,1.01,False
-2.5418060200668897,-0.08059264699895688,0.3,1.01,False
-2.5752508361204014,-0.080592763866101,0.3,1.01,False
-2.608695652173913,-0.08059286261902006,0.3,1.01,False
-2.6421404682274248,-0.08059294606539072,0.3,1.01,False
-2.6755852842809364,-0.08059301657770411,0.3,1.01,False
-2.709030100334448,-0.08059307616071891,0.3,1.01,False
-2.74247491638796,-0.08059312650845936,0.3,1.01,False
-2.7759197324414715,-0.08059316905237858,0.3,1.01,False
-2.809364548494983,-0.08059320500205668,0.3,1.01,False
-2.842809364548495,-0.08059323537959076,0.3,1.01,False
-2.8762541806020065,-0.08059326104865444,0.3,1.01,False
-2.9096989966555182,-0.08059328273905329,0.3,1.01,False
-2.94314381270903,-0.08059330106747416,0.3,1.01,False
-2.9765886287625416,-0.08059331655501838,0.3,1.01,False
-3.0100334448160533,-0.0805933296420174,0.3,1.01,False
-3.043478260869565,-0.080593340700552,0.3,1.01,False
-3.0769230769230766,-0.08059335004503099,0.3,1.01,False
-3.1103678929765883,-0.0805933579411303,0.3,1.01,False
-3.1438127090301,-0.08059336461334654,0.3,1.01,False
-3.1772575250836117,-0.08059337025137966,0.3,1.01,False
-3.2107023411371234,-0.08059337501552645,0.3,1.01,False
-3.2441471571906355,-0.08059337904123792,0.3,1.01,False
-3.277591973244147,-0.0805933824429704,0.3,1.01,False
-3.311036789297659,-0.08059338531743963,0.3,1.01,False
-3.3444816053511706,-0.08059338774637063,0.3,1.01,False
-3.3779264214046822,-0.08059338979882112,0.3,1.01,False
-3.411371237458194,-0.08059339153314497,0.3,1.01,False
-3.4448160535117056,-0.08059339299865134,0.3,1.01,False
-3.4782608695652173,-0.0805933942370065,0.3,1.01,False
-3.511705685618729,-0.08059339528341855,0.3,1.01,False
-3.5451505016722407,-0.08059339616763836,0.3,1.01,False
-3.5785953177257523,-0.08059339691480548,0.3,1.01,False
-3.612040133779264,-0.08059339754616286,0.3,1.01,False
-3.6454849498327757,-0.08059339807966083,0.3,1.01,False
-3.6789297658862874,-0.08059339853046744,0.3,1.01,False
-3.712374581939799,-0.08059339891139974,0.3,1.01,False
-3.7458193979933108,-0.08059339923328813,0.3,1.01,False
-3.7792642140468224,-0.08059339950528432,0.3,1.01,False
-3.812709030100334,-0.08059339973512152,0.3,1.01,False
-3.846153846153846,-0.08059339992933431,0.3,1.01,False
-3.8795986622073575,-0.08059340009344443,0.3,1.01,False
-3.913043478260869,-0.08059340023211774,0.3,1.01,False
-3.9464882943143813,-0.08059340034929689,0.3,1.01,False
-3.979933110367893,-0.08059340044831347,0.3,1.01,False
-4.013377926421405,-0.08059340053198262,0.3,1.01,False
