x,z,shear,x_0,z_0,St,beta,history
0.5452386808185006,-1.6190823088057351,3.12101677135945,0.3,-0.2,0.01,0.87,False
0.3,-0.2,1.757917383559737,0.3,-0.2,0.01,0.88,False
0.420176448107453,-0.5383920218391876,1.6017447609956739,0.3,-0.2,0.01,0.88,False
0.4911870654655544,-0.8665609295532833,1.550525385369176,0.3,-0.2,0.01,0.88,False
0.5335396101146398,-1.1865009422025152,1.5284516557000554,0.3,-0.2,0.01,0.88,False
0.559239593950035,-1.5011271510683444,2.899642476127352,0.3,-0.2,0.01,0.88,False
0.3,-0.2,1.724015662493572,0.3,-0.2,0.01,0.89,False
0.4219574380149875,-0.5081627352507302,1.5768598472688826,0.3,-0.2,0.01,0.89,False
0.4976238434199482,-0.8074827323126696,1.5280697000588659,0.3,-0.2,0.01,0.89,False
0.5448469626209318,-1.0991773560803335,1.5068782222434278,0.3,-0.2,0.01,0.89,False
0.5746740686832809,-1.3857304650830415,2.6984742985645096,0.3,-0.2,0.01,0.89,False
0.3,-0.2,1.6934705449111487,0.3,-0.2,0.01,0.9,False
0.4237774994815321,-0.4785404607158955,1.5554076066282418,0.3,-0.2,0.01,0.9,False
0.5043807254380739,-0.7496030649552469,1.509076185650191,0.3,-0.2,0.01,0.9,False
0.5570401469122119,-1.0136837873422475,1.4888064257293585,0.3,-0.2,0.01,0.9,False
0.5917094840956197,-1.2728244125207706,2.518641724400448,0.3,-0.2,0.01,0.9,False
0.3,-0.2,1.6662134776663744,0.3,-0.2,0.01,0.91,False
0.425635873686066,-0.4495054706961667,1.537250239016274,0.3,-0.2,0.01,0.91,False
0.5114686827106251,-0.6928837464699354,1.4933442698069561,0.3,-0.2,0.01,0.91,False
0.5701879167861841,-0.9299698669162176,1.4739997607059405,0.3,-0.2,0.01,0.91,False
0.6105331782330651,-1.1623522802742847,2.36124692704465,0.3,-0.2,0.01,0.91,False
0.3,-0.2,1.642186260472425,0.3,-0.2,0.01,0.92,False
0.4275317979577658,-0.421038908390048,1.5222680301355591,0.3,-0.2,0.01,0.92,False
0.5188988226280657,-0.6372888645827554,1.4806805188886405,0.3,-0.2,0.01,0.92,False
0.5843639367465766,-0.8479910894000544,1.4622151475783272,0.3,-0.2,0.01,0.92,False
0.6313550998097041,-1.0542701026934864,2.2273263672992596,0.3,-0.2,0.01,0.92,False
0.3,-0.2,1.6213517020485682,0.3,-0.2,0.01,0.93,False
0.4294645068139549,-0.3931227406362907,1.5103828997028026,0.3,-0.2,0.01,0.93,False
0.5266823984302049,-0.5827847168749769,1.4709234202091537,0.3,-0.2,0.01,0.93,False
0.5996472426045107,-0.7677091992531292,1.4532239045489233,0.3,-0.2,0.01,0.93,False
0.6544110354984969,-0.948548696235928,2.1178809848798257,0.3,-0.2,0.01,0.93,False
0.3,-0.2,1.6037100290350212,0.3,-0.2,0.01,0.94,False
0.4314332329549042,-0.3657397138288625,1.5015978085521708,0.3,-0.2,0.01,0.94,False
0.5348308232384725,-0.5293397609926199,1.463987191156152,0.3,-0.2,0.01,0.94,False
0.6161228043978937,-0.6890926650170262,1.4468508760847603,0.3,-0.2,0.01,0.94,False
0.6799666081165482,-0.8451761761936226,2.0340845824604474,0.3,-0.2,0.01,0.94,False
0.3,-0.2,1.5893244040462642,0.3,-0.2,0.01,0.95,False
0.433437208214377,-0.338873312622298,1.4960658012057162,0.3,-0.2,0.01,0.95,False
0.5433556889858098,-0.4769245736953633,1.459944276292079,0.3,-0.2,0.01,0.95,False
0.633882219414871,-0.6121172504197355,1.4430527624215281,0.3,-0.2,0.01,0.95,False
0.7083223131584417,-0.744161027454784,1.9778837596072174,0.3,-0.2,0.01,0.95,False
0.3,-0.2,1.5833990502308437,0.3,-0.2,0.01,0.955,False
0.4344521741984734,-0.325628877866346,1.4946379129639873,0.3,-0.2,0.01,0.955,False
0.5477629644660524,-0.4510945198199669,1.4591116181853026,0.3,-0.2,0.01,0.955,False
0.6432740152387941,-0.5742395482395344,1.4421801121452285,0.3,-0.2,0.01,0.955,False
0.7236552043251723,-0.6945465834468423,1.961271873806016,0.3,-0.2,0.01,0.955,False
0.3,-0.2,1.5783613278595023,0.3,-0.2,0.01,0.96,False
0.4354756644652622,-0.3125077212242902,1.4942175340463089,0.3,-0.2,0.01,0.96,False
0.5522687908124309,-0.4255118185324533,1.4591922573830114,0.3,-0.2,0.01,0.96,False
0.6530245700567345,-0.5367666914778545,1.4420885603227322,0.3,-0.2,0.01,0.96,False
0.7398199593751013,-0.6455357956018888,1.9534194093272947,0.3,-0.2,0.01,0.96,False
0.3,-0.2,1.5742588774935937,0.3,-0.2,0.01,0.965,False
0.4365075831461296,-0.2995079690712117,1.4949422977158595,0.3,-0.2,0.01,0.965,False
0.556874679169044,-0.4001733749207862,1.4603454567064649,0.3,-0.2,0.01,0.965,False
0.6631476134566323,-0.4996980227223596,1.4429227286064534,0.3,-0.2,0.01,0.965,False
0.7568671263075497,-0.5971372065599543,1.9557018642333484,0.3,-0.2,0.01,0.965,False
0.3,-0.2,1.5711561388423538,0.3,-0.2,0.01,0.97,False
0.4375478344799809,-0.2866277870891107,1.4970109546945989,0.3,-0.2,0.01,0.97,False
0.5615821575577012,-0.3750762219678986,1.4628188206908315,0.3,-0.2,0.01,0.97,False
0.6736574899594885,-0.4630334884969206,1.4449252745728176,0.3,-0.2,0.01,0.97,False
0.7748510126477256,-0.5493614444142272,1.970216351143846,0.3,-0.2,0.01,0.97,False
0.3,-0.2,1.5691392022975421,0.3,-0.2,0.01,0.975,False
0.4385963228376728,-0.2738653792517226,1.5007098261913963,0.3,-0.2,0.01,0.975,False
0.5663927722144008,-0.3502175202575379,1.4669955512265946,0.3,-0.2,0.01,0.975,False
0.6845692076708492,-0.426773670838908,1.44849749119199,0.3,-0.2,0.01,0.975,False
0.7938301003591208,-0.5022213946631447,2.000161950052659,0.3,-0.2,0.01,0.975,False
0.3,-0.2,1.568322205515929,0.3,-0.2,0.01,0.98,False
0.4396529527457192,-0.2612189868405103,1.5064528346823283,0.3,-0.2,0.01,0.98,False
0.571308089050669,-0.3255945578069933,1.4734719484425005,0.3,-0.2,0.01,0.98,False
0.6958984926676899,-0.390919820929251,1.4543043815158934,0.3,-0.2,0.01,0.98,False
0.8138675235432623,-0.4557323802734742,2.0504310874295224,0.3,-0.2,0.01,0.98,False
0.3,-0.2,1.568855840364138,0.3,-0.2,0.01,0.985,False
0.4407176289093289,-0.2486868874907353,1.51484338307925,0.3,-0.2,0.01,0.985,False
0.576329695246945,-0.3012047500259833,1.4831883447844851,0.3,-0.2,0.01,0.985,False
0.707661849816208,-0.3554738947882325,1.4634631729840482,0.3,-0.2,0.01,0.985,False
0.835031619298284,-0.4099123477122532,2.1285473457924367,0.3,-0.2,0.01,0.985,False
0.3,-0.2,1.5709387696187644,0.3,-0.2,0.01,0.99,False
0.441790256234747,-0.2362673942665413,1.5267722687550243,0.3,-0.2,0.01,0.99,False
0.581459200985451,-0.2770456398009165,1.497657811367944,0.3,-0.2,0.01,0.99,False
0.7198766307991539,-0.3204385910278551,1.4778948156161262,0.3,-0.2,0.01,0.99,False
0.8573965637953023,-0.3647820558083418,2.246192751692788,0.3,-0.2,0.01,0.99,False
0.3,-0.2,1.5726401178658866,0.3,-0.2,0.01,0.9925,False
0.4423295219266491,-0.2300993572503791,1.5344577834522177,0.3,-0.2,0.01,0.9925,False
0.5840649261141273,-0.2650518633296662,1.5074001867737317,0.3,-0.2,0.01,0.9925,False
0.7261589777296392,-0.3030759786564058,1.4880646564350017,0.3,-0.2,0.01,0.9925,False
0.8690543096603834,-0.34248286495039,2.3252282201819376,0.3,-0.2,0.01,0.9925,False
0.3,-0.2,1.5748330954884815,0.3,-0.2,0.01,0.995,False
0.4428707398509083,-0.2239588547640214,1.543576682218226,0.3,-0.2,0.01,0.995,False
0.5866982413305795,-0.2531148977039223,1.5193810283738045,0.3,-0.2,0.01,0.995,False
0.7325611102249693,-0.2858173906241921,1.5010087288828915,0.3,-0.2,0.01,0.995,False
0.8810431075770591,-0.3203652630108352,2.4217947054248,0.3,-0.2,0.01,0.995,False
0.3,-0.2,1.5775638428888954,0.3,-0.2,0.01,0.9975,False
0.4434138981868777,-0.217845685509876,1.554409164725358,0.3,-0.2,0.01,0.9975,False
0.5893593552397682,-0.2412344717507515,1.5341947048723985,0.3,-0.2,0.01,0.9975,False
0.7390854707879121,-0.2686633911429119,1.5176125677654786,0.3,-0.2,0.01,0.9975,False
0.893374218128722,-0.2984327179711271,2.5400041205780624,0.3,-0.2,0.01,0.9975,False
0.3,-10.0,1.4142135623732495,0.3,-10.0,0.01,1.0,False
0.2999994173806211,-10.000000215868802,1.4142135623733636,0.3,-10.0,0.01,1.0,False
0.2999988617270028,-10.000000493946713,1.4142135623735008,0.3,-10.0,0.01,1.0,False
0.299998339645789,-10.000000830919166,1.4142135623736547,0.3,-10.0,0.01,1.0,False
0.2999978573479077,-10.000001222782036,1.4142135623783676,0.3,-10.0,0.01,1.0,False
0.3,-10.0,1.4161151071637084,0.3,-10.0,0.01,1.01,False
0.299999366382665,-9.97799143753588,1.4161392986941814,0.3,-10.0,0.01,1.01,False
0.2999987333077646,-9.955843272599155,1.4161392939340463,0.3,-10.0,0.01,1.01,False
0.2999981087593202,-9.933695180948432,1.4161392888707316,0.3,-10.0,0.01,1.01,False
0.2999975010328399,-9.911547162834305,1.4446223963750022,0.3,-10.0,0.01,1.01,False
0.3,-10.0,1.421657751952615,0.3,-10.0,0.01,1.02,False
0.2999993158440356,-9.956411489255842,1.421751361358837,0.3,-10.0,0.01,1.02,False
0.2999986028995384,-9.912549156838471,1.4217513698615316,0.3,-10.0,0.01,1.02,False
0.2999978687040516,-9.868686907704378,1.421751376973512,0.3,-10.0,0.01,1.02,False
0.2999971219115019,-9.824824747494876,1.5300217452187534,0.3,-10.0,0.01,1.02,False
0.3,-10.0,1.430589816975624,0.3,-10.0,0.01,1.03,False
0.2999992657616727,-9.935247959072704,1.430793113221704,0.3,-10.0,0.01,1.03,False
0.2999984705221683,-9.870093085732934,1.430793162922837,0.3,-10.0,0.01,1.03,False
0.2999976193095265,-9.804938300908765,1.4307932118974858,0.3,-10.0,0.01,1.03,False
0.2999967190016355,-9.739783616512623,1.6590295019602679,0.3,-10.0,0.01,1.03,False
0.3,-10.0,1.4426526065168108,0.3,-10.0,0.01,1.04,False
0.2999992161324553,-9.914488909434091,1.4430007915688314,0.3,-10.0,0.01,1.04,False
0.2999983361965646,-9.82845095925711,1.4430009203772483,0.3,-10.0,0.01,1.04,False
0.2999973604110046,-9.742413097692063,1.4430010544634022,0.3,-10.0,0.01,1.04,False
0.2999962913117726,-9.65637534351434,1.8198928637953329,0.3,-10.0,0.01,1.04,False
0.3,-10.0,1.4575856654576569,0.3,-10.0,0.01,1.05,False
0.2999991669532083,-9.894122854741218,1.4581089269165302,0.3,-10.0,0.01,1.05,False
0.2999981999446334,-9.787599592674871,1.4581091825824404,0.3,-10.0,0.01,1.05,False
0.2999970918495409,-9.681076413810205,1.4581094594844506,0.3,-10.0,0.01,1.05,False
0.2999958378423588,-9.574553344056008,2.002803564449214,0.3,-10.0,0.01,1.05,False
0.3,-10.0,1.4751314690731745,0.3,-10.0,0.01,1.06,False
0.2999991182207064,-9.87413874016135,1.4758551689453665,0.3,-10.0,0.01,1.06,False
0.299998061789202,-9.747516673496651,1.475855608782102,0.3,-10.0,0.01,1.06,False
0.299996813472052,-9.620894678746858,1.4758561013590001,0.3,-10.0,0.01,1.06,False
0.2999953575868553,-9.494272788871015,2.2004243940605743,0.3,-10.0,0.01,1.06,False
0.3,-10.0,1.495039378660025,0.3,-10.0,0.01,1.07,False
0.2999990699316687,-9.854525921621685,1.4959843467308043,0.3,-10.0,0.01,1.07,False
0.2999979217539347,-9.708180720843307,1.495985037235592,0.3,-10.0,0.01,1.07,False
0.2999965251313519,-9.56183557444818,1.4959858340383805,0.3,-10.0,0.01,1.07,False
0.2999948495328318,-9.415490521976253,2.4075419764228148,0.3,-10.0,0.01,1.07,False
0.3,-10.0,1.5170687870137944,0.3,-10.0,0.01,1.08,False
0.2999990220827757,-9.835274146907349,1.518251686323541,0.3,-10.0,0.01,1.08,False
0.2999977798632808,-9.669571047060424,1.5182527027389614,0.3,-10.0,0.01,1.08,False
0.2999962266862014,-9.503867977453766,1.5182539084213276,0.3,-10.0,0.01,1.08,False
0.2999943126630708,-9.338164983320643,2.6205225085963058,0.3,-10.0,0.01,1.08,False
0.3,-10.0,1.5409914543585912,0.3,-10.0,0.01,1.09,False
0.2999989746706611,-9.816373537793794,1.5424251886865696,0.3,-10.0,0.01,1.09,False
0.2999976361423958,-9.63166772143924,1.542426614536746,0.3,-10.0,0.01,1.09,False
0.2999959180013241,-9.446961904206592,1.5424283501730813,0.3,-10.0,0.01,1.09,False
0.2999937459566498,-9.262256135685192,2.8368390103433963,0.3,-10.0,0.01,1.09,False
0.3,-10.0,1.5665930916830217,0.3,-10.0,0.01,1.1,False
0.2999989276919167,-9.797814573148104,1.568287229437573,0.3,-10.0,0.01,1.1,False
0.2999974906170793,-9.594451535911116,1.5682891560651036,0.3,-10.0,0.01,1.1,False
0.2999955989474242,-9.39108845934115,1.5682915594059994,0.3,-10.0,0.01,1.1,False
0.2999931483900191,-9.187725395565582,3.054724091902583,0.3,-10.0,0.01,1.1,False
0.3,-10.0,1.593674283932906,0.3,-10.0,0.01,1.11,False
0.2999988811431059,-9.779588072938294,1.595635478276247,0.3,-10.0,0.01,1.11,False
0.2999973433137268,-9.557903972590548,1.5956380043980982,0.3,-10.0,0.01,1.11,False
0.2999952694011942,-9.336219786760578,1.5956412300875793,0.3,-10.0,0.01,1.11,False
0.2999925189380644,-9.114535567784356,3.272930731575336,0.3,-10.0,0.01,1.11,False
0.3,-10.0,1.6220508627313535,0.3,-10.0,0.01,1.12,False
