x,z,shear,x_0,z_0,St,beta,history
0.4580070907794075,-0.8828081668695938,1.610819711255724,0.25,-0.113,0.015,0.905,False
0.4985945457586314,-1.2509587639379909,1.5816740673061214,0.25,-0.113,0.015,0.905,False
0.5216181813540555,-1.6129405018303942,3.391184613782809,0.25,-0.113,0.015,0.905,False
0.25,-0.113,2.1275527799245584,0.25,-0.113,0.02,0.905,False
0.3771674512378791,-0.6268574081145192,1.851104881788253,0.25,-0.113,0.02,0.905,False
0.4345130140602766,-1.1230329691150485,1.770886660582179,0.25,-0.113,0.02,0.905,False
0.4614043828599797,-1.607033930273161,1.739114122531718,0.25,-0.113,0.02,0.905,False
0.4748160580061966,-2.0845708107944487,4.51101468243707,0.25,-0.113,0.02,0.905,False
0.25,-0.113,2.3627532980438164,0.25,-0.113,0.025,0.905,False
0.3710073853380718,-0.7476319328372224,2.066076639202626,0.25,-0.113,0.025,0.905,False
0.4167176626163627,-1.360962499839745,1.9809467043999323,0.25,-0.113,0.025,0.905,False
0.4353763264193731,-1.9607191218545208,1.9482886820623992,0.25,-0.113,0.025,0.905,False
0.4438421089513177,-2.554030993330242,5.7673502326756925,0.25,-0.113,0.025,0.905,False
0.25,-0.113,2.624852525914152,0.25,-0.113,0.03,0.905,False
0.3658848299703897,-0.866868083847058,2.316621098175517,0.25,-0.113,0.03,0.905,False
0.403063172591164,-1.5968554851100778,2.229363519102916,0.25,-0.113,0.03,0.905,False
0.4165887140567807,-2.31234999728459,2.197210269553598,0.25,-0.113,0.03,0.905,False
0.4222912035100587,-3.0216709519706244,7.098252713914321,0.25,-0.113,0.03,0.905,False
0.25,-0.113,2.9058946606986815,0.25,-0.113,0.035,0.905,False
0.3616139436296267,-0.984651018522706,2.593180162195455,0.25,-0.113,0.035,0.905,False
0.3924434043057738,-1.830943187682387,2.505765397091223,0.25,-0.113,0.035,0.905,False
0.402626117373437,-2.662245601698664,2.4751727926802305,0.25,-0.113,0.035,0.905,False
0.4066441640120393,-3.4878229760075943,8.471316333613846,0.25,-0.113,0.035,0.905,False
0.25,-0.113,3.1999844166974567,0.25,-0.113,0.04,0.905,False
0.3580424918733564,-1.1010523112283168,2.8884249916378333,0.25,-0.113,0.04,0.905,False
0.3840681025491939,-2.063419416646489,2.8022875957354487,0.25,-0.113,0.04,0.905,False
0.3919679544023654,-3.010659786757443,2.7740202391715303,0.25,-0.113,0.04,0.905,False
0.3948774947320308,-3.952727962779973,9.868857882054455,0.25,-0.113,0.04,0.905,False
0.25,-0.113,3.5028226723006286,0.25,-0.113,0.045,0.905,False
0.3550461804491882,-1.216133124577563,3.1970928685658815,0.25,-0.113,0.045,0.905,False
0.3773694481249707,-2.2944417220963294,3.1133488534595735,0.25,-0.113,0.045,0.905,False
0.3836354260819561,-3.3577810028043817,3.0878910633317305,0.25,-0.113,0.045,0.905,False
0.3857732280454687,-4.416544906297951,11.280630172296563,0.25,-0.113,0.045,0.905,False
0.25,-0.113,3.811296507126908,0.25,-0.113,0.05,0.905,False
0.3525236939948909,-1.329946572655797,3.5155160413610176,0.25,-0.113,0.05,0.905,False
0.3719369736481469,-2.524136300084852,3.4350586863740036,0.25,-0.113,0.05,0.905,False
0.3769836430318249,-3.703744617984716,3.412636317307638,0.25,-0.113,0.05,0.905,False
0.3785647631050226,-4.879373994295694,12.700336488533653,0.25,-0.113,0.05,0.905,False
0.25,-0.113,6.917819973790229,0.25,-0.113,0.1,0.905,False
0.3408374026387863,-2.4065672005095613,6.920915623021197,0.25,-0.113,0.1,0.905,False
0.3478361856525191,-4.762603820160424,6.886090523507275,0.25,-0.113,0.1,0.905,False
0.3485387681131099,-7.111478716915279,6.882913565081216,0.25,-0.113,0.1,0.905,False
0.3486119810326753,-9.459747105726343,26.860455036978262,0.25,-0.113,0.1,0.905,False
0.25,-0.113,12.522174065992278,0.25,-0.113,0.2,0.905,False
0.3354636491137237,-4.279329572662682,14.01732925726825,0.25,-0.113,0.2,0.905,False
0.3367966119685216,-8.976179893839266,14.015411971355604,0.25,-0.113,0.2,0.905,False
0.3368096288939716,-13.6726124192972,14.015386127470327,0.25,-0.113,0.2,0.905,False
0.336809754137935,-18.369038260378087,54.226594724322496,0.25,-0.113,0.2,0.905,False
0.25,-0.113,17.268180648957824,0.25,-0.113,0.3,0.905,False
0.3321721855662744,-5.824486649859259,21.20282229372051,0.25,-0.113,0.3,0.905,False
0.3323968814194434,-12.856538361152342,21.240278999964836,0.25,-0.113,0.3,0.905,False
0.332396481704506,-19.90106564912202,21.240610832835056,0.25,-0.113,0.3,0.905,False
0.3323964760242429,-26.945703355478425,80.74081499465466,0.25,-0.113,0.3,0.905,False
0.25,-0.113,21.248432401563008,0.25,-0.113,0.4,0.905,False
0.3291464793168209,-7.087228753665757,28.37412996018499,0.25,-0.113,0.4,0.905,False
0.3288800792271995,-16.40732215146465,28.58963521630355,0.25,-0.113,0.4,0.905,False
0.328870081962163,-25.798087787743476,28.595813878038527,0.25,-0.113,0.4,0.905,False
0.3288697951920514,-35.190879575895245,106.67379106060496,0.25,-0.113,0.4,0.905,False
0.25,-0.113,24.585667202592806,0.25,-0.113,0.5,0.905,False
0.3263840433715856,-8.120658981832172,35.40628410738282,0.25,-0.113,0.5,0.905,False
0.3255165082301685,-19.6368059042468,36.062243960523496,0.25,-0.113,0.5,0.905,False
0.3254643231678645,-31.364751724406887,36.1005099926311,0.25,-0.113,0.5,0.905,False
0.3254612793852308,-43.105051034019766,132.10527064780877,0.25,-0.113,0.5,0.905,False
0.25,-0.113,27.401922918973018,0.25,-0.113,0.6,0.905,False
0.3238982945387176,-8.973640276503469,42.19550250618064,0.25,-0.113,0.6,0.905,False
0.322202997494786,-22.561543735580468,43.626754505439,0.25,-0.113,0.6,0.905,False
0.3220432337182806,-36.60386251541566,43.760878067488726,0.25,-0.113,0.6,0.905,False
0.3220282702324568,-50.68874173958499,157.06167888694173,0.25,-0.113,0.6,0.905,False
0.25,-0.113,29.79993470656327,0.25,-0.113,0.7,0.905,False
0.3216786545568956,-9.685559534839577,48.67714986054125,0.25,-0.113,0.7,0.905,False
0.3189524034594778,-25.204734096551263,51.23477224561938,0.25,-0.113,0.7,0.905,False
0.3185936644728514,-41.52159119243398,51.571180853671095,0.25,-0.113,0.7,0.905,False
0.3185465392066872,-57.94323464119671,181.55088641640694,0.25,-0.113,0.7,0.905,False
0.25,-0.113,31.861142873936398,0.25,-0.113,0.8,0.905,False
0.3197021659284471,-10.2866374012635,54.82000817829302,0.25,-0.113,0.8,0.905,False
0.3157957748992707,-27.592847346404405,58.83392874235044,0.25,-0.113,0.8,0.905,False
0.3151340212212747,-46.12806730887323,59.51517600731058,0.25,-0.113,0.8,0.905,False
0.3150219840319967,-64.87136279428593,205.573727491712,0.25,-0.113,0.8,0.905,False
0.25,-0.113,33.648968999275915,0.25,-0.113,0.9,0.905,False
0.317941729959499,-10.79974683662202,60.6157819623509,0.25,-0.113,0.9,0.905,False
0.3127591987088012,-29.752784021675104,66.3762644962102,0.25,-0.113,0.9,0.905,False
0.3116901044606714,-50.43691909866519,67.56923311985514,0.25,-0.113,0.9,0.905,False
0.3114696161176646,-71.47807301893806,229.12901595836252,0.25,-0.113,0.9,0.905,False
0.25,-0.113,35.21275632349899,0.25,-0.113,1.0,0.905,False
0.3163704835463193,-11.242226916423846,66.0703149458298,0.25,-0.113,1.0,0.905,False
0.3098594962749313,-31.71011423406617,73.82193074671568,0.25,-0.113,1.0,0.905,False
0.308286859664056,-54.46427785953952,75.70591417124197,0.25,-0.113,1.0,0.905,False
0.3079070543290783,-77.77059688921892,252.21594440648948,0.25,-0.113,1.0,0.905,False
0.25,-0.113,2.7448289102716865,0.25,-0.113,0.01,0.75,False
0.3633284429706584,-0.9170203429736128,2.4160997397721173,0.25,-0.113,0.01,0.75,False
0.3975646675383699,-1.6876127938671248,2.3292120376025944,0.25,-0.113,0.01,0.75,False
0.4096003463674135,-2.4436489049060057,2.297620008442896,0.25,-0.113,0.01,0.75,False
0.4145642108161602,-3.1937035195137478,7.624802768623274,0.25,-0.113,0.01,0.75,False
0.25,-0.113,2.649132271611272,0.25,-0.113,0.01,0.76,False
0.3648984589330296,-0.8764079737244103,2.32525068380782,0.25,-0.113,0.01,0.76,False
0.4014789975247408,-1.6081180164034463,2.238512472452983,0.25,-0.113,0.01,0.76,False
0.414779385688751,-2.325461474150201,2.2064762711329537,0.25,-0.113,0.01,0.76,False
0.4203874867845834,-3.0366839880996745,7.162697523390554,0.25,-0.113,0.01,0.76,False
0.25,-0.113,2.5581823834431856,0.25,-0.113,0.01,0.77,False
0.3665245458316752,-0.8367647897933769,2.2395588186773474,0.25,-0.113,0.01,0.77,False
0.4056214205333922,-1.5305645308932203,2.1531792431857113,0.25,-0.113,0.01,0.77,False
0.4203404864931967,-2.2102285171879044,2.120824774507085,0.25,-0.113,0.01,0.77,False
0.4266863709472259,-2.883654575368155,6.717313548573491,0.25,-0.113,0.01,0.77,False
0.25,-0.113,2.4719542358409723,0.25,-0.113,0.01,0.78,False
0.3682059394918138,-0.7980535936935932,2.1590211630966856,0.25,-0.113,0.01,0.78,False
0.4100021815166255,-1.454874463115249,2.073217728294028,0.25,-0.113,0.01,0.78,False
0.4263149570153907,-2.097830154557081,2.040671957186987,0.25,-0.113,0.01,0.78,False
0.4335100908241029,-2.734454433439397,6.288685672219459,0.25,-0.113,0.01,0.78,False
0.25,-0.113,2.390424801993008,0.25,-0.113,0.01,0.79,False
0.3699418547269946,-0.7602390946162928,2.083632114140306,0.25,-0.113,0.01,0.79,False
0.4146317864187174,-1.3809740682094571,1.9986314326565944,0.25,-0.113,0.01,0.79,False
0.4327367794599805,-1.9881527605039884,1.9660221089436591,0.25,-0.113,0.01,0.79,False
0.4409141920604345,-2.588930790574567,5.876935142642577,0.25,-0.113,0.01,0.79,False
0.25,-0.113,2.3135721300531746,0.25,-0.113,0.01,0.8,False
0.3717314867864853,-0.7232877890504221,2.013380187191845,0.25,-0.113,0.01,0.8,False
0.4195209864830312,-1.30879350669015,1.929417619073345,0.25,-0.113,0.01,0.8,False
0.4396427619186693,-1.8810886993973277,1.896873200939793,0.25,-0.113,0.01,0.8,False
0.448961292974316,-2.446938635766752,5.4822788140449425,0.25,-0.113,0.01,0.8,False
0.25,-0.113,2.241374496898798,0.25,-0.113,0.01,0.81,False
0.373574012842234,-0.6871678502173402,1.948244656446669,0.25,-0.113,0.01,0.81,False
0.4246807631662724,-1.2382666398561597,1.8655624505201374,0.25,-0.113,0.01,0.81,False
0.4470726948238743,-1.7765361061431275,1.8332120454427254,0.25,-0.113,0.01,0.81,False
0.4577219139081703,-2.308340486383992,5.105038787482354,0.25,-0.113,0.01,0.81,False
0.25,-0.113,2.173809710347108,0.25,-0.113,0.01,0.82,False
0.3754685934993847,-0.6518490255745103,1.8881922655813725,0.25,-0.113,0.01,0.82,False
0.4301223139621105,-1.1693308432511804,1.8070358432711542,0.25,-0.113,0.01,0.82,False
0.4550695132956446,-1.6743987111273877,1.7750089102043822,0.25,-0.113,0.01,0.82,False
0.4672753888407759,-2.173006246908064,4.745652046703926,0.25,-0.113,0.01,0.82,False
0.25,-0.113,2.1108546895215854,0.25,-0.113,0.01,0.83,False
0.3774143743163289,-0.6173025417129915,1.8331742402404643,0.25,-0.113,0.01,0.83,False
0.435857039456046,-1.1019268369839006,1.753786330318564,0.25,-0.113,0.01,0.83,False
0.4636794673753976,-1.5745857109031764,1.722211824542374,0.25,-0.113,0.01,0.83,False
0.4777108687815016,-2.0408131697605154,4.404679358244288,0.25,-0.113,0.01,0.83,False
0.25,-0.113,2.0524855128933686,0.25,-0.113,0.01,0.84,False
0.3794104873222378,-0.5835010160370862,1.7831239029054036,0.25,-0.113,0.01,0.84,False
0.4418965319543588,-1.0359985318585412,1.7057363348698769,0.25,-0.113,0.01,0.84,False
0.4729523029437593,-1.477011686571206,1.6747409376579354,0.25,-0.113,0.01,0.84,False
0.4891284294728137,-1.911645932721641,4.082812311461041,0.25,-0.113,0.01,0.84,False
0.25,-0.113,1.9986782079450327,0.25,-0.113,0.01,0.85,False
0.3814560525216423,-0.5504183746713613,1.7379552682185582,0.25,-0.113,0.01,0.85,False
0.4482525660526774,-0.9714928903937632,1.6627783449267992,0.25,-0.113,0.01,0.85,False
0.4829414571273435,-1.3815965725859487,1.632483410172261,0.25,-0.113,0.01,0.85,False
0.5016403002430304,-1.7853968516428815,3.7808768351966866,0.25,-0.113,0.01,0.85,False
0.25,-0.113,1.9494106787135124,0.25,-0.113,0.01,0.86,False
0.3835501793772314,-0.5180297760912476,1.6975630912667932,0.25,-0.113,0.01,0.86,False
0.4549370915349394,-0.9083598019231242,1.6247725559049286,0.25,-0.113,0.01,0.86,False
0.4937042732573,-1.2882656795594083,1.595289420907942,0.25,-0.113,0.01,0.86,False
0.5153722369846563,-1.6619662521514256,3.499830877526221,0.25,-0.113,0.01,0.86,False
0.25,-0.113,1.9046663506681205,0.25,-0.113,0.01,0.87,False
0.3856919682633782,-0.4863115400192864,1.6618249748794887,0.25,-0.113,0.01,0.87,False
0.4619622290217756,-0.8465519710747259,1.5915466157817724,0.25,-0.113,0.01,0.87,False
0.5053022420088964,-1.1969497755351126,1.5629699427154364,0.25,-0.113,0.01,0.87,False
0.5304650708709128,-1.5412630299591958,3.2407533656541063,0.25,-0.113,0.01,0.87,False
0.25,-0.113,1.8644403969749253,0.25,-0.113,0.01,0.88,False
0.387880511884126,-0.4552410811702171,1.6306063634287031,0.25,-0.113,0.01,0.88,False
0.4693402688194735,-0.7860248190223202,1.5628982003526855,0.25,-0.113,0.01,0.88,False
0.5178012772995891,-1.1075852311639185,1.535296994250424,0.25,-0.113,0.01,0.88,False
0.5470764764982191,-1.4232054363010969,3.004821627068109,0.25,-0.113,0.01,0.88,False
0.25,-0.113,1.8287498686028911,0.25,-0.113,0.01,0.89,False
0.3901148966505427,-0.4247968474652724,1.603769658791579,0.25,-0.113,0.01,0.89,False
0.4770836734577792,-0.7267363969860744,1.5386013492366233,0.25,-0.113,0.01,0.89,False
0.5312720379459126,-1.0201142352224477,1.5120071627367964,0.25,-0.113,0.01,0.89,False
0.5653830199261775,-1.3077221329481503,2.793276410731993,0.25,-0.113,0.01,0.89,False
0.25,-0.113,1.7976498144809214,0.25,-0.113,0.01,0.9,False
0.3923942040132412,-0.3949582623693505,1.5811894850462398,0.25,-0.113,0.01,0.9,False
0.4852050844473459,-0.66864731153881,1.518417984822914,0.25,-0.113,0.01,0.9,False
0.5457903090939064,-0.9344850879553352,1.4928094525664322,0.25,-0.113,0.01,0.9,False
0.5855825703096532,-1.1947535700360026,2.6073799612386774,0.25,-0.113,0.01,0.9,False
0.25,-0.113,1.7712587907088813,0.25,-0.113,0.01,0.91,False
0.3947175117467901,-0.3657056710350434,1.562777696746644,0.25,-0.113,0.01,0.91,False
0.4937173338373395,-0.6117206613440003,1.5021171846239274,0.25,-0.113,0.01,0.91,False
0.5614374611931345,-0.8506525807605837,1.4773992497246433,0.25,-0.113,0.01,0.91,False
0.607897190840072,-1.084253749220611,2.4483875028499194,0.25,-0.113,0.01,0.91,False
0.25,-0.113,1.7497994822507725,0.25,-0.113,0.01,0.92,False
0.3970838951835155,-0.3370202899646216,1.5485248973278647,0.25,-0.113,0.01,0.92,False
0.5026334612113564,-0.555921985014836,1.4895073726727968,0.25,-0.113,0.01,0.92,False
0.5783010089692765,-0.7685784717173006,1.4654820793489323,0.25,-0.113,0.01,0.92,False
0.6325766687509056,-0.9761924435654572,2.317582629456682,0.25,-0.113,0.01,0.92,False
0.25,-0.113,1.7336644008546434,0.25,-0.113,0.01,0.93,False
0.399492428394837,-0.3088841599258161,1.538571830331151,0.25,-0.113,0.01,0.93,False
0.511966736827155,-0.5012192198403027,1.4804924514612332,0.25,-0.113,0.01,0.93,False
0.5964752987055625,-0.6882320672925816,1.4568154780525724,0.25,-0.113,0.01,0.93,False
0.6599029045754096,-0.8705579524558444,2.2164831955412363,0.25,-0.113,0.01,0.93,False
0.25,-0.113,1.7235246080600688,0.25,-0.113,0.01,0.94,False
0.4019421853188905,-0.2812801018794939,1.5333382831616884,0.25,-0.113,0.01,0.94,False
0.5217306916839999,-0.4475826711741236,1.475176500040537,0.25,-0.113,0.01,0.94,False
0.6160623594740644,-0.6095909211313474,1.4512888277776035,0.25,-0.113,0.01,0.94,False
0.6901954636184974,-0.7673604718390078,2.147428150947598,0.25,-0.113,0.01,0.94,False
0.25,-0.113,1.720514987320045,0.25,-0.113,0.01,0.95,False
0.4044322408337267,-0.2541916756975972,1.5337697120405294,0.25,-0.113,0.01,0.95,False
0.5319391553929833,-0.3949849923258401,1.4740750184364069,0.25,-0.113,0.01,0.95,False
0.6371729631536779,-0.5326416609432071,1.449090936112613,0.25,-0.113,0.01,0.95,False
0.7238187057555301,-0.6666361522709995,2.1149646540141283,0.25,-0.113,0.01,0.95,False
0.25,-0.113,1.7222412331518726,0.25,-0.113,0.01,0.955,False
0.4056920919708522,-0.2408358794891648,1.536663296975235,0.25,-0.113,0.01,0.955,False
0.5372144927561411,-0.3690678226559128,1.4754823522412706,0.25,-0.113,0.01,0.955,False
0.648336920001632,-0.4948000250241208,1.4494676132726596,0.25,-0.113,0.01,0.955,False
0.7420076714982345,-0.6172209861313945,2.1151766381863784,0.25,-0.113,0.01,0.955,False
0.25,-0.113,1.726561201607803,0.25,-0.113,0.01,0.96,False
0.4069616717757973,-0.2276031414680363,1.5418410943254568,0.25,-0.113,0.01,0.96,False
0.5426063028321613,-0.3434011748301615,1.478578749366206,0.25,-0.113,0.01,0.96,False
0.6599279496269375,-0.4573809538855767,1.4510988097411537,0.25,-0.113,0.01,0.96,False
0.7611910639742234,-0.5684518914091584,2.1289326508665574,0.25,-0.113,0.01,0.96,False
0.25,-0.113,1.7339367447403402,0.25,-0.113,0.01,0.965,False
0.4082408653172554,-0.2144915975998202,1.5498894020402585,0.25,-0.113,0.01,0.965,False
0.5481164207020109,-0.3179822882291306,1.4838536750316285,0.25,-0.113,0.01,0.965,False
0.6719630024167625,-0.4203857821033868,1.4543612077662675,0.25,-0.113,0.01,0.965,False
0.78143163556119,-0.5203429400577553,2.159401167665801,0.25,-0.113,0.01,0.965,False
0.25,-0.113,1.7449806366362903,0.25,-0.113,0.01,0.97,False
0.4095295579038358,-0.201499423199914,1.5616664137565786,0.25,-0.113,0.01,0.97,False
0.5537467106925361,-0.292808549000613,1.4920711383971819,0.25,-0.113,0.01,0.97,False
0.6844598880934074,-0.3838166191197777,1.4598784312018327,0.25,-0.113,0.01,0.97,False
0.8027972518154425,-0.4729108503304321,2.211360720147522,0.25,-0.113,0.01,0.97,False
0.25,-0.113,1.760512652856852,0.25,-0.113,0.01,0.975,False
0.4108276351112351,-0.1886248319186499,1.5784478484160442,0.25,-0.113,0.01,0.975,False
0.5594990687739912,-0.2678774906345483,1.5044420291324698,0.25,-0.113,0.01,0.975,False
0.6974373525066044,-0.3476763923839159,1.468692766425062,0.25,-0.113,0.01,0.975,False
0.8253615114376937,-0.4261751886428626,2.2920694794031595,0.25,-0.113,0.01,0.975,False
0.25,-0.113,1.78164019949607,0.25,-0.113,0.01,0.98,False
0.4121349828085823,-0.1758660747576102,1.6021677091437003,0.25,-0.113,0.01,0.98,False
0.5653754251654237,-0.2431867946962041,1.5229287932402182,0.25,-0.113,0.01,0.98,False
0.7109151637770598,-0.3119688928466457,1.4825813906579597,0.25,-0.113,0.01,0.98,False
0.8492044636445111,-0.3801585728207953,2.4126730041148097,0.25,-0.113,0.01,0.98,False
0.25,-0.113,1.8098761537905037,0.25,-0.113,0.01,0.985,False
0.4134514871839462,-0.1632214391160001,1.6358294837130423,0.25,-0.113,0.01,0.985,False
0.5713777471608412,-0.2187342917172703,1.5508060704011484,0.25,-0.113,0.01,0.985,False
0.7249142089505183,-0.2766988227190175,1.5046637075607678,0.25,-0.113,0.01,0.985,False
0.874413439091414,-0.3348868711056009,2.590574982421503,0.25,-0.113,0.01,0.985,False
0.25,-0.113,1.8473142938488873,0.25,-0.113,0.01,0.99,False
0.414777034769065,-0.1506892478660279,1.6842353522748676,0.25,-0.113,0.01,0.99,False
0.5775080421901302,-0.19451796224449,1.5937411346623918,0.25,-0.113,0.01,0.99,False
0.7394566024647276,-0.2418718453505663,1.5406250202144571,0.25,-0.113,0.01,0.99,False
0.9010840130620618,-0.2903893892027365,2.853662790118997,0.25,-0.113,0.01,0.99,False
0.25,-0.113,1.870360281607924,0.25,-0.113,0.01,0.9925,False
0.4154431644063178,-0.1444648042639016,1.7162709595424648,0.25,-0.113,0.01,0.9925,False
0.5806218186982568,-0.1824977728070086,1.6237802044253116,0.25,-0.113,0.01,0.9925,False
0.7469388308884092,-0.2246265617690798,1.5668771095842646,0.25,-0.113,0.01,0.9925,False
0.914999792523265,-0.2684411198447716,3.0305921575061023,0.25,-0.113,0.01,0.9925,False
0.25,-0.113,1.8968960526190008,0.25,-0.113,0.01,0.995,False
0.4161115124632354,-0.1382678584562494,1.7553383939463714,0.25,-0.113,0.01,0.995,False
0.5837683611294069,-0.1705359380453694,1.6619932511627007,0.25,-0.113,0.01,0.995,False
0.7545658078923005,-0.2074946370176588,1.601322652473793,0.25,-0.113,0.01,0.995,False
0.9293211225641352,-0.2466990349766289,3.248462753133846,0.25,-0.113,0.01,0.995,False
0.25,-0.113,1.9274896048213792,0.25,-0.113,0.01,0.9975,False
0.4167820648634546,-0.1320982103840208,1.803353022773216,0.25,-0.113,0.01,0.9975,False
0.586947933218171,-0.1586322482822655,1.7111516972208012,0.25,-0.113,0.01,0.9975,False
0.7623406996409609,-0.190477072664232,1.6470806169210483,0.25,-0.113,0.01,0.9975,False
0.9440627956097388,-0.2251678320615995,3.518814344419494,0.25,-0.113,0.01,0.9975,False
0.25,-9.913,1.414213562373293,0.25,-9.913,0.01,1.0,False
0.2499993535087958,-9.913000203397123,1.4142135623734686,0.25,-9.913,0.01,1.0,False
0.2499987330058905,-9.91300047604338,1.4142135623736882,0.25,-9.913,0.01,1.0,False
0.2499981458701555,-9.913000814687583,1.4142135623739416,0.25,-9.913,0.01,1.0,False
0.2499975990869147,-9.913001215305782,1.4142135623806384,0.25,-9.913,0.01,1.0,False
0.25,-9.913,1.4169509881899798,0.25,-9.913,0.01,1.01,False
0.2499993044635827,-9.890991411580314,1.4169858055793152,0.25,-9.913,0.01,1.01,False
0.2499986055427534,-9.868843227248838,1.4169858008388152,0.25,-9.913,0.01,1.01,False
0.249997911919023,-9.846695123228132,1.4169857955420653,0.25,-9.913,0.01,1.01,False
0.2499972326170925,-9.824547100243407,1.4578016389084256,0.25,-9.913,0.01,1.01,False
0.25,-9.913,1.424920908180458,0.25,-9.913,0.01,1.02,False
0.2499992559402426,-9.86941144980621,1.4250554087740834,0.25,-9.913,0.01,1.02,False
0.2499984762356466,-9.825549083402343,1.4250554348145754,0.25,-9.913,0.01,1.02,False
0.2499976688430062,-9.781686806576166,1.4250554590885067,0.25,-9.913,0.01,1.02,False
0.2499968428840676,-9.73782462594561,1.5782887701891088,0.25,-9.913,0.01,1.02,False
0.25,-9.913,1.4377363476449332,0.25,-9.913,0.01,1.03,False
0.2499992079337438,-9.848247906121514,1.4380276659826523,0.25,-9.913,0.01,1.03,False
0.2499983451051885,-9.783092983574972,1.4380277750716601,0.25,-9.913,0.01,1.03,False
0.2499974164763377,-9.717938154411556,1.4380278855095867,0.25,-9.913,0.01,1.03,False
0.2499964288928197,-9.652783431984483,1.7559710472314416,0.25,-9.913,0.01,1.03,False
0.25,-9.913,1.454989818468286,0.25,-9.913,0.01,1.04,False
0.2499991604390422,-9.82748884297639,1.4554869982493552,0.25,-9.913,0.01,1.04,False
0.2499982121729993,-9.741450827744249,1.4554872589965653,0.25,-9.913,0.01,1.04,False
0.2499971546591171,-9.655412903823528,1.4554875352725365,0.25,-9.913,0.01,1.04,False
0.249995989639557,-9.569375091807355,1.9721336178326268,0.25,-9.913,0.01,1.04,False
0.25,-9.913,1.476265944133826,0.25,-9.913,0.01,1.05,False
0.2499991134510827,-9.80712277477446,1.477009968524648,0.25,-9.913,0.01,1.05,False
0.2499980774616196,-9.700599431177436,1.4770104651052098,0.25,-9.913,0.01,1.05,False
0.249996883237369,-9.594076170527888,1.4770110108240095,0.25,-9.913,0.01,1.05,False
0.2499955241128356,-9.487553020788608,2.212733021111049,0.25,-9.913,0.01,1.05,False
0.25,-9.913,1.5011526478037238,0.25,-9.913,0.01,1.06,False
0.2499990669648027,-9.7871386466854,1.502176789734258,0.25,-9.913,0.01,1.06,False
0.2499979409944353,-9.660516481388758,1.5021776208822104,0.25,-9.913,0.01,1.06,False
0.2499966020630958,-9.53389438396932,1.5021785640363312,0.25,-9.913,0.01,1.06,False
0.2499950312946912,-9.407272389477908,2.4682648684196633,0.25,-9.913,0.01,1.06,False
0.25,-9.913,1.529250334766524,0.25,-9.913,0.01,1.07,False
0.2499990209751366,-9.767525814638615,1.530580739858793,0.25,-9.913,0.01,1.07,False
0.2499978027956082,-9.621180497502916,1.530582017757819,0.25,-9.913,0.01,1.07,False
0.2499963109943175,-9.474835226055704,1.530583510912848,0.25,-9.913,0.01,1.07,False
0.249994510161763,-9.328490041706235,2.7325213814188003,0.25,-9.913,0.01,1.07,False
0.25,-9.913,1.560178848360767,0.25,-9.913,0.01,1.08,False
0.2499989754770149,-9.748274026421484,1.5618352623381089,0.25,-9.913,0.01,1.08,False
0.2499976628900045,-9.582570791869768,1.5618371115106313,0.25,-9.913,0.01,1.08,False
0.2499960098950942,-9.41686757328947,1.561839331830294,0.25,-9.913,0.01,1.08,False
0.2499939596864037,-9.251164417234914,3.0014602365716803,0.25,-9.913,0.01,1.08,False
0.25,-9.913,1.5935822560725297,0.25,-9.913,0.01,1.09,False
0.249998930465367,-9.729373403811511,1.5955788192133484,0.25,-9.913,0.01,1.09,False
0.2499975213031307,-9.544667433785005,1.5955813754761505,0.25,-9.913,0.01,1.09,False
0.2499956986355432,-9.359961442077571,1.595584524677155,0.25,-9.913,0.01,1.09,False
0.2499933788377879,-9.175255478655847,3.272420695585088,0.25,-9.913,0.01,1.09,False
0.25,-9.913,1.629131706887432,0.25,-9.913,0.01,1.1,False
0.2499988859351286,-9.710814425677968,1.6314777546664685,0.25,-9.913,0.01,1.1,False
0.2499973780610719,-9.507451215184911,1.6314811641936167,0.25,-9.913,0.01,1.1,False
0.2499953770918409,-9.304087937019665,1.631485468495047,0.25,-9.913,0.01,1.1,False
0.2499927665829957,-9.10072464227428,3.5436247241560723,0.25,-9.913,0.01,1.1,False
0.25,-9.913,1.6665266961766385,0.25,-9.913,0.01,1.11,False
0.2499988418812355,-9.692587911990715,1.6692275230849547,0.25,-9.913,0.01,1.11,False
0.2499972331904304,-9.470903618188798,1.6692319415943908,0.25,-9.913,0.01,1.11,False
0.2499950451462196,-9.24921920198486,1.6692376517032979,0.25,-9.913,0.01,1.11,False
0.2499921218880997,-9.027534712720906,3.8138664439729113,0.25,-9.913,0.01,1.11,False
0.25,-9.913,1.7054950994362486,0.25,-9.913,0.01,1.12,False
0.2499987982986364,-9.674685008681491,1.7085526591234683,0.25,-9.913,0.01,1.12,False
0.2499970867182722,-9.435006784376334,1.708558251188614,0.25,-9.913,0.01,1.12,False
0.2499947026869494,-9.1953283738055,1.7085656423433604,0.25,-9.913,0.01,1.12,False
0.2499914437192141,-8.955649821063455,4.082318089816183,0.25,-9.913,0.01,1.12,False
0.25,-9.913,1.7457923145983252,0.25,-9.913,0.01,1.13,False
0.2499987551822826,-9.657097173303692,1.7492058424849213,0.25,-9.913,0.01,1.13,False
0.249996938672067,-9.399743485690928,1.7492127809624665,0.25,-9.913,0.01,1.13,False
0.2499943496083134,-9.14238953842438,1.749222153042293,0.25,-9.913,0.01,1.13,False
