delta_t,computation_time
0.001,412.5069296360016
0.012,2.757187843322754
0.023000000000000003,0.765878438949585
0.034,0.3580660820007324
0.045000000000000005,0.2179121971130371
0.05600000000000001,0.1463785171508789
0.067,0.09997749328613281
0.07800000000000001,0.08347940444946289
0.08900000000000001,0.06567811965942383
0.1,0.0489497184753418
