heavy_x,heavy_z,light_x,light_z
0.00502152080344465,0.000948766603414641,1.63522238163558,-3.76185958254269
0.0337159253945494,-0.001897533206832,1.64060258249641,-3.73908918406072
0.06061692969871,-0.00189753320683206,1.64598278335725,-3.71631878557875
0.0893113342898146,-0.00759013282732535,1.63701578192253,-3.69354838709677
0.121592539454808,-0.0161290322580653,1.62984218077475,-3.64800759013283
0.155667144906744,-0.0275142314990521,1.64060258249641,-3.61669829222011
0.187948350071737,-0.0417457305502855,1.64956958393113,-3.59108159392789
0.216642754662842,-0.0559772296015189,1.63880918220947,-3.56261859582543
0.243543758967002,-0.0730550284629989,1.63163558106169,-3.53415559772296
0.270444763271163,-0.090132827324479,1.63522238163558,-3.50284629981025
0.297345767575324,-0.112903225806452,1.6441893830703,-3.48007590132828
0.326040172166429,-0.144212523719166,1.65315638450502,-3.46584440227704
0.347560975609757,-0.172675521821633,1.6441893830703,-3.44592030360531
0.367288378766141,-0.201138519924099,1.63701578192252,-3.42599620493359
0.383428981348638,-0.232447817836813,1.63163558106169,-3.39753320683112
0.395982783357246,-0.266603415559773,1.63701578192252,-3.3719165085389
0.404949784791966,-0.30360531309298,1.64777618364419,-3.34914611005693
0.408536585365855,-0.340607210626187,1.65136298421808,-3.34060721062619
0.406743185078911,-0.38899430740038,1.64060258249641,-3.32068311195446
0.399569583931135,-0.428842504743834,1.63163558106169,-3.29791271347249
0.385222381635582,-0.460151802656547,1.63163558106169,-3.27514231499051
0.367288378766141,-0.488614800759014,1.63701578192252,-3.24952561669829
0.347560975609757,-0.517077798861481,1.64777618364419,-3.22390891840607
0.320659971305596,-0.539848197343454,1.65136298421808,-3.21252371916509
0.293758967001436,-0.556925996204934,1.63701578192252,-3.18690702087286
0.265064562410331,-0.568311195445921,1.63163558106169,-3.14990512333966
0.22919655667145,-0.571157495256168,1.63701578192252,-3.1157495256167
0.189741750358681,-0.568311195445921,1.65136298421808,-3.09582542694497
0.157460545193688,-0.556925996204934,1.65674318507891,-3.08728652751423
0.130559540889528,-0.539848197343454,1.64060258249641,-3.06451612903226
0.109038737446199,-0.517077798861481,1.62984218077475,-3.03320683111954
0.0928981348637028,-0.491461100569261,1.63342898134864,-2.99905123339658
0.0803443328550945,-0.460151802656547,1.64777618364419,-2.97628083491461
0.0785509325681504,-0.417457305502847,1.65674318507891,-2.96204933586338
0.0803443328550945,-0.377609108159394,1.64060258249641,-2.9392789373814
0.0946915351506468,-0.340607210626187,1.62984218077475,-2.91081593927894
0.114418938307031,-0.30360531309298,1.63522238163558,-2.87381404174573
0.13593974175036,-0.275142314990513,1.64777618364419,-2.85104364326376
0.16284074605452,-0.255218216318786,1.6603299856528,-2.83681214421252
0.184361549497849,-0.23529411764706,1.64060258249641,-2.8168880455408
0.213055954088954,-0.21821631878558,1.62984218077475,-2.78273244781784
0.241750358680058,-0.203984819734346,1.63342898134864,-2.75426944971537
0.272238163558107,-0.192599620493359,1.6441893830703,-2.7258064516129
0.302725968436157,-0.186907020872866,1.65853658536585,-2.70872865275142
0.335007173601148,-0.178368121442126,1.66571018651363,-2.70588235294118
0.374461979913917,-0.178368121442126,1.64598278335725,-2.69449715370019
0.408536585365854,-0.178368121442126,1.63163558106169,-2.66603415559772
0.458751793400288,-0.186907020872866,1.63163558106169,-2.63187855787476
0.5,-0.201138519924099,1.64060258249641,-2.60341555977229
0.537661406025826,-0.215370018975333,1.65853658536585,-2.58633776091082
0.580703012912483,-0.240986717267553,1.67467718794835,-2.58633776091082
0.614777618364419,-0.266603415559773,1.64956958393113,-2.57495256166983
0.647058823529413,-0.297912713472486,1.63880918220947,-2.55787476280835
0.673959827833573,-0.332068311195447,1.62984218077475,-2.52371916508539
0.690100430416069,-0.360531309297913,1.63342898134864,-2.49240986717268
0.706241032998566,-0.391840607210627,1.64956958393113,-2.4696394686907
0.720588235294118,-0.443074003795067,1.66391678622668,-2.45825426944972
0.720588235294118,-0.488614800759014,1.68185078909613,-2.45825426944972
0.71700143472023,-0.542694497153701,1.67109038737446,-2.46110056925996
0.699067431850789,-0.588235294117647,1.65494978479197,-2.45256166982922
0.675753228120517,-0.619544592030361,1.64060258249641,-2.43548387096774
0.654232424677188,-0.645161290322581,1.63342898134864,-2.40702087286527
0.625538020086084,-0.665085388994308,1.63342898134864,-2.37571157495256
0.598637015781923,-0.679316888045541,1.65136298421808,-2.3415559772296
0.56994261119082,-0.682163187855788,1.66750358680057,-2.33017077798862
0.537661406025827,-0.682163187855788,1.68185078909613,-2.33017077798861
0.501793400286944,-0.673624288425048,1.69081779053085,-2.33301707779886
0.467718794835007,-0.656546489563568,1.68005738880918,-2.33870967741935
0.446197991391679,-0.630929791271348,1.66750358680057,-2.33586337760911
0.430057388809184,-0.602466793168881,1.65674318507891,-2.32732447817837
0.422883787661407,-0.565464895635674,1.64239598278336,-2.30170777988615
0.422883787661407,-0.534155597722961,1.63522238163558,-2.27324478178368
0.430057388809183,-0.497153700189754,1.63880918220947,-2.24193548387097
0.446197991391679,-0.46584440227704,1.65136298421808,-2.21916508538899
0.467718794835008,-0.44022770398482,1.66929698708752,-2.20208728652751
0.49103299856528,-0.411764705882354,1.6890243902439,-2.19639468690702
0.525107604017217,-0.38899430740038,1.70157819225251,-2.20777988614801
0.559182209469154,-0.3719165085389,1.69261119081779,-2.21631878557875
