first_x,first_z,exact_x,exact_z,t1,rel_error1,t2,rel_error2,t3,rel_error3
0.966401414677277,0.284765279007972,1.00255972696246,-0.00170757667532673,0.180779380699992,0.000436650489200904,0.309143677683696,8.5614784831235E-06,0.419330017325773,8.12E-07
0.780725022104332,0.662976085031001,0.993600682593855,0.117753992475159,0.180779380699992,0.000317320303544048,0.321741120524315,6.06835036103819E-06,1.24333925399645,9.09E-07
0.260831122900087,1.01948627103632,0.978668941979521,0.225275265291382,0.249558988234963,0.000576759933079532,0.399715646145527,1.22188022985387E-05,1.94280112850405,1.11794142059233E-06
-0.163129973474802,1.06288751107174,0.945819112627985,0.341770870947825,0.321741120524315,0.0007748346690236,0.462702860348642,1.8048457033782E-05,2.52220248667851,1.36192334681097E-06
-0.676834659593281,0.861381753764393,0.91296928327645,0.431389343498467,0.352728399537423,0.00121601851322259,0.603664600172966,2.54255676484427E-05,3.21145678692297,1.58807503064351E-06
-0.973916887709991,0.54517271922055,0.871160409556314,0.515042764039183,0.442565468945165,0.00187261637168327,1.02825108202313,3.70758553295851E-05,3.90763765541741,1.90038313715521E-06
-1.13793103448276,-0.0779450841452611,0.826365187713311,0.59272603641277,0.744626339997289,0.00322036107967754,1.47215904372852,5.36566234179142E-05,4.69155505507838,2.12193191836817E-06
-1.03580901856764,-0.524357838795394,0.76962457337884,0.670419501100769,0.957770212110965,0.00458226751146183,2.08376286832837,7.75484791680401E-05,5.50621669626999,2.35360220725929E-06
-0.593280282935456,-1.03277236492471,0.709897610921501,0.736170121375902,1.40946472085042,0.00641544242223101,2.52220248667851,9.4798784385159E-05,6.28442271509324,2.64615322995362E-06
-0.147656940760389,-1.20017714791851,0.650170648464165,0.792961697282437,1.94280112850405,0.00893063523350129,3.21145678692297,0.000119829234381942,6.78507992895205,2.71408983248242E-06
0.582670203359858,-1.09167404782994,0.578498293515359,0.855736161749117,2.78857156744999,0.0126909128159773,3.90763765541741,0.000145512110288665,6.99822380106573,2.84637015805441E-06
0.981874447391689,-0.790965456155889,0.506825938566553,0.903578885601461,4.12770809578107,0.0192286033583511,4.76203592499054,0.000178515507588316,7.79271333121351,3.11168317106182E-06
1.27586206896552,-0.152347209920283,0.420221843003414,0.951434349846823,5.67828723384864,0.0268731222639047,5.61278863232683,0.00021292978454606,8.49023090586146,3.36122608698248E-06
1.2603890362511,0.33436669619132,0.318686006825938,0.996316206362332,7.22886637191621,0.0341347111520498,6.52405767279459,0.000247905935080083,9.34329246928108,3.65759464054774E-06
0.907603890362509,0.982285208148804,0.20221843003413,1.03225175890226,8.77944550998378,0.0416133476564581,7.99408724524826,0.000299019148057118,10.088809946714,3.87555334818672E-06
