t,x_ana,z_ana
1.45,0.14949768534372782,1.0413360362608144
1.46,0.13942334615860627,1.0431768200662188
1.47,0.12932837997477759,1.0449198018878973
1.48,0.11921372617187151,1.0465647575677952
1.49,0.1090803266684566,1.0481114719367477
1.5,0.09892912583355852,1.0495597388428668
1.51,0.08876107039792701,1.050909361179055
1.52,0.07857710936506196,1.052160150909649
1.53,0.06837819392200332,1.0533119290961803
1.54,0.058165277349892186,1.0543645259222716
1.55,0.04793931493431254,1.0553177807176362
1.56,0.03770126387541511,1.0561715419812092
1.57,0.0274520831978369,1.05692566740339
1.58,0.017192733660418406,1.0575800238873958
1.59,0.006924177665728695,1.058134487569737
1.6,-0.003352620830595036,1.058588943839791
1.61,-0.013636696410686214,1.0589432873584945
1.62,-0.02392708228546035,1.0591974220761418
1.63,-0.0342228103857857,1.059351261249284
1.64,-0.044522911453815,1.059404727456737
1.65,-0.054826415134460245,1.0593577526146938
1.66,-0.0651323500670129,1.0592102779909305
1.67,-0.0754397439768925,1.0589622542181225
1.68,-0.0857476237675238,1.0586136413062524
1.69,-0.09605501561232904,1.0581644086541182
1.7,-0.10636094504683208,1.0576145350599384
1.71,-0.11666443706085976,1.0569640087310512
1.72,-0.1269645161908422,1.0562128272927112
1.73,-0.13726020661219468,1.055360997795976
1.74,-0.14755053223178036,1.0544085367246878
1.75,-0.15783451678043933,1.0533554700015477
1.76,-0.16811118390558197,1.0522018329932803
1.77,-0.17837955726383375,1.0509476705148877
1.78,-0.18863866061372792,1.0495930368329969
1.79,-0.1988875179084328,1.0481379956682957
1.8,-0.2091251533885083,1.0465826201970543
1.81,-0.21935059167468576,1.0449269930517437
1.82,-0.22956285786065572,1.043171206320735
1.83,-0.23976097760586643,1.0413153615470918
1.84,-0.2499439772283103,1.039359569726449
1.85,-0.26011088379730507,1.0373039513039821
1.86,-0.2702607252262503,1.0351486361704636
1.87,-0.280392530365356,1.0328937636574065
1.88,-0.29050532909433296,1.0305394825313001
1.89,-0.3005981524150405,1.0280859509869338
1.9,-0.31067003254407377,1.0255333366398065
1.91,-0.3207200030052963,1.022881816517633
1.92,-0.33074709872229346,1.0201315770509332
1.93,-0.34075035611075344,1.0172828140627195
1.94,-0.3507288131707558,1.0143357327572686
1.95,-0.3606815095789661,1.0112905477079939
1.96,-0.37060748678072386,1.0081474828444001
1.97,-0.3805057880820191,1.0049067714381479
1.98,-0.3903754587413449,1.0015686560881947
1.99,-0.40021554606142357,0.9981333887050474
2.0,-0.41002509948078847,0.9946012304941038
2.01,-0.4198031706652238,0.9909724519380962
2.02,-0.42954881359904745,0.9872473327786329
2.03,-0.439261084676226,0.9834261619968419
2.04,-0.4489390427913248,0.9795092377931166
2.05,-0.45858174943026736,0.9754968675659673
2.06,-0.468188268760915,0.9713893678899775
2.07,-0.47775766772344,0.9671870644928664
2.08,-0.4872890161204982,0.9628902922316613
2.09,-0.49678138670718397,0.9584993950679852
2.1,-0.5062338552807645,0.9540147260424506
2.11,-0.5156455007701746,0.9494366472481753
2.12,-0.5250154053252857,0.9447655298034076
2.13,-0.5343426544059082,0.940001753823281
2.14,-0.5436263368705551,0.93514570839068
2.15,-0.5528655450649249,0.9301977915262387
2.16,-0.562059374910121,0.9251584101574589
2.17,-0.5712069259905833,0.9200279800869638
2.18,-0.5803073016417336,0.9148069259598749
2.19,-0.5893596090373163,0.9094956812303343
2.2,-0.5983629592764407,0.9040946881271503
2.21,-0.6073164674702981,0.8986043976185953
2.22,-0.6162192528285656,0.8930252693763392
2.23,-0.6250704387454674,0.887357771738528
2.24,-0.6338691528855047,0.8816023816720169
2.25,-0.6426145272688323,0.8757595847337483
2.26,-0.6513056983562833,0.8698298750312893
2.27,-0.6599418071340212,0.8638137551825257
2.28,-0.6685219991978296,0.8577117362745192
2.29,-0.6770454248370125,0.8515243378215257
2.3000000000000003,-0.6855112391179107,0.845252087722189
2.31,-0.6939186019670196,0.838895522215899
2.32,-0.7022666782537003,0.8324551858383328
2.33,-0.7105546378724833,0.8259316313761697
2.34,-0.7187816558249415,0.819325419820995
2.35,-0.7269469123011478,0.8126371203223852
2.36,-0.7350495927606829,0.8058673101401916
2.37,-0.7430888880132062,0.7990165745960135
2.38,-0.7510639942985715,0.792085507023874
2.39,-0.7589741133664865,0.7850747087200981
2.4,-0.7668184525556951,0.7779847888924023
2.41,-0.774596224872697,0.7708163646081904
2.42,-0.7823066490699699,0.7635700607420743
2.43,-0.7899489497237159,0.7562465099226076
2.44,-0.7975223573110932,0.7488463524782534
2.45,-0.8050261082869554,0.7413702363825779
2.46,-0.8124594451600685,0.7338188171986811
2.47,-0.819821616568812,0.7261927580228643
2.48,-0.8271118773563448,0.7184927294275533
2.49,-0.8343294886452451,0.7107194094034545
2.5,-0.8414737179115952,0.7028734833009864
2.51,-0.8485438390585269,0.6949556437709526
2.52,-0.8555391324892019,0.6869665907044924
2.53,-0.8624588851792243,0.6789070311723006
2.54,-0.8693023907484944,0.6707776793631154
2.5500000000000003,-0.8760689495324654,0.6625792565215004
2.56,-0.8827578686528276,0.6543124908849011
2.57,-0.8893684620875908,0.6459781176200009
2.58,-0.8959000507405708,0.6375768787583754
2.59,-0.9023519625102655,0.6291095231314461
2.6,-0.9087235323581198,0.6205768063047455
2.61,-0.9150141023761635,0.6119794905115025
2.62,-0.921223021854031,0.6033183445855369
2.63,-0.9273496473453344,0.5945941438934949
2.64,-0.9333933427334079,0.5858076702664065
2.65,-0.9393534792963925,0.5769597119305876
2.66,-0.945229435771676,0.5680510634378876
2.67,-0.9510205984196646,0.5590825255952848
2.68,-0.9567263610868939,0.5500549053938423
2.69,-0.9623461252684579,0.5409690159370293
2.7,-0.9678793001697683,0.5318256763684048
2.71,-0.9733253027676172,0.5226257117986922
2.72,-0.9786835578705553,0.5133699532322221
2.73,-0.9839534981785646,0.5040592374927758
2.74,-0.9891345643420337,0.4946944071488204
2.75,-0.9942262050200159,0.48527631043814723
2.76,-0.9992278769377727,0.47580580119192445
2.77,-1.0041390449435994,0.4662837387581598
2.78,-1.0089591820649098,0.4567109879245929
2.79,-1.0136877695636037,0.4470884188410159
2.8000000000000003,-1.0183242969906798,0.4374169069410309
2.81,-1.02286826224011,0.4276973328632535
2.82,-1.0273191716019623,0.41793058237196773
2.83,-1.0316765398147658,0.40811754627723856
2.84,-1.0359398901171137,0.39825912035449496
2.85,-1.0401087542984973,0.3883562052635785
2.86,-1.044182672749373,0.37840970646728134
2.87,-1.0481611945104425,0.36842053414936726
2.88,-1.0520438773211578,0.35838960313208873
2.89,-1.0558302876674333,0.34831783279320666
2.9,-1.0595200008285675,0.33820614698252616
2.91,-1.0631126009233633,0.3280554739379395
2.92,-1.0666076809554448,0.3178667462010078
2.93,-1.0700048428577753,0.3076409005320639
2.94,-1.0733036975363486,0.2973788778248666
2.95,-1.0765038649130718,0.2870816230207974
2.96,-1.0796049739678244,0.2767500850226164
2.97,-1.0826066627796942,0.2663852166077813
2.98,-1.0855085785673715,0.2559879743413453
2.99,-1.088310377728721,0.24555931848842127
3.0,-1.0910117258795096,0.23510021292625427
3.01,-1.0936122978912832,0.22461162505587182
3.02,-1.096111777928407,0.21409452571334922
3.03,-1.098509859484248,0.20354988908069058
3.04,-1.1008062454164989,0.19297869259631617
3.0500000000000003,-1.103000647981648,0.1823819168651988
3.06,-1.105092788868584,0.17176054556862083
3.0700000000000003,-1.1070823992313272,0.16111556537358415
3.08,-1.108969219720899,0.15044796584187914
3.09,-1.1107530005163084,0.13975873933880284
3.1,-1.1124335013546691,0.12904888094156086
3.11,-1.114010491560423,0.11831938834734529
3.12,-1.1154837500736892,0.10757126178109179
3.13,-1.1168530654777207,0.09680550390294948
3.14,-1.11811823602547,0.08602311971543675
3.15,-1.1192790696652593,0.07522511647032729
3.16,-1.1203353840655503,0.06441250357524778
3.17,-1.1212870066388225,0.053586292500010055
3.18,-1.1221337745645383,0.042747496682681366
3.19,-1.1228755348112076,0.03189713143540735
3.2,-1.12351214415754,0.021036213849981215
3.21,-1.1240434692126895,0.010165762703194872
3.22,-1.1244693864355788,-0.0007132016380552988
3.23,-1.1247897821533157,-0.01159965731186028
3.24,-1.1250045525786836,-0.022492581056611477
3.25,-1.1251136038267124,-0.033390948306506074
3.26,-1.1251168519303276,-0.04429373328724714
3.27,-1.1250142228550752,-0.055199909111919465
3.28,-1.1248056525129129,-0.06610844787704162
3.29,-1.1244910867750808,-0.07701832075878055
3.3000000000000003,-1.1240704814840325,-0.08792849810931988
3.31,-1.1235438024644395,-0.09883794955337383
3.3200000000000003,-1.1229110255332566,-0.10974564408483717
3.33,-1.1221721365088542,-0.12065055016356264
3.34,-1.1213271312192095,-0.1315516358122551
3.35,-1.1203760155091615,-0.14244786871347973
3.36,-1.1193188052467258,-0.1533382163067615
3.37,-1.1181555263284644,-0.16422164588578353
3.38,-1.1168862146839151,-0.17509712469566363
3.39,-1.1155109162790748,-0.1859636200303045
3.4,-1.1140296871189432,-0.19682009932980302
3.41,-1.1124425932491133,-0.2076655302779245
3.42,-1.1107497107564213,-0.21849888089960617
3.43,-1.1089511257686457,-0.22931911965851418
3.44,-1.1070469344532583,-0.24012521555461167
3.45,-1.1050372430152315,-0.25091613822175496
3.46,-1.10292216769389,-0.261690858025292
3.47,-1.1007018347588184,-0.2724483461596654
3.48,-1.0983763805048166,-0.283187574745996
3.49,-1.0959459512459064,-0.2939075169296599
3.5,-1.0934107033083886,-0.30460714697782404
3.51,-1.0907708030229497,-0.3152854403769538
3.52,-1.088026426715819,-0.3259413739302685
3.53,-1.0851777606989768,-0.3365739258551378
3.54,-1.082225001259413,-0.3471820758804225
3.5500000000000003,-1.079168354647438,-0.3577648053437284
3.56,-1.0760080370640421,-0.36832109728858425
3.5700000000000003,-1.0727442746473095,-0.3788499365615258
3.58,-1.0693773034578868,-0.38935030990906955
3.59,-1.0659073694635002,-0.3998212060745869
3.6,-1.0623347285225306,-0.410261615895048
3.61,-1.0586596463666451,-0.42067053239763474
3.62,-1.0548823985824791,-0.43104695089622463
3.63,-1.0510032705923835,-0.4413898690877114
3.64,-1.0470225576342214,-0.45169828714818233
3.65,-1.0429405647402339,-0.46197120782891515
3.66,-1.0387576067149589,-0.4722076365522086
3.67,-1.034474008112219,-0.4824065815070216
3.68,-1.0300901032111671,-0.4925670537444237
3.69,-1.0256062359914049,-0.5026880672728301
3.7,-1.0210227601071618,-0.5127686391530417
3.71,-1.0163400388605475,-0.5228077895930434
3.72,-1.0115584451738737,-0.5328045420425879
3.73,-1.0066783615610497,-0.5427579232875279
3.74,-1.0017001800980538,-0.5526669635439047
3.75,-0.9966243023924785,-0.5625306965517771
3.76,-0.9914511395521625,-0.5723481596687804
3.77,-0.9861811121528923,-0.5821183939634155
3.78,-0.9808146502052033,-0.5918404443080427
3.79,-0.9753521931202562,-0.6015133594715905
3.8,-0.9697941896748062,-0.6111361922119548
3.81,-0.9641410979752648,-0.6207079993680901
3.82,-0.9583933854208588,-0.630227841951773
3.83,-0.9525515286658782,-0.6396947852390455
3.84,-0.9466160135810383,-0.6491078988613075
3.85,-0.9405873352139328,-0.6584662568960727
3.86,-0.9344659977486018,-0.6677689379573593
3.87,-0.9282525144642034,-0.6770150252857192
3.88,-0.9219474076928059,-0.6862036068378924
3.89,-0.9155512087762896,-0.6953337753760795
3.9,-0.9090644580223735,-0.7044046285568184
3.91,-0.9024877046597629,-0.713415269019467
3.92,-0.8958215067924279,-0.722364804474271
3.93,-0.8890664313530051,-0.7312523477900185
3.94,-0.8822230540553448,-0.740077017081267
3.95,-0.8752919593461873,-0.7488379357951325
3.96,-0.8682737403559897,-0.7575342327976423
3.97,-0.86116899884889,-0.7661650424596309
3.98,-0.8539783451718347,-0.774729504742175
3.99,-0.8467023982028486,-0.7832267652815685
4.0,-0.8393417852984723,-0.7916559754738057
4.01,-0.8318971422403604,-0.8000162925585981
4.0200000000000005,-0.8243691131810476,-0.8083068797028824
4.03,-0.8167583505888912,-0.8165269060838306
4.04,-0.8090655151921838,-0.8246755469713611
4.05,-0.8012912759224559,-0.8327519838101135
4.0600000000000005,-0.7934363098569593,-0.8407554043009156
4.07,-0.7855013021603477,-0.8486850024817001
4.08,-0.7774869460255492,-0.8565399788078933
4.09,-0.7693939426138412,-0.8643195402322448
4.1,-0.761223000994136,-0.8720229002841029
4.11,-0.7529748380814744,-0.8796492791481229
4.12,-0.7446501785747394,-0.8871979037423999
4.13,-0.7362497548935905,-0.8946680077960281
4.14,-0.7277743071146233,-0.9020588319260602
4.15,-0.7192245829067717,-0.9093696237138773
4.16,-0.7106013374659392,-0.9165996377809514
4.17,-0.7019053334488818,-0.9237481358639986
4.18,-0.6931373409063388,-0.9308143868895066
4.19,-0.684298137215415,-0.937797667047647
4.2,-0.6753885070112395,-0.944697259865536
4.21,-0.6664092421178749,-0.9515124562798701
4.22,-0.6573611414785104,-0.9582425547089066
4.23,-0.6482450110849347,-0.9648868611237804
4.24,-0.6390616639062974,-0.9714446891191681
4.25,-0.6298119198171528,-0.977915359983277
4.26,-0.620496605524813,-0.9842982027671588
4.2700000000000005,-0.6111165544960026,-0.9905925543533309
4.28,-0.6016726068828273,-0.9967977595237146
4.29,-0.5921656094480532,-1.0029131710268742
4.3,-0.5825964154897213,-1.0089381496445449
4.3100000000000005,-0.5729658847650864,-1.0148720642574522
4.32,-0.5632748834138976,-1.0207142919104146
4.33,-0.5535242838810207,-1.0264642178767158
4.34,-0.5437149648384165,-1.0321212357217489
4.3500000000000005,-0.5338478111064707,-1.037684747365923
4.36,-0.5239237135747036,-1.0431541631468155
4.37,-0.5139435691218335,-1.048528901880586
4.38,-0.5039082805352367,-1.0538083909226255
4.39,-0.4938187564297819,-1.058992066227441
4.4,-0.48367591116607006,-1.0640793724077735
4.41,-0.47348066476807127,-1.069069762792932
4.42,-0.4632339428401619,-1.0739626994863605
4.43,-0.452936676483594,-1.078757653422398
4.44,-0.442589802212378,-1.0834541044222599
4.45,-0.43219426186859916,-1.0880515412492087
4.46,-0.42175100253717396,-1.0925494616629243
4.47,-0.41126097646005283,-1.0969473724730638
4.48,-0.40072514094987305,-1.1012447895920006
4.49,-0.3901444583030865,-1.1054412380867402
4.5,-0.379519895712542,-1.1095362522300123
4.51,-0.3688524251795504,-1.1135293755505309
4.5200000000000005,-0.35814302342544335,-1.1174201608824046
4.53,-0.34739267180261946,-1.1212081704137138
4.54,-0.33660235620508794,-1.1248929757342359
4.55,-0.3257730669785285,-1.1284741578823163
4.5600000000000005,-0.3149057988298706,-1.1319513073908738
4.57,-0.304001550736398,-1.1353240243325537
4.58,-0.2930613258543764,-1.138591918364
4.59,-0.2820861314272455,-1.1417546087692636
4.6000000000000005,-0.27107697869334396,-1.1448117245023224
4.61,-0.26003488279320147,-1.1477629042287267
4.62,-0.24896086267639927,-1.150607796366351
4.63,-0.2378559410080067,-1.1533460591252578
4.64,-0.226721144074597,-1.1559773605466603
4.65,-0.2155575016898684,-1.1585013785409901
4.66,-0.20436604709985978,-1.1609178009250511
4.67,-0.19314781688777616,-1.1632263254582746
4.68,-0.1819038508784347,-1.1654266598780547
4.69,-0.17063519204234676,-1.1675185219341668
4.7,-0.15934288639942995,-1.1695016394222653
4.71,-0.14802798292236113,-1.1713757502164588
4.72,-0.13669153343959897,-1.1731406023009552
4.73,-0.12533459253805854,-1.174795953800771
4.74,-0.11395821746546297,-1.1763415730115134
4.75,-0.10256346803237695,-1.177777238428211
4.76,-0.09115140651393114,-1.1791027387732156
4.7700000000000005,-0.07972309755124159,-1.1803178730231467
4.78,-0.0682796080525524,-1.181422450434892
4.79,-0.056822007094077226,-1.1824162905706568
4.8,-0.045351365820583044,-1.183299223322055
4.8100000000000005,-0.03386875734569937,-1.1840710889332433
4.82,-0.022375256651989646,-1.1847317380230953
4.83,-0.010871940490756555,-1.1852810316064109
4.84,0.0006401127183758785,-1.185718841114158
4.8500000000000005,0.012159822988104918,-1.186045048412749
4.86,0.023686108864311772,-1.186259545822341
4.87,0.03521788752714157,-1.1863622361341664
4.88,0.04675407489226325,-1.186353032626884
4.89,0.05829358571233113,-1.1862318590819545
4.9,0.06983533367862639,-1.1859986497980313
4.91,0.08137823152285568,-1.1856533496043757
4.92,0.09292119111912789,-1.18519591387328
4.93,0.10446312358607135,-1.1846263085315092
4.94,0.11600293938909187,-1.1839445100707517
4.95,0.12753954844276258,-1.1831505055570841
4.96,0.1390718602133456,-1.182244292639439
4.97,0.15059878382141645,-1.1812258795570842
4.98,0.16211922814459204,-1.180095285146108
4.99,0.1736321019203529,-1.1788525388449047
5.0,0.18513631384896007,-1.1774976806986683
5.01,0.19663077269642643,-1.176030761362886
5.0200000000000005,0.20811438739756857,-1.1744518421058305
5.03,0.21958606715910592,-1.172760994810059
5.04,0.23104472156280828,-1.170958301972904
5.05,0.24248926066867493,-1.1690438567059687
5.0600000000000005,0.25391859511814824,-1.167017762733616
5.07,0.2653316362373258,-1.1648801343904611
5.08,0.276727296140201,-1.162631096617851
5.09,0.28810448783188247,-1.160270784959352
5.1000000000000005,0.2994621253118129,-1.1577993455552247
5.11,0.3107991236769493,-1.1552169351359005
5.12,0.32211439922492846,-1.152523721014454
5.13,0.3334068695571806,-1.1497198810780653
5.14,0.3446754536819876,-1.1468056037784888
5.15,0.35591907211748625,-1.1437810881215094
5.16,0.3671366469945958,-1.1406465436553999
5.17,0.3783271021598659,-1.1374021904583758
5.18,0.3894893632782304,-1.1340482591250465
5.19,0.40062235793566703,-1.1305849907518628
5.2,0.41172501574173104,-1.1270126369215705
5.21,0.42279626843198853,-1.123331459686653
5.22,0.4338350499703061,-1.1195417315517844
5.23,0.44484029665100205,-1.1156437354552777
5.24,0.45581094720084714,-1.1116377647495401
5.25,0.4667459428809141,-1.1075241231805306
5.26,0.47764422758825,-1.1033031248662157
5.2700000000000005,0.4885047479573675,-1.0989750942740462
5.28,0.49932645346155236,-1.0945403661974302
5.29,0.5101082965139777,-1.0899992857312168
5.3,0.5208492325685967,-1.0853522082461953
5.3100000000000005,0.5315482202208275,-1.0805994993626036
5.32,0.5422042213080095,-1.0757415349226518
5.33,0.5528162010096191,-1.070778700962064
5.34,0.5633831279472428,-1.0657113936806366
5.3500000000000005,0.5739039742842937,-1.060540019411816
5.36,0.5843777158254546,-1.0552649945913037
5.37,0.5948033321158589,-1.049886745724683
5.38,0.6051798065399762,-1.044405709354072
5.39,0.615506126420209,-1.0388223320238084
5.4,0.6257812831151797,-1.0331370702451699
5.41,0.6360042721177085,-1.0273503904601247
5.42,0.6461740931524738,-1.021462769004119
5.43,0.6562897502733248,-1.015474692067913
5.44,0.6663502519602665,-1.0093866556584528
5.45,0.6763546112160893,-1.0031991655587922
5.46,0.686301845662635,-0.9969127372870655
5.47,0.696190977636696,-0.9905278960545099
5.48,0.7060210342855389,-0.9840451767225467
5.49,0.7157910476620245,-0.9774651237589255
5.5,0.7255000548193545,-0.9707882911929239
5.51,0.7351470979053876,-0.9640152425696217
5.5200000000000005,0.744731224256559,-0.9571465509032373
5.53,0.754251486491354,-0.9501827986295518
5.54,0.7637069426033681,-0.9431245775573951
5.55,0.7730966560539134,-0.9359724888192262
5.5600000000000005,0.7824196958641692,-0.9287271428207937
5.57,0.7916751367068752,-0.9213891591898912
5.58,0.8008620589975625,-0.9139591667241994
5.59,0.809979548985288,-0.9064378033382369
5.6000000000000005,0.8190266988428943,-0.8988257160094054
5.61,0.8280026067567667,-0.8911235607231489
5.62,0.8369063770160867,-0.8833320024172214
5.63,0.8457371201015669,-0.8754517149250738
5.64,0.8544939527736706,-0.8674833809183571
5.65,0.8631759981602871,-0.8594276918485614
5.66,0.8717823858438756,-0.85128534788778
5.67,0.8803122519480592,-0.8430570578686076
5.68,0.8887647392236584,-0.8347435392231844
5.69,0.897138997134157,-0.8263455179213867
5.7,0.9054341819405922,-0.8178637284081691
5.71,0.9136494567858728,-0.8092989135400576
5.72,0.9217839917784879,-0.800651824520816
5.73,0.9298369640756307,-0.7919232208362718
5.74,0.9378075579657048,-0.783113870188319
5.75,0.9456949649502197,-0.774224548428101
5.76,0.9534983838250578,-0.7652560394883773
5.7700000000000005,0.9612170207611149,-0.7562091353150756
5.78,0.9688500893842876,-0.7470846357980584
5.79,0.9763968108548275,-0.7378833487010676
5.8,0.9838564139460282,-0.728606089590898
5.8100000000000005,0.9912281351222529,-0.7192536817657719
5.82,0.9985112186162833,-0.7098269561829502
5.83,1.0057049165059977,-0.700326751385554
5.84,1.0128084887903552,-0.6907539134286288
5.8500000000000005,1.0198212034646847,-0.6811092958044517
5.86,1.0267423365952706,-0.6713937593670813
5.87,1.0335711723932348,-0.6616081722561569
5.88,1.0403070032876893,-0.6517534098199669
5.89,1.046949129998172,-0.6418303545377791
5.9,1.0534968616063485,-0.6318398959414414
5.91,1.059949515626968,-0.6217829305362732
5.92,1.0663064180780815,-0.6116603617212323
5.93,1.072566903550499,-0.6014730997083829
5.94,1.0787303152764864,-0.5912220614416657
5.95,1.0847960051976933,-0.5809081705149782
5.96,1.0907633340323097,-0.5705323570895632
5.97,1.0966316713414364,-0.5600955578107266
5.98,1.1024003955946666,-0.5495987157238896
5.99,1.1080688942348715,-0.5390427801899753
6.0,1.1136365637421892,-0.5284287068001333
6.01,1.1191028096971953,-0.5177574572898347
6.0200000000000005,1.1244670468432643,-0.5070299994523141
6.03,1.1297286991481073,-0.49624730705138587
6.04,1.1348871998644818,-0.4854103597336379
