t,first_x,first_z,first_xdot,first_zdot,second_x,second_z,second_xdot,second_zdot,third_x,third_z,third_xdot,third_zdot
8.27,-0.2584009861427789,1.3626279276158695,,,-0.2533588886118844,1.310222858201221,,,-0.25294151503841283,1.310244416589717,,
8.28,-0.271712750928581,1.3605958622324896,,,-0.26615357224284397,1.308159548717663,,,-0.2657357780457056,1.308185202121433,,
8.290000000000001,-0.28500936282466716,1.3584338681250254,,,-0.27893201602233897,1.3059713652099374,,,-0.2785138410423983,1.3060011238457108,,
8.3,-0.2982895554198593,1.3561420478450772,,,-0.291693002500933,1.30365842841611,,,-0.2912744867283046,1.3036923021163058,,
8.31,-0.3115520628639122,1.3537205162721673,,,-0.30443531504083854,1.3012208709322755,,,-0.3040164986267736,1.3012588691429097,,
8.32,-0.3247956199873719,1.3511694006125259,,,-0.3171577379313292,1.298658837208192,,,-0.31673866120642963,1.2987009689867086,,
8.33,-0.3380189624214635,1.3484888403967137,,,-0.3298590565040737,1.295972483541793,,,-0.3294397599062335,1.2960187575551128,,
8.34,-0.35122082671799676,1.3456789874760788,,,-0.34253805724853054,1.2931619780725765,,,-0.3421185813898536,1.2932124025948812,,
8.35,-0.3643999504692785,1.34274000601805,,,-0.3551935279272998,1.2902275007738726,,,-0.35477391352746296,1.2902820836850082,,
8.36,-0.3775550724280206,1.3396720725002627,,,-0.3678242576913955,1.2871692434439892,,,-0.36740454562869745,1.2872279922271206,,
8.370000000000001,-0.39068493262723225,1.3364753757035202,,,-0.38042903719547233,1.2839874096962338,,,-0.38000926849964334,1.2840503314361278,,
8.38,-0.4037882725000845,1.3331501167035886,,,-0.39300665871303186,1.2806822149478154,,,-0.39258687449497165,1.2807493163289811,,
8.39,-0.4168638349997367,1.329696508861825,,,-0.4055559162515425,1.277253886407623,,,-0.4051361577810267,1.2773251737124,,
8.4,-0.4299103647191133,1.3261147778146398,,,-0.41807560566738855,1.2737026630628838,,,-0.41765591434327515,1.2737781421697099,,
8.41,-0.4429266080106186,1.322405161461791,,,-0.4305645247808782,1.2700287956646992,,,-0.43014494210999443,1.270108472046202,,
8.42,-0.45591131310578004,1.3185679099535161,,,-0.4430214734910114,1.2662325467124618,,,-0.44260204109328655,1.266316425433816,,
8.43,-0.4688632302348067,1.3146032856764938,,,-0.45544525389020135,1.2623141904371524,,,-0.45502601351639405,1.2624022761542766,,
8.44,-0.4817811117460532,1.310511563238644,,,-0.46783467037885734,1.258274012783518,,,-0.46741566380652394,1.2583663097417936,,
8.45,-0.49466371222537664,1.3062930294527604,,,-0.4801885297797535,1.2541123113911312,,,-0.4797697989704358,1.2542088234233115,,
8.46,-0.5075097886153759,1.3019479833189809,,,-0.49250564145241366,1.249829395574335,,,-0.4920872284200581,1.2499301260994768,,
8.47,-0.5203181003345014,1.2974767360060924,,,-0.5047848174071841,1.2454255863010688,,,-0.5043667642820638,1.2455305383225106,,
8.48,-0.5330874093960247,1.2928796108316754,,,-0.5170248724191828,1.2409012161705826,,,-0.5166072213753088,1.2410103922750324,,
8.49,-0.5458164805268556,1.2881569432410847,,,-0.529224624142064,1.236256629390036,,,-0.528807417480344,1.2363700317455786,,
8.5,-0.5585040812861963,1.283309080785271,,,-0.5413828932216205,1.2314921817499875,,,-0.5409661733288675,1.2316098121050647,,
8.51,-0.5711489821840213,1.2783363830974428,,,-0.5534985034091026,1.2266082405987708,,,-0.553082312716501,1.2267301002805915,,
8.52,-0.5837499567993708,1.27323922186857,,,-0.5655702816744546,1.2216051848157656,,,-0.5651546627108154,1.2217312747290057,,
8.53,-0.5963057818984472,1.2680179808217305,,,-0.5775970583191485,1.21648340478356,,,-0.5771820536699134,1.216613725409253,,
8.540000000000001,-0.6088152375525032,1.2626730556853027,,,-0.5895776670889618,1.2112433023590077,,,-0.5891633194291068,1.2113778537529296,,
8.55,-0.6212771072555101,1.2572048541650036,,,-0.6015109452863743,1.2058852908431836,,,-0.6010972973215853,1.2060240726349956,,
8.56,-0.6336901780415948,1.251613795914775,,,-0.613395733882782,1.2004097949502375,,,-0.6129828283661104,1.2005528063421398,,
8.57,-0.6460532406022347,1.2459003125065207,,,-0.6252308776303821,1.194817250775149,,,-0.6248187574048475,1.194964490540824,,
8.58,-0.658365089403199,1.2400648473986944,,,-0.6370152251738419,1.1891081057603876,,,-0.6366039331199831,1.189259572243821,,
8.59,-0.6706245228012256,1.2341078559037433,,,-0.6487476291616203,1.1832828186614763,,,-0.6483372081909632,1.1834385097759401,,
8.6,-0.682830343160421,1.228029805154406,,,-0.6604269463570385,1.1773418595114664,,,-0.6600174394398522,1.1775017727385362,,
8.61,-0.6949813569683742,1.221831174068871,,,-0.6720520377489857,1.171285709584321,,,-0.6716434878556692,1.171449841972985,,
8.620000000000001,-0.7070763749519713,1.2155124533147943,,,-0.6836217686623819,1.1651148613572146,,,-0.6832142188126533,1.1652832095227978,,
8.63,-0.7191142121929013,1.2090741452721818,,,-0.6951350088681839,1.1588298184717474,,,-0.6947285021285676,1.15900237859516,,
8.64,-0.7310936882428405,1.202516763995137,,,-0.7065906326931747,1.15243109569408,,,-0.7061852121434965,1.1526078635208357,,
8.65,-0.7430136272383059,1.195840835172478,,,-0.7179875191293288,1.145919218873991,,,-0.7175832278349281,1.1461001897135905,,
8.66,-0.7548728580151649,1.1890468960872254,,,-0.7293245519428143,1.1392947249028598,,,-0.7289214329809032,1.1394798936280417,,
8.67,-0.7666702142227918,1.1821354955749652,,,-0.7406006197826,1.132558161670578,,,-0.740198716261362,1.132747522716622,,
8.68,-0.7784045344378587,1.1751071939810902,,,-0.7518146162887945,1.1257100880213948,,,-0.7514139713408372,1.1259036353853114,,
8.69,-0.7900746622777507,1.1679625631169204,,,-0.7629654402004109,1.1187510737086954,,,-0.7625660969243588,1.1189488009487851,,
8.700000000000001,-0.8016794465135941,1.160702186214708,,,-0.7740519954628735,1.1116816993487209,,,-0.7736539969363256,1.11188359958398,,
8.71,-0.8132177411828867,1.153326657881531,,,-0.7850731913350473,1.10450255637323,,,-0.7846765806614646,1.104708622282817,,
8.72,-0.8246884057017186,1.1458365840520768,,,-0.7960279424957735,1.0972142469811077,,,-0.7956327627785961,1.0974244708037661,,
8.73,-0.8360903049765741,1.138232581940319,,,-0.8069151691501127,1.0898173840889238,,,-0.8065214634248296,1.0900317576227032,,
8.74,-0.8474223095157021,1.130515279990095,,,-0.8177337971350297,1.0823125912804472,,,-0.8173416084457232,1.0825311058822131,,
8.75,-0.8586832955400453,1.1226853178245837,,,-0.8284827580246563,1.074700502755117,,,-0.8280921293995347,1.074923149340224,,
8.76,-0.8698721450937175,1.1147433461946896,,,-0.8391609892350479,1.0669817632754774,,,-0.8387719636566058,1.067208532317357,,
8.77,-0.8809877461540164,1.1066900269263371,,,-0.8497674341284938,1.0591570281135785,,,-0.8493800545274288,1.0593879096436787,,
8.78,-0.8920289927409646,1.0985260328666777,,,-0.8603010421174061,1.0512269629963495,,,-0.8599153513861065,1.0514619466038664,,
8.790000000000001,-0.9029947850263638,1.090252047829217,,,-0.8707607687675634,1.0431922440499464,,,-0.8703768097859917,1.0434313188816,,
8.8,-0.9138840294423556,1.0818687665378635,,,-0.8811455759009766,1.0350535577430804,,,-0.8807633914864943,1.0352967125030257,,
8.81,-0.9246956387894754,1.0733768945699038,,,-0.8914544316981285,1.0268116008293313,,,-0.8910740645667197,1.0270588237791225,,
8.82,-0.93542853234419,1.0647771482979111,,,-0.9016863107997397,1.0184670802884497,,,-0.9013078036666,1.0187183592469529,,
8.83,-0.9460816359659088,1.056070254830588,,,-0.9118401944079894,1.0100207132666545,,,-0.9114635899113521,1.010276035610197,,
8.84,-0.9566538822034564,1.047256951952551,,,-0.9219150703871987,1.0014732270159303,,,-0.921540411075724,1.001732579678195,,
