x_1.00e-03,z_1.00e-03,x_1.20e-02,z_1.20e-02,x_2.30e-02,z_2.30e-02,x_3.40e-02,z_3.40e-02,x_4.50e-02,z_4.50e-02,x_5.60e-02,z_5.60e-02,x_6.70e-02,z_6.70e-02,x_7.80e-02,z_7.80e-02,x_8.90e-02,z_8.90e-02,x_1.00e-01,z_1.00e-01
0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16,0.9999999999999991,-3.7470027081099033e-16
0.9999996194872853,0.0009999998749432443,0.9999434043508927,0.011999782938111818,0.9997888341859453,0.02299846553286844,0.9995333465637556,0.03399502473307621,0.9991752087263175,0.04498842496332535,0.9987130936261819,0.055977619463503006,0.9981459301798705,0.0669615514329032,0.9974728282960952,0.07793915498003892,0.9966930349504458,0.0889093559389936,0.9958059058839033,0.09987107258752437
0.9999984691146016,0.001999998999111803,0.9997698081386335,0.023998255951630756,0.9991375124836495,0.04598763224653166,0.9980891289173857,0.06795979298045884,0.9966168311447616,0.08990624253606483,0.994715062747167,0.11181835322981755,0.9923797160792498,0.13368738716242545,0.989607726828674,0.15550451407461935,0.9863968398223637,0.1772608265399949,0.98274546028954,0.19894735325303248
0.9999965405186846,0.0029999966205600803,0.9994759088308293,0.03599409026939594,0.9980314514320024,0.06895798142829468,0.9956330331190986,0.10186311548262068,0.9922632089525161,0.1346802679087236,0.9879108585446441,0.16737970416832443,0.9825690034969756,0.19993130032987455,0.9762337459281908,0.23230464129880662,0.9689036641309392,0.2644691045241832,0.9605794337158149,0.29639393356973776
0.999993827659535,0.0039999919861143235,0.999059538060453,0.04798593939548379,0.9964617603637078,0.09189980212644427,0.9921457992905889,0.135673040588922,0.9860831177181169,0.17923534792499946,0.9782585542140636,0.22251518796701386,0.9686660127913538,0.26544019981214295,0.9573063965392057,0.30793752844120736,0.9441864442299291,0.34993410846619566,0.9293180054016995,0.3913569157598059
0.9999903255930402,0.004999984341411086,0.9985190568933111,0.05997244130176675,0.9944222152393063,0.11480322683377014,0.9876153302082546,0.16935704152000902,0.9780601845299979,0.22349497204523086,0.9657429980610996,0.27707586769538073,0.9506671896757772,0.32995737777452794,0.9328499459312884,0.38199680557621624,0.9123202961624379,0.43305184809985675,0.889117903531042,0.4829812581973216
0.9999860300606298,0.005999972930929479,0.9978531557090464,0.07195222012159838,0.9919082714024197,0.13765825841577017,0.9820341584269301,0.2028821561330782,0.9681879711783674,0.2673817268251135,0.9503676377479718,0.33091149738596004,0.9286008725516883,0.3932249574174994,0.9029399949874077,0.4540764275640501,0.8734589966231486,0.5132226928680612,0.840251645396997,0.5704244761977999
0.9999809372860797,0.006999956998019113,0.9970607560925637,0.08392388754699633,0.9889165863237668,0.16045479199621102,0.9753982403465646,0.23621510015185762,0.9564676666932579,0.3108176653955098,0.9321507267158422,0.38387145846922227,0.9025216022672069,0.4549859153272223,0.8676954145550138,0.5237745820925452,0.8278239347752578,0.5898583267787683,0.7830926606346558,0.6528682512955207
0.9999750438566318,0.007999935784924417,0.9961409540472983,0.09588604402439459,0.9854447472916097,0.18318263351783953,0.9677062779826674,0.26932236337184545,0.9429068039063953,0.3537246236562694,0.9111232217119687,0.435805568602509,0.8725069407541504,0.5149858444261212,0.8272737198197623,0.5906971235343081,0.7756974810372947,0.6623878953945201,0.7181057729856463,0.7295287271576332
0.9999683466462016,0.008999908532807008,0.995092983710938,0.1078372798032525,0.9814910999170443,0.2058315159428908,0.9589592972758385,0.3021702940722494,0.9275184660053563,0.39602450021883384,0.8873274722167621,0.4865648044775084,0.8386554297590145,0.5729745416342499,0.7818679417373249,0.6544606812012821,0.7174181629698064,0.7302635811469821,0.6458396759001613,0.79966583579004
0.9999608427623168,0.009999874481766188,0.993916192572458,0.11977617587200319,0.9770546326646193,0.2283911136952702,0.9491603670568887,0.3347251748277408,0.9103207565821231,0.4376395102309003,0.8608163236889106,0.5360019625962424,0.8010851198743598,0.6287074669675413,0.7317041970939913,0.7146955206468049,0.6533765904922156,0.7929657241828192,0.566920064777486,0.862591809716839
0.99995252950762,0.010999832870857526,0.9926100237060649,0.13170130480482603,0.9721348952148232,0.2508510557465513,0.9383144016386284,0.3669532918042913,0.891336422611623,0.4784924195125023,0.8316524518231493,0.5839722727007228,0.7599323975687553,0.6819471013411229,0.6770395814168962,0.7710482009072466,0.5840116432613064,0.850007546349315,0.48204282998249315,0.9176789440170793
