t,H_x,H_z,history_x,history_z,delta_t
0.36,-0.03892882774882361,-0.0035473253131269983,-0.11545694854246946,-0.024201473168703858,0.01
0.37,-0.04008129996636256,-0.0037938879609132206,-0.11502666926150229,-0.025112462638738037,0.01
0.38,-0.04122936113405366,-0.00404957456590176,-0.114575324199238,-0.02602605658398663,0.01
0.39,-0.04237280645034733,-0.004314409092592954,-0.11410403239079336,-0.026941848050241274,0.01
0.4,-0.04351144178186953,-0.004588411526906586,-0.11361381399476755,-0.027859447679673882,0.01
0.41000000000000003,-0.04464508273024268,-0.004871598046186432,-0.1131056007296789,-0.028778482568261043,0.01
0.42,-0.0457735537964631,-0.005163981178271805,-0.11258024504460451,-0.029698595216875595,0.01
0.43,-0.04689668763113478,-0.005465569950523943,-0.11203852820024052,-0.0306194425668303,0.01
0.44,-0.048014324360467917,-0.0057763700296084115,-0.11148116740871172,-0.03154069511173668,0.01
0.45,-0.049126310979309015,-0.006096383852758677,-0.11090882215775677,-0.03246203607847975,0.01
0.46,-0.05023250080362305,-0.006425610751178007,-0.11032209982594399,-0.03338316067089114,0.01
0.47000000000000003,-0.0513327529758279,-0.0067640470661765005,-0.10972156067975725,-0.03430377537042034,0.01
0.48,-0.05242693201721819,-0.007111686258586413,-0.10910772233029986,-0.03522359728871055,0.01
0.49,-0.053514907422433894,-0.007468519011950711,-0.1084810637163165,-0.0361423535675196,0.01
0.5,-0.054596553291544524,-0.007834533329936805,-0.10784202867090631,-0.03705978082190087,0.01
0.51,-0.055671747995852026,-0.00820971462838873,-0.1071910291214766,-0.03797562462296822,0.01
0.52,-0.056740373873974057,-0.00859404582239617,-0.1065284479658728,-0.038889639016939925,0.01
0.53,-0.05780231695516948,-0.008987507408727528,-0.10585464166185421,-0.03980158607748002,0.01
0.54,-0.05885746670721114,-0.00939007754394577,-0.10516994256238021,-0.04071123548863853,0.01
0.55,-0.059905715806417084,-0.0098017321185003,-0.10447466102496605,-0.04161836415595055,0.01
0.56,-0.060946959927710466,-0.010222444827064784,-0.10376908731985379,-0.042522755843484916,0.01
0.5700000000000001,-0.06198109755281417,-0.010652187235369998,-0.10305349335865133,-0.04342420083482901,0.01
0.58,-0.06300802979488347,-0.01109092884376136,-0.10232813426254816,-0.044322495616181734,0.01
0.59,-0.06402766023806512,-0.011538637147693629,-0.10159324978689233,-0.04521744257989235,0.01
0.6,-0.06503989479062132,-0.011995277695359206,-0.10084906561682239,-0.04610884974692009,0.01
0.61,-0.06604464155040157,-0.012460814142632034,-0.10009579454720097,-0.046996530506828615,0.01
0.62,-0.06704181068156534,-0.01293520830549578,-0.09933363755837288,-0.04788030337405047,0.01
0.63,-0.06803131430156903,-0.013418420210113044,-0.0985627847980095,-0.04875999175925616,0.01
0.64,-0.06901306637752554,-0.013910408140680904,-0.09778341647826361,-0.04963542375474694,0.01
0.65,-0.0699869826311343,-0.014411128685207983,-0.09699570369634403,-0.05050643193290927,0.01
0.66,-0.07095298045145242,-0.01492053677933909,-0.09619980918576632,-0.051372853156834264,0.01
0.67,-0.07191097881484963,-0.015438585748344669,-0.09539588800484067,-0.05223452840224896,0.01
0.68,-0.07286089821154923,-0.01596522734738407,-0.094584088168157,-0.053091302590014045,0.01
0.6900000000000001,-0.07380266057821278,-0.01650041180014495,-0.09376455122626748,-0.05394302442848409,0.01
0.7000000000000001,-0.07473618923607458,-0.017044087835953754,-0.09293741279834755,-0.0547895462650706,0.01
0.71,-0.07566140883417971,-0.017596202725446354,-0.09210280306191843,-0.05563072394640911,0.01
0.72,-0.07657824529731296,-0.018156702314881933,-0.09126084720347594,-0.05646641668658481,0.01
0.73,-0.07748662577824923,-0.01872553105917805,-0.09041166583346216,-0.05729648694288503,0.01
0.74,-0.0783864786139822,-0.019302632053739634,-0.08955537536862401,-0.058120800298614994,0.01
0.75,-0.07927773328562171,-0.019887947065150353,-0.08869208838458764,-0.058939225352520275,0.01
0.76,-0.08016032038167395,-0.02048141656079004,-0.08782191394104366,-0.059751633614416155,0.01
0.77,-0.08103417156444258,-0.021082979737438678,-0.08694495788199408,-0.0605578994066549,0.01
0.78,-0.08189921953931384,-0.021692574548923142,-0.08606132311311665,-0.061357899771033564,0.01
0.79,-0.08275539802670492,-0.02231013773285935,-0.08517110985792442,-0.06215151438084554,0.01
0.8,-0.08360264173647233,-0.022935604836540054,-0.08427441589461449,-0.06293862545776996,0.01
0.81,-0.0844408863445972,-0.023568910242014747,-0.08337133677519848,-0.06371911769329297,0.01
0.8200000000000001,-0.0852700684719763,-0.024209987190405912,-0.08246196602818845,-0.06449287817440252,0.01
0.8300000000000001,-0.08609012566516099,-0.0248587678055028,-0.08154639534616859,-0.06525979631330192,0.01
0.84,-0.08690099637889966,-0.02551518311667194,-0.08062471475943056,-0.06601976378091967,0.01
0.85,-0.08770261996034959,-0.026179163081121188,-0.07969701279687769,-0.0667726744439805,0.01
0.86,-0.0884949366348372,-0.02685063660555155,-0.07876337663503818,-0.06751842430545141,0.01
0.87,-0.08927788749305036,-0.027529531567230217,-0.0778238922359833,-0.06825691144815527,0.01
0.88,-0.09005141447955688,-0.028215774834514658,-0.07687864447529602,-0.06898803598137349,0.01
0.89,-0.09081546038255628,-0.028909292286857687,-0.07592771726062075,-0.06971169999030091,0.01
0.9,-0.09156996882476928,-0.02961000883432068,-0.07497119364147942,-0.07042780748814814,0.01
0.91,-0.09231488425538587,-0.03031784843662065,-0.07400915591105761,-0.07113626437075937,0.01
0.92,-0.09305015194299045,-0.031032734121735867,-0.07304168570067748,-0.07183697837363812,0.01
0.93,-0.09377571796939943,-0.03175458800409341,-0.07206886406708168,-0.07252985903121645,0.01
0.9400000000000001,-0.09449152922433207,-0.0324833313023602,-0.07109077157349208,-0.07321481763823878,0.01
0.9500000000000001,-0.09519753340086927,-0.03321888435685819,-0.070107488364763,-0.07389176721318824,0.01
0.96,-0.0958936789916273,-0.03396116664662395,-0.06911909423673723,-0.07456062246358797,0.01
0.97,-0.096579915285604,-0.03471009680612995,-0.06812566870072523,-0.07522129975314273,0.01
0.98,-0.09725619236564181,-0.035465592641686805,-0.06712729104304227,-0.07587371707055435,0.01
0.99,-0.09792246110646484,-0.03622757114754104,-0.06612404038003383,-0.07651779399997372,0.01
1.0,-0.09857867317324248,-0.03699594852168628,-0.06511599570900017,-0.07715345169299304,0.01
1.01,-0.09922478102064484,-0.0377706401814009,-0.06410323595540834,-0.0777806128420595,0.01
1.02,-0.09986073789235066,-0.03855156077852747,-0.06308584001619355,-0.07839920165529635,0.01
1.03,-0.10048649782096872,-0.03933862421450683,-0.06206388679983199,-0.07900914383260593,0.01
1.04,-0.1011020156283473,-0.04013174365517959,-0.06103745526336457,-0.07961036654301945,0.01
1.05,-0.101707246926236,-0.04093083154536722,-0.06000662444631466,-0.08020279840321631,0.01
1.06,-0.10230214811727359,-0.04173579962324392,-0.0589714735018525,-0.08078636945713802,0.01
1.07,-0.10288667639627307,-0.04254655893450998,-0.05793208172578357,-0.08136101115669314,0.01
1.08,-0.10346078975178927,-0.04336301984637778,-0.056888528582387465,-0.08192665634342466,0.01
1.09,-0.1040244469679208,-0.044185092061378474,-0.05584089372867407,-0.08248323923112233,0.01
1.1,-0.10457760762636274,-0.04501268463100023,-0.05478925703647075,-0.0830306953893758,0.01
1.11,-0.10512023210865022,-0.045845705969166,-0.053733698612149716,-0.08356896172793915,0.01
1.12,-0.10565228159860574,-0.04668406386555901,-0.052674298814868514,-0.08409797648192097,0.01
1.1300000000000001,-0.10617371808494759,-0.04752766549880441,-0.051611138272854795,-0.08461767919772978,0.01
1.1400000000000001,-0.10668450436406283,-0.04837641744951361,-0.05054429789839432,-0.08512801071977227,0.01
1.1500000000000001,-0.10718460404291548,-0.04923022571319986,-0.049473858901001755,-0.08562891317782295,0.01
1.16,-0.10767398154208284,-0.05008899571307005,-0.04839990279919526,-0.08612032997504038,0.01
1.17,-0.10815260209889938,-0.050952632312700655,-0.04732251143105959,-0.0866022057766247,0.01
1.18,-0.10862043177070403,-0.05182103982860255,-0.046241766963536435,-0.08707448649906491,0.01
1.19,-0.1090774374381701,-0.05269412204268195,-0.0451577519005264,-0.08753711929992525,0.01
1.2,-0.10952358680871456,-0.05357178221460106,-0.04407054908985053,-0.08799005256817294,0.01
1.21,-0.10995884841996711,-0.05445392309404541,-0.04298024172910786,-0.08843323591502639,0.01
1.22,-0.11038319164329671,-0.055340446932901584,-0.041886913370804635,-0.08886662016523417,0.01
1.23,-0.11079658668738321,-0.0562312554973501,-0.04079064792617437,-0.08929015734886425,0.01
1.24,-0.11119900460182021,-0.05712625007987887,-0.03969152966856093,-0.08970380069347561,0.01
1.25,-0.11159041728075442,-0.058025331511219615,-0.03858964323588676,-0.09010750461669925,0.01
1.26,-0.11197079746653794,-0.05892840017221286,-0.037485073631888355,-0.09050122471924738,0.01
1.27,-0.1123401187533922,-0.05983535600560456,-0.03637790622724957,-0.09088491777822982,0.01
1.28,-0.11269835559108293,-0.06074609852777746,-0.035268226759997745,-0.0912585417408347,0.01
1.29,-0.11304548328859215,-0.061660526840421254,-0.034156121334828704,-0.0916220557183518,0.01
1.3,-0.11338147801777951,-0.06257853964214449,-0.03304167642197786,-0.09197541998049275,0.01
1.31,-0.11370631681703171,-0.06350003524003112,-0.03192497885602563,-0.0923185959499806,0.01
1.32,-0.11401997759490001,-0.0644249115611441,-0.030806115833447834,-0.09265154619744642,0.01
1.33,-0.11432243913370066,-0.06535306616398004,-0.0296851749100302,-0.09297423443657449,0.01
1.34,-0.11461368109310062,-0.0662843962498756,-0.028562243998190517,-0.09328662551947486,0.01
1.35,-0.11489368401366448,-0.06721879867436954,-0.027437411362839725,-0.09358868543231802,0.01
1.36,-0.11516242932035742,-0.06815616995852196,-0.02631076561775192,-0.09388038129114618,0.01
1.37,-0.11541989932601951,-0.06909640630019247,-0.02518239572127179,-0.09416168133795066,0.01
1.3800000000000001,-0.11566607723478285,-0.07003940358528098,-0.024052390971396775,-0.09443255493686342,0.01
1.3900000000000001,-0.11590094714544745,-0.07098505739892974,-0.022920841000625636,-0.09469297257056519,0.01
1.4000000000000001,-0.11612449405479537,-0.07193326303669229,-0.021787835770958885,-0.09494290583692244,0.01
1.41,-0.11633670386086661,-0.07288391551566817,-0.02065346556804215,-0.09518232744567223,0.01
1.42,-0.1165375633661562,-0.07383690958560572,-0.019517820994447987,-0.09541121121531537,0.01
1.43,-0.11672706028075557,-0.07479213973997448,-0.0183809929644978,-0.095629532070165,0.01
1.44,-0.11690518322544614,-0.07574950022700902,-0.017243072697174178,-0.09583726603749332,0.01
1.45,-0.11707192173469906,-0.07670888506072435,-0.016104151708831616,-0.09603439024481508,0.01
1.46,-0.11722726625962279,-0.07767018803190533,-0.014964321806882452,-0.09622088291723818,0.01
1.47,-0.11737120817083671,-0.07863330271906911,-0.013823675082274,-0.09639672337497807,0.01
1.48,-0.11750373976126827,-0.07959812249940489,-0.012682303901951464,-0.09656189203100185,0.01
1.49,-0.11762485424887573,-0.08056454055968915,-0.011540300901293321,-0.09671637038859693,0.01
1.5,-0.11773454577929414,-0.08153244990717683,-0.010397758976148808,-0.09686014103917095,0.01
1.51,-0.1178328094283987,-0.08250174338047257,-0.009254771274769702,-0.09699318766013487,0.01
1.52,-0.11791964120478952,-0.08347231366037952,-0.00811143118975366,-0.09711549501273442,0.01
1.53,-0.11799503805219377,-0.08444405328072727,-0.0069678323496509265,-0.097227048940006,0.01
1.54,-0.11805899785178255,-0.08541685463917964,-0.005824068610493782,-0.09732783636483688,0.01
1.55,-0.11811151942440366,-0.086390610008024,-0.004680234047071963,-0.09741784528799524,0.01
1.56,-0.11815260253272399,-0.08736521154493956,-0.003536422944032225,-0.09749706478624809,0.01
1.57,-0.1181822478832843,-0.08834055130374896,-0.002392729787392689,-0.09756548501047924,0.01
1.58,-0.11820045712847184,-0.08931652124514913,-0.0012492492554310175,-0.09762309718390316,0.01
1.59,-0.11820723286839292,-0.09029301324742703,-0.00010607620931146755,-0.09766989360027001,0.01
1.6,-0.11820257865265807,-0.09126991911715454,0.0010366943159683117,-0.0977058676220448,0.01
1.61,-0.11818649898207356,-0.09224713059986793,0.0021789671209884176,-0.09773101367871462,0.01
1.62,-0.1181589993102383,-0.09322453939072883,0.0033206468511641773,-0.09774532726500595,0.01
1.6300000000000001,-0.11812008604505027,-0.09420203714516805,0.004461638006236335,-0.09774880493919103,0.01
1.6400000000000001,-0.11806976655011357,-0.09517951548951266,0.0056018449494521505,-0.09774144432134779,0.01
1.6500000000000001,-0.11800804914606122,-0.09615686603159501,0.006741171917743927,-0.09772324409164401,0.01
1.6600000000000001,-0.11793494311175869,-0.09713398037134555,0.007879523031884439,-0.0976942039886195,0.01
1.67,-0.11785045868542353,-0.09811075011136738,0.009016802304843807,-0.09765432480745861,0.01
1.68,-0.1177546070656618,-0.09908706686749472,0.010152913652398787,-0.09760360839826987,0.01
1.69,-0.11764740041237555,-0.10006282227933277,0.011287760903559985,-0.09754205766433,0.01
1.7,-0.1175288518475906,-0.10103790802078132,0.01242124780945808,-0.09746967656033068,0.01
1.71,-0.11739897545618638,-0.10201221581053939,0.01355327805375417,-0.09738647009059598,0.01
1.72,-0.11725778628651552,-0.10298563742259324,0.014683755262658416,-0.0972924443073051,0.01
1.73,-0.11710530035093322,-0.1039580646966855,0.01581258301495314,-0.09718760630864853,0.01
1.74,-0.11694153462621645,-0.10492938954876621,0.01693966485235343,-0.09707196423700637,0.01
1.75,-0.11676650705388615,-0.10589950398142563,0.01806490428933305,-0.0969455272770734,0.01
1.76,-0.11658023654042979,-0.10686830009430767,0.01918820482272121,-0.09680830565394771,0.01
1.77,-0.11638274295743171,-0.10783567009450458,0.02030946994272398,-0.09666031063117142,0.01
1.78,-0.11617404714157531,-0.10880150630693111,0.021428603143102798,-0.0965015545088086,0.01
1.79,-0.11595417089456966,-0.10976570118468076,0.022545507931122977,-0.09633205062143624,0.01
1.8,-0.11572313698295285,-0.11072814731935983,0.023660087837409804,-0.09615181333602063,0.01
1.81,-0.11548096913782148,-0.11168873745140116,0.024772246426600475,-0.09596085804992516,0.01
1.82,-0.11522769205442085,-0.11264736448035834,0.025881887307978246,-0.0957592011887165,0.01
1.83,-0.1149633313916619,-0.1136039214751755,0.026988914144943976,-0.09554686020400016,0.01
1.84,-0.11468791377152196,-0.11455830168443834,0.02809323066594338,-0.09532385357119999,0.01
1.85,-0.11440146677834304,-0.1155103985465995,0.029194740673958997,-0.09509020078729957,0.01
1.86,-0.11410401895804279,-0.11646010570018434,0.030293348057883307,-0.09484592236851608,0.01
1.87,-0.11379559981718537,-0.11740731699396983,0.031388956802420154,-0.09459103984787642,0.01
1.8800000000000001,-0.11347623982199438,-0.11835192649714187,0.03248147099772325,-0.09432557577287692,0.01
1.8900000000000001,-0.11314597039723091,-0.11929382850942737,0.0335707948500783,-0.09404955370293866,0.01
1.9000000000000001,-0.1128048239249928,-0.12023291757120065,0.03465683269243325,-0.09376299820688061,0.01
1.9100000000000001,-0.11245283374338223,-0.12116908847356499,0.035739488995234936,-0.09346593486033772,0.01
1.92,-0.1120900341450881,-0.12210223626840737,0.03681866837501868,-0.09315839024309014,0.01
1.93,-0.11171646037588187,-0.12303225627842677,0.03789427560606384,-0.09284039193639071,0.01
1.94,-0.11133214863296682,-0.12395904410713518,0.038966215630405365,-0.09251196852017785,0.01
1.95,-0.11093713606327375,-0.12488249564883033,0.040034393567437654,-0.09217314957019607,0.01
1.96,-0.11053146076161806,-0.1258025070985391,0.041098714724499,-0.09182396565516093,0.01
1.97,-0.11011516176878378,-0.12671897496193354,0.04215908460782902,-0.09146444833378986,0.01
1.98,-0.10968827906946148,-0.1276317960652149,0.043215408931956745,-0.0910946301517237,0.01
1.99,-0.10925085359014464,-0.12854086756496802,0.04426759362958421,-0.09071454463851758,0.01
2.0,-0.10880292719686979,-0.12944608695798526,0.04531554486275091,-0.09032422630446124,0.01
2.0100000000000002,-0.10834454269288962,-0.13034735209105727,0.04635916903157522,-0.08992371063730165,0.01
2.02,-0.10787574381623828,-0.1312445611707313,0.047398372785703025,-0.08951303409904732,0.01
2.0300000000000002,-0.10739657523717556,-0.13213761277303823,0.04843306303462036,-0.08909223412254619,0.01
2.04,-0.10690708255554586,-0.13302640585318223,0.04946314695580689,-0.08866134910808032,0.01
2.05,-0.10640731229805944,-0.1339108397551998,0.050488532006488285,-0.08822041841988248,0.01
2.06,-0.1058973119154161,-0.13479081422157987,0.05150912593274981,-0.08776948238253546,0.01
2.07,-0.10537712977940444,-0.1356662294028505,0.052524836779658024,-0.0873085822773989,0.01
2.08,-0.10484681517982293,-0.13653698586712787,0.05353557290254862,-0.08683776033885682,0.01
2.09,-0.10430641832135347,-0.13740298460962766,0.05454124297497742,-0.08635705975056229,0.01
2.1,-0.10375599032032337,-0.1382641270621391,0.05554175599978706,-0.08586652464157218,0.01
2.11,-0.10319558320135774,-0.1391203151024591,0.05653702131763083,-0.08536620008241869,0.01
2.12,-0.10262524989397076,-0.13997145106378747,0.057526948618056295,-0.08485613208114273,0.01
2.13,-0.10204504422899663,-0.14081743774408195,0.05851144795090768,-0.084336367579251,0.01
2.14,-0.10145502093495261,-0.1416581784153725,0.05949042973180951,-0.08380695444752906,0.01
2.15,-0.10085523563436043,-0.14249357683303251,0.06046380475464197,-0.08326794148181182,0.01
2.16,-0.10024574483985978,-0.14332353724500876,0.06143148420182065,-0.0827193783987612,0.01
2.17,-0.09962660595032401,-0.14414796440100774,0.06239337965239411,-0.08216131583146691,0.01
2.18,-0.09899787724681189,-0.1449667635616381,0.06334940309136528,-0.08159380532501981,0.01
2.19,-0.09835961788849669,-0.14577984050750814,0.06429946692079636,-0.08101689933201772,0.01
2.2,-0.09771188790839595,-0.14658710154827845,0.06524348396877588,-0.08043065120793358,0.01
2.21,-0.09705474820912119,-0.14738845353166682,0.06618136749784398,-0.07983511520652531,0.01
2.22,-0.09638826055843908,-0.14818380385240895,0.0671130312157473,-0.07923034647504945,0.01
2.23,-0.09571248758480624,-0.14897306046116782,0.0680383892830978,-0.0786164010495014,0.01
2.24,-0.09502749277277711,-0.14975613187339898,0.06895735632499278,-0.07799333584971357,0.01
2.25,-0.0943333404583064,-0.1505329271781621,0.06986984743997215,-0.07736120867433005,0.01
2.2600000000000002,-0.09363009582397765,-0.15130335604688558,0.0707757782065137,-0.07672007819589322,0.01
2.27,-0.09291782489417612,-0.15206732874207998,0.0716750646944071,-0.0760700039557225,0.01
2.2800000000000002,-0.09219659453008949,-0.15282475612600005,0.07256762347494572,-0.07541104635860751,0.01
2.29,-0.0914664724246772,-0.15357554966925213,0.07345337162735532,-0.07474326666766107,0.01
2.3000000000000003,-0.0907275270975424,-0.15431962145935327,0.07433222674896278,-0.07406672699902206,0.01
2.31,-0.08997982788969795,-0.15505688420923258,0.07520410696473778,-0.07338149031638252,0.01
2.32,-0.08922344495824766,-0.15578725126568088,0.07606893093707612,-0.07268762042547738,0.01
2.33,-0.08845844927095643,-0.15651063661774214,0.07692661787131971,-0.07198518196859194,0.01
2.34,-0.08768491260082127,-0.15722695490505273,0.07777708752713863,-0.07127424041896013,0.01
2.35,-0.08690290752041366,-0.15793612142612135,0.07862026022800883,-0.07055486207500028,0.01
2.36,-0.0861125073962611,-0.15863805214655274,0.0794560568663929,-0.06982711405456854,0.01
2.37,-0.08531378638308579,-0.15933266370721272,0.0802843989165547,-0.06909106428907652,0.01
2.38,-0.08450681941793001,-0.1600198734323343,0.08110520844032898,-0.06834678151766038,0.01
2.39,-0.08369168221427918,-0.16069959933756595,0.0819184080969464,-0.06759433528107017,0.01
2.4,-0.08286845125599109,-0.1613717601379557,0.08272392115113814,-0.06683379591566485,0.01
2.41,-0.08203720379125642,-0.16203627525587924,0.08352167148041811,-0.06606523454730073,0.01
2.42,-0.08119801782638271,-0.16269306482890172,0.08431158358689217,-0.06528872308505917,0.01
2.43,-0.08035097211951858,-0.16334204971758043,0.08509358260119138,-0.06450433421493962,0.01
2.44,-0.07949614617435889,-0.16398315151320048,0.08586759429166957,-0.063712141393653,0.01
2.45,-0.0786336202336852,-0.16461629254545349,0.08663354507644128,-0.06291221884203146,0.01
2.46,-0.07776347527283006,-0.16524139589004114,0.08739136202718623,-0.06210464153853934,0.01
2.47,-0.07688579299314147,-0.16585838537622427,0.08814097287678635,-0.061289485212855155,0.01
2.48,-0.07600065581529433,-0.16646718559429827,0.08888230603152403,-0.0604668263390753,0.01
2.49,-0.07510814687251098,-0.16706772190300578,0.08961529057501982,-0.059636742129093534,0.01
2.5,-0.07420835000379393,-0.16765992043688016,0.09033985627814234,-0.058799310525744275,0.01
2.5100000000000002,-0.07330134974694813,-0.16824370811352068,0.0910559336069694,-0.05795461019601866,0.01
2.52,-0.07238723133165453,-0.16881901264080054,0.0917634537274199,-0.05710272052417764,0.01
2.5300000000000002,-0.07146608067239973,-0.16938576252400425,0.09246234851704616,-0.05624372160468738,0.01
2.54,-0.07053798436131362,-0.16994388707289426,0.09315255057026572,-0.05537769423515826,0.01
2.5500000000000003,-0.06960302966099442,-0.17049331640870743,0.09383399320425356,-0.05450471990933714,0.01
2.56,-0.06866130449722854,-0.171033981471081,0.09450661047037956,-0.05362488080984562,0.01
2.57,-0.06771289745158687,-0.1715658140249043,0.09517033715968681,-0.05273825980091118,0.01
2.58,-0.0667578977540348,-0.17208874666709922,0.09582510880895656,-0.05184494042105925,0.01
2.59,-0.06579639527540775,-0.17260271283332548,0.09647086170840513,-0.05094500687578396,0.01
2.6,-0.0648284805198667,-0.17310764680461488,0.09710753291111063,-0.050038544030035936,0.01
2.61,-0.06385424461718553,-0.1736034837139262,0.09773506023551715,-0.04912563740072251,0.01
2.62,-0.06287377931515635,-0.17409015955262933,0.09835338227652723,-0.04820637314916709,0.01
