t,H_x,H_z,history_x,history_z,delta_t
5.23,0.10647721352691587,0.008192409033184283,-0.05441032864563233,0.11892743279820744,0.01
5.24,0.10592746917702617,0.00937919355846454,-0.055536350499197695,0.11842393028538034,0.01
5.25,0.10536648651693194,0.01056088763889184,-0.05665793598524793,0.11790936343740438,0.01
5.26,0.10479431045732122,0.011737380827212577,-0.05777497582734625,0.11738377201140193,0.01
5.2700000000000005,0.10421098700038497,0.01290856307911993,-0.058887361106548575,0.11684719683740263,0.01
5.28,0.10361656323519024,0.014074324763960686,-0.059994983311262295,0.1162996798149527,0.01
5.29,0.10301108733415976,0.015234556675418936,-0.06109773423584297,0.11574126391034267,0.01
5.3,0.1023946085504734,0.01638915004216749,-0.06219550608539848,0.11517199315291327,0.01
5.3100000000000005,0.10176717721245174,0.017537996538477253,-0.06328819151124954,0.11459191263160973,0.01
5.32,0.1011288447202484,0.01868098829479974,-0.06437568351929102,0.11400106849158165,0.01
5.33,0.10047966354206594,0.019818017908308838,-0.0654578755415205,0.11339950793044018,0.01
5.34,0.09981968720941801,0.020948978453408495,-0.06653466146959897,0.11278727919450904,0.01
5.3500000000000005,0.09914897031267392,0.02207376349219907,-0.06760593562367401,0.11216443157487488,0.01
5.36,0.09846756849694452,0.02319226708490605,-0.06867159274731272,0.11153101540361154,0.01
5.37,0.0977755384577277,0.02430438380027125,-0.06973152806421457,0.11088708204964814,0.01
5.38,0.09707293793566027,0.025410008725898967,-0.07078563728402276,0.11023268391450625,0.01
5.39,0.09635982571204728,0.02650903747856133,-0.07183381657342025,0.10956787442810767,0.01
5.4,0.09563626160419182,0.02760136621446117,-0.07287596258676476,0.10889270804450124,0.01
5.41,0.09490230646031196,0.028686891639451408,-0.073911972505881,0.10820724023728334,0.01
5.42,0.09415802215407422,0.02976551101920679,-0.0749417440254696,0.10751152749497472,0.01
5.43,0.0934034715798026,0.03083712218935086,-0.07596517533075531,0.10680562731649657,0.01
5.44,0.09263871864745908,0.03190162356553677,-0.07698216514486322,0.1060895982063963,0.01
5.45,0.0918638282769053,0.03295891415347884,-0.07799261273641189,0.10536349967003367,0.01
5.46,0.09107886639273087,0.034008893558937395,-0.07899641791389733,0.10462739220854678,0.01
5.47,0.09028389991862737,0.03505146199764973,-0.07999348108305071,0.10388133731370397,0.01
5.48,0.08947899677106981,0.03608652030521151,-0.08098370321889625,0.10312539746291316,0.01
5.49,0.08866422585424942,0.03711396994690805,-0.0819669858131915,0.10235963611399379,0.01
5.5,0.08783965705480601,0.03813371302749135,-0.08294323099961254,0.10158411769965059,0.01
5.51,0.0870053612342572,0.039145652300901015,-0.08391234149463589,0.10079890762237498,0.01
5.5200000000000005,0.08616141022491323,0.040149691179938884,-0.08487422063212424,0.10000407224850849,0.01
5.53,0.0853078768216147,0.04114573374587124,-0.08582877236972575,0.09919967890288861,0.01
5.54,0.08444483477751874,0.04213368475799662,-0.0867759012761713,0.09838579586307494,0.01
5.55,0.0835723587960913,0.04311344966313269,-0.08771551256687093,0.09756249235340819,0.01
5.5600000000000005,0.08269052452618125,0.044084934605064824,-0.08864751210098198,0.09672983853931338,0.01
5.57,0.08179940855407163,0.04504804643391901,-0.08957180639235762,0.09588790552118098,0.01
5.58,0.08089908839833414,0.046002692715488396,-0.09048830262097729,0.09503676532826821,0.01
5.59,0.07998964250165211,0.046948781740484336,-0.09139690864433847,0.09417649091258973,0.01
5.6000000000000005,0.0790711502254473,0.047886222533740225,-0.09229753300469712,0.09330715614254537,0.01
5.61,0.07814369184155813,0.0488149248633353,-0.09319008493586933,0.09242883579656214,0.01
5.62,0.07720734852672996,0.049734799249671426,-0.09407447437009209,0.09154160555671842,0.01
5.63,0.07626220235415633,0.05064575697446963,-0.09495061194818932,0.09064554200224784,0.01
5.64,0.07530833628776622,0.05154771008971635,-0.0958184090302594,0.08974072260270782,0.01
5.65,0.07434583417355109,0.052440571426523815,-0.09667777771967145,0.08882722571134716,0.01
5.66,0.07337478073337275,0.05332425460394335,-0.09752863082552476,0.08790513055851124,0.01
5.67,0.07239526155704064,0.054198674037694,-0.09837088194560417,0.08697451724430438,0.01
5.68,0.0714073630944607,0.0550637449488294,-0.09920444538503492,0.0860354667321035,0.01
5.69,0.07041117264933988,0.05591938337233611,-0.10002923624680227,0.0850880608410951,0.01
5.7,0.06940677836952462,0.05676550616565135,-0.10084517040929653,0.08413238223922104,0.01
5.71,0.068394269241154,0.0576020310171205,-0.1016521645067967,0.0831685144360792,0.01
5.72,0.06737373507938874,0.05842887645437289,-0.10245013596831365,0.08219654177547087,0.01
5.73,0.06634526652178767,0.05924596185262994,-0.10323900302294531,0.08121654942797196,0.01
5.74,0.06530895501892979,0.060053207442932376,-0.10401868472449083,0.08022862338351233,0.01
5.75,0.0642648928272979,0.06085053432030016,-0.10478910088552418,0.07923285044388884,0.01
5.76,0.06321317300121936,0.06163786445181012,-0.10555017218602458,0.07822931821488321,0.01
5.7700000000000005,0.062153889383577354,0.06241512068459785,-0.10630182013735867,0.07721811509874321,0.01
5.78,0.06108713659847214,0.06318222675378503,-0.10704396706963193,0.0761993302862014,0.01
5.79,0.06001301004218476,0.06393910729032184,-0.10777653617066507,0.07517305374862415,0.01
5.8,0.05893160587505889,0.06468568782875748,-0.10849945145388373,0.07413937623010192,0.01
5.8100000000000005,0.05784302101310703,0.0654218948149239,-0.10921263782083557,0.07309838923937084,0.01
5.82,0.056747353118642145,0.06614765561354494,-0.10991602105680398,0.07205018504166638,0.01
5.83,0.055644700591971005,0.0668628985157572,-0.11060952778205158,0.07099485665040461,0.01
5.84,0.05453516256300116,0.067567552746553,-0.11129308551589556,0.06993249781908784,0.01
5.8500000000000005,0.05341883888165303,0.06826154847213899,-0.11196662267677437,0.06886320303292903,0.01
5.86,0.05229583010946562,0.06894481680721162,-0.112630068567519,0.06778706750029251,0.01
5.87,0.0511662375103027,0.06961728982214481,-0.11328335341303619,0.06670418714423709,0.01
5.88,0.050030163041204945,0.07027890055009633,-0.11392640834389978,0.06561465859396343,0.01
5.89,0.048887709343424755,0.07092958299402405,-0.11455916541465516,0.0645185791761187,0.01
5.9,0.04773897973291178,0.07156927213361873,-0.11518155759599802,0.06341604690611335,0.01
5.91,0.046584078191504744,0.07219790393214635,-0.11579351880030808,0.062307160479275314,0.01
5.92,0.04542310935690567,0.07281541534320421,-0.11639498387863467,0.06119201926207607,0.01
5.93,0.0442561785139321,0.07342174431738785,-0.11698588862159376,0.0600707232830735,0.01
5.94,0.04308339158447373,0.0740168298088657,-0.1175661698029975,0.05894337322397325,0.01
5.95,0.0419048551178721,0.07460061178186735,-0.11813576511626067,0.05781007041060038,0.01
5.96,0.04072067628214857,0.07517303121707769,-0.1186946132456741,0.05667091680362413,0.01
5.97,0.03953096285295867,0.0757340301179398,-0.11924265384939647,0.055526014989593975,0.01
5.98,0.03833582320516058,0.07628355151686958,-0.11977982757166283,0.0543754681713744,0.01
5.99,0.03713536630152536,0.07682153948136733,-0.12030607603418386,0.053219380158917584,0.01
6.0,0.035929701684476956,0.0773479391200479,-0.12082134182831439,0.05205785536005658,0.01
6.01,0.034718939464959124,0.07786269658856844,-0.12132556859110188,0.050890998770730445,0.01
6.0200000000000005,0.033503190312654856,0.07836575909546253,-0.12181870094019298,0.04971891596567524,0.01
6.03,0.032282565446155216,0.07885707490788198,-0.12230068447820353,0.048541713088932514,0.01
6.04,0.031057176623090838,0.07933659335724116,-0.12277146586536336,0.047359496843839555,0.01
6.05,0.029827136128848002,0.07980426484475875,-0.12323099279047156,0.04617237448360312,0.01
6.0600000000000005,0.028592556767281348,0.08026004084691322,-0.1236792139121825,0.04498045380152016,0.01
6.07,0.027353551850604303,0.08070387392078919,-0.12411607897288679,0.04378384312100625,0.01
6.08,0.026110235187823665,0.08113571770933332,-0.12454153874581242,0.042582651286058315,0.01
6.09,0.024862721075688106,0.08155552694651033,-0.12495554502726569,0.041376987650889596,0.01
6.1000000000000005,0.02361112428727829,0.08196325746235111,-0.12535805067167605,0.040166962070260936,0.01
6.11,0.022355560062254528,0.08235886618791559,-0.12574900962002244,0.038952684889198785,0.01
6.12,0.021096144094877894,0.08274231116013507,-0.12612837683998934,0.03773426693307602,0.01
6.13,0.019832992525454795,0.0831135515265771,-0.12649610835541902,0.036511819497503595,0.01
6.140000000000001,0.018566221927769456,0.08347254755008515,-0.12685216126777643,0.035285454337993016,0.01
6.15,0.01729594930009921,0.083819260613337,-0.1271964937590082,0.034055283659792934,0.01
6.16,0.016022292052589347,0.084153653223281,-0.12752906513351692,0.032821420107414845,0.01
6.17,0.014745367997428928,0.08447568901548527,-0.12784983570707553,0.031583976754606446,0.01
6.18,0.01346529533844789,0.0847853327583731,-0.12815876689653227,0.030343067093601128,0.01
6.19,0.012182192659498221,0.08508255035735729,-0.12845582122625432,0.02909880502517659,0.01
6.2,0.010896178913922746,0.08536730885887667,-0.12874096232408783,0.02785130484766185,0.01
6.21,0.00960737341301652,0.08563957645431051,-0.12901415493015317,0.026600681246405244,0.01
6.22,0.008315895815319737,0.08589932248380476,-0.12927536484442836,0.02534704928384457,0.01
6.23,0.00702186611612789,0.08614651743998741,-0.12952455905003957,0.024090524388054035,0.01
6.24,0.005725404634318886,0.08638113297156585,-0.12976170553696287,0.022831222342635016,0.01
6.25,0.0044266320053886875,0.08660314188684011,-0.12998677342365494,0.021569259276048136,0.01
6.26,0.0031256691658458425,0.08681251815708681,-0.13019973311140115,0.02030475165045953,0.01
6.2700000000000005,0.0018226373431606037,0.08700923691984928,-0.1304005559832559,0.01903781625114931,0.01
6.28,0.0005176580461806644,0.08719327448210981,-0.13058921452657046,0.017768570175708653,0.01
6.29,-0.0007891469473707501,0.08736460832336346,-0.13076568241039765,0.016497130823522888,0.01
6.3,-0.002097655602027233,0.08752321709858027,-0.13092993445977258,0.015223615884360164,0.01
6.3100000000000005,-0.003407745636566262,0.08766908064105065,-0.13108194662050923,0.013948143327604967,0.01
6.32,-0.004719294534437478,0.0878021799651324,-0.13122169592055238,0.01267083139151648,0.01
6.33,-0.006032179554977254,0.08792249726888098,-0.13134916061180701,0.011391798571987799,0.01
6.34,-0.007346277746673563,0.08803001593657216,-0.13146432007697872,0.010111163611718155,0.01
6.3500000000000005,-0.008661465956516888,0.08812472054111534,-0.13156715477505243,0.008829045488973897,0.01
6.36,-0.009977620842174673,0.08820659684635165,-0.13165764637591698,0.007545563406716305,0.01
6.37,-0.01129461888403517,0.08827563180924965,-0.13173577775157774,0.0062608367813474786,0.01
6.38,-0.01261233639720617,0.0883318135819786,-0.1318015328509421,0.004974985231447349,0.01
6.390000000000001,-0.013930649541054071,0.08837513151387859,-0.13185489678849704,0.003688128566778026,0.01
6.4,-0.015249434332976174,0.0884055761533142,-0.13189585588290476,0.002400386777228647,0.01
6.41,-0.01656856665871211,0.08842313924942316,-0.1319243975374189,0.0011118800215381697,0.01
6.42,-0.017887922283724496,0.08842781375374496,-0.1319405104060064,-0.00017727138429535216,0.01
6.43,-0.01920737686683218,0.08841959382173724,-0.1319441842691279,-0.0014669469778203492,0.01
6.44,-0.020526805969107113,0.08839847481418855,-0.1319354100729795,-0.002757026161655851,0.01
6.45,-0.021846085068291835,0.08836445329850413,-0.1319141799446497,-0.004047388214693193,0.01
6.46,-0.023165089568000053,0.08831752704989469,-0.1318804871708963,-0.005337912303565062,0.01
6.47,-0.024483694811709703,0.08825769505243283,-0.13183432624710867,-0.006628477493861418,0.01
6.48,-0.025801776092942288,0.08818495750001744,-0.13177569280980928,-0.007918962761507942,0.01
6.49,-0.027119208667905955,0.0880993157972027,-0.13170458366006477,-0.009209247004256405,0.01
6.5,-0.028435867766143527,0.08800077255993231,-0.1316209967566011,-0.010499209052666991,0.01
6.51,-0.02975162860303792,0.08788933161614938,-0.13152493131731147,-0.011788727682009892,0.01
6.5200000000000005,-0.031066366392489816,0.0877649980062921,-0.1314163876887855,-0.013077681623517634,0.01
6.53,-0.0323799563568137,0.08762777798367906,-0.13129536737369651,-0.014365949575707582,0.01
6.54,-0.03369227373996369,0.08747767901477796,-0.13116187308027571,-0.015653410215849206,0.01
6.55,-0.035003193818419154,0.08731470977936208,-0.1310159087002858,-0.0169399422115033,0.01
6.5600000000000005,-0.03631259191396946,0.08713888017054788,-0.1308574793290882,-0.01822542423195017,0.01
6.57,-0.037620343405000985,0.08695020129472307,-0.13068659118039072,-0.01950973495951125,0.01
6.58,-0.03892632373757722,0.08674868547135767,-0.13050325168369725,-0.020792753101285477,0.01
6.59,-0.040230408438674876,0.08653434623269737,-0.13030746944675053,-0.02207435740031105,0.01
6.6000000000000005,-0.04153247312651229,0.08630719832335143,-0.13009925428508273,-0.023354426647337334,0.01
6.61,-0.0428323935243766,0.08606725769975061,-0.12987861718784233,-0.024632839692319664,0.01
6.62,-0.04413004547026908,0.08581454152950505,-0.12964557024240841,-0.02590947545547717,0.01
6.63,-0.04542530492922471,0.08554906819064108,-0.12940012680246982,-0.02718421293916151,0.01
6.640000000000001,-0.04671804800631852,0.0852708572707218,-0.12914230143888483,-0.02845693123936499,0.01
6.65,-0.04800815095800247,0.08497992956585378,-0.12887210981670671,-0.029727509557139875,0.01
6.66,-0.0492954902026526,0.08467630707957902,-0.12858956876927197,-0.030995827209855165,0.01
6.67,-0.05057994233338785,0.08436001302165669,-0.12829469636993407,-0.032261763642898345,0.01
6.68,-0.05186138413005123,0.08403107180672105,-0.12798751186098745,-0.0335251984412368,0.01
6.69,-0.053139692570607654,0.08368950905283191,-0.1276680356536155,-0.03478601134085224,0.01
6.7,-0.05441474484312361,0.083335351579904,-0.12733628931978247,-0.036044082239992115,0.01
6.71,-0.05568641835700325,0.0829686274080321,-0.12699229561081005,-0.037299291210828756,0.01
6.72,-0.056954590755339755,0.08258936575568744,-0.12663607845207903,-0.0385515185108245,0.01
6.73,-0.058219139926044876,0.08219759703781558,-0.12626766291690839,-0.03980064459412436,0.01
6.74,-0.05947994401367798,0.08179335286380496,-0.12588707527206555,-0.041046550123135184,0.01
6.75,-0.06073688143148613,0.0813766660353529,-0.1254943429881239,-0.042289115979782466,0.01
6.76,-0.061989830873440406,0.08094757054420933,-0.12508949464228047,-0.04352822327704686,0.01
6.7700000000000005,-0.06323867132433178,0.08050610156981194,-0.12467255998215476,-0.044763753370390624,0.01
6.78,-0.06448328207308357,0.0800522954768015,-0.12424356996212405,-0.04599558786891267,0.01
6.79,-0.06572354272357421,0.0795861898124337,-0.12380255667462192,-0.047223608646933535,0.01
6.8,-0.06695933320657596,0.07910782330386285,-0.1233495533692186,-0.04844769785533698,0.01
6.8100000000000005,-0.06819053379095863,0.07861723585532693,-0.12288459438638899,-0.04966773793252832,0.01
6.82,-0.06941702509430381,0.07811446854521227,-0.12240771529562489,-0.050883611616178825,0.01
6.83,-0.07063868809687107,0.07759956362300337,-0.12191895286146082,-0.05209520195432704,0.01
6.84,-0.07185540415153298,0.07707256450612575,-0.12141834487188596,-0.05330239231670353,0.01
6.8500000000000005,-0.07306705499430884,0.07653351577666927,-0.12090593030971197,-0.05450506640587571,0.01
6.86,-0.07427352275772728,0.07598246317800822,-0.12038174936220392,-0.05570310826844427,0.01
6.87,-0.07547468998155286,0.07541945361130041,-0.11984584328314529,-0.0568964023063776,0.01
6.88,-0.07667043962339014,0.07484453513188069,-0.11929825445179132,-0.0580848332880981,0.01
6.890000000000001,-0.07786065507058874,0.0742577569455384,-0.11873902644882861,-0.059268286359515976,0.01
6.9,-0.07904522015236677,0.07365916940469035,-0.11816820393425331,-0.060446647055244274,0.01
6.91,-0.08022401914927377,0.07304882400443355,-0.11758583274310341,-0.06161980131006706,0.01
6.92,-0.08139693680722879,0.07242677337848903,-0.11699195975558307,-0.06278763546924182,0.01
6.93,-0.08256385834438537,0.07179307129504874,-0.1163866329619756,-0.0639500362996972,0.01
6.94,-0.08372466946646834,0.07114777265249504,-0.11576990161216116,-0.06510689100145228,0.01
6.95,-0.08487925637662866,0.07049093347501967,-0.11514181594390749,-0.0662580872184404,0.01
6.96,-0.08602750578534644,0.06982261090812626,-0.11450242727865056,-0.06740351304913172,0.01
6.97,-0.08716930492220162,0.06914286321403706,-0.11385178812776608,-0.06854305705752939,0.01
6.98,-0.08830454154790181,0.06845174976697563,-0.11318995207776528,-0.06967660828423705,0.01
6.99,-0.08943310396375699,0.0677493310483523,-0.11251697378919356,-0.07080405625698738,0.01
7.0,-0.09055488102368563,0.06703566864183591,-0.11183290899168608,-0.0719252910015582,0.01
7.01,-0.09166976214359066,0.06631082522832117,-0.11113781452426963,-0.07304020305250036,0.01
7.0200000000000005,-0.09277763731417105,0.06557486458078586,-0.11043174838330838,-0.07414868346384562,0.01
7.03,-0.0938783971112569,0.06482785155904423,-0.10971476949338044,-0.07525062381962577,0.01
7.04,-0.0949719327040386,0.06406985210439338,-0.10898693792543046,-0.07634591624469778,0.01
7.05,-0.09605813586976546,0.06330093323415031,-0.10824831488320186,-0.07743445341501376,0.01
7.0600000000000005,-0.09713689900170266,0.06252116303609306,-0.10749896253472357,-0.0785161285685767,0.01
7.07,-0.09820811512045999,0.061730610662778754,-0.10673894406841988,-0.07959083551529078,0.01
7.08,-0.09927167788307102,0.06092934632578728,-0.10596832383931609,-0.08065846864778115,0.01
7.09,-0.10032748159724628,0.06011744128982316,-0.1051871672571183,-0.08171892295211292,0.01
7.1000000000000005,-0.10137542122821343,0.05929496786674498,-0.10439554063995793,-0.08277209401739105,0.01
7.11,-0.1024153924100455,0.05846199940947531,-0.10359351138101758,-0.0838178780462635,0.01
7.12,-0.10344729145583373,0.057618610305819745,-0.10278114798668359,-0.08485617186540706,0.01
7.13,-0.10447101536977914,0.0567648759721672,-0.10195851996348537,-0.08588687293571029,0.01
7.140000000000001,-0.10548646185510346,0.055900872847105494,-0.1011256977835524,-0.08690987936222339,0.01
7.15,-0.10649352932545025,0.0550266783849227,-0.1002827529345316,-0.08792508990411552,0.01
7.16,-0.10749211691379405,0.054142371049023225,-0.09942975790399089,-0.08893240398468727,0.01
7.17,-0.10848212448353003,0.053248030305229,-0.09856678622333437,-0.08993172170164643,0.01
7.18,-0.1094634526382607,0.05234373661499034,-0.09769391240503467,-0.09092294383675492,0.01
7.19,-0.11043600273163075,0.051429571428493845,-0.09681121192158493,-0.09190597186571514,0.01
7.2,-0.11139967687669244,0.05050561717767601,-0.095918761260398,-0.09288070796812109,0.01
7.21,-0.11235437795683867,0.04957195726913146,-0.0950166378753341,-0.09384705503694235,0.01
7.22,-0.11330000963419909,0.0486286760769372,-0.094104920151862,-0.09480491668825719,0.01
7.23,-0.11423647635987595,0.04767585893536626,-0.09318368745422312,-0.09575419727102163,0.01
7.24,-0.1151636833832836,0.04671359213151673,-0.09225302011259817,-0.09669480187629187,0.01
7.25,-0.11608153676212789,0.045741962897840466,-0.09131299938316939,-0.09762663634687652,0.01
7.26,-0.11698994337094695,0.04476105940457924,-0.09036370746795352,-0.0985496072868175,0.01
7.2700000000000005,-0.11788881091148698,0.04377097075210406,-0.08940522755033431,-0.09946362207074033,0.01
7.28,-0.11877804792195369,0.042771786963164395,-0.08843764366918982,-0.10036858885291178,0.01
7.29,-0.11965756378487075,0.04176359897504587,-0.08746104078117778,-0.10126441657672469,0.01
7.3,-0.1205272687375772,0.04074649863162994,-0.0864755048107515,-0.10215101498370371,0.01
7.3100000000000005,-0.12138707388108581,0.039720578675371744,-0.08548112255873175,-0.1030282946225427,0.01
7.32,-0.12223689118875189,0.038685932739179044,-0.08447798167111742,-0.10389616685810354,0.01
7.33,-0.12307663351450812,0.037642655338209714,-0.08346617074743001,-0.10475454388048622,0.01
7.34,-0.12390621460370047,0.03659084186156936,-0.08244577928014873,-0.10560333871390304,0.01
7.3500000000000005,-0.1247255491001111,0.0355305885639316,-0.0814168975608025,-0.10644246522529532,0.01
7.36,-0.12553455255491655,0.03446199255706341,-0.08037961675725303,-0.10727183813297403,0.01
7.37,-0.12633314143525615,0.03338515180127216,-0.07933402894406072,-0.10809137301550065,0.01
7.38,-0.12712123313379772,0.032300165096753444,-0.07828022706796034,-0.10890098632049772,0.01
7.390000000000001,-0.12789874597661538,0.031207132074862153,-0.07721830481184888,-0.10970059537247345,0.01
7.4,-0.12866559923003476,0.030106153189303927,-0.07614835673452447,-0.11049011838164291,0.01
7.41,-0.12942171311130585,0.028997329707229343,-0.07507047825860891,-0.11126947445222024,0.01
7.42,-0.1301670087952069,0.02788076370025957,-0.07398476559061251,-0.11203858359079488,0.01
7.43,-0.13090140842311807,0.02675655803541349,-0.07289131571355956,-0.11279736671419882,0.01
7.44,-0.13162483510947812,0.025624816365975536,-0.07179022642085275,-0.11354574565758546,0.01
7.45,-0.13233721295153517,0.024485643122261733,-0.07068159636403593,-0.11428364318301809,0.01
7.46,-0.1330384670367588,0.023339143502315224,-0.06956552489046341,-0.11501098298684242,0.01
7.47,-0.1337285234493444,0.022185423462524934,-0.06844211215391383,-0.11572768970772285,0.01
7.48,-0.1344073092798371,0.021024589708160714,-0.06731145907996439,-0.11643368893441963,0.01
7.49,-0.13507475263094376,0.01985674968383649,-0.06617366728670415,-0.11712890721338787,0.01
7.5,-0.13573078262557114,0.018682011563893007,-0.0650288392254339,-0.11781327205649728,0.01
7.51,-0.1363753294154524,0.017500484242706595,-0.0638770780368274,-0.11848671194847604,0.01
7.5200000000000005,-0.1370083241863077,0.01631227732492343,-0.06271848754902454,-0.1191491563543361,0.01
7.53,-0.13762969916643294,0.015117501115619821,-0.061553172366774156,-0.11980053572660843,0.01
7.54,-0.13823938763364316,0.01391626661039131,-0.06038123782403826,-0.1204407815129016,0.01
7.55,-0.13883732392291367,0.012708685485361842,-0.05920278987581096,-0.12106982616277617,0.01
7.5600000000000005,-0.1394234434311594,0.011494870087135728,-0.05801793518988507,-0.12168760313498272,0.01
7.57,-0.13999768262671142,0.010274933422662134,-0.05682678115986928,-0.12229404690436924,0.01
7.58,-0.14055997905435674,0.009048989149048395,-0.05562943581291879,-0.12288909296883288,0.01
7.59,-0.14111027134296977,0.007817151563285529,-0.05442600774499695,-0.12347267785566302,0.01
7.6000000000000005,-0.14164849920925668,0.006579535591935076,-0.05321660631303793,-0.1240447391287211,0.01
7.61,-0.14217460346923058,0.005336256780711051,-0.052001341593348016,-0.12460521539542108,0.01
7.62,-0.14268852604112361,0.004087431284026707,-0.05078032412535016,-0.12515404631252486,0.01
7.63,-0.14319020995173756,0.002833175854460607,-0.049553665122483714,-0.12569117259278956,0.01
7.640000000000001,-0.1436795993435733,0.0015736078321708566,-0.04832147640630957,-0.12621653601121402,0.01
7.65,-0.1441566394798638,0.0003088451342362695,-0.047083870449974086,-0.1267300794118433,0.01
7.66,-0.14462127675257275,-0.0009609937560659553,-0.04584096024900575,-0.12723174671304238,0.01
7.67,-0.1450734586848439,-0.0022357898000245242,-0.04459285933229751,-0.12772148291388094,0.01
7.68,-0.1455131339392187,-0.0035154234143435197,-0.043339681925131046,-0.12819923410044692,0.01
7.69,-0.1459402523233465,-0.004799774482033521,-0.04208154280691456,-0.12866494745126003,0.01
7.7,-0.14635476479535703,-0.006088722363368781,-0.040818557171950154,-0.12911857124307888,0.01
7.71,-0.1467566234667855,-0.007382145906895044,-0.039550840916056096,-0.12956005485702077,0.01
7.72,-0.14714578161367814,-0.00867992346050914,-0.038278510295323365,-0.1299893487830116,0.01
7.73,-0.14752219367269198,-0.009981932882555335,-0.03700168207445653,-0.13040640462606107,0.01
7.74,-0.1478858152551673,-0.011288051553030424,-0.03572047376641052,-0.13081117511170265,0.01
7.75,-0.14823660314802017,-0.012598156384789332,-0.034435003180056434,-0.13120361409077386,0.01
7.76,-0.14857451531876842,-0.013912123834845845,-0.033145388709237444,-0.131583676545311,0.01
7.7700000000000005,-0.1488995109222049,-0.01522982991569561,-0.03185174906256538,-0.13195131859221743,0.01
7.78,-0.14921155030001976,-0.016551150206690256,-0.030554203479815634,-0.1323064974893129,0.01
7.79,-0.14951059499180122,-0.01787595986548181,-0.0292528718056424,-0.13264917163996603,0.01
7.8,-0.1497966077361326,-0.01920413363948952,-0.027947874113674054,-0.13297930059752383,0.01
7.8100000000000005,-0.1500695524740747,-0.020535545877432348,-0.026639331003869948,-0.13329684507015926,0.01
7.82,-0.15032939435621004,-0.02187007054089277,-0.025327363495796007,-0.1336017669251015,0.01
7.83,-0.1505760997439906,-0.02320758121593432,-0.02401209301516527,-0.13389402919357662,0.01
7.84,-0.15080963621651333,-0.024547951124764246,-0.02269364134279339,-0.13417359607446078,0.01
7.8500000000000005,-0.15102997257084647,-0.025891053137423597,-0.021372130673267264,-0.1344404329390545,0.01
7.86,-0.1512370788299787,-0.0272367597835454,-0.020047683609428546,-0.13469450633471447,0.01
7.87,-0.15143092624303503,-0.02858494326411783,-0.018720423056598712,-0.13493578398890604,0.01
7.88,-0.15161148729111065,-0.029935475463323466,-0.017390472291544334,-0.13516423481332263,0.01
7.890000000000001,-0.1517787356888659,-0.03128822796038434,-0.016057954984097123,-0.13537982890776057,0.01
7.9,-0.15193264639079263,-0.032643072041478746,-0.01472299503632346,-0.13558253756304084,0.01
7.91,-0.15207319558959237,-0.0339998787116451,-0.013385716646216572,-0.13577233326474314,0.01
7.92,-0.15220036072371695,-0.035358518706773555,-0.012046244451199506,-0.135949189697381,0.01
7.930000000000001,-0.15231412047861634,-0.03671886250559278,-0.010704703316902098,-0.13611308174702197,0.01
7.94,-0.15241445479005503,-0.03808078034171406,-0.009361218323052256,-0.1362639855045238,0.01
7.95,-0.15250134484507738,-0.0394441422156832,-0.008015914952830272,-0.13640187826880035,0.01
7.96,-0.15257477308911163,-0.04080881790709001,-0.006668918889266351,-0.1365267385501412,0.01
7.97,-0.1526347232228627,-0.04217467698668596,-0.005320355933511323,-0.13663854607218662,0.01
7.98,-0.15268118020778185,-0.04354158882853381,-0.003970352331391425,-0.13673728177530853,0.01
7.99,-0.15271413026949057,-0.044909422622192205,-0.002619034463460679,-0.13682292781937022,0.01
8.0,-0.15273356089705106,-0.04627804738492115,-0.0012665288505990802,-0.13689546758594728,0.01
8.01,-0.15273946084650256,-0.04764733197391109,8.70376701476161e-05,-0.13695488568067615,0.01
8.02,-0.1527318201436481,-0.04901714509853462,0.0014415381284766937,-0.13700116793587114,0.01
8.03,-0.152710630083933,-0.050387355332628454,0.0027968454166531487,-0.1370343014125055,0.01
8.040000000000001,-0.15267588323531506,-0.05175783112678492,0.00415283228325336,-0.13705427440178175,0.01
8.05,-0.15262757343826794,-0.053128440820664265,0.005509371147652153,-0.137061076428175,0.01
8.06,-0.152565695812362,-0.054499052655348365,0.006866334398194951,-0.13705469825075145,0.01
8.07,-0.15249024675030404,-0.055869534785679235,0.00822359439974818,-0.13703513186462724,0.01
8.08,-0.15240122392436706,-0.057239755292640845,0.009581023275607947,-0.1370023705026533,0.01
8.09,-0.15229862628479188,-0.05860958219573224,0.010938493003571637,-0.1369564086374635,0.01
8.1,-0.15218245406429562,-0.05997888346539006,0.012295875579635407,-0.1368972419824468,0.01
8.11,-0.15205270877319918,-0.06134752703538112,0.013653042954612005,-0.13682486749248213,0.01
8.120000000000001,-0.15190939320520336,-0.06271538081523988,0.015009866834368779,-0.13673928336611763,0.01
8.13,-0.15175251143651178,-0.06408231270270366,0.016366219044214425,-0.13664048904590986,0.01
8.14,-0.15158206882431907,-0.06544819059615802,0.01772197125180064,-0.13652848521962735,0.01
8.15,-0.15139807201147576,-0.06681288240709615,0.019076995120845375,-0.13640327382078432,0.01
8.16,-0.15120052892190217,-0.06817625607257365,0.02043116236118525,-0.13626485802971633,0.01
8.17,-0.15098944876425208,-0.06953817956769041,0.02178434460894607,-0.13611324227353494,0.01
8.18,-0.15076484202972326,-0.07089852091804429,0.02313641353374063,-0.13594843222691155,0.01
