delta_t,computation_time
0.001,1003.2907495498657
0.012,7.06613302230835
0.023000000000000003,1.9814088344573975
0.034,0.9373502731323242
0.045000000000000005,0.553762674331665
0.05600000000000001,0.367389440536499
0.067,0.2639346122741699
0.07800000000000001,0.1943225860595703
0.08900000000000001,0.15067529678344727
0.1,0.13858294486999512
