t,x,z,v_x,v_z,u_x,u_z,w_x,w_z,H_x,H_z,H'_x,H'_z
5.18,0.389488629993579,-1.134046189368485,1.1147786511589965,0.3408634351602504,1.134046189368485,0.389488629993579,-0.019267538209488455,-0.04862519483332861,0.10905586554394879,0.0021860222375686507,-0.048717522203368446,0.12127766431254157
5.19,0.40062160397638885,-1.130582923718793,1.1117984528092002,0.3517847145511114,1.130582923718793,0.40062160397638885,-0.018784470909592788,-0.048836889425277474,0.1085629479841709,0.0033965889290698643,-0.049864075020471965,0.1208300420740932
5.2,0.4117242410888504,-1.1270105728190558,1.1087113202099128,0.3626803118708575,1.1270105728190558,0.4117242410888504,-0.018299252609143002,-0.04904392921799294,0.10805858404353935,0.004602623079050572,-0.05100674280992745,0.12037117291103627
5.21,0.42279547306858023,-1.1233293987223782,1.105517471079945,0.3735491810083265,1.1233293987223782,0.42279547306858023,-0.017811927642433334,-0.049246292060253716,0.10754281312797238,0.005804012387290539,-0.052145414680027535,0.11990109117249068
5.22,0.43383423388151865,-1.1195396739340338,1.1022171333595494,0.3843902776574019,1.1195396739340338,0.43383423388151865,-0.017322540574484346,-0.049443956224116736,0.10701567574993882,0.007000644902500334,-0.05327998005282364,0.1194198322946845
5.23,0.44483945982405204,-1.115641681392916,1.0988105451975545,0.39520255941680793,1.115641681392916,0.44483945982405204,-0.016831136195361474,-0.04963690040724411,0.10647721352691587,0.008192409033184283,-0.05441032864563233,0.11892743279820744
5.24,0.45581008962504427,-1.111635714451991,1.0952979549346566,0.40598498588978266,1.111635714451991,0.45581008962504427,-0.016337759517334405,-0.04982510373526161,0.10592746917702617,0.00937919355846454,-0.055536350499197695,0.11842393028538034
5.25,0.4667450645476559,-1.1075220768577552,1.0916796210882411,0.41673651878364626,1.1075220768577552,0.4667450645476559,-0.01584245576951404,-0.05000854576400965,0.10536648651693194,0.01056088763889184,-0.05665793598524793,0.11790936343740438
5.26,0.4776433284910416,-1.1033010827286958,1.087955812333805,0.42745612200922234,1.1033010827286958,0.4776433284910416,-0.015345270394890864,-0.050187206481819235,0.10479431045732122,0.011737380827212577,-0.05777497582734625,0.11738377201140193
5.2700000000000005,0.488503828091824,-1.0989730565327602,1.0841268074876182,0.4381427617801355,1.0989730565327602,0.488503828091824,-0.01484624904514198,-0.05036106631168852,0.10421098700038497,0.01290856307911993,-0.058887361106548575,0.11684719683740263
5.28,0.4993255128254203,-1.094538333063832,1.0801928954863185,0.4487954067119443,1.094538333063832,0.4993255128254203,-0.014345437577513609,-0.050530106113476025,0.10361656323519024,0.014074324763960686,-0.059994983311262295,0.1162996798149527
5.29,0.5101073351071307,-1.0899972574172165,1.0761543753668377,0.45941302792112826,1.0899972574172165,0.5101073351071307,-0.013842882050378869,-0.05069430718600243,0.10301108733415976,0.015234556675418936,-0.06109773423584297,0.11574126391034267
5.3,0.5208482503930426,-1.085350184964137,1.0720115562463373,0.4699945991239027,1.085350184964137,0.5208482503930426,-0.013338628717799672,-0.05085365126913993,0.1023946085504734,0.01638915004216749,-0.06219550608539848,0.11517199315291327
5.3100000000000005,0.5315472172807326,-1.0805974813252441,1.067764757298222,0.4805390967348524,1.0805974813252441,0.5315472172807326,-0.012832724027022069,-0.05100812054588022,0.10176717721245174,0.017537996538477253,-0.06328819151124954,0.11459191263160973
5.32,0.5422031976096925,-1.07573952234314,1.0634143077297216,0.4910454999653855,1.07573952234314,0.5422031976096925,-0.012325214613418511,-0.051157697644307,0.1011288447202484,0.01868098829479974,-0.06437568351929102,0.11400106849158165
5.33,0.5528151565615622,-1.0707766940539187,1.0589605467580316,0.501512790921985,1.0707766940539187,0.5528151565615622,-0.011816147295887092,-0.05130236563957724,0.10047966354206594,0.019818017908308838,-0.0654578755415205,0.11339950793044018
5.34,0.5633820627601042,-1.065709392657724,1.054403823584668,0.5119399547042589,1.065709392657724,0.5633820627601042,-0.01130556907305591,-0.05144210805584526,0.09981968720941801,0.020948978453408495,-0.06653466146959897,0.11278727919450904
5.3500000000000005,0.5739028883709104,-1.0605380244883296,1.049744497369277,0.5223259795027723,1.0605380244883296,0.5739028883709104,-0.01079352711905246,-0.05157690886813815,0.09914897031267392,0.02207376349219907,-0.06760593562367401,0.11216443157487488
5.36,0.5843766092008511,-1.0552630059817416,1.0449829372029134,0.532669856696656,1.0552630059817416,0.5843766092008511,-0.010280068778828255,-0.0517067525041951,0.09846756849694452,0.02319226708490605,-0.06867159274731272,0.11153101540361154
5.37,0.5948022047972527,-1.0498847636438249,1.0401195220802126,0.5429705809509839,1.0498847636438249,0.5948022047972527,-0.009765241563612248,-0.051831623846268715,0.0977755384577277,0.02430438380027125,-0.06973152806421457,0.11088708204964814
5.38,0.6051786585467899,-1.0444037340169583,1.03515464086982,0.5532271503139039,1.0444037340169583,0.6051786585467899,-0.009249093147138288,-0.05195150823288597,0.09707293793566027,0.025410008725898967,-0.07078563728402276,0.11023268391450625
5.39,0.6155049577740708,-1.038820363645719,1.0300886922847765,0.5634385663135169,1.038820363645719,0.6155049577740708,-0.008731671360942439,-0.05206639146055392,0.09635982571204728,0.02650903747856133,-0.07183381657342025,0.10956787442810767
5.4,0.6257800938399323,-1.0331351090415994,1.024922084851823,0.5736038340544952,1.0331351090415994,0.6257800938399323,-0.00821302418977643,-0.05217625978543705,0.09563626160419182,0.02760136621446117,-0.07287596258676476,0.10889270804450124
5.41,0.6360030622394195,-1.0273484366467607,1.0196552368794545,0.5837219623144306,1.0273484366467607,0.6360030622394195,-0.0076931997673062025,-0.05228109992498886,0.09490230646031196,0.028686891639451408,-0.073911972505881,0.10820724023728334
5.42,0.646172862699438,-1.021460822796821,1.0142885764247478,0.5937919636398988,1.021460822796821,0.646172862699438,-0.007172246372073143,-0.05238089905953913,0.09415802215407422,0.02976551101920679,-0.0749417440254696,0.10751152749497472
5.43,0.6562884992760688,-1.0154727536826882,1.0088225412600444,0.6038128544422361,1.0154727536826882,0.6562884992760688,-0.006650212422643742,-0.05247564483383271,0.0934034715798026,0.03083712218935086,-0.07596517533075531,0.10680562731649657
5.44,0.6663489804515541,-1.0093847253114339,1.003257578838529,0.6137836550930186,1.0093847253114339,0.6663489804515541,-0.00612714647290491,-0.05256532535853553,0.09263871864745908,0.03190162356553677,-0.07698216514486322,0.1060895982063963
5.45,0.6763533192309285,-1.0031972434662146,0.9975941462582568,0.6237033900192314,1.0031972434662146,0.6763533192309285,-0.005603097207957819,-0.05264992921169709,0.0918638282769053,0.03295891415347884,-0.07799261273641189,0.10536349967003367
5.46,0.6863005332382816,-0.9969108236652436,0.9918327102259359,0.6335710877981225,0.9969108236652436,0.6863005332382816,-0.005078113439307752,-0.052729445440159006,0.09107886639273087,0.034008893558937395,-0.07899641791389733,0.10462739220854678
5.47,0.6961896448126624,-0.9905259911198151,0.9859737470193912,0.6433857812517279,0.9905259911198151,0.6961896448126624,-0.0045522441004238745,-0.05280386356093458,0.09028389991862737,0.03505146199764973,-0.07999348108305071,0.10388133731370397
5.48,0.7060196811035977,-0.9840432806913851,0.9800177424485225,0.6531465075410613,0.9840432806913851,0.7060196811035977,-0.00402553824286267,-0.0528731735625364,0.08947899677106981,0.03608652030521151,-0.08098370321889625,0.10312539746291316
5.49,0.7157896741662105,-0.9774632368477123,0.9739651918167109,0.6628523082599608,0.9774632368477123,0.7157896741662105,-0.0034980450310013733,-0.052937365906249756,0.08866422585424942,0.03711396994690805,-0.0819669858131915,0.10235963611399379
5.5,0.7254986610559646,-0.9707864136180617,0.967816599881144,0.6725022295285816,0.9707864136180617,0.7254986610559646,-0.002969813736917737,-0.05299643152738298,0.08783965705480601,0.03813371302749135,-0.08294323099961254,0.10158411769965059
5.51,0.7351456839229993,-0.9640133745474756,0.9615724808100194,0.6820953220865231,0.9640133745474756,0.7351456839229993,-0.0024408937374561512,-0.053050361836476156,0.0870053612342572,0.039145652300901015,-0.08391234149463589,0.10079890762237498
5.5200000000000005,0.7447297901060124,-0.9571446926501151,0.9552333581425014,0.691630641385591,0.9571446926501151,0.7447297901060124,-0.0019113345076137156,-0.05309914872042132,0.08616141022491323,0.040149691179938884,-0.08487422063212424,0.10000407224850849
5.53,0.7542500322257815,-0.9501809503616758,0.9487997647435263,0.7011072476821651,0.9501809503616758,0.7542500322257815,-0.001381185618149483,-0.05314278454361632,0.0853078768216147,0.04114573374587124,-0.08582877236972575,0.09919967890288861
5.54,0.7637054682781741,-0.9431227394908817,0.9422722427620333,0.7105242061291968,0.9431227394908817,0.7637054682781741,-0.0008504967288484044,-0.05318126214897734,0.08444483477751874,0.04213368475799662,-0.0867759012761713,0.09838579586307494
5.55,0.7730951617267932,-0.935970661170061,0.9356513435843902,0.7198805868677847,0.935970661170061,0.7730951617267932,-0.0003193175856708308,-0.05321457485900849,0.0835723587960913,0.04311344966313269,-0.08771551256687093,0.09756249235340819
5.5600000000000005,0.7824181815950982,-0.9287253258048087,0.9289376277902746,0.7291754651183656,0.9287253258048087,0.7824181815950982,0.0002123019854658459,-0.05324271647673262,0.08269052452618125,0.044084934605064824,-0.08864751210098198,0.09672983853931338
5.57,0.7916736025581285,-0.9213873530227389,0.9221316651045669,0.7384079212714673,0.9213873530227389,0.7916736025581285,0.0007443120818280136,-0.053265681286661204,0.08179940855407163,0.04504804643391901,-0.08957180639235762,0.09588790552118098
5.58,0.8008605050336973,-0.9139573716213315,0.9152340343513896,0.7475770409780562,0.9139573716213315,0.8008605050336973,0.001276662730058109,-0.053283464055641105,0.08089908839833414,0.046002692715488396,-0.09048830262097729,0.09503676532826821
5.59,0.8099779752731642,-0.9064360195148785,0.9082453234041753,0.7566819152394317,0.9064360195148785,0.8099779752731642,0.0018093038892967872,-0.05329606003373244,0.07998964250165211,0.046948781740484336,-0.09139690864433847,0.09417649091258973
5.6000000000000005,0.8190251054516614,-0.8988239436805324,0.9011661291378823,0.7657216404966944,0.8988239436805324,0.8190251054516614,0.002342185457349877,-0.05330346495496696,0.0790711502254473,0.047886222533740225,-0.09229753300469712,0.09330715614254537
5.61,0.8280009937578793,-0.891121800103463,0.893997057377334,0.7746953187197455,0.891121800103463,0.8280009937578793,0.002875257273871057,-0.05330567503813377,0.07814369184155813,0.0488149248633353,-0.09319008493586933,0.09242883579656214
5.62,0.8369047444832904,-0.8833302537211262,0.8867387228477163,0.783602057495844,0.8833302537211262,0.8369047444832904,0.003408469126590097,-0.053302686987446446,0.07720734852672996,0.049734799249671426,-0.09407447437009209,0.09154160555671842
