t,x,z,v_x,v_z,u_x,u_z,w_x,w_z,H_x,H_z,H'_x,H'_z
2.59,-0.9023510129594373,0.6291091570730757,-0.6411846196712485,-0.8500153934792066,-0.6291091570730757,-0.9023510129594373,-0.012075462598172826,0.05233561948023069,-0.06579639527540775,-0.17260271283332548,0.09647086170840513,-0.05094500687578396
2.6,-0.9087225753199442,0.6205764465470879,-0.6331174191102087,-0.856513504798536,-0.6205764465470879,-0.9087225753199442,-0.012540972563120811,0.05220907052140811,-0.0648284805198667,-0.17310764680461488,0.09710753291111063,-0.050038544030035936
2.61,-0.9150131378900951,0.6119791371550745,-0.6249847866141042,-0.8629350616768942,-0.6119791371550745,-0.9150131378900951,-0.013005649459029711,0.05207807621320093,-0.06385424461718553,-0.1736034837139262,0.09773506023551715,-0.04912563740072251
2.62,-0.9212220499606928,0.6033179977307511,-0.6167874452727341,-0.8692794074333386,-0.6033179977307511,-0.9212220499606928,-0.013469447541982982,0.051942642527354144,-0.06287377931515635,-0.17409015955262933,0.09835338227652723,-0.04820637314916709
2.63,-0.9273486680865247,0.5945938036406435,-0.6085261247817889,-0.8755458921975013,-0.5945938036406435,-0.9273486680865247,-0.013932321141145398,0.05180277588902338,-0.06188717697165498,-0.17456761117690953,0.09896243841171826,-0.0472808380734655
2.64,-0.933392356152098,0.5858073367156489,-0.6002015613785339,-0.8817338729759846,-0.5858073367156489,-0.933392356152098,-0.01439422466288498,0.051658483176113434,-0.060894530546921975,-0.17503577631409867,0.09956216880542001,-0.046349119600691324
2.65,-0.9393524854367324,0.5769593851819369,-0.5918144977765893,-0.8878427137181468,-0.5769593851819369,-0.9393524854367324,-0.014855112594652442,0.05150977171858562,-0.05989593359554658,-0.17549459356892336,0.10015251441966555,-0.04541130577922203
2.66,-0.9452284346789941,0.568050743591196,-0.5833656831002179,-0.8938717853812731,-0.568050743591196,-0.9452284346789941,-0.015314939509021852,0.05135664929772099,-0.05889148025852866,-0.1759440024296831,0.10073341701610605,-0.044467485270971
2.67,-0.951019590140471,0.5590822127502303,-0.5748558728179045,-0.8998204659951206,-0.5590822127502303,-0.951019590140471,-0.015773660067674222,0.05119912414535044,-0.05788126525522446,-0.17638394327434276,0.10130481916626088,-0.04351774734329794
2.68,-0.9567253456688803,0.5500545996499152,-0.5662858286752781,-0.905688140725836,-0.5500545996499152,-0.9567253456688803,-0.016231229025362892,0.05103720494304431,-0.056865383875203436,-0.17681435737654908,0.10186666425757851,-0.04256218186133687
2.69,-0.962345102760502,0.5409687173935164,-0.5576563186274285,-0.9114742019392378,-0.5409687173935164,-0.962345102760502,-0.016687601233912108,0.05087090082126422,-0.055843931970072896,-0.1772351869115695,0.10241889649836011,-0.04160087927974487
2.7,-0.967878270621932,0.5318253851243792,-0.5489681167705917,-0.9171780492634544,-0.5318253851243792,-0.967878270621932,-0.017142731646212495,0.050700221358477626,-0.05481700594523624,-0.17764637496214397,0.10296146092417846,-0.040633930634719206
2.71,-0.9733242662311496,0.5226254279529952,-0.5402220032732128,-0.9227990896509162,-0.5226254279529952,-0.9733242662311496,-0.017596575320217633,0.05052517658023348,-0.05378470275158933,-0.17804786552426388,0.10349430340585286,-0.03966142753591484
2.72,-0.9786825143978927,0.5133696768834518,-0.531418764306356,-0.928336737439692,-0.5133696768834518,-0.9786825143978927,-0.01804908742290423,0.05034577695820064,-0.05274711987711918,-0.17843960351286225,0.10401737065419292,-0.03868346215826968
2.73,-0.9839524478233325,0.5040589687392723,-0.522559191973569,-0.9337904144141658,-0.5040589687392723,-0.9839524478233325,-0.018500223234296787,0.050162033409166695,-0.05170435533850546,-0.1788215347674293,0.10453061022541643,-0.037700127233730285
2.74,-0.9891335071590461,0.49469414608865114,-0.5136440842400884,-0.9391595498650454,-0.49469414608865114,-0.9891335071590461,-0.018949938151437307,0.04997395729400078,-0.05065650767261085,-0.17919360605753687,0.10503397052991792,-0.03671151604284972
2.75,-0.9942251410652767,0.4852760571690946,-0.504674244861445,-0.9444435806487004,-0.4852760571690946,-0.9942251410652767,-0.019398187692350355,0.04978156041657633,-0.049603675927907105,-0.1795557650882863,0.10552740083499357,-0.03571772240666071
2.7600000000000002,-0.9992268062684764,0.47580555581146944,-0.4956504833115436,-0.94964195124582,-0.47580555581146944,-0.9992268062684764,-0.01984492750007416,0.049584855022656416,-0.04854595965591098,-0.17990796050567007,0.10601085127311105,-0.03471884067813136
2.77,-1.0041379676181288,0.4662835013634695,-0.48657361471003785,-0.9547541138193869,-0.4662835013634695,-1.0041379676181288,-0.020290113346568328,0.049383853798741884,-0.04748345890244488,-0.18025014190184896,0.10648427284754236,-0.03371496573367594
2.7800000000000002,-1.0089580981428399,0.45671075861250593,-0.477444459749249,-0.9597795282719609,-0.45671075861250593,-1.0089580981428399,-0.020733701136743055,0.049178569870878985,-0.04641627419896013,-0.18058225982034357,0.10694761743537207,-0.03270619296474386
2.79,-1.013686679105698,0.4470881977080276,-0.4682638446204396,-0.9647176623022662,-0.4470881977080276,-1.013686679105698,-0.02117564691241197,0.0489690168034318,-0.04534450655373744,-0.18090426576114385,0.10740083779468579,-0.031692618269207884
2.8000000000000003,-1.0183232000588915,0.43741669408327954,-0.4590326009395575,-0.9695679914610773,-0.43741669408327954,-1.0183232000588915,-0.021615906856277955,0.04875520859781424,-0.044268257443066415,-0.18121611218572775,0.10784388757333252,-0.03067433804265285
2.81,-1.0228671588975824,0.4276971283765059,-0.44975156567231855,-0.9743299992063966,-0.4276971283765059,-1.0228671588975824,-0.022054437295812634,0.04853715969118577,-0.04318762880227079,-0.18151775252199692,0.10827672131027155,-0.02965144916985274
2.82,-1.0273180619130262,0.4179303863516049,-0.4404215810589203,-0.9790031769579194,-0.4179303863516049,-1.0273180619130262,-0.02249119470731542,0.04831488495510683,-0.042102723016861035,-0.1818091411691248,0.10869929443834003,-0.02862404901595994
2.83,-1.0316754238449395,0.40811735881824224,-0.4310434945380706,-0.9835870241507801,-0.40811735881824224,-1.0316754238449395,-0.022926135719828378,0.048088399694159345,-0.041013642913503984,-0.1820902335023161,0.10911156329696436,-0.027592235417754907
2.84,-1.0359387679331016,0.3982589415514312,-0.42161815867046337,-0.988081048288575,-0.3982589415514312,-1.0359387679331016,-0.02335921711903216,0.047857719644526564,-0.039920491750921744,-0.18236098587747987,0.10951348513393544,-0.02655610667485675
2.85,-1.04010762596819,0.3883560352105859,-0.4121464310618058,-0.992484764995654,-0.3883560352105859,-1.04010762596819,-0.023790395851219892,0.047622860972536096,-0.038823373210825275,-0.18262135563581322,0.10990501810910502,-0.025515761540781057
2.86,-1.0441815383418438,0.3784095452580553,-0.4026291742852583,-0.9967976980686784,-0.3784095452580553,-1.0441815383418438,-0.024219629027202982,0.047383840273165445,-0.03772239138873964,-0.18287130110829553,0.11028612129994464,-0.024471299214065212
2.87,-1.0481600540959475,0.3684203818771453,-0.3930672558034026,-1.0010193795274391,-0.3684203818771453,-1.0481600540959475,-0.024646873926257307,0.047140674568508345,-0.03661765078482638,-0.18311078162009453,0.11065675470546688,-0.02342281932923207
2.88,-1.0520427309711335,0.35838945988963655,-0.3834615478896685,-1.0051493496649277,-0.35838945988963655,-1.0520427309711335,-0.025072088000031967,0.046893381306205795,-0.035509256294630295,-0.18333975749488016,0.11101687925412485,-0.022370421947954355
2.89,-1.0558291354544953,0.34831769867280515,-0.3738129275492203,-1.0091871570966588,-0.34831769867280515,-1.0558291354544953,-0.025495228876415144,0.046641978357836456,-0.03439731319974388,-0.18355819005905363,0.11136645680863677,-0.021314207549853137
2.9,-1.0595188428265072,0.3382060220759539,-0.3641222764393781,-1.0131323588092354,-0.3382060220759539,-1.0595188428265072,-0.025916254363424207,0.046386484017271856,-0.033281927158457555,-0.18376604164587723,0.11170545016638811,-0.02025427702336735
2.91,-1.063111437207146,0.3280553583364618,-0.3543904807895986,-1.0169845202081538,-0.3280553583364618,-1.063111437207146,-0.026335122453136794,0.046126916998992185,-0.03216320419641611,-0.18396327559952103,0.11203382306594234,-0.019190731656678395
2.92,-1.06660651160121,0.31786663999535925,-0.3446184313208769,-1.0207432151648435,-0.31786663999535925,-1.06660651160121,-0.026751791325517638,0.04586329643636655,-0.031041250697138704,-0.18414985627901082,0.11235154019370874,-0.01812367312851393
2.93,-1.0700036679428295,0.30764080381243664,-0.3348070231647225,-1.0244080260629358,-0.30764080381243664,-1.0700036679428295,-0.02716621935228586,0.045595641879893734,-0.029916173392541934,-0.18432574906209132,0.11265856718484613,-0.017053203498948122
2.94,-1.073302517139165,0.2973787906808943,-0.32495715578168405,-1.027978543843758,-0.2973787906808943,-1.073302517139165,-0.02757836510078976,0.04532397329540694,-0.028788079353441777,-0.18449092034898978,0.11295487063002896,-0.01597942519998341
2.95,-1.076502679113288,0.2870815455415412,-0.3150697328793385,-1.0314543680510455,-0.2870815455415412,-1.076502679113288,-0.027988187337797288,0.045048311062242385,-0.02765707597994135,-0.18464533756609097,0.11324041808042362,-0.014902441026414692
2.96,-1.079603782846239,0.2767500172965507,-0.30514566232988444,-1.0348351068748718,-0.2767500172965507,-1.079603782846239,-0.02839564503333375,0.044768675971367244,-0.0265232709918333,-0.18478896916951812,0.1135151780478445,-0.013822354126386216
2.97,-1.082605466418261,0.26638515872278057,-0.29518585608730663,-1.0381203771947862,-0.26638515872278057,-1.082605466418261,-0.028800697364526062,0.044485089223474716,-0.02538677241898446,-0.1849217846486187,0.11377912001007506,-0.012739267991934256
2.98,-1.0855073770491999,0.2559879263846661,-0.2851912301040504,-1.0413098046221607,-0.2559879263846661,-1.0855073770491999,-0.029203303719384288,0.044197572427039145,-0.0242476885916318,-0.18504375452935679,0.11403221442085743,-0.011653286449693212
2.99,-1.0883091711380712,0.2455592805466932,-0.2751627042471915,-1.0444030235417345,-0.2455592805466932,-1.0883091711380712,-0.029603423700498316,0.04390614759633671,-0.02310612813056731,-0.18515485037761253,0.11427443270524607,-0.010564513651283747
3.0,-1.0910105143017854,0.2351001850854605,-0.26510120221442635,-1.0473996771523597,-0.2351001850854605,-1.0910105143017854,-0.030001017128965857,0.04361083714942571,-0.021962199937526874,-0.18525504480238247,0.11450574726307994,-0.009473054063908748
3.0100000000000002,-1.0936110814130329,0.22461160740133773,-0.2550076514493958,-1.050299417506937,-0.22461160740133773,-1.0936110814130329,-0.03039604404805807,0.043311663906095976,-0.02081601318530571,-0.18534431145889071,0.11472613148274369,-0.008379012460775215
3.02,-1.0961105566373173,0.214094518329729,-0.2448829830566437,-1.0531019055515405,-0.214094518329729,-1.0961105566373173,-0.030788464726914683,0.04300865108577678,-0.019667677307871997,-0.18542262505159798,0.11493555973631298,-0.007282493911489496
3.0300000000000002,-1.0985086334691379,0.20354989205194882,-0.23472813171630413,-1.055806811163728,-0.20354989205194882,-1.0985086334691379,-0.031178239664355317,0.042701822305409864,-0.018517301990579448,-0.18548996133712048,0.11513400738062618,-0.006183603772434765
3.04,-1.1008050147673176,0.192978706005719,-0.22454403559830227,-1.05841381319003,-0.192978706005719,-1.1008050147673176,-0.03156532959258326,0.042391201577287596,-0.017364997160259472,-0.1855462971270467,0.11532145076960687,-0.005082447677192903
3.0500000000000003,-1.1029994127894704,0.18238194079529504,-0.21433163627607824,-1.0609225994826157,-0.18238194079529504,-1.1029994127894704,-0.03194969548078319,0.042076813306854755,-0.016210872975187307,-0.18559161029066434,0.1154978672519058,-0.003979131526840263
3.06,-1.1050915492256026,0.17176058010122977,-0.2040918786401406,-1.063332866935131,-0.17176058010122977,-1.1050915492256026,-0.03233129853891084,0.04175868229047164,-0.015055039815221355,-0.18562587975758352,0.11566323517198296,-0.002873761480129744
3.0700000000000003,-1.1070811552308506,0.16111561058978285,-0.19382571081107627,-1.0656443215177045,-0.16111561058978285,-1.1070811552308506,-0.03271010022129342,0.041436833713146104,-0.013897608271747646,-0.18564908552026693,0.11581753387614102,-0.0017664439439109003
3.08,-1.1089679714573446,0.15044802182198436,-0.1835340840523078,-1.0678566783111192,-0.15044802182198436,-1.1089679714573446,-0.033086062230323454,0.041111293146225414,-0.012738689137698532,-0.1856612086364617,0.11596074371963716,-0.0006572855632587249
3.09,-1.1107517480852,0.13975880616236092,-0.1732179526823032,-1.069969661540143,-0.13975880616236092,-1.1107517480852,-0.03345914651994228,0.040782086545056995,-0.011578393397354952,-0.18566223123153208,0.11609284606241888,0.0004536067883211814
3.1,-1.1124322448526263,0.12904895868733265,-0.16287827398677576,-1.0719830046060184,-0.12904895868733265,-1.1124322448526263,-0.03382931529944311,0.0404492402466079,-0.010416832216450152,-0.18565213650069531,0.1162138232724188,0.0015661260186892179
3.11,-1.1140092310851601,0.11831947709328955,-0.1525160081301907,-1.0738964501181032,-0.11831947709328955,-1.1140092310851601,-0.03419653103690115,0.04011278096705695,-0.009254116931906574,-0.18563090871115828,0.11632365873582229,0.002680164826978526
3.12,-1.115482485724008,0.10757136160435556,-0.14213211806714252,-1.0757097499246633,-0.10757136160435556,-1.115482485724008,-0.03456075646278696,0.039772735799344705,-0.008090359041733703,-0.18559853320415573,0.11642233685032627,0.0037956157133756108
3.13,-1.116851797353504,0.09680561487984915,-0.13172756945339897,-1.0774226651428112,-0.09680561487984915,-1.116851797353504,-0.034921954573549824,0.039429132210692774,-0.006925670194900046,-0.18555499639689077,0.11650984303009215,0.004912370989192283
3.14,-1.1181169642276747,0.08602324192144868,-0.12130333055658243,-1.0790349661875875,-0.08602324192144868,-1.1181169642276747,-0.03528008863513375,0.03908199804008716,-0.005760162181131859,-0.1855002857843719,0.11658616371377284,0.006030322786697795
3.15,-1.1192777942959102,0.07522524998007131,-0.11086037216648062,-1.0805464328001824,-0.07522524998007131,-1.1192777942959102,-0.03563512218640931,0.03873136149572787,-0.004593946920624588,-0.18543438994115682,0.11665128636172062,0.007149363069052228
3.16,-1.1203341052277358,0.06441264846247394,-0.10039966750522808,-1.0819568540752937,-0.06441264846247394,-1.1203341052277358,-0.03598701904275414,0.03837725115244206,-0.0034271364538974434,-0.18535729852299082,0.11670519945501198,0.008269383640369554
3.17,-1.1212857244366854,0.053586448837584955,-0.08992219213708617,-1.0832660284876188,-0.053586448837584955,-1.1212857244366854,-0.03633574329950122,0.03801969594906662,-0.0022598429315243457,-0.18526900226834941,0.11674789250544605,0.009390276155635036
3.18,-1.1221324891032702,0.04274766454257542,-0.07942892387789138,-1.0844737639174762,-0.04274766454257542,-1.1221324891032702,-0.03668125933531596,0.03765872518579405,-0.00109217860378852,-0.18516949299987812,0.11677935605410796,0.010511932130794932
3.19,-1.1228742461970405,0.03189731088867832,-0.06892084270435314,-1.0855798776755554,-0.03189731088867832,-1.1228742461970405,-0.037023531815674825,0.037294368521485044,7.574418955781577e-05,-0.1850587636257335,0.1167995816676687,0.011634242952769824
3.2,-1.12351085249774,0.021036404966764774,-0.058398930663071336,-1.0865841965267917,-0.021036404966764774,-1.12351085249774,-0.03736252569630656,0.03692665597094824,0.0012438130295648563,-0.1849368081408227,0.11680856194964812,0.012757099889585177
3.21,-1.1240421746155487,0.010165965552685854,-0.047864171779117955,-1.0874865567133607,-0.010165965552685854,-1.1240421746155487,-0.0376982062264321,0.036555617902187976,0.00241191542855078,-0.18480362162794178,0.11680629053665967,0.013880394100320714
3.22,-1.1244680890104088,-0.0007129869876111514,-0.03731755196466425,-1.0882868039767948,0.0007129869876111514,-1.1244680890104088,-0.0380305389522754,0.03618128503361406,0.0035799388402980516,-0.18465920025881627,0.11679276209789556,0.0150040166452996
3.23,-1.1247884820104395,-0.01159943079318321,-0.026760058927110385,-1.0889847935792136,0.01159943079318321,-1.1247884820104395,-0.03835948972029359,0.03580368843122583,0.004747770670508694,-0.1845035412950358,0.11676797234374661,0.016127858496190584
3.24,-1.1250032498294265,-0.022492342603399877,-0.01619268207709628,-1.0895803903236698,0.022492342603399877,-1.1250032498294265,-0.03868502468049616,0.03542285950575663,0.005915298287172986,-0.18433664308889244,0.11673191802310734,0.017251810546135005
3.25,-1.1251122985833955,-0.03339069785345068,-0.005616412436263804,-1.0900734685736053,0.03339069785345068,-1.1251122985833955,-0.039007110289714486,0.035038830009790134,0.007082409030970843,-0.18415850508411308,0.11668459692031125,0.018375763619973284
3.2600000000000002,-1.1251155443062588,-0.04429347077004258,0.004967757455087991,-1.0904639122714166,0.04429347077004258,-1.1251155443062588,-0.03932571331495459,0.03465163203484223,0.008248990225579213,-0.18396912781649297,0.11662600786264415,0.019499608484210285
3.27,-1.1250129129645408,-0.055199634467278616,0.015558833630790872,-1.090751614956127,0.055199634467278616,-1.1250129129645408,-0.039640800836487744,0.03426129800841382,0.009414929188223727,-0.18376851291442886,0.11655615072231568,0.020623235857328837
3.2800000000000002,-1.1248043404711696,-0.06610816104270885,0.026155820791569563,-1.0909364797801628,0.06610816104270885,-1.1248043404711696,-0.039952340251139286,0.03386786069100678,0.010580113240025528,-0.18355666309934643,0.11647502641070606,0.02174653641998958
3.29,-1.1244897726983456,-0.07701802167354452,0.03675772239808149,-1.0910184195252326,0.07701802167354452,-1.1244897726983456,-0.04026029927546303,0.033471353173113005,0.01174442971643785,-0.1833335821860291,0.11638263688235806,0.022869400825195285
3.3000000000000003,-1.124069165489475,-0.0879281867130265,0.04736354076411565,-1.090997356617305,0.0879281867130265,-1.124069165489475,-0.040564645948910856,0.03307180887216998,0.012907765977672691,-0.18309927508284252,0.11627898513929746,0.023991719708439163
3.31,-1.1235424846701723,-0.0988376257869391,0.05797227715005267,-1.0908732231406857,0.0988376257869391,-1.1235424846701723,-0.04086534863688643,0.03266926152948657,0.014070009419223803,-0.18285374779186034,0.11616407522662042,0.02511338369793137
3.3200000000000003,-1.1229097060583257,-0.10974530789025998,0.0685829318562951,-1.0906459608511911,0.10974530789025998,-1.1229097060583257,-0.04116237603396487,0.0322637452071346,0.0152310474822051,-0.18259700740888388,0.1160379122352273,0.02623428342494627
3.33,-1.1221708154732304,-0.12065020148393743,0.07919450431709216,-1.0903155211884148,0.12065020148393743,-1.1221708154732304,-0.04145569716684527,0.031855294284815594,0.01639076766392835,-0.1823290621233614,0.11590050230310167,0.027354309533919263
3.34,-1.121325808743778,-0.1315512745917857,0.08980599319428306,-1.0898818652870874,0.1315512745917857,-1.121325808743778,-0.04174528139750264,0.03144394345669066,0.017549057528267083,-0.1820499212182055,0.1157518526155219,0.02847335269266793
3.35,-1.1203746917157142,-0.1424474948974893,0.10041639647140244,-1.0893449639875286,0.1424474948974893,-1.1203746917157142,-0.04203109842608688,0.031029727728185685,0.01870580471623879,-0.18175959506950803,0.11559197140281119,0.02959130360277129
3.36,-1.1193174802579482,-0.15333782984170752,0.11102471154763767,-1.0887047978451858,0.15333782984170752,-1.1193174802579482,-0.04231311829406985,0.030612682412762382,0.019860896956323308,-0.18145809514615005,0.11542086794231143,0.03070805300968793
3.37,-1.1181542002679277,-0.1642212467192694,0.12162993533221989,-1.0879613571392635,0.1642212467192694,-1.1181542002679277,-0.042591311387049524,0.030192843128664215,0.02101422207508502,-0.18114543400931424,0.11523855255895654,0.03182349171300203
3.38,-1.1168848876760644,-0.17509671277645086,0.13223106433861964,-1.0871146418804372,0.17509671277645086,-1.1168848876760644,-0.04286564843783122,0.02977024579562726,0.022165668007502443,-0.18082162531189,0.11504503662465271,0.03293751057677774
3.39,-1.1155095884492219,-0.185963195308324,0.1428270947791399,-1.0861646618176528,0.185963195308324,-1.1155095884492219,-0.043136100529184096,0.029344926631569068,0.023315122807578078,-0.18048668379777869,0.11484033255800785,0.03405000053970575
3.4,-1.1140283585932524,-0.1968196617561701,0.15341702265930285,-1.0851114364440118,0.1968196617561701,-1.1140283585932524,-0.04340263909686726,0.028916922149240687,0.0244624746586626,-0.1801406253010959,0.11462445382521391,0.03516085262540791
3.41,-1.1124412641545933,-0.20766507980494678,0.1639998438726422,-1.0839549950017346,0.20766507980494678,-1.1124412641545933,-0.04366523593230459,0.02848626915285868,0.025607611884082362,-0.17978346674527054,0.11439741493671796,0.036269957952688614
3.42,-1.110748381220912,-0.2184984174808001,0.17457455429519006,-1.082695376486212,0.2184984174808001,-1.110748381220912,-0.043923863185610035,0.02805300473470007,0.026750422957396963,-0.1794152261420421,0.11415923144824736,0.03737720774576303
3.43,-1.108949795920809,-0.22931864324861273,0.1851401498804417,-1.0813326296491306,0.22931864324861273,-1.108949795920809,-0.044178493368171035,0.02761716627167843,0.02789079651304731,-0.17903592259035525,0.11390991996503885,0.03848249334445697
3.44,-1.1070456044225672,-0.2401247261095788,0.19569562675406035,-1.0798668130006839,0.2401247261095788,-1.1070456044225672,-0.04442909935551845,0.027178791421883286,0.029028621356697742,-0.17864557627515296,0.11364949813012015,0.039585706214561256
3.45,-1.105035912931957,-0.25091563569879605,0.2062399813087237,-1.0782979948108573,0.25091563569879605,-1.105035912931957,-0.044675654390072345,0.026737918121099602,0.03016378647564971,-0.178244208466064,0.11337798463766013,0.04068673795804223
3.46,-1.102920837689092,-0.2616903423828664,0.21677221029920726,-1.0766262531097957,0.2616903423828664,-1.102920837689092,-0.04491813208365916,0.026294584579296343,0.03129618104945094,-0.17783184151599213,0.11309539921757183,0.041785480323168755
3.47,-1.1007005049643317,-0.27244781735749557,0.2272913109369988,-1.0748516756872455,0.27244781735749557,-1.1007005049643317,-0.04515650642049676,0.025848829277086205,0.032425694460001146,-0.1774084988596006,0.11280176264958297,0.04288182521482753
3.48,-1.0983750510532424,-0.2831870327450824,0.2377962809857474,-1.0729743600910746,0.2831870327450824,-1.0983750510532424,-0.04539075175933499,0.025400690962167793,0.03355221630244261,-0.17697420501169558,0.11249709675345354,0.043975664704811734
3.49,-1.0959446222705955,-0.29390696169228886,0.24828611885572338,-1.0709944136248701,0.29390696169228886,-1.0959446222705955,-0.04562084283656548,0.02495020864572539,0.034675636395070215,-0.17652898556550436,0.11218142437747369,0.04506689104191075
3.5,-1.0934093749434333,-0.3046065784675814,0.2587598236990874,-1.06891195334461,0.3046065784675814,-1.0934093749434333,-0.04584675476849398,0.024497421598823177,0.035795844789992086,-0.17607286719085735,0.1118547694185299,0.04615539666209578
3.5100000000000002,-1.0907694754031698,-0.3152848585587343,0.2692163955047812,-1.066727106054414,0.3152848585587343,-1.0907694754031698,-0.04606846305395307,0.02404236934875592,0.036912731783440816,-0.17560587763226246,0.11151715680743424,0.04724107419878543
3.52,-1.0880250999767505,-0.32594077877028604,0.27965483519349615,-1.064440008301365,0.32594077877028604,-1.0880250999767505,-0.04628594357678989,0.023585091675385472,0.03802618792614077,-0.17512804570688165,0.11116861251511878,0.04832381649310591
3.5300000000000002,-1.0851764349768593,-0.3365733173209392,0.29007414471269216,-1.062050806369412,0.3365733173209392,-1.0851764349768593,-0.04649917260824704,0.02312562860744727,0.039136104033743194,-0.17463940130240033,0.11080916354073578,0.049403516603875985
3.54,-1.0822236766911761,-0.3471814539408948,0.30047332713129504,-1.0595596562723444,0.3471814539408948,-1.0822236766911761,-0.04670812680959974,0.022664020418831754,0.04024237119695549,-0.17413997537480416,0.11043883791446363,0.05048006781780323
3.5500000000000003,-1.0791670313706894,-0.3577641699691116,0.310851386734743,-1.0569667237458424,0.3577641699691116,-1.0791670313706894,-0.046912783234368594,0.022200307624846927,0.04134488079203247,-0.17362979994604427,0.11005766470885758,0.05155336365980645
3.56,-1.0760067152170545,-0.3683204484504815,0.3212073291198505,-1.0542721842386051,0.3683204484504815,-1.0760067152170545,-0.047113119330631004,0.02173453097844935,0.042443524491132645,-0.17310890810160803,0.10966567401389593,0.0526232979029011
3.5700000000000003,-1.0727429543690068,-0.37884927423291165,0.33154016128927366,-1.051476222902552,0.37884927423291165,-1.0727429543690068,-0.04730911294363799,0.021266731466454747,0.043538194272310385,-0.17257733398798625,0.10926289694919245,0.053689764578457755
3.58,-1.0693759848878324,-0.3893496340643035,0.3418488917465501,-1.0485790345821024,0.3893496340643035,-1.0693759848878324,-0.04750074231775342,0.020796950305729922,0.04462878243011649,-0.17203511281003886,0.10884936566085113,0.05475265798629003
3.59,-1.065906052741881,-0.39982051668942065,0.3521325305903852,-1.0455808238025313,0.39982051668942065,-1.065906052741881,-0.04768798609903546,0.02032522893934985,0.045715181585527356,-0.17148228082826047,0.1084251133099503,0.05581187270458621
3.6,-1.0623334137901475,-0.4102609129466351,0.36239008960934593,-1.0424818047574012,0.4102609129466351,-1.0623334137901475,-0.04787082333728915,0.019851609032746298,0.0467972846963155,-0.1709188753559471,0.10799017409032619,0.056867303600123265
3.61,-1.0586583337648963,-0.4206698158645436,0.3726205823763738,-1.039282201295073,0.4206698158645436,-1.0586583337648963,-0.04804923348816981,0.01937613246982317,0.04787498506733388,-0.170344934756258,0.10754458320710691,0.05791884583827489
3.62,-1.054881088253347,-0.4310462207584444,0.38282302434288173,-1.0359822469042945,0.4310462207584444,-1.054881088253347,-0.048223196415562664,0.01889884134905251,0.04894817636045764,-0.1697604984391816,0.10708837687730144,0.05896639489299993
3.63,-1.0510019626784213,-0.4413891253266649,0.39299643293312786,-1.0325821846988683,0.4413891253266649,-1.0510019626784213,-0.04839269239353705,0.018419777979552965,0.05001675260487991,-0.169165606858398,0.10662159234310664,0.0600098465568113
3.64,-1.0470212522785398,-0.4516975297467321,0.40313982763839173,-1.0290822674013982,0.4516975297467321,-1.0470212522785398,-0.04855770210834037,0.017938984877141628,0.05108060820731977,-0.16856030150804535,0.10614426784609732,0.06104909695079819
3.65,-1.0429392620864837,-0.4619704367713752,0.41325223011062096,-1.0254827573261194,0.4619704367713752,-1.0429392620864837,-0.04871820666075427,0.01745650476036431,0.05213963796180186,-0.167944624919382,0.1056564426321378,0.06208404253457722
3.66,-1.0387563069073207,-0.4722068518243525,0.4233326642565087,-1.0217839263608073,0.4722068518243525,-1.0387563069073207,-0.04887418756784384,0.0169723805465134,0.05319373705996253,-0.16731862065735378,0.10515815695784081,0.0631145801160855
3.67,-1.034472711295386,-0.4824057830960922,0.43338015633103255,-1.0179860559477723,0.4824057830960922,-1.034472711295386,-0.04902562676505967,0.016486655347613732,0.05424280110095868,-0.16668233331706026,0.10464945208459087,0.06414060686167211
3.68,-1.0300888095303338,-0.49256624163913926,0.4433937350311601,-1.0140894370639357,0.49256624163913926,-1.0300888095303338,-0.04917250660797917,0.015999372466398043,0.05528672610165436,-0.16603580852012031,0.10413037026829253,0.06516202030585028
3.69,-1.0256049455922482,-0.5026872414633977,0.4533724315889223,-1.0100943701999934,0.5026872414633977,-1.0256049455922482,-0.049314809874475396,0.015510575392254866,0.05632540850632453,-0.16537909291094324,0.1036009547628911,0.06617871836115441
3.7,-1.02102147313583,-0.5127677996311608,0.4633152798649154,-1.0060011653386638,0.5127677996311608,-1.02102147313583,-0.04945251976624543,0.015020307797166232,0.057358745196912184,-0.16471223415289726,0.10306124981193543,0.067190599327974
3.71,-1.0163387554636416,-0.5228069363519183,0.4732213164409037,-1.0018101419320278,0.5228069363519183,-1.0163387554636416,-0.04958561991101462,0.014528613531613832,0.05838663350256325,-0.16403528092438374,0.10251130064188141,0.06819756190436976
3.72,-1.0115571654984359,-0.5328036750769333,0.4830895807128845,-0.9975216288779539,0.5328036750769333,-1.0115571654984359,-0.04971409436404878,0.014035536620481959,0.05940897120974981,-0.16334828291480988,0.10195115347569939,0.06919950519572104
3.73,-1.006677085754547,-0.5427570425935782,0.49291911498364027,-0.9931359644956187,0.5427570425935782,-1.006677085754547,-0.04983792760993788,0.013541121258928368,0.060425656572077234,-0.16265129082046934,0.10138085551286968,0.07019632872454373
3.74,-1.001698908308362,-0.5526660691194216,0.5027089645550458,-0.9886534965001174,0.5526660691194216,-1.001698908308362,-0.049957104564375854,0.0130454118082447,0.06143658832000721,-0.161944356340319,0.10080045492852774,0.0711879324401874
