t,E_rel,E_abs
5.785,3.414093778015901e-07,4.1776485973287525e-07
5.79,3.416005181319726e-07,4.1806971250567253e-07
5.795,3.417916321868762e-07,4.1837463848062295e-07
5.8,3.4198274602283506e-07,4.1867966957738917e-07
5.805,3.4217384202817704e-07,4.1898478426615686e-07
5.8100000000000005,3.423649169680388e-07,4.1928997860922614e-07
5.815,3.4255597788509023e-07,4.1959526125477394e-07
5.82,3.4274703146605955e-07,4.1990064042044157e-07
5.825,3.4293806727675934e-07,4.2020610335064816e-07
5.83,3.4312909401050556e-07,4.2051166072193135e-07
5.835,3.433201053724607e-07,4.2081730484633403e-07
5.84,3.43511104912087e-07,4.211230400988137e-07
5.845,3.4370209695701585e-07,4.2142887181110664e-07
5.8500000000000005,3.438930707871097e-07,4.2173478686433386e-07
5.855,3.4408403280608167e-07,4.2204079313382263e-07
5.86,3.442749885853718e-07,4.223468974789082e-07
5.865,3.444659284877239e-07,4.226530881024726e-07
5.87,3.4465686187969804e-07,4.229593765203066e-07
5.875,3.448477801644081e-07,4.2326575220739025e-07
5.88,3.4503869133504805e-07,4.2357222499730066e-07
5.885,3.452295959171979e-07,4.2387879556111034e-07
5.89,3.454204805576875e-07,4.241854475265352e-07
5.8950000000000005,3.4561136239913934e-07,4.2449220196580645e-07
5.9,3.4580223566358276e-07,4.2479905180849405e-07
5.905,3.459930971393663e-07,4.251059931321238e-07
5.91,3.46183949509955e-07,4.254130292555017e-07
5.915,3.46374798846624e-07,4.257201676632271e-07
5.92,3.465656264810014e-07,4.260273854326289e-07
5.925,3.467564614995863e-07,4.263347183393405e-07
5.93,3.469472881755963e-07,4.2664214707605103e-07
5.9350000000000005,3.4713810851490465e-07,4.2694967413155277e-07
5.94,3.473289246334224e-07,4.2725730213135923e-07
5.945,3.475197212904878e-07,4.275650123480759e-07
5.95,3.4771052731560335e-07,4.278728402714191e-07
5.955,3.479013195661574e-07,4.2818075745016234e-07
5.96,3.4809211832708203e-07,4.28488788871031e-07
5.965,3.482828989645058e-07,4.287969042346284e-07
5.97,3.484736892921933e-07,4.291051378037182e-07
5.9750000000000005,3.486644727944311e-07,4.2941346926819256e-07
5.98,3.488552463176009e-07,4.2972189476322523e-07
5.985,3.4904601714152144e-07,4.300304232751797e-07
5.99,3.4923678669194366e-07,4.303390565826956e-07
5.995,3.494275517176083e-07,4.3064779070117455e-07
6.0,3.4961832247933015e-07,4.3095663829860354e-07
6.005,3.49809083908061e-07,4.3126558082314204e-07
6.01,3.49999850756705e-07,4.3157463648249975e-07
6.015000000000001,3.501906261253123e-07,4.3188380912527244e-07
6.0200000000000005,3.503814016166915e-07,4.321930884205959e-07
6.025,3.5057217483212484e-07,4.325024714305453e-07
6.03,3.507629535908726e-07,4.3281196782298193e-07
6.035,3.509537352501981e-07,4.331215743606323e-07
6.04,3.5114451490508707e-07,4.3343128501126235e-07
6.045,3.5133529968935577e-07,4.337411086007211e-07
6.05,3.515260882931991e-07,4.340510435347235e-07
6.055,3.517168717134539e-07,4.343610787164746e-07
6.0600000000000005,3.5190766340083947e-07,4.3467123077595526e-07
6.065,3.5209845267291493e-07,4.3498148654019276e-07
6.07,3.5228925481454175e-07,4.352918649122951e-07
6.075,3.524800516657802e-07,4.356023434762272e-07
6.08,3.5267086401875347e-07,4.359129479462969e-07
6.085,3.528616788051975e-07,4.3622366219439784e-07
6.09,3.530524901727752e-07,4.365344790032195e-07
6.095,3.5324331220786247e-07,4.3684541580778715e-07
6.1000000000000005,3.53434140281869e-07,4.3715646690657494e-07
6.105,3.536249694656978e-07,4.3746762622206883e-07
6.11,3.538158051692348e-07,4.3777890046476536e-07
6.115,3.540066441169506e-07,4.3809028560108465e-07
6.12,3.541974927228721e-07,4.3840178958744036e-07
6.125,3.5438834293444787e-07,4.3871340247657287e-07
6.13,3.545792029055958e-07,4.390251343802428e-07
6.135,3.5477006420487346e-07,4.3933697487802524e-07
6.140000000000001,3.5496093490882934e-07,4.396489339885516e-07
6.1450000000000005,3.551518152840842e-07,4.399610120621222e-07
6.15,3.553427007087886e-07,4.402732033921066e-07
6.155,3.5553358678330033e-07,4.4058550254300444e-07
6.16,3.5572449361208327e-07,4.4089793444655255e-07
6.165,3.559153986659056e-07,4.4121047120049157e-07
6.17,3.5610631015747543e-07,4.415231229988472e-07
