t,E_rel,E_abs
0.71,1.3133853958699384e-07,1.3395877047684718e-07
0.715,1.3126071059749273e-07,1.3390608767348406e-07
0.72,1.3118624280908637e-07,1.3385685172199727e-07
0.725,1.3111511046372166e-07,1.338110375598915e-07
0.73,1.310472886115586e-07,1.3376862094646708e-07
0.735,1.3098275170605977e-07,1.337295770288418e-07
0.74,1.3092147470757253e-07,1.336938814678689e-07
0.745,1.3086343242774796e-07,1.33661509768645e-07
0.75,1.3080860018746668e-07,1.336324379520818e-07
0.755,1.307569528683799e-07,1.3360664158590543e-07
0.76,1.3070846584894208e-07,1.3358409674044234e-07
0.765,1.3066311457894993e-07,1.3356477955384455e-07
0.77,1.3062087399668417e-07,1.3354866563587068e-07
0.775,1.305817206874676e-07,1.335357322743825e-07
0.78,1.3054562947321842e-07,1.335259549483935e-07
0.785,1.3051257698678854e-07,1.3351931098257427e-07
0.79,1.3048253838624417e-07,1.335157761866975e-07
0.795,1.3045549015655738e-07,1.3351532772117506e-07
0.8,1.3043140846584283e-07,1.3351794241545703e-07
0.805,1.3041026948723173e-07,1.3352359709694177e-07
0.81,1.3039204983528443e-07,1.3353226903759403e-07
0.8150000000000001,1.3037672589514533e-07,1.3354393526696204e-07
0.8200000000000001,1.3036427411911158e-07,1.3355857287547612e-07
0.8250000000000001,1.3035467101021877e-07,1.335761589974081e-07
0.8300000000000001,1.303478945440322e-07,1.3359667226786864e-07
0.835,1.303439200889849e-07,1.3362008864187736e-07
0.84,1.3034272639695535e-07,1.3364638753375684e-07
0.845,1.3034428923602108e-07,1.3367554529046184e-07
0.85,1.3034858653310166e-07,1.3370754046333017e-07
0.855,1.303555960062407e-07,1.3374235138087846e-07
0.86,1.303652944731825e-07,1.3377995543879922e-07
0.865,1.3037766022730057e-07,1.3382033153742843e-07
0.87,1.3039267083022304e-07,1.3386345781694375e-07
0.875,1.304103039387647e-07,1.3390931250547375e-07
0.88,1.3043053831954133e-07,1.3395787496102466e-07
0.885,1.3045335116357902e-07,1.340091229138539e-07
0.89,1.30478721103676e-07,1.3406303556482266e-07
0.895,1.305066265224009e-07,1.3411959184787766e-07
0.9,1.3053704539287797e-07,1.3417877026591979e-07
0.905,1.3056995727097424e-07,1.3424055093835387e-07
0.91,1.3060534010975838e-07,1.3430491232680798e-07
0.915,1.306431728325508e-07,1.343718338797092e-07
0.92,1.3068343479496162e-07,1.3444129547970156e-07
0.925,1.3072610439054792e-07,1.34513276009187e-07
0.93,1.307711616405427e-07,1.3458775601442084e-07
0.935,1.3081858486595905e-07,1.3466471428134595e-07
0.94,1.308683541797157e-07,1.3474413142913765e-07
0.945,1.3092044911494676e-07,1.3482598746952143e-07
0.95,1.3097484885724096e-07,1.3491026204519993e-07
0.955,1.3103153358348214e-07,1.349969358086729e-07
0.96,1.3109048286968988e-07,1.3508598878246143e-07
0.965,1.3115167690228236e-07,1.351774016067465e-07
0.97,1.312150953662455e-07,1.352711543936773e-07
0.975,1.3128071947317392e-07,1.3536722881785063e-07
0.98,1.3134852892636328e-07,1.3546560498778219e-07
0.985,1.3141850389863125e-07,1.3556626348437564e-07
0.99,1.3149062580992688e-07,1.3566918616361276e-07
0.995,1.315648745640908e-07,1.357743533061198e-07
1.0,1.3164123162533345e-07,1.358817467909699e-07
1.005,1.3171967724497951e-07,1.359913472340557e-07
1.01,1.318001931900005e-07,1.3610313680425747e-07
1.015,1.3188276003787182e-07,1.3621709643091974e-07
1.02,1.319673596175237e-07,1.3633320832414132e-07
1.025,1.3205397328610063e-07,1.3645145419539392e-07
1.03,1.3214258249349358e-07,1.3657181584034814e-07
1.035,1.3223316881262363e-07,1.366942751701674e-07
1.04,1.3232571371420906e-07,1.368188139786512e-07
1.045,1.3242019951228597e-07,1.3694541491984864e-07
1.05,1.3251660851012557e-07,1.3707406062541798e-07
1.055,1.3261492219508692e-07,1.372047328714993e-07
1.06,1.3271512337148306e-07,1.373374147848747e-07
1.065,1.3281719450851923e-07,1.374720891343473e-07
1.07,1.3292111701606846e-07,1.3760873758051506e-07
1.075,1.3302687499188078e-07,1.3774734455469805e-07
1.08,1.331344498761404e-07,1.3788789172549224e-07
1.085,1.3324382526017152e-07,1.3803036297722126e-07
1.09,1.3335498380308523e-07,1.3817474121741305e-07
1.095,1.3346790874923383e-07,1.383210099483258e-07
1.1,1.3358258359984052e-07,1.3846915292712456e-07
1.105,1.3369899077608674e-07,1.3861915277997113e-07
1.11,1.3381711490929964e-07,1.3877099441275058e-07
1.115,1.3393693866134255e-07,1.3892466067816437e-07
1.12,1.340584456703311e-07,1.3908013542955353e-07
1.125,1.3418162024132276e-07,1.3923740320093313e-07
1.13,1.3430644572250292e-07,1.393964475222996e-07
1.135,1.344329068141113e-07,1.3955725331544907e-07
1.14,1.3456098709663483e-07,1.3971980432882419e-07
1.145,1.3469067101942426e-07,1.3988408520151126e-07
1.15,1.348219430223974e-07,1.4005008055177578e-07
1.155,1.3495478728781235e-07,1.402177747190827e-07
1.16,1.3508918886775378e-07,1.4038715293545603e-07
1.165,1.3522513236547732e-07,1.405581999557154e-07
1.17,1.3536260169926678e-07,1.4073089981141603e-07
1.175,1.3550158353943562e-07,1.4090523938410392e-07
1.18,1.3564206112519115e-07,1.4108120197721615e-07
1.185,1.3578402047657063e-07,1.4125877377464713e-07
1.19,1.3592744707770794e-07,1.4143794039256633e-07
1.195,1.3607232630390107e-07,1.4161868732325183e-07
1.2,1.3621864309554406e-07,1.418009995954902e-07
1.205,1.3636638308985445e-07,1.419848629524052e-07
1.21,1.3651553235815086e-07,1.4217026357857412e-07
1.215,1.3666607691879239e-07,1.4235718759311754e-07
1.22,1.3681800246312816e-07,1.4254562076407354e-07
1.225,1.3697129473794767e-07,1.4273554890653915e-07
1.23,1.3712594051491988e-07,1.4292695889313973e-07
1.235,1.3728192565327958e-07,1.4311983663542092e-07
1.24,1.3743923636701824e-07,1.433141684041595e-07
1.245,1.3759785990913177e-07,1.4350994154336403e-07
1.25,1.3775778198975345e-07,1.4370714177801264e-07
1.255,1.3791898928590964e-07,1.43905755831013e-07
1.26,1.3808146970396054e-07,1.4410577169812413e-07
1.265,1.3824520896122907e-07,1.4430717508101417e-07
1.27,1.3841019455702204e-07,1.4450995353083529e-07
1.275,1.3857641382361055e-07,1.4471409441481435e-07
1.28,1.3874385352061825e-07,1.4491958449237036e-07
1.285,1.389125007801283e-07,1.451264109018358e-07
1.29,1.3908234425257448e-07,1.4533456235824054e-07
1.295,1.3925336986586736e-07,1.455440247225067e-07
1.3,1.3942556741826475e-07,1.4575478789056935e-07
1.305,1.3959892185432596e-07,1.459668366756208e-07
1.31,1.3977342349706574e-07,1.461801615038878e-07
1.315,1.3994905872216497e-07,1.4639474866523172e-07
1.32,1.4012581705153403e-07,1.4661058773060692e-07
1.325,1.4030368459416214e-07,1.468276646913648e-07
1.33,1.404826511568437e-07,1.470459693984012e-07
1.335,1.4066270485547176e-07,1.4726548992455974e-07
1.34,1.4084383345821189e-07,1.4748621396926285e-07
1.345,1.4102602627313488e-07,1.4770813083517984e-07
1.35,1.41209271553422e-07,1.4793122871159077e-07
1.355,1.4139355843719948e-07,1.4815549670580706e-07
1.36,1.4157887404687448e-07,1.4838092180410382e-07
1.365,1.4176521001957707e-07,1.4860749571511108e-07
1.37,1.4195255396874551e-07,1.4883520592237126e-07
1.375,1.421408943742888e-07,1.4906404080822656e-07
1.38,1.4233022134136033e-07,1.4929399045065645e-07
1.385,1.4252052426197594e-07,1.495250441717462e-07
1.39,1.4271179137599525e-07,1.4975719007619216e-07
1.395,1.4290401452174087e-07,1.4999042003621216e-07
1.4,1.4309718045501307e-07,1.5022472058212061e-07
1.405,1.4329128091526504e-07,1.50460083466493e-07
1.41,1.434863046145205e-07,1.5069649725600622e-07
1.415,1.4368224168107913e-07,1.5093395199606982e-07
1.42,1.4387908177166538e-07,1.5117243722882634e-07
1.425,1.440768155709687e-07,1.5141194356850298e-07
1.43,1.4427543240289937e-07,1.5165246019164773e-07
1.435,1.4447492372073143e-07,1.5189397850498786e-07
1.44,1.4467527825989014e-07,1.5213648705056998e-07
1.445,1.44876487690411e-07,1.5237997744797038e-07
1.45,1.450785406319781e-07,1.52624438101261e-07
1.455,1.4528142950422763e-07,1.528698614037557e-07
1.46,1.4548514454059117e-07,1.531162374420357e-07
1.465,1.456896758171072e-07,1.533635561292095e-07
1.47,1.4589501467812713e-07,1.5361180870584733e-07
1.475,1.4610115164246203e-07,1.5386098553630434e-07
1.48,1.4630807794745577e-07,1.5411107773422768e-07
1.485,1.4651578456714809e-07,1.543620761289223e-07
1.49,1.46724262602437e-07,1.5461397167619703e-07
1.495,1.46933503090234e-07,1.5486675525734808e-07
1.5,1.471434971382815e-07,1.551204178212085e-07
1.505,1.4735423691587226e-07,1.5537495142886647e-07
1.51,1.4756571295874775e-07,1.5563034641243208e-07
1.515,1.4777791726105143e-07,1.5588659463485022e-07
1.52,1.4799084164917767e-07,1.5614368777575976e-07
1.525,1.48204476910628e-07,1.564016164119781e-07
1.53,1.4841881553763912e-07,1.5666037291233604e-07
1.535,1.4863384877615123e-07,1.569199483239964e-07
1.54,1.4884956915212003e-07,1.57180335038787e-07
1.545,1.490659683586072e-07,1.5744152456297262e-07
1.55,1.492830381284456e-07,1.5770350843822746e-07
1.555,1.4950077079070065e-07,1.5796627882964662e-07
1.56,1.4971915872857447e-07,1.5822982795348505e-07
1.565,1.4993819369388824e-07,1.5849414735257857e-07
1.57,1.5015786932919521e-07,1.5875923056223518e-07
1.575,1.5037817570796496e-07,1.5902506733854071e-07
1.58,1.505991077945699e-07,1.5929165260274756e-07
1.585,1.50820655838401e-07,1.5955897628418675e-07
1.59,1.510428150550829e-07,1.5982703355935814e-07
1.595,1.5126557484086699e-07,1.6009581344213187e-07
1.6,1.5148893104553911e-07,1.603653117694184e-07
1.605,1.5171287417482455e-07,1.606355187167729e-07
1.61,1.519373983249645e-07,1.6090642825455255e-07
1.615,1.521624961555933e-07,1.6117803282685916e-07
1.62,1.523881606959089e-07,1.6145032526354882e-07
1.625,1.5261438519907425e-07,1.6172329862634632e-07
1.63,1.5284116252828478e-07,1.6199694555837918e-07
1.635,1.530684858734825e-07,1.622712590435567e-07
1.64,1.532963481160659e-07,1.6254623173330239e-07
1.645,1.5352474351754374e-07,1.6282185773713295e-07
1.65,1.5375366469395362e-07,1.6309812941469866e-07
1.655,1.5398310499780178e-07,1.6337503990121394e-07
1.66,1.542130590141223e-07,1.6365258363468302e-07
1.665,1.544435189476085e-07,1.6393075252243988e-07
1.67,1.546744793882047e-07,1.642095409979308e-07
1.675,1.5490593383998586e-07,1.6448894233745357e-07
1.68,1.5513787545859848e-07,1.6476894944219901e-07
1.685,1.553702982776419e-07,1.6504955614065653e-07
1.69,1.5560319698733238e-07,1.6533075695439604e-07
1.695,1.5583656400293804e-07,1.6561254398331266e-07
1.7,1.5607039473714765e-07,1.6589491250742003e-07
1.705,1.563046826174213e-07,1.6617785569271932e-07
1.71,1.5653942130386062e-07,1.6646136694749238e-07
1.715,1.5677460556627297e-07,1.667454408554022e-07
1.72,1.5701022958901852e-07,1.670300713733645e-07
1.725,1.572462877144029e-07,1.6731525262191e-07
1.73,1.5748277352752008e-07,1.6760097791140111e-07
1.735,1.577196819902397e-07,1.6788724201277178e-07
1.74,1.5795700732110512e-07,1.6817403890178395e-07
1.745,1.5819474332370268e-07,1.6846136210790525e-07
1.75,1.5843288566606913e-07,1.6874920714169358e-07
1.755,1.5867142842404502e-07,1.6903756781434155e-07
1.76,1.5891036601979467e-07,1.6932643830154213e-07
1.765,1.5914969387869347e-07,1.6961581384395148e-07
1.77,1.5938940535456994e-07,1.6990568747064744e-07
1.775,1.5962949682032749e-07,1.7019605542448938e-07
1.78,1.5986996185802021e-07,1.704869109696153e-07
1.785,1.6011079552165924e-07,1.707782489352535e-07
1.79,1.6035199354992924e-07,1.7107006487740575e-07
1.795,1.6059354939945925e-07,1.713623519139192e-07
1.8,1.6083545949786314e-07,1.7165510632845367e-07
1.805,1.6107771819459332e-07,1.7194832218378463e-07
1.81,1.613203214684467e-07,1.7224199527808102e-07
1.815,1.615632632039175e-07,1.7253611917011427e-07
1.82,1.6180653897253102e-07,1.7283068921597279e-07
1.825,1.6205014444121175e-07,1.7312570087046345e-07
1.83,1.622940746144523e-07,1.734211488774275e-07
1.835,1.6253832501004402e-07,1.7371702852562448e-07
1.84,1.627828902409859e-07,1.7401333413336055e-07
1.845,1.6302776670855616e-07,1.7431006192696606e-07
1.85,1.632729495642939e-07,1.7460720679380071e-07
1.855,1.635184334586376e-07,1.749047630816855e-07
1.86,1.6376421582102742e-07,1.7520272810757896e-07
1.865,1.640102905523885e-07,1.7550109541112362e-07
1.87,1.642566542726012e-07,1.7579986143738743e-07
1.875,1.6450330155447572e-07,1.7609902043779585e-07
1.88,1.6475022835947924e-07,1.7639856814658984e-07
1.885,1.6499743253054058e-07,1.7669850231006685e-07
1.89,1.6524490655438057e-07,1.7699881493610404e-07
1.895,1.6549264831933354e-07,1.772995038137689e-07
1.9,1.6574065310420113e-07,1.7760056393468662e-07
1.905,1.6598891791944874e-07,1.7790199214302453e-07
1.91,1.6623743605029489e-07,1.782037812876227e-07
1.915,1.6648620651564486e-07,1.7850593035986463e-07
1.92,1.6673522357919476e-07,1.7880843325139494e-07
1.925,1.6698448328586294e-07,1.7911128576018242e-07
1.93,1.6723398256553511e-07,1.7941448463088534e-07
1.935,1.674837169734169e-07,1.7971802513108566e-07
1.94,1.6773368273901231e-07,1.8002190324891825e-07
1.945,1.6798387595220098e-07,1.803261148200665e-07
1.95,1.682342932839648e-07,1.8063065630145066e-07
1.955,1.6848493036437023e-07,1.809355230299672e-07
1.96,1.6873578478216602e-07,1.8124071244328412e-07
1.965,1.6898685048474408e-07,1.8154621806567753e-07
1.97,1.692381263245549e-07,1.8185203868758602e-07
1.975,1.6948960796077231e-07,1.8215816966716186e-07
1.98,1.697412910504582e-07,1.8246460635725683e-07
1.985,1.699931728981334e-07,1.8277134587899076e-07
1.99,1.7024524990939985e-07,1.830783843851732e-07
1.995,1.7049751855070556e-07,1.8338571809167065e-07
2.0,1.7074997473902563e-07,1.836933426208908e-07
2.005,1.710026163434596e-07,1.8400125569296004e-07
2.01,1.712554384326708e-07,1.8430945201296094e-07
2.015,1.7150843934510132e-07,1.8461792980218038e-07
2.02,1.7176161460834542e-07,1.8492668425487093e-07
2.025,1.7201496104258417e-07,1.8523571195410714e-07
2.03,1.722684762295473e-07,1.855450103011866e-07
2.035,1.7252215627854546e-07,1.858545751098268e-07
2.04,1.727759979712201e-07,1.8616440291556445e-07
2.045,1.7302999896940406e-07,1.8647449120047755e-07
2.05,1.7328415478222803e-07,1.867848351249251e-07
2.055,1.7353846336993104e-07,1.8709543248875178e-07
2.06,1.7379292112887178e-07,1.8740627940437944e-07
2.065,1.7404752556433247e-07,1.8771737317789586e-07
2.07,1.743022736347598e-07,1.8802871052407003e-07
2.075,1.7455716169397864e-07,1.8834028750343174e-07
2.08,1.7481218731911816e-07,1.886521014942842e-07
2.085,1.7506734790569011e-07,1.88964149677545e-07
2.09,1.753226399157486e-07,1.8927642822487912e-07
2.095,1.755780608882126e-07,1.8958893446846818e-07
2.1,1.7583360746847223e-07,1.899016647740994e-07
2.105,1.760892777018938e-07,1.902146170177166e-07
2.11,1.7634506798478656e-07,1.9052778729263164e-07
2.115,1.7660097618493183e-07,1.908411732799565e-07
2.12,1.7685699893135984e-07,1.911547713208151e-07
2.125,1.7711313444529177e-07,1.9146857947544924e-07
2.13,1.7736937858015814e-07,1.9178259324310862e-07
2.135,1.7762573022136272e-07,1.920968113992646e-07
2.14,1.7788218562428775e-07,1.9241122987431778e-07
2.145,1.781387433198856e-07,1.9272584705815278e-07
2.15,1.783953990068686e-07,1.930406582753766e-07
2.155,1.7865215146087126e-07,1.933556621778753e-07
2.16,1.7890899804440266e-07,1.936708558874932e-07
2.165,1.7916593596687705e-07,1.9398623635882405e-07
2.17,1.794229625688996e-07,1.9430180068691455e-07
2.1750000000000003,1.7968007605004905e-07,1.9461754689568895e-07
2.18,1.799372730370828e-07,1.9493347130437941e-07
2.185,1.8019455192249397e-07,1.9524957214338504e-07
2.19,1.8045190980973173e-07,1.9556584624546993e-07
2.195,1.8070934438873355e-07,1.958822910774366e-07
2.2,1.8096685355973955e-07,1.96198904332887e-07
2.205,1.812244350528847e-07,1.9651568351993654e-07
2.21,1.8148208579120027e-07,1.9683262527016072e-07
2.215,1.8173980420349775e-07,1.9714972784675968e-07
2.22,1.8199758822731953e-07,1.9746698897932188e-07
2.225,1.8225543533348378e-07,1.9778440588995484e-07
2.23,1.8251334261850474e-07,1.9810197539311852e-07
2.235,1.8277130847292557e-07,1.9841969570641288e-07
2.24,1.8302933078371432e-07,1.9873756450003372e-07
2.245,1.8328740695588852e-07,1.9905557891974012e-07
2.25,1.8354553543574543e-07,1.9937373724094696e-07
2.255,1.8380371373472767e-07,1.996920367228441e-07
2.26,1.8406193982921552e-07,2.000104751285169e-07
2.265,1.8432021105508358e-07,2.0032904952397126e-07
2.27,1.8457852651545018e-07,2.0064775889484333e-07
2.275,1.8483688297790422e-07,2.0096659968741677e-07
2.28,1.8509527942926638e-07,2.0128557075939177e-07
2.285,1.8535371276355708e-07,2.016046686920742e-07
2.29,1.8561218210088878e-07,2.0192389248666888e-07
2.295,1.8587068474665224e-07,2.0224323916981268e-07
2.3000000000000003,1.8612921907027026e-07,2.0256270692463636e-07
2.305,1.863877825683866e-07,2.028822929836462e-07
2.31,1.8664637424611688e-07,2.0320199622030092e-07
2.315,1.8690499112405413e-07,2.035218133470169e-07
2.32,1.8716363175105726e-07,2.0384174273895194e-07
2.325,1.8742229468841896e-07,2.0416178278435225e-07
2.33,1.87680978178713e-07,2.0448193152376892e-07
2.335,1.8793967915134337e-07,2.0480218556605755e-07
2.34,1.8819839661097705e-07,2.0512254378018372e-07
2.345,1.8845712897001246e-07,2.0544300438938378e-07
2.35,1.88715873942416e-07,2.0576356485480704e-07
2.355,1.8897462968880437e-07,2.0608422312356236e-07
2.36,1.8923339449806004e-07,2.064049772818989e-07
2.365,1.8949216745261125e-07,2.0672582628112325e-07
2.37,1.8975094603541988e-07,2.0704676732727227e-07
2.375,1.9000972834810668e-07,2.073677983002456e-07
2.38,1.9026851350928581e-07,2.076889181892411e-07
2.385,1.9052729958846065e-07,2.0801012483809968e-07
2.39,1.9078608452346052e-07,2.083314159460467e-07
2.395,1.9104486711304117e-07,2.0865279015164461e-07
2.4,1.913036455439113e-07,2.08974245424637e-07
2.405,1.915624182612032e-07,2.0929578001638034e-07
2.41,1.9182118361936329e-07,2.0961739207860858e-07
2.415,1.9207993973495755e-07,2.099390795024622e-07
2.42,1.9233868588675605e-07,2.1026084144879256e-07
2.4250000000000003,1.925974196632459e-07,2.1058267523047972e-07
2.43,1.928561399207456e-07,2.1090457954567162e-07
2.435,1.9311484539889573e-07,2.112265529647094e-07
2.44,1.9337353444959355e-07,2.1154859363346674e-07
2.445,1.9363220522263178e-07,2.118706994760832e-07
2.45,1.9389085608674552e-07,2.1219286865555194e-07
2.455,1.9414948607193365e-07,2.1251510005810436e-07
2.46,1.9440809364504438e-07,2.1283739195339305e-07
2.465,1.9466667714203564e-07,2.1315974246724794e-07
2.47,1.9492523552103536e-07,2.134821504062976e-07
2.475,1.951837669647087e-07,2.1380461372762677e-07
2.48,1.9544227050573308e-07,2.1412713131887142e-07
2.485,1.957007442616916e-07,2.1444970106486353e-07
2.49,1.9595918765051241e-07,2.1477232227484445e-07
2.495,1.9621759798989232e-07,2.150949919560387e-07
2.5,1.9647597512944795e-07,2.1541770989026888e-07
2.505,1.9673431688734243e-07,2.1574047363226652e-07
2.51,1.969926229682927e-07,2.1606328280493844e-07
2.515,1.9725089040227296e-07,2.1638613409747327e-07
2.52,1.9750911922407635e-07,2.1670902749433306e-07
2.525,1.9776730818690397e-07,2.1703196157431237e-07
2.53,1.980254551348152e-07,2.173549339180593e-07
2.535,1.982835595932387e-07,2.1767794395105794e-07
2.54,1.9854161969945516e-07,2.1800098957494636e-07
2.545,1.98799634108635e-07,2.1832406925936035e-07
2.5500000000000003,1.9905760243355865e-07,2.1864718252544576e-07
2.555,1.9931552233960065e-07,2.1897032675533184e-07
2.56,1.995733934957893e-07,2.1929350153165417e-07
2.565,1.9983121491997177e-07,2.1961670572186344e-07
2.57,2.0008898483277538e-07,2.199399373170475e-07
2.575,2.0034670166438966e-07,2.2026319453800235e-07
2.58,2.0060436559029418e-07,2.2058647752414245e-07
2.585,2.008619753834473e-07,2.2090978487324986e-07
2.59,2.0111952817430196e-07,2.212331133760906e-07
2.595,2.0137702434268682e-07,2.215564633968631e-07
2.6,2.0163446240741734e-07,2.2187983325292875e-07
2.605,2.0189184033629042e-07,2.222032206547462e-07
2.61,2.0214915955974432e-07,2.2252662712357725e-07
2.615,2.0240641658819786e-07,2.228500487655941e-07
2.62,2.026636110823023e-07,2.2317348515396449e-07
2.625,2.02920742242265e-07,2.2349693535518165e-07
2.63,2.0317780897111844e-07,2.2382039810846282e-07
2.635,2.0343480983458605e-07,2.2414387178123477e-07
2.64,2.0369174401514105e-07,2.2446735542016681e-07
2.645,2.039486110063169e-07,2.2479084841485376e-07
2.65,2.0420540796956702e-07,2.2511434758434686e-07
2.655,2.0446213615488687e-07,2.254378542541561e-07
2.66,2.0471879325655287e-07,2.2576136583030066e-07
2.665,2.0497537784680458e-07,2.260848806860764e-07
2.67,2.0523189021075934e-07,2.2640839908398857e-07
2.6750000000000003,2.0548832931653263e-07,2.2673191983433298e-07
2.68,2.0574469346047265e-07,2.2705544100595994e-07
2.685,2.0600098098959664e-07,2.2737896072301885e-07
2.69,2.0625719247130888e-07,2.2770247956031923e-07
2.695,2.0651332630385699e-07,2.280259956987151e-07
2.7,2.067693810227722e-07,2.2834950747012291e-07
2.705,2.0702535654610836e-07,2.2867301473310474e-07
2.71,2.0728125157362598e-07,2.2899651600094626e-07
2.715,2.0753706570154613e-07,2.2932001077717317e-07
2.72,2.0779279729388143e-07,2.2964349720392103e-07
2.725,2.080484459632437e-07,2.299669748028898e-07
2.73,2.0830400993533903e-07,2.3029044156289e-07
2.735,2.0855948867334408e-07,2.3061389684037286e-07
2.74,2.088148823844696e-07,2.3093734081493332e-07
2.745,2.0907019014825412e-07,2.312607724196722e-07
2.75,2.093254089534669e-07,2.315841882745776e-07
2.755,2.0958054069994986e-07,2.319075904322357e-07
2.76,2.0983558277389845e-07,2.3223097595204576e-07
2.765,2.100905349957505e-07,2.3255434458657848e-07
2.77,2.1034539566435277e-07,2.328776944043788e-07
2.775,2.1060016612993828e-07,2.3320102685220658e-07
2.78,2.1085484310664751e-07,2.3352433824404645e-07
2.785,2.1110942779934015e-07,2.33847629866411e-07
2.79,2.1136391773734213e-07,2.3417089893531238e-07
2.795,2.1161831390598454e-07,2.3449414649511954e-07
2.8000000000000003,2.1187261382698347e-07,2.3481736975295627e-07
2.805,2.1212681772850773e-07,2.351405689147756e-07
2.81,2.123809246730754e-07,2.3546374289505764e-07
2.815,2.1263493495844732e-07,2.3578689197797463e-07
2.82,2.1288884528038698e-07,2.3611001245372615e-07
2.825,2.131426574504005e-07,2.3643310628536556e-07
2.83,2.1339636879608984e-07,2.3675617046330027e-07
2.835,2.1364997928482596e-07,2.3707920490578532e-07
2.84,2.1390348876692555e-07,2.374022094018172e-07
2.845,2.1415689525248866e-07,2.3772518169821928e-07
2.85,2.144102003195761e-07,2.3804812350225683e-07
2.855,2.146634011244534e-07,2.3837103161295716e-07
2.86,2.1491649843807064e-07,2.3869390684240477e-07
2.865,2.151694906643923e-07,2.3901674737463805e-07
2.87,2.154223774870417e-07,2.3933955281485675e-07
2.875,2.1567515841194703e-07,2.3966232257122644e-07
2.88,2.1592783216015222e-07,2.3998505517986483e-07
2.885,2.161803984037444e-07,2.403077502337493e-07
2.89,2.1643285633783628e-07,2.4063040679596596e-07
2.895,2.1668520703558565e-07,2.409530260180174e-07
2.9,2.169374473434893e-07,2.412756043520506e-07
2.905,2.1718957827977782e-07,2.415981428889944e-07
2.91,2.1744159903459123e-07,2.419206406873325e-07
2.915,2.1769350902167876e-07,2.4224309705440264e-07
2.92,2.1794530674895348e-07,2.4256551028957865e-07
2.9250000000000003,2.181969921431042e-07,2.4288788027105336e-07
2.93,2.184485654103417e-07,2.432102071888208e-07
2.935,2.187000247631727e-07,2.435324890136023e-07
2.94,2.1895136962762952e-07,2.438547250669345e-07
2.945,2.1920260042586592e-07,2.441769157801682e-07
2.95,2.1945371668870145e-07,2.4449906059256554e-07
2.955,2.1970471620674078e-07,2.4482115700451294e-07
2.96,2.1995560053342016e-07,2.4514320670905183e-07
2.965,2.2020636716257362e-07,2.454652068758015e-07
2.97,2.2045701760363018e-07,2.457871591500626e-07
2.975,2.2070754983742415e-07,2.4610906124423005e-07
2.98,2.2095796326506425e-07,2.464309124537827e-07
2.985,2.212082584894803e-07,2.4675271341497193e-07
2.99,2.2145843407661049e-07,2.4707446249253324e-07
2.995,2.2170849043176572e-07,2.473961601032097e-07
3.0,2.2195842629464784e-07,2.477178048057708e-07
3.005,2.2220824152624527e-07,2.4803939641027097e-07
3.01,2.2245793609794774e-07,2.4836093485053504e-07
3.015,2.2270750796524886e-07,2.4868241780996944e-07
3.02,2.2295695843097932e-07,2.4900384670941375e-07
3.025,2.2320628651122067e-07,2.493252204169863e-07
3.03,2.23455491000972e-07,2.496465375536664e-07
3.035,2.2370457200056003e-07,2.4996779819869287e-07
3.04,2.2395352903640996e-07,2.5028900179060147e-07
3.045,2.242023615774762e-07,2.506101477039314e-07
3.0500000000000003,2.2445106910636578e-07,2.5093123532868125e-07
3.055,2.2469965070530689e-07,2.5125226360736427e-07
3.06,2.249481083744658e-07,2.515732347456984e-07
3.065,2.2519643815861354e-07,2.518941442901089e-07
3.0700000000000003,2.25444642056187e-07,2.522149944452162e-07
3.075,2.2569271850238143e-07,2.525357834307264e-07
3.08,2.259406681064e-07,2.5285651189873086e-07
3.085,2.261884905637199e-07,2.531771794796267e-07
3.09,2.2643618295630308e-07,2.534977828783057e-07
3.095,2.266837485538146e-07,2.5381832572639734e-07
3.1,2.269311831104314e-07,2.5413880324206817e-07
3.105,2.2717848977243e-07,2.5445921892059753e-07
3.11,2.2742566603643895e-07,2.5477956993108395e-07
3.115,2.2767271191833373e-07,2.5509985626402187e-07
3.12,2.2791962818239827e-07,2.5542007874920277e-07
3.125,2.2816640987566987e-07,2.5574023180940063e-07
3.13,2.2841306231624267e-07,2.5606032137844694e-07
3.135,2.2865958399304478e-07,2.563803457377271e-07
3.14,2.2890597250699814e-07,2.567003021722075e-07
3.145,2.2915222874425084e-07,2.570201916503392e-07
3.15,2.2939835191363835e-07,2.5734001326019443e-07
3.155,2.2964434292240073e-07,2.576597679954018e-07
3.16,2.2989020000719e-07,2.5797945385394215e-07
3.165,2.301359227072731e-07,2.5829907029502993e-07
3.17,2.303815120318762e-07,2.58618618428207e-07
3.1750000000000003,2.306269657864438e-07,2.5893809576726504e-07
3.18,2.3087228478343073e-07,2.592575032015852e-07
3.185,2.3111746896474175e-07,2.5957684064396476e-07
3.19,2.3136251823300355e-07,2.598961079635762e-07
3.1950000000000003,2.3160743077374566e-07,2.6021530310086706e-07
3.2,2.318522083808511e-07,2.6053442805018076e-07
3.205,2.3209684871199021e-07,2.60853480159074e-07
3.21,2.3234135180868798e-07,2.611724594535202e-07
3.215,2.3258571822948968e-07,2.6149136654132994e-07
3.22,2.3282994575911518e-07,2.6181019891218414e-07
3.225,2.3307403743767602e-07,2.621289599651322e-07
3.23,2.3331798983081252e-07,2.6244764581925017e-07
3.235,2.335618056235643e-07,2.627662594760916e-07
