t,x,z,v_x,v_z,u_x,u_z,w_x,w_z,H_x,H_z,H'_x,H'_z,F_x,F_z
4.74,-0.11395821746546189,-1.1763415730115139,1.13857390965962,-0.14906783798522377,1.1763415730115139,-0.11395821746546189,-0.037767663351893965,-0.03510962051976188,0.11901681758562883,-0.053818085627857296,0.0038576264113352465,0.1295142913016405,0.0038578372648766374,0.129516232252414
4.75,-0.10256346803237672,-1.177777238428212,1.140358272207794,-0.13806172401529854,1.177777238428212,-0.10256346803237672,-0.03741896622041785,-0.03549825598292182,0.11904937177359079,-0.05252259128802445,0.0026526167936768985,0.12957874993617713,0.002652808722353447,0.12958069348437723
4.76,-0.09115140651392994,-1.1791027387732165,1.142036287298135,-0.1270349945526244,1.1791027387732165,-0.09115140651392994,-0.03706645147508136,-0.03588358803869446,0.11906986992150237,-0.051226510629133803,0.0014464751554461586,0.12963154759505935,0.0014466481438909695,0.12963349355796266
4.7700000000000005,-0.07972309755124019,-1.1803178730231476,1.1436077232703006,-0.11598867633993629,1.1803178730231476,-0.07972309755124019,-0.03671014975284703,-0.0362655787886961,0.11907830127669969,-0.049929960336123194,0.0002393151161070861,0.12967266979086212,0.00023946913450964194,0.1296746179853316
4.78,-0.06827960805255218,-1.181422450434893,1.145072358364901,-0.10492379867240072,1.181422450434893,-0.06827960805255218,-0.03635009206999196,-0.03664419061984854,0.11907465622382453,-0.04863305723331651,-0.0009687495458967632,0.12970210313475805,-0.0009686145309989488,0.12970405337733848
4.79,-0.056822007094076935,-1.1824162905706577,1.146429980751222,-0.09384139330223239,1.1824162905706577,-0.056822007094076935,-0.035986309819435736,-0.03701938620815545,0.11905892628578175,-0.04733591827342808,-0.0021776049115507234,0.1297198353385558,-0.0021774889186520724,0.12972178744551024
4.8,-0.045351365820581635,-1.1832992233220554,1.1476803885540348,-0.0827424943430341,1.1832992233220554,-0.045351365820581635,-0.035618834768020635,-0.037391128522452466,0.11903110412559352,-0.04603866052654545,-0.0033871368937621327,0.12972585521666113,-0.003387039945883225,0.1297278090039227
4.8100000000000005,-0.033868757345699066,-1.1840710889332442,1.1488233898794844,-0.07162813817383137,1.1840710889332442,-0.033868757345699066,-0.035247699053759796,-0.03775938082813231,0.1189911835479065,-0.044741401169094794,-0.004597231274765079,0.12972015268773118,-0.004597153392163667,0.12972210797097627
4.82,-0.022375256651989278,-1.1847317380230962,1.1498588028400485,-0.060499363342834206,1.1847317380230962,-0.022375256651989278,-0.03487293518304768,-0.03812410669084493,0.11893915950009824,-0.04344425747279077,-0.005807773701064001,0.129702718776453,-0.00580771490965096,0.12970467537106675
4.83,-0.010871940490755128,-1.1852810316064117,1.150786455578577,-0.04935721047092577,1.1852810316064117,-0.010871940490755128,-0.03449457602783479,-0.03848526998017064,0.11887502807388522,-0.04214734679356579,-0.007018649716151515,0.1296735456150211,-0.007018610033855458,0.12967550333615405
4.84,0.0006401127183771199,-1.1857188411141586,1.1516061862913938,-0.038202722154889984,1.1857188411141586,0.0006401127183771199,-0.03411265482276482,-0.038842834873267104,0.11879878650577522,-0.0408507865604904,-0.008229744756632407,0.12963262644461593,-0.008229724194323964,0.12963458510722983
4.8500000000000005,0.012159822988105237,-1.1860450484127496,1.1523178432504737,-0.027036942870384648,1.1860450484127496,0.012159822988105237,-0.0337272051622759,-0.039196765858489885,0.11871043317875256,-0.03955469426467341,-0.00944094414760599,0.12957995561690372,-0.009440942725342603,0.12958191503567731
4.86,0.023686108864312994,-1.1862595458223417,1.1529212848246744,-0.01586091887467246,1.1862595458223417,0.023686108864312994,-0.033338260997667346,-0.039547027738985455,0.11860996762282311,-0.038259187448152265,-0.010652133147620368,0.1295155285950782,-0.010652150876657602,0.12951748858453105
4.87,0.03521788752714293,-1.1863622361341675,1.1534163795000376,-0.0046756981091138905,1.1863622361341675,0.03521788752714293,-0.032945856634129855,-0.03989358563625682,0.11849739051580016,-0.0369643836927719,-0.01186319693987592,0.1294393419551052,-0.011863233824208811,0.12944130232963222
4.88,0.04675407489226372,-1.186353032626885,1.1538030058991466,0.006517669898562138,1.186353032626885,0.04675407489226372,-0.032550026727738324,-0.04023640499370158,0.11837270368402561,-0.03567040060905022,-0.013074020640092776,0.12935139338685775,-0.013074076680878927,0.1293533539606785
4.89,0.058293585712332466,-1.186231859081955,1.15408105279954,0.017718134132211037,1.186231859081955,0.058293585712332466,-0.032150806282414957,-0.04057545158012143,0.11823591010299832,-0.0343773558250348,-0.014284489292146318,0.12925168169503376,-0.014284564507259633,0.12925364228217165
4.9,0.06983533367862763,-1.1859986497980317,1.1542504191511789,0.0289246421854248,1.1859986497980317,0.06983533367862763,-0.03174823064685284,-0.040910691493202825,0.11808701389818267,-0.03308536697514948,-0.0154944879243466,0.1291402067998888,-0.015494582322425803,0.12914216721425958
4.91,0.08137823152285605,-1.1856533496043764,1.1543110140929695,0.04013614035988608,1.1856533496043764,0.08137823152285605,-0.03134233551140686,-0.041242091162969965,0.1179260203445114,-0.03179455168903697,-0.016703901537011845,0.12901696973802235,-0.016704015114723015,0.129018929793474
4.92,0.09292119111912933,-1.185195913873281,1.154262756968331,0.05135157376392224,1.185195913873281,0.09292119111912933,-0.03093315690495002,-0.04156961735520709,0.11775293586744243,-0.030505027580389088,-0.01791261509114861,0.12888197266310297,-0.017912747852567835,0.12888393217336439
4.93,0.10446312358607276,-1.1846263085315096,1.154105577339816,0.0625698864112208,1.1846263085315096,0.10446312358607276,-0.03052073119169374,-0.041893237174851966,0.11756776804268844,-0.029216912235774967,-0.019120513549117035,0.12873521884627714,-0.019120665495255665,0.1287371776250263
4.94,0.11600293938909229,-1.1839445100707526,1.1538394150027707,0.07379002131973253,1.1839445100707526,0.11600293938909229,-0.03010509506798198,-0.042212918069359756,0.11737052559646007,-0.027930323203463482,-0.020327481872530306,0.12857671267668724,-0.020327653003776248,0.12857867053752478
4.95,0.1275395484427631,-1.183150505557085,1.1534642199980436,0.08501092061072743,1.183150505557085,0.1275395484427631,-0.029686285559041403,-0.042528627832035676,0.11716121840523785,-0.026645377982241165,-0.02153340504309398,0.1284064596616985,-0.021533595351639796,0.12840841641821343
4.96,0.13907186021334708,-1.1822442926394396,1.152979952623734,0.09623152560800904,1.1822442926394396,0.13907186021334708,-0.029264340015705548,-0.04284033460533804,0.1169398574955982,-0.02536219401022957,-0.022738168059824204,0.12822446642718544,-0.02273837753570751,0.12822642189294772
4.97,0.1505987838214178,-1.1812258795570851,1.152386583445982,0.10745077693726805,1.1812258795570851,0.1505987838214178,-0.02883929611110303,-0.043148006884149756,0.11670645504404138,-0.02408088865369751,-0.023941655947482765,0.12803074071764087,-0.02394188458702824,0.1280326947061941
4.98,0.16211922814459248,-1.1800952851461086,1.1516840933087924,0.1186676146255736,1.1800952851461086,0.16211922814459248,-0.02841119183731622,-0.04345161351901888,0.11646102437664851,-0.02280157919587669,-0.025143753790009882,0.12782529139608623,-0.025144001581680123,0.12782724372103296
4.99,0.17363210192035428,-1.1788525388449054,1.150872473342901,0.1298809782009867,1.1788525388449054,0.17363210192035428,-0.02798006550200438,-0.04375112371936757,0.1162035799682412,-0.02152438282577573,-0.026344346719617384,0.12760812844410996,-0.026344613651615122,0.1276100789190557
5.0,0.18513631384896145,-1.1774976806986692,1.1499517249736737,0.1410898067922925,1.1774976806986692,0.18513631384896145,-0.02754595572499552,-0.04404650705666896,0.11593413744225618,-0.020249416626994546,-0.0275433199325521,0.12737926296155555,-0.027543605995506086,0.12738121140015846
5.01,0.19663077269642687,-1.1760307613628866,1.1489218599280382,0.1522930392288345,1.1760307613628866,0.19663077269642687,-0.027108901434848454,-0.04433773346759237,0.11565271356959016,-0.018976797566544676,-0.028740558713381326,0.127138707166205,-0.028740863889596173,0.12714065338222777
5.0200000000000005,0.2081143873975701,-1.1744518421058312,1.1477829002404496,0.16348961414045493,1.1744518421058312,0.2081143873975701,-0.0266689418653816,-0.04462477325711517,0.11535932626798852,-0.017706642483670383,-0.02993594842375291,0.12688647439348177,-0.02993627269854835,0.12688841820072355
5.03,0.2195860671591075,-1.1727609948100592,1.1465348782578886,0.17467847005750511,1.1727609948100592,0.2195860671591075,-0.026226116552170664,-0.04490759710160239,0.11505399460111512,-0.016439068078674984,-0.03112937453045639,0.12662257909576513,-0.031129717886292114,0.12662452030815396
5.04,0.2310447215628088,-1.1709583019729046,1.1451778366438863,0.1858585455109556,1.1709583019729046,0.2310447215628088,-0.025780465329018343,-0.04518617605185321,0.1147367387773794,-0.015174190901755135,-0.03232072261709096,0.12634703684181348,-0.032321085026873454,0.12634897527344566
5.05,0.24248926066867643,-1.1690438567059689,1.1437118283815817,0.19702877913256273,1.1690438567059689,0.24248926066867643,-0.02533202832438719,-0.045460481536113706,0.11440758014877332,-0.013912127341838769,-0.03350987836680286,0.12605986431617355,-0.03351025981529805,0.1260617997812099
5.0600000000000005,0.2539185951181496,-1.1670177627336171,1.1421369167758049,0.20818810975509347,1.1670177627336171,0.2539185951181496,-0.02488084595781226,-0.045730485363056156,0.11406654121004332,-0.012652993615431603,-0.03469672761034026,0.12576107931810698,-0.034697128078370644,0.12576301163089995
5.07,0.26533163623732625,-1.1648801343904616,1.1404531754541902,0.21933547651260302,1.1648801343904616,0.26533163623732625,-0.024426958936271337,-0.045996159724723235,0.11371364559656652,-0.01139690575547657,-0.0358811563378616,0.12545070076075449,-0.03588157578553392,0.12545262973586693
5.08,0.2767272961402015,-1.1626310966178517,1.1386606883673118,0.23046981894076135,1.1626310966178517,0.2767272961402015,-0.023970408250539865,-0.04625747719944012,0.11334891808328611,-0.010143979600216568,-0.0370630506522307,0.1251287486701993,-0.03706348905969669,0.1251306741223056
5.09,0.288104487831884,-1.1602707849593525,1.1367595497878493,0.24159007707719468,1.1602707849593525,0.288104487831884,-0.02351123517150322,-0.046514410754689345,0.11297238458352193,-0.008894330782072638,-0.03824229684204372,0.12479524418405469,-0.03824275418805965,0.12479716592809885
5.1000000000000005,0.2994621253118145,-1.157799345555225,1.134749864308775,0.2526951915618621,1.157799345555225,0.2994621253118145,-0.0230494812464499,-0.04676693374995239,0.11258407214644518,-0.007648074716535416,-0.03941878138811106,0.12445020955038799,-0.039419257632928806,0.12445212740155324
5.11,0.3107991236769499,-1.1552169351359012,1.1326317468405702,0.26378410373743433,1.1552169351359012,0.3107991236769499,-0.02258518829533096,-0.04701501993951557,0.11218400895575972,-0.006405326591064822,-0.04059239092910083,0.1240936681263674,-0.04059288604252445,0.12409558190003214
5.12,0.3221143992249299,-1.1525237210144545,1.1304053226074626,0.2748557557496901,1.1525237210144545,0.3221143992249299,-0.022118398406991924,-0.04725864347523978,0.11177222432786318,-0.005166201354008121,-0.04176301230605706,0.12372564437669023,-0.041763526261777706,0.12372755388848046
5.13,0.33340686955718213,-1.149719881078066,1.1280707271426846,0.28590909064788633,1.149719881078066,0.33340686955718213,-0.02164915393538136,-0.047497778909295796,0.1113487487096386,-0.003930813703531071,-0.042930532599188,0.1233461638719281,-0.042931065343118184,0.1233480689378463
5.14,0.34467545368198804,-1.1468056037784893,1.1256281062827667,0.29694305248512576,1.1468056037784893,0.34467545368198804,-0.02117749749572262,-0.047732401196862284,0.11091361367587944,-0.0026992780765696116,-0.044094839055602186,0.12295525328713955,-0.04409539055724608,0.12295715372339676
5.15,0.3559190721174878,-1.1437810881215096,1.12307761616084,0.3079565864187001,1.1437810881215096,0.3559190721174878,-0.020703471960669573,-0.047962485698787694,0.11046685192852652,-0.001471708637788223,-0.045255819158120936,0.12255294039987832,-0.04525638940389642,0.1225548360229273
5.16,0.3671366469945972,-1.1406465436553999,1.1204194231989741,0.3189486388103815,1.1406465436553999,0.3671366469945972,-0.020227120456425718,-0.0481880081842157,0.11000849729271701,-0.00024821926857198837,-0.04641336070355262,0.12213925408802087,-0.04641394962258422,0.1221411447148685
5.17,0.3783271021598666,-1.1374021904583764,1.1176537040995314,0.3299181573266925,1.1374021904583764,0.3783271021598666,-0.019748486358845074,-0.048408944833174095,0.10953858471445549,0.0009710764439721422,-0.047567351664751456,0.12171422432840784,-0.04756795920334017,0.12171610977628564
5.18,0.389489363278232,-1.1340482591250467,1.1147806458355494,0.3408640910391063,1.1340482591250467,0.389489363278232,-0.019267613289497332,-0.048625272239125716,0.109057150259422,0.0021860652179961164,-0.04871768026599277,0.1212778821942943,-0.048718306397424437,0.1212797622807739
5.19,0.4006223579356685,-1.1305849907518633,1.111800445640145,0.35178539052418656,1.1305849907518633,0.4006223579356685,-0.018784545111718343,-0.04883696741148197,0.10856423110913557,0.0033966340878580836,-0.04986423506458948,0.12083025985309732,-0.04986487972802768,0.12083213439625023
5.2,0.4117250157417319,-1.1270126369215707,1.1087133109949443,0.3626810079636522,1.1270126369215707,0.4117250157417319,-0.01829932592662642,-0.04904400777807971,0.1080598655581302,0.0046026704150581195,-0.0510069048410573,0.12037139056450658,-0.05100756800095293,0.12037325938263835
5.21,0.42279626843199003,-1.1233314596866533,1.1055194596175348,0.37354989724437115,1.1233314596866533,0.42279626843199003,-0.017812000069118428,-0.049246371187618876,0.10754409301231443,0.005804061899148164,-0.0521455786985463,0.11990130867755666,-0.05214626031527805,0.11990317158945109
5.22,0.4338350499703077,-1.1195417315517846,1.1022191194479487,0.3843910140582448,1.1195417315517846,0.4338350499703077,-0.0173226121038359,-0.04944403591206292,0.1070169539841593,0.007000696588609202,-0.0532801460629857,0.1194200496283393,-0.05328084607399736,0.1194219064532676
5.23,0.44484029665100355,-1.1156437354552782,1.098812528634162,0.3952033160020038,1.1156437354552782,0.44484029665100355,-0.016831206821116274,-0.04963698064899974,0.10647849009105467,0.008192462891715003,-0.05441049665357944,0.11892764993741162,-0.05441121499464421,0.11892950049510702
5.24,0.45581094720084797,-1.111637764749541,1.0952999355166335,0.40598576267688374,1.111637764749541,0.45581094720084797,-0.016337829232907497,-0.04982518452396423,0.10592874405108771,0.009379249587357492,-0.055536520510224285,0.11842414720700045,-0.05553725711988908,0.1184259913176977
5.25,0.46674594288091587,-1.1075241231805306,1.0916815986118604,0.41673731578819234,1.1075241231805306,0.46674594288091587,-0.01584252456867019,-0.05000862709272352,0.10536775968085021,0.010560945835854962,-0.05665810800326554,0.11790958011829156,-0.05665886282811631,0.11791141760264179
5.26,0.4776442275882513,-1.1033031248662155,1.087957786594964,0.4274569392447316,1.1033031248662155,0.4776442275882513,-0.015345338271251618,-0.05018728834351971,0.10479558189102242,0.011737441189723273,-0.05777514985412502,0.11738398842834341,-0.05777592284397634,0.1173858191074789
5.2700000000000005,0.4885047479573684,-1.0989750942740464,1.0841287782813125,0.4381435992580919,1.0989750942740464,0.4885047479573684,-0.014846315992733894,-0.05036114869927655,0.10421225668376767,0.012908625604421882,-0.05888753714232031,0.11684741296706935,-0.05888832824891092,0.11684923666264296
5.28,0.4993264534615539,-1.0945403661974307,1.0801948626071631,0.4487962644417904,1.0945403661974307,0.4993264534615539,-0.014345503590267539,-0.05053018901976353,0.103617831148176,0.014074389449064716,-0.05999516136038796,0.11629989563395804,-0.059995970491655407,0.11630171216831955
5.29,0.5101082965139793,-1.089999285731217,1.0761563386093436,0.45941390591025644,1.089999285731217,0.5101082965139793,-0.013842947121873506,-0.05069439060372283,0.10301235345655994,0.015234623517100993,-0.06109791430457001,0.11574147939524038,-0.06109874139871097,0.11574328859119629
5.3,0.5208492325685974,-1.0853522082461955,1.0720135154039632,0.46999549737764335,1.0853522082461955,0.5208492325685974,-0.013338692842232325,-0.05085373519095404,0.10239587286208464,0.016389219036969473,-0.06219568817197363,0.11517220828026797,-0.062196533184789814,0.11517400996111414
5.3100000000000005,0.5315482202208291,-1.080599499362604,1.0677667121641576,0.4805400152564705,1.080599499362604,0.5315482202208291,-0.012832787198446383,-0.05100820496435865,0.10176843969312044,0.017538067682706403,-0.06328837561750422,0.11459212737784141,-0.06328923846323199,0.1145939213676145
5.32,0.5422042213080109,-1.0757415349226518,1.0634162580968716,0.4910464387560646,1.0757415349226518,0.5422042213080109,-0.012325276825780218,-0.05115778255194636,0.10113010534973456,0.018681061584526357,-0.06437586964999298,0.11400128283310429,-0.06437675025638884,0.11400306895638358
5.33,0.55281620100962,-1.0707787009620646,1.058962492418678,0.5015137499808232,1.0707787009620646,0.55281620100962,-0.011816208543386608,-0.051302451028796825,0.1004809223001206,0.01981809333936844,-0.06545806369582596,0.11339972184365843,-0.06545896200597978,0.11340149992559694
5.34,0.5633831279472443,-1.065711393680637,1.054405764330632,0.5119409340282608,1.065711393680637,0.5633831279472443,-0.01130562935000512,-0.051442193918983525,0.09982094407581807,0.020949056021399477,-0.06653485164768558,0.11278749265567889,-0.06653576758341302,0.11278926252215946
5.3500000000000005,0.5739039742842954,-1.0605400194118162,1.0497464329921697,0.5223269790868406,1.0605400194118162,0.5739039742842954,-0.01079358641964645,-0.051576995197454845,0.09915022526716684,0.022073843192482068,-0.06760612782935738,0.11216464456022979,-0.06760706130007517,0.11216640603784647
5.36,0.5843777158254555,-1.0552649945913046,1.0449848674940512,0.5326708765335806,1.0552649945913046,0.5843777158254555,-0.010280127097253455,-0.05170683929187492,0.09846882151923092,0.02319234891260413,-0.06867178698235943,0.11153122788940917,-0.06867273791758433,0.11153298080534287
5.37,0.5948033321158598,-1.0498867457246837,1.0401214468303392,0.5429716210314391,1.0498867457246837,0.5948033321158598,-0.00976529889434441,-0.05183171108442064,0.09777678952751967,0.024304467750270203,-0.06973172432707297,0.1108872940121004,-0.0697326926580124,0.11088903819418101
5.38,0.6051798065399778,-1.044405709354072,1.035156559869432,0.5532282106264371,1.044405709354072,0.6051798065399778,-0.009249149484640062,-0.051951595913540705,0.09707418703268948,0.025410094792846092,-0.07078583557501794,0.1102328953297087,-0.0707868212140656,0.11023463060657795
5.39,0.6155061264202102,-1.0388223320238084,1.0300906053241403,0.5634396468445434,1.0388223320238084,0.6155061264202102,-0.008731726699668041,-0.05206647957566679,0.09636107281601934,0.02650912565686433,-0.07183401689359759,0.10956808527217188,-0.07183501975923215,0.10956981147317484
5.4,0.6257812831151806,-1.03313707024517,1.0249239917208182,0.5736049347882903,1.03313707024517,0.6257812831151806,-0.008213078524351936,-0.05217634832689022,0.09563750669481748,0.02760145649828958,-0.0728761649334908,0.10889291829354208,-0.07287718495788885,0.10889463524867286
5.41,0.6360042721177104,-1.0273503904601244,1.0196571373675398,0.5837230832331218,1.0273503904601244,0.6360042721177104,-0.007693253092584618,-0.05228118888458855,0.0949035495173495,0.028686984022735226,-0.07391217687624518,0.10820744986731712,-0.07391321397537033,0.10820915740737243
5.42,0.6461740931524753,-1.0214627690041187,1.0142904703213393,0.5937931047234603,1.0214627690041187,0.6461740931524753,-0.0071722986827793545,-0.05238098842901506,0.0941592631572926,0.029765605495635877,-0.07494195042105822,0.10751173648195378,-0.07494300448799825,0.10751343443861276
5.43,0.6562897502733253,-1.0154746920679134,1.0088244283545025,0.603814015668482,1.0154746920679134,0.6562897502733253,-0.006650263713410931,-0.05247573460484323,0.09340471050892837,0.030837218752374253,-0.07596538375377637,0.10680583563639878,-0.07596645469306691,0.10680752384211153
5.44,0.6663502519602682,-1.0093866556584528,1.0032594589199193,0.6137848364376003,1.0093866556584528,0.6663502519602682,-0.006127196738533458,-0.05256541552266791,0.09263995548221703,0.031901722208363896,-0.0769823755945307,0.10608980583524708,-0.07698346331879055,0.10609148412320735
5.45,0.676354611216091,-1.0031991655587922,0.9975960191155022,0.6237045914556253,1.0031991655587922,0.676354611216091,-0.005603146443289964,-0.05265001976046568,0.09186506299703773,0.03295901486907925,-0.07799282521072559,0.1053637065837898,-0.07799392963420376,0.10536537478800419
5.46,0.6863018456626361,-0.9969127372870656,0.9918345756476663,0.6335723092976276,0.9969127372870656,0.6863018456626361,-0.005078161639399337,-0.052729536365008434,0.09108009897800254,0.03400899634003965,-0.07899663240783195,0.10462759838313818,-0.07899775345902023,0.10462925633841684
5.47,0.6961909776366979,-0.9905278960545096,0.9859756047938765,0.6433870227834609,0.9905278960545096,0.6961909776366979,-0.004552291260633168,-0.05280395485323697,0.09028513034888112,0.03505156683674197,-0.07999369759159425,0.10388154272501682,-0.07999483517344617,0.10388319026712119
5.48,0.7060210342855403,-0.9840451767225467,0.9800195923642698,0.6531477690719509,0.9840451767225467,0.7060210342855403,-0.004025584358276824,-0.05287326521358937,0.08948022502617059,0.036086627194540026,-0.08098392174390323,0.10312560208677546,-0.08098507572794833,0.10312723905240573
5.49,0.7157910476620253,-0.9774651237589259,0.9739670336623516,0.6628535897547396,0.9774651237589259,0.7157910476620253,-0.0034980900965743134,-0.05293745790728566,0.08866545191400305,0.03711407887847753,-0.08196720635468857,0.10235983992634745,-0.08196837665297138,0.10236146615292821
5.5,0.7255000548193554,-0.9707882911929244,0.9678184334447614,0.6725035309497862,0.9707882911929244,0.7255000548193554,-0.0029698577481630517,-0.05299652386956921,0.08784088089907685,0.03813382399306693,-0.08294345355255839,0.10158432067641843,-0.08294464006861328,0.10158593600237537
5.51,0.7351470979053896,-0.9640152425696215,0.9615743058801289,0.6820966433944873,0.9640152425696215,0.7351470979053896,-0.0024409366894925233,-0.05305045451090229,0.08700658284295192,0.039145765292005856,-0.08391256605580999,0.10079910973935724,-0.08391376869424687,0.10080071400402721
5.5200000000000005,0.7447312242565606,-0.957146550903237,0.9552351745070069,0.6916319825384394,0.957146550903237,0.7447312242565606,-0.001911376396230069,-0.05309924171812119,0.08616262957796059,0.04014980618785411,-0.08487444719658921,0.10000427348161711,-0.08487566585809558,0.10000586652522654
5.53,0.7542514864913551,-0.9501827986295519,0.9488015721908951,0.701108608635811,0.9501827986295519,0.7542514864913551,-0.0013812264386567907,-0.05314287785554406,0.08530909389902012,0.04114585076163825,-0.08582900093428059,0.09919987922798157,-0.08583023550675394,0.09920146089175465
5.54,0.76370694260337,-0.9431245775573948,0.9422740410803465,0.7105255868373377,0.9431245775573948,0.76370694260337,-0.0008505364770482471,-0.053181355766032334,0.08444604955927502,0.0421338037724137,-0.08677613183784949,0.098385995255998,-0.08677738221466182,0.09838756538210996
5.55,0.7730966560539152,-0.9359724888192262,0.9356531325621804,0.7198819872819001,0.9359724888192262,0.7730966560539152,-0.00031935625704582193,-0.053214668772015083,0.08357357126226317,0.043113570666758166,-0.08771574512152824,0.09756269079007529,-0.08771701119352115,0.09756424922169692
5.5600000000000005,0.7824196958641698,-0.9287271428207939,0.9289394072157786,0.72917688518771,0.9287271428207939,0.7824196958641698,0.00021226439498467364,-0.05324281067645986,0.0826917346568444,0.04408505758821525,-0.08864774664476904,0.0967300359955896,-0.08864902830166257,0.09673158257691788
5.57,0.791675136706877,-0.9213891591898908,0.9221334347664947,0.738409360943072,0.9213891591898908,0.791675136706877,0.0007442755766038367,-0.05326577576380498,0.08180061632936776,0.04504817138667001,-0.08957204292059018,0.09588810197296027,-0.08957334005335527,0.09588963654917615
5.58,0.8008620589975644,-0.9139591667241993,0.9152357940381597,0.7475785001967208,0.9139591667241993,0.8008620589975644,0.0012766273139603879,-0.05328355880084357,0.08090029379843264,0.04600281962767441,-0.09048854112811444,0.09503696075148982,-0.09048985362806465,0.09503848316878297
5.59,0.8099795489852889,-0.906437803338237,0.9082470729046999,0.7566833939477252,0.906437803338237,0.8099795489852889,0.0018092695664628788,-0.053296155037563686,0.07999084550680552,0.04694891060169977,-0.09139714912444763,0.09417668528315692,-0.0913984768796487,0.09417819538877564
5.6000000000000005,0.8190266988428959,-0.8988257160094049,0.9011678682408664,0.7657231386349512,0.8988257160094049,0.8190266988428959,0.002342152231461503,-0.05330356020794469,0.07907235081594363,0.047886353333337586,-0.09229777545225515,0.0933073494363903,-0.09229911834550322,0.09330884707864241
5.61,0.8280026067567686,-0.8911235607231485,0.8939987858720856,0.774696836226064,0.8911235607231485,0.8280026067567686,0.0028752251489371217,-0.05330577053070462,0.07814488999776038,0.048815057590427625,-0.09319032934585003,0.09242902798966313,-0.09319168725564472,0.09243051301795889
5.62,0.8369063770160877,-0.8833320024172218,0.8867404405234223,0.7836035943060806,0.8833320024172218,0.8369063770160877,0.0034084381062005065,-0.0533027827100071,0.07720854422902668,0.04973493389313081,-0.0940747207375634,0.09154179662506712,-0.09407609354173403,0.09154326888993242
5.63,0.8457371201015687,-0.8754517149250732,0.8793934557676725,0.7924425261654507,0.8754517149250732,0.8457371201015687,0.0039417408425992395,-0.05329459393611791,0.07626339558300915,0.05064589352292893,-0.09495086026760147,0.0906457319218541,-0.09495224784604524,0.09064719127485747
5.64,0.8544939527736721,-0.8674833809183566,0.8719584639725884,0.801212750887652,0.8674833809183566,0.8544939527736721,0.004475083054231721,-0.053281201886020146,0.07530952702367469,0.051547848531567846,-0.09581865929480626,0.08974091134963214,-0.0958200615303666,0.08974235764348223
5.65,0.8631759981602886,-0.8594276918485607,0.8644361062472311,0.8099133934363081,0.8594276918485607,0.8631759981602886,0.005008414398670391,-0.05326260472398048,0.07434702239711297,0.052440711749921605,-0.09667802992325258,0.0888274132616762,-0.09667944668484628,0.08882884635028748
5.66,0.8717823858438765,-0.8512853478877801,0.8568270323874683,0.8185435847418037,0.8512853478877801,0.8717823858438765,0.005541684499688171,-0.0532388011020728,0.0733759664252096,0.05332439679680142,-0.09752888496101075,0.08790531688834369,-0.09753031613677075,0.08790673662667581
5.67,0.880312251948061,-0.8430570578686074,0.8491319008206026,0.8271024617874079,0.8430570578686074,0.880312251948061,0.00607484295199523,-0.05320979016065308,0.07239644469789279,0.05419881808768844,-0.09837113800495789,0.08697470232982063,-0.09837258345928396,0.08697610857407435
5.68,0.8887647392236602,-0.8347435392231841,0.841351378549164,0.8355891676948701,0.8347435392231841,0.8887647392236602,0.0066078393259798585,-0.053175571528790044,0.07140854366511049,0.0550638908433978,-0.09920470336095466,0.08603565054948703,-0.09920616298003794,0.08603704315695158
5.69,0.8971389971341578,-0.8263455179213868,0.8334861410938412,0.8440028518095076,0.8263455179213868,0.8971389971341578,0.007140623172454452,-0.053136145324650164,0.07041235063067364,0.05591953109867822,-0.10002949612822531,0.08508824336654452,-0.10003096978978274,0.0850896221957475
5.7,0.9054341819405938,-0.8178637284081685,0.8255368724355753,0.8523426697847577,0.8178637284081685,0.9054341819405938,0.00767314402740682,-0.053091512155836074,0.06940795374254594,0.05676565571072874,-0.10084543218908149,0.0841325634490171,-0.10084691975088589,0.08413392835971716
5.71,0.9136494567858743,-0.8092989135400569,0.8175042649568143,0.8606077836661967,0.8092989135400569,0.9136494567858743,0.008205351416757378,-0.05304167311967756,0.06839544198689204,0.05760218236765853,-0.10165242817831643,0.08316869430657148,-0.10165392950578932,0.08317004515969115
5.72,0.9217839917784889,-0.8006518245208161,0.8093890193819342,0.8687973619750095,0.8006518245208161,0.9217839917784889,0.008737194861118125,-0.05298662980347946,0.06737490517897965,0.05842902959686014,-0.10245040152282048,0.08219672028300185,-0.10245191648539546,0.08219805694075132
5.73,0.9298369640756321,-0.7919232208362709,0.8011918447168298,0.8769105797909116,0.7919232208362709,0.9298369640756321,0.009268623880558935,-0.05292638428472052,0.06634643395643558,0.0592461167733186,-0.10323927045114578,0.08121672654896539,-0.10324079891738652,0.08121804887482041
5.74,0.9378075579657064,-0.783113870188318,0.7929134581876897,0.8849466188344975,0.783113870188318,0.9378075579657064,0.00979958799937164,-0.05286093913120882,0.0653101197699567,0.06005336412783949,-0.10401895401956107,0.08022879909448921,-0.10402049583447477,0.0802301069531743
5.75,0.9456949649502207,-0.7742245484281014,0.7845545851789447,0.8929046675490339,0.7742245484281014,0.9456949649502207,0.010330036750843319,-0.05279029740118679,0.0642660548760444,0.060850692755208345,-0.10478937203901895,0.07923302472140392,-0.10479092708257892,0.07923431797886508
