t,x,z,v_x,v_z,u_x,u_z,w_x,w_z,H_x,H_z,H'_x,H'_z,F_x,F_z
2.71,-0.9733253027676185,0.5226257117986919,-0.5402224059993113,-0.9228000556249444,-0.5226257117986919,-0.9733253027676185,-0.01759669420061938,0.050525247142674146,-0.05378328314595848,-0.17804804266541627,0.10349417603403444,-0.03966150508172461,0.1034958128091869,-0.03966241547564263
2.72,-0.9786835578705562,0.5133699532322218,-0.5314191594896568,-0.9283377104814203,-0.5133699532322218,-0.9786835578705562,-0.018049206257435002,0.050345847389135834,-0.05274570153570191,-0.17843978142463585,0.10401724517767885,-0.038683538732151135,0.10401889065171278,-0.038684433670480724
2.73,-0.9839534981785656,0.5040592374927761,-0.522559579521602,-0.9337913944744451,-0.5040592374927761,-0.9839534981785656,-0.01850034202882589,0.05016210370412044,-0.0517029382424049,-0.1788217134400593,0.10453048663276299,-0.03770020282668618,0.10453214066455109,-0.03770108221797038
2.74,-0.9891345643420345,0.49469440714881974,-0.5136444640605448,-0.9391605368935706,-0.49469440714881974,-0.9891345643420345,-0.01895005691172502,0.04997402744846391,-0.050655091803046656,-0.17919378548116957,0.10503384880956412,-0.03671159064594143,0.10503551125621545,-0.03671245440011136
2.75,-0.9942262050200164,0.48527631043814734,-0.504674616862213,-0.9444445745940045,-0.48527631043814734,-0.9942262050200164,-0.019398306424065703,0.0497816304260118,-0.04960226126621362,-0.17955594525297813,0.10552728097532293,-0.035717796010873215,0.10552895169362711,-0.03571864403927851
2.7600000000000002,-0.9992278769377749,0.4758058011919238,-0.49565084740068605,-0.9496429520552793,-0.4758058011919238,-0.9992278769377749,-0.019845046208762263,0.04958492488249566,-0.0485445461835402,-0.17990814140138706,0.10601073326228638,-0.03471891327444254,0.10601241210796307,-0.034719745489814366
2.77,-1.0041390449435998,0.4662837387581593,-0.48657397079584874,-0.9547551214392123,-0.4662837387581593,-1.0041390449435998,-0.020290232037689426,0.049383923504387583,-0.04748204660096789,-0.18025032351846698,0.10648415667385036,-0.03371503731306724,0.1064858435004215,-0.03371585362956877
2.7800000000000002,-1.0089591820649109,0.4567109879245926,-0.4774448077402474,-0.9597805426472058,-0.4567109879245926,-1.0089591820649109,-0.020733819815654808,0.04917863941770506,-0.04641486305006318,-0.1805824421476484,0.10694750308705903,-0.03270626351814698,0.10694919774790262,-0.03270706385138444
2.79,-1.0136877695636048,0.44708841884101536,-0.46826418442538537,-0.9647186833768217,-0.44708841884101536,-1.0136877695636048,-0.02117576558437001,0.048969086186783195,-0.045343096539226704,-0.18090444878882989,0.10740072525960453,-0.0316926877875332,0.10740242760860391,-0.03169347205452897
2.8000000000000003,-1.018324296990681,0.4374169069410305,-0.45903293246744453,-0.969569019177672,-0.4374169069410305,-1.018324296990681,-0.021616025526414007,0.048755277813008924,-0.04426684854487109,-0.18121629590339908,0.10784377683932034,-0.030674406516826735,0.1078454867275305,-0.030675174636074394
2.81,-1.0228682622401104,0.4276973328632533,-0.44975188883244793,-0.9743310335065971,-0.4276973328632533,-1.0228682622401104,-0.022054555969194645,0.048537228733513293,-0.0431862210024403,-0.1815179369191664,0.10827661236548947,-0.029651516590821103,0.10827832964192108,-0.029652268482225786
2.82,-1.0273191716019632,0.41793058237196734,-0.44042189576086865,-0.979004217782133,-0.41793058237196734,-1.0273191716019632,-0.022491313388901313,0.0483149538198302,-0.04210131629756135,-0.1818093262352155,0.10869918727057115,-0.028624115374658032,0.10870091178658448,-0.02862485095959884
2.83,-1.0316765398147671,0.4081175462772386,-0.43104380069169207,-0.9835880714382513,-0.4081175462772386,-1.0316765398147671,-0.02292625441445345,0.048088468376515814,-0.04101223725702888,-0.18209041922665956,0.10911145789352616,-0.027592300705066464,0.10911318949915338,-0.027593019906445942
2.84,-1.0359398901171146,0.3982591203544945,-0.42161845618593585,-0.9880821019773888,-0.3982591203544945,-1.0359398901171146,-0.02335933583144134,0.047857788139725854,-0.03991908713969082,-0.18236117224931683,0.10951338148238188,-0.02655617088169393,0.10951512002524622,-0.026556873623834555
2.85,-1.0401087542984988,0.38835620526357795,-0.4121467198496376,-0.9924858250227349,-0.38835620526357795,-1.0401087542984988,-0.02379051458605963,0.04762292927576395,-0.038821969627381235,-0.18262154264429342,0.109904916197056,-0.02551582465804003,0.10990666152354518,-0.025516510866775987
2.86,-1.0441826727493742,0.3784097064672814,-0.40262945425631524,-0.9967987643697924,-0.3784097064672814,-1.0441826727493742,-0.024219747789033852,0.04738390837958173,-0.037720988815749694,-0.18287148874247766,0.11028602111496832,-0.024471361232659916,0.11028777307078493,-0.024472030835305754
2.87,-1.0481611945104434,0.3684205341493668,-0.3930675268689049,-1.001020452037194,-0.3684205341493668,-1.0481611945104434,-0.024646992719538074,0.04714074247324951,-0.036616249205081865,-0.18311096986894665,0.11065665623486298,-0.02342288024014927,0.11065841466665159,-0.023423533165517096
2.88,-1.052043877321159,0.35838960313208823,-0.38346180996119333,-1.005150428316775,-0.35838960313208823,-1.052043877321159,-0.025072206829105104,0.04689344900438397,-0.03550785569105243,-0.18333994634728068,0.11101678248484026,-0.02237048174213463,0.11101854723859235,-0.02237111792054902
2.89,-1.0558302876674344,0.34831783279320605,-0.3738131805387311,-1.0091882418228943,-0.34831783279320605,-1.0558302876674344,-0.025495347745525032,0.046642045844540014,-0.03439591355538506,-0.18355837950378934,0.11136636172777781,-0.021314266218169564,0.11136813264653816,-0.021314885581526024
2.9,-1.0595200008285683,0.3382061469825257,-0.36412252025926317,-1.0131334495410014,-0.3382061469825257,-1.0595200008285683,-0.02591637327673746,0.04638655128756697,-0.03328052845649687,-0.18376623167164408,0.11170535676119497,-0.020254334556806697,0.11170713368753403,-0.020254937038456787
2.91,-1.0631126009233636,0.32805547393793955,-0.3543907153526504,-1.01698561687544,-0.32805547393793955,-1.0631126009233636,-0.02633524141471083,0.04612698404792348,-0.03216180642016116,-0.18396346619492548,0.11203373132335748,-0.01919078804623453,0.11203551410027916,-0.019191373581083884
2.92,-1.0666076809554461,0.3178667462010072,-0.34461865654032064,-1.0207443176964903,-0.3178667462010072,-1.0666076809554461,-0.026751910339313456,0.04586336325895579,-0.031039853830029718,-0.18415004743256877,0.11235145010056424,-0.018123728365186054,0.11235323856957712,-0.018124296889694573
2.93,-1.0700048428577769,0.3076409005320633,-0.3348072389542354,-1.0244091343866342,-0.3076409005320633,-1.0700048428577769,-0.027166338422172143,0.04559570847114269,-0.02991477741814987,-0.1843259407622292,0.11265847872788082,-0.01705325757374787,0.11266027273069386,-0.017053809025886688
2.94,-1.073303697536349,0.2973788778248666,-0.3249573620553863,-1.0279796578860527,-0.2973788778248666,-1.073303697536349,-0.027578484230519673,0.0453240396502963,-0.028786684255472098,-0.18449111258404374,0.11295478379567858,-0.015979478103949063,0.11295658317362528,-0.01598001242329265
2.95,-1.076503864913073,0.28708162302079687,-0.31506992955182767,-1.0314554877373396,-0.28708162302079687,-1.076503864913073,-0.027988306531030793,0.04504837717573329,-0.027655681742236295,-0.18464553032430817,0.11324033285520851,-0.014902492750636043,0.11324213744727074,-0.0149030098782633
2.96,-1.079604973967826,0.2767500850226157,-0.30514584931626165,-1.0348362321294249,-0.2767500850226157,-1.079604973967826,-0.02839576429364593,0.04476874183840107,-0.026521877598367924,-0.18478916243905646,0.11351509441831364,-0.01382240466192286,0.11351690406351632,-0.01382290454051201
2.97,-1.082606662779695,0.2663852166077807,-0.2951860333031617,-1.0381215079407204,-0.2663852166077807,-1.082606662779695,-0.028800816695380982,0.04448515483897464,-0.025385379853870023,-0.18492197841754662,0.11377903796225519,-0.012739317329915067,0.11378085250122363,-0.012739799903717652
2.98,-1.0855085785673722,0.2559879743413445,-0.2851913974654702,-1.0413109407814618,-0.2559879743413445,-1.0855085785673722,-0.02920342312412566,0.04419763778591035,-0.02424629683912282,-0.18504394878565478,0.11403213394082767,-0.011653334581268382,0.11403395321012631,-0.01165379979609107
2.99,-1.0883103777287224,0.24555931848842116,-0.2751628616708478,-1.044404165035257,-0.24555931848842116,-1.0883103777287224,-0.02960354318242664,0.04390621269346551,-0.02310473717505347,-0.18515504510917197,0.11427435377956807,-0.010564560567640768,0.11427617761463282,-0.010565008370902497
3.0,-1.0910117258795105,0.23510021292625363,-0.26510134961751114,-1.047400823899827,-0.23510021292625363,-1.0910117258795105,-0.030001136691257507,0.043610901979683536,-0.021960809763531455,-0.1852552399970076,0.11450566987765876,-0.009473099756284853,0.11450749811753433,-0.009473530096972759
3.0100000000000002,-1.0936122978912843,0.22461162505587084,-0.25500778874964447,-1.0503005694269478,-0.22461162505587084,-1.0936122978912843,-0.030396163693773626,0.04331172846433651,-0.020814623777500294,-0.18534450710429767,0.11472605562320815,-0.008379056920405858,0.11472788810361936,-0.008379469749127972
3.02,-1.0961117779284084,0.21409452571334883,-0.24488311017240066,-1.0531030625615696,-0.21409452571334883,-1.0961117779284084,-0.030788584459051832,0.04300871536683881,-0.019666288651067287,-0.1854228211354157,0.11493548538888476,-0.007282537129672306,0.11493732194319428,-0.007282932398619898
3.0300000000000002,-1.0985098594842488,0.20354988908068927,-0.23472824856650537,-1.0558079731801322,-0.20354988908068927,-1.0985098594842488,-0.0311783594858161,0.04270188630411664,-0.018515914069722597,-0.1854901578468911,0.11513393453112974,-0.006183645740557964,0.11513577499550728,-0.006184023403511236
3.04,-1.1008062454164995,0.19297869259631611,-0.2245441421024612,-1.0584149801280511,-0.19297869259631611,-1.1008062454164995,-0.031565449506145093,0.04239126528844839,-0.01736360996044469,-0.18554649405022686,0.11532137940352316,-0.005082488386614514,0.11532322361207813,-0.005082848399027259
3.0500000000000003,-1.1030006479816492,0.18238191686519822,-0.21433173235436398,-1.060923771256385,-0.18238191686519822,-1.1030006479816492,-0.031949815489165756,0.04207687672526417,-0.01620948648165213,-0.1855918076146234,0.11549779735512489,-0.003979170968960943,0.11549964513993112,-0.003979513287876281
3.06,-1.105092788868585,0.1717605455686203,-0.20409196421334852,-1.0633340434576717,-0.1717605455686203,-1.105092788868585,-0.032331418644728216,0.0417587454109134,-0.015053654013342192,-0.18562607746960608,0.11566316673019172,-0.002873799646483377,0.11566501792473437,-0.0028741242305357064
3.0700000000000003,-1.1070823992313281,0.16111556537358412,-0.1938257858006493,-1.065645502700939,-0.16111556537358412,-1.1070823992313281,-0.03271022042706517,0.04143689653038907,-0.013896223147048293,-0.18564928360755306,0.11581746687439975,-0.0017664808260224873,0.11581932131384101,-0.001766787635510877
3.08,-1.1089692197208998,0.15044796584187842,-0.1835341483803109,-1.067857864065871,-0.15044796584187842,-1.1089692197208998,-0.033086182538432485,0.04111135565502888,-0.012737304675854193,-0.18566140708612652,0.11596067814298139,-0.0006573211527118872,0.11596253565923359,-0.0006576101495599947
3.09,-1.1107530005163093,0.13975873933880195,-0.17321800627153447,-1.069970851776143,-0.13975873933880195,-1.1107530005163093,-0.03345926693273252,0.04078214874016628,-0.011577009584188716,-0.18566243003060728,0.11609278189621208,0.0004535724998877555,0.1160946423203733,0.0004533013521068908
3.1,-1.11243350135467,0.1290488809415602,-0.16287831676067915,-1.0719841992319097,-0.1290488809415602,-1.11243350135467,-0.03382943581911896,0.04044930212276032,-0.010415449037929951,-0.18565233563612876,0.1162137605015281,0.001566093039567562,0.1162156236669506,0.0015658397756592533
3.11,-1.1140104915604236,0.11831938834734444,-0.15251604001292726,-1.0738976490414445,-0.11831938834734444,-1.1140104915604236,-0.03419665166558282,0.040112842518979175,-0.009252734374158153,-0.18563110816981593,0.11632359734508735,0.0026801331654020544,0.11632546308153896,0.002679897818503412
3.12,-1.11548375007369,0.10757126178109172,-0.14213213898361104,-1.0757109530519364,-0.10757126178109172,-1.11548375007369,-0.034560877202519324,0.039772797021753625,-0.008088977091028203,-0.18559873297282073,0.11642227682494732,0.00379558537756175,0.11642414496215184,0.003795367979167515
3.13,-1.116853065477722,0.09680550390294876,-0.13172757932922335,-1.077423872379424,-0.09680550390294876,-1.116853065477722,-0.034922075426274596,0.039429193098297954,-0.006924288837659204,-0.18555519646226468,0.11650978435466797,0.004912341987232338,0.11651165472469968,0.00491214256721112
3.14,-1.1181182360254716,0.08602311971543602,-0.12130332931810961,-1.0790361774378818,-0.08602311971543602,-1.1181182360254716,-0.035280209602673585,0.03908205858758973,-0.0057587814039348414,-0.1855004861330761,0.11658610637275249,0.006030295126629781,0.11658797880535163,0.006030113713159958
3.15,-1.1192790696652601,0.07522511647032715,-0.11086035974085343,-1.0805476479674387,-0.07522511647032715,-1.1192790696652601,-0.03563524327052628,0.0387314216978214,-0.004592566710204152,-0.1854345905597321,0.11665123033996452,0.007149336758867975,0.11665310466279577,0.0071491733784642955
3.16,-1.1203353840655514,0.06441250357524693,-0.10039964382036103,-1.0819580730617364,-0.06441250357524693,-1.1203353840655514,-0.035987140245114096,0.03837731100381503,-0.003425756797135549,-0.18535749939789872,0.11670514473709505,0.008269358687984507,0.11670702078040357,0.00826921336548092
3.17,-1.1212870066388232,0.053586292500009375,-0.08992215712166353,-1.0832672511944232,-0.053586292500009375,-1.1212870066388232,-0.036335864621654154,0.03801975544439995,-0.0022584638154622486,-0.18526920338597241,0.11674783907555339,0.00939025256889714,0.11674971666829381,0.009390125327474906
3.18,-1.1221337745645392,0.04274749668268048,-0.07942887746142369,-1.0844749902447746,-0.04274749668268048,-1.1221337745645392,-0.03668138077874321,0.03765878431976466,-0.001090800015624479,-0.1851696943465208,0.1167793038968912,0.010511909917481077,0.11678118286529669,0.010511800778645922
3.19,-1.1228755348112083,0.031897131435406484,-0.06892078481718461,-1.0855811075224422,-0.031897131435406484,-1.1228755348112083,-0.03702365338177813,0.037294427288766085,7.712226247557757e-05,-0.1850589651876228,0.11679953076753502,0.011634222120605386,0.1168014109408227,0.011634131104171006
3.2,-1.1235121441575409,0.021036213849981084,-0.05839886123633671,-1.0865854297913327,-0.021036213849981084,-1.1235121441575409,-0.03736264738635563,0.0369267143662082,0.0012451905997262235,-0.1849370099041087,0.11680851229055221,0.012757080446146318,0.11681039349662609,0.012757007570269468
3.21,-1.1240434692126902,0.010165762703194053,-0.04786409074484145,-1.087487793292597,-0.010165762703194053,-1.1240434692126902,-0.0376983280416474,0.03655567592009312,0.0024132925082866238,-0.18480382357869987,0.11680624210286311,0.013880376053124976,0.11680812416847358,0.01388032133428426
3.22,-1.1244693864355793,-0.0007132016380560213,-0.037317459255697974,-1.088288043766751,0.0007132016380560213,-1.1244693864355793,-0.038030660893753995,0.03618134266882822,0.0035813154417834877,-0.1846594023830462,0.11679271487320998,0.015004000001820117,0.11679459762771253,0.015003963454781642
3.23,-1.1247897821533166,-0.011599657311861189,-0.026759954477172804,-1.0889860364749055,0.011599657311861189,-1.1247897821533166,-0.03835961178903399,0.03580374567841105,0.0047491468057508255,-0.18450374357866348,0.11676792631168698,0.016127843263804564,0.11676980958273545,0.01612782490166689
3.24,-1.1250045525786845,-0.022492581056612407,-0.016192565820797172,-1.0895816362191093,0.022492581056612407,-1.1250045525786845,-0.03868514687740958,0.035422916359575174,0.005916673968017229,-0.18433684551777013,0.1167318731676362,0.01725179673216104,0.11673375678034953,0.017251796566315914
3.25,-1.125113603826713,-0.03339094830650678,-0.00561628430914142,-1.0900747173618102,0.03339094830650678,-1.125113603826713,-0.0390072326156482,0.03503888646490294,0.007083784269103552,-0.18415870764402023,0.1166845532252303,0.018375751231582527,0.11668643700704208,0.01837576927172064
3.2600000000000002,-1.1251168519303283,-0.044293733287248685,0.004967897516629391,-1.090465163844416,0.044293733287248685,-1.1251168519303283,-0.039325835770619294,0.034651688085912236,0.008250365032521837,-0.1839693304931385,0.1166259653112105,0.019499597528490398,0.11662784909014719,0.019499633782649937
3.27,-1.125014222855076,-0.05519990911192022,0.015558985689394317,-1.090752869204972,0.05519990911192022,-1.125014222855076,-0.039640923422525905,0.034261353650103965,0.009416303575327764,-0.18376871569345044,0.1165561092980662,0.020623226341337286,0.11655799289891271,0.02062328081582004
3.2800000000000002,-1.1248056525129138,-0.06610844787704255,0.02615598490893102,-1.0909377365949309,0.06610844787704255,-1.1248056525129138,-0.03995246296811153,0.03386791591798288,0.010581487218483163,-0.18355686596631174,0.11647498609740237,0.021746528350671923,0.11647686934546317,0.021746601050080597
3.29,-1.1244910867750815,-0.07701832075878128,0.0367578986349406,-1.091019678795038,0.07701832075878128,-1.1244910867750815,-0.04026042212384068,0.033471407980043555,0.011745803297275814,-0.183333785126437,0.11638259766328518,0.022869394209360294,0.11638448038566618,0.022869485136608445
3.3000000000000003,-1.1240704814840334,-0.08792849810932063,0.04736372918026678,-1.0909986182303064,0.08792849810932063,-1.1240704814840334,-0.04056476892905385,0.03307186325372702,0.012909139171748869,-0.18309947808212457,0.11627894699764241,0.02399171455282101,0.11628082901989464,0.0239918237091127
3.31,-1.1235438024644404,-0.0988379495533746,0.05797247780427892,-1.0908744869840936,0.0988379495533746,-1.1235438024644404,-0.04086547174909568,0.032669315480346794,0.014071382237228662,-0.1828539508353806,0.11616403814566578,0.02511338000916652,0.11616591929368923,0.025113507394048776
3.3200000000000003,-1.1229110255332575,-0.10974564408483806,0.06858314480642136,-1.0906472268112775,0.10974564408483806,-1.1229110255332575,-0.0411624992784167,0.03226379872198004,0.015232419934662187,-0.18259721048194122,0.1160378761979608,0.026234281209607246,0.11603975629832021,0.026234426820839894
3.33,-1.122172136508855,-0.12065055016356294,0.07919472961991522,-1.0903167891505217,0.12065055016356294,-1.122172136508855,-0.041455820543647715,0.0318553473583334,0.01639213976118788,-0.18232926521118845,0.11590046729234948,0.027354308798436477,0.115902346171247,0.0273544726321069
3.34,-1.12132713121921,-0.13155163581225587,0.08980623090560874,-1.0898831351356353,0.13155163581225587,-1.12132713121921,-0.04174540490664713,0.03144399608357462,0.017550429280509126,-0.18205012430597248,0.11575181861423434,0.028473353443365212,0.11575369609647718,0.028473535493901487
3.35,-1.1203760155091624,-0.14244786871348059,0.10041664664596073,-1.0893462356060248,0.14244786871348059,-1.1203760155091624,-0.04203122206751986,0.0310297799031376,0.01870717613347257,-0.18175979814232116,0.11559193839398618,0.029591305845878324,0.11559381430482413,0.029591506105947858
3.36,-1.1193188052467269,-0.15333821630676225,0.1110249742391534,-1.088706071116235,0.15333821630676225,-1.1193188052467269,-0.04231324206760885,0.030612734130491814,0.01986226804838885,-0.1814582981890549,0.11542083590871499,0.030708056751347357,0.11542271007406313,0.03070827521188643
3.37,-1.118155526328465,-0.16422164588578464,0.12163021059332707,-1.087962631944576,0.16422164588578464,-1.118155526328465,-0.04259143529245757,0.030192894383888946,0.02101559285164687,-0.1811456370072942,0.11523852148320535,0.031823496959207276,0.11524039372898544,0.03182373360952127
3.38,-1.1168862146839158,-0.1750971246956644,0.13223135222092045,-1.08711591810084,0.1750971246956644,-1.1168862146839158,-0.04286577247474396,0.029770296583075728,0.022167038478052962,-0.18082182824987075,0.11504500648929539,0.03293751733339434,0.1150468766413525,0.03293777216107025
3.39,-1.1155109162790753,-0.18596362003030542,0.14282739533311986,-1.0861659393330967,0.18596362003030542,-1.1155109162790753,-0.04313622469718556,0.029344976945978596,0.023316492981432783,-0.18048688666062632,0.11484030334552431,0.03405000881260101,0.11484217122974656,0.03405028180341595
3.4,-1.114029687118944,-0.1968200993298039,0.1534173359343896,-1.0851127151335827,0.1968200993298039,-1.114029687118944,-0.043402763395414296,0.02891697198536125,0.024463844544963448,-0.18014082807361873,0.1146244255181168,0.03516086242024663,0.11462629095932227,0.03516115355835686
3.41,-1.1124425932491142,-0.20766553027792495,0.16400016991710234,-1.0839562747436633,0.20766553027792495,-1.1124425932491142,-0.04366536036082261,0.028486318505450914,0.025608981491795125,-0.1797836694122214,0.11439738751751927,0.03626996927500059,0.11439925034145401,0.0362702785428594
3.42,-1.1107497107564221,-0.218498880899607,0.1745748931562281,-1.082696657157884,0.218498880899607,-1.1107497107564221,-0.04392398774337891,0.028053053598538158,0.026751792295313836,-0.17941542868811872,0.11415920489903986,0.03737722060099813,0.11416106493328365,0.037377547979305766
3.43,-1.1089511257686464,-0.22931911965851495,0.18514050160410253,-1.0813339111270972,0.22931911965851495,-1.1089511257686464,-0.04417861805441242,0.027617214641549204,0.027892165589775923,-0.17903612500020144,0.11390989426797349,0.03848250773797268,0.11391175133716694,0.038482853205741616
3.44,-1.107046934453259,-0.2401252155546127,0.19569599138524463,-1.0798680951606705,0.2401252155546127,-1.107046934453259,-0.044429224169368065,0.027178839292588464,0.02902999018067331,-0.17864577853335928,0.11364947326726793,0.03958572215154099,0.11365132720001578,0.03958608568611962
3.45,-1.1050372430152322,-0.2509161382217558,0.20624035889122627,-1.0782992775277769,0.2509161382217558,-1.1050372430152322,-0.04467577933052952,0.02673796548745533,0.03016515505512128,-0.1782444105571706,0.11337796059072391,0.04068675544356637,0.11337981121254323,0.04068713702053747
3.46,-1.1029221676938907,-0.26169085802529307,0.21677260087558148,-1.0766275362577566,0.26169085802529307,-1.1029221676938907,-0.04491825714971159,0.026294631436134086,0.03129754939248779,-0.17783204342448794,0.11309537596836527,0.04178549936220577,0.11309722310840255,0.04178589895547224
3.47,-1.1007018347588193,-0.2724483461596665,0.2272917145487459,-1.0748529591395644,0.2724483461596665,-1.1007018347588193,-0.04515663161092062,0.025848875619254974,0.03242706257448859,-0.17740870056992644,0.1128017401796868,0.04288184581221621,0.11280358366322872,0.04288226339400691
3.48,-1.0983763805048172,-0.28318757474599676,0.23779669767301392,-1.0729756437202855,0.28318757474599676,-1.0983763805048172,-0.04539087707298284,0.025400736784531697,0.03355358419608153,-0.17697440650824364,0.11249707504565043,0.0439756868652772,0.11249891469357684,0.043976122406050186
3.49,-1.095945951245907,-0.2939075169296605,0.2482865486575193,-1.0709956973027384,0.2939075169296605,-1.095945951245907,-0.04562096827214118,0.024950253943168743,0.0346770040754016,-0.17652918683262092,0.11218140341401339,0.0450669147700129,0.11218323905575732,0.04506736823854824
3.5,-1.093410703308389,-0.3046071469778249,0.2587602666532063,-1.068913236942141,0.3046071469778249,-1.093410703308389,-0.045846880324618644,0.024497466366248055,0.035797212264361805,-0.17607306821284338,0.11185474918062877,0.046155421962259524,0.11185658064457527,0.0461558933256862
3.5100000000000002,-1.0907708030229502,-0.31528544037695505,0.26921685164780507,-1.0667283894418653,0.31528544037695505,-1.0907708030229502,-0.046068588729149984,0.02404241358108483,0.036914099059014174,-0.17560607839337575,0.1115171372766115,0.047241101075352177,0.11151896439196225,0.047241590299081065
3.52,-1.0880264267158193,-0.32594137393026945,0.27965530456079074,-1.0644412913482588,0.32594137393026945,-1.0880264267158193,-0.04628606936947871,0.02358513536756046,0.038027555009894035,-0.17512824619133635,0.11116859367291121,0.04832384495027142,0.11117041626551245,0.048324351997961465
3.5300000000000002,-1.0851777606989774,-0.336573925855139,0.29007462733831624,-1.0620520889445464,0.336573925855139,-1.0851777606989774,-0.046499298516822773,0.023125671754431032,0.0391374709324724,-0.17463960149437033,0.11080914536890263,0.04940354664567259,0.11081096326691456,0.04940407147933645
3.54,-1.082225001259414,-0.347182075880423,0.3004738230481182,-1.0595609382438038,0.347182075880423,-1.082225001259414,-0.046708252832304786,0.02266406301561008,0.040243737917272086,-0.17414017525842293,0.11043882039375141,0.05048009944814602,0.110440633430284,0.05048064202815113
3.5500000000000003,-1.0791683546474387,-0.35776480534372945,0.31085189597438,-1.0569680049810113,0.35776480534372945,-1.0791683546474387,-0.04691290936934944,0.022200349666427366,0.041346247340347426,-0.17362999950540742,0.11005764782048111,0.051553396882473734,0.11005945582039417,0.05155395716742805
3.56,-1.0760080370640428,-0.36832109728858514,0.3212078517125392,-1.05427346460418,0.36832109728858514,-1.0760080370640428,-0.04711324557604596,0.021734572459862767,0.0424448908736817,-0.17310910732077345,0.10966565773991332,0.05262333272153974,0.10966746053080806,0.052623910668392594
3.5700000000000003,-1.0727442746473106,-0.37884993656152677,0.3315406972640494,-1.0514775022645533,0.37884993656152677,-1.0727442746473106,-0.04730923929747738,0.021266772382757315,0.04353956049514569,-0.1725775328509766,0.1092628812708778,0.053689800996565396,0.10926467868190805,0.05369039656058454
3.58,-1.0693773034578873,-0.38935030990907055,0.341849441131057,-1.048580312805887,0.38935030990907055,-1.0693773034578873,-0.04750086877801357,0.020796990652000247,0.04463014849909925,-0.17203531130084213,0.1088493505597885,0.054752696007192014,0.108851142418826,0.05475330914194997
3.59,-1.0659073694635008,-0.39982120607458793,0.3521330934110186,-1.0455821007528048,0.39982120607458793,-1.0659073694635008,-0.047688112663569315,0.020325268710696065,0.045716547506341416,-0.17148247893083277,0.10842509876696793,0.05581191233148175,0.10842688490927359,0.05581254298891707
3.6,-1.0623347285225313,-0.4102616158950491,0.36239066589121977,-1.042483080298231,0.4102616158950491,-1.0623347285225313,-0.04787095000382935,0.0198516482243003,0.04679865047443862,-0.1709190730542125,0.10799016008581708,0.056867344836124545,0.10799194034127202,0.05686799296645285
3.61,-1.0586596463666458,-0.42067053239763563,0.37262117214320023,-1.039283475289902,0.42067053239763563,-1.0586596463666458,-0.0480493602544354,0.01937617107674372,0.047876350708057756,-0.17034513203411025,0.10754456972247084,0.05791888868632,0.10754634392078177,0.05791955423809847
3.62,-1.0548823985824798,-0.4310469508962251,0.38282362761708677,-1.035983519215951,0.4310469508962251,-1.0548823985824798,-0.04822332327913831,0.018898879366528787,0.04894954186888803,-0.1697606952804861,0.10708836389301846,0.05896643935579604,0.10709013186923437,0.05896712227598648
3.63,-1.051003270592384,-0.44138986908771255,0.39299704973579785,-1.032583455189583,0.44138986908771255,-1.051003270592384,-0.048392819351914695,0.01841981540280102,0.050018117985918126,-0.16916580324699432,0.10662157984012577,0.060009892637031825,0.10662334142096214,0.06001059287083328
3.64,-1.0470225576342218,-0.4516982871481832,0.4031404579891368,-1.0290835359328143,0.4516982871481832,-1.0470225576342218,-0.04855782915904644,0.017939021701407487,0.051081973465690544,-0.16856049742774545,0.10614425580656439,0.06104914465093181,0.1061460108205311,0.06104986214191049
3.65,-1.0429405647402339,-0.4619712078289161,0.413252874027751,-1.0254840237593081,0.4619712078289161,-1.0429405647402339,-0.04871833380116508,0.01745654098092575,0.052141003102049416,-0.16794482035397565,0.10565643103685574,0.06208409185687458,0.10565817931997287,0.06208482654699322
3.66,-1.038757606714959,-0.47220763655220943,0.4233333217569514,-1.0217851905562816,0.47220763655220943,-1.038757606714959,-0.048874314795258056,0.016972416158677506,0.05319510208642767,-0.167318815590608,0.1051581457868016,0.0631146310627635,0.10515988717592004,0.0631153828922812
3.67,-1.0344740081122192,-0.48240658150702254,0.4333808274303843,-1.017987317765498,0.48240658150702254,-1.0344740081122192,-0.04902575407663823,0.016486690346721344,0.05424416601778545,-0.16668252773272038,0.10464944131816267,0.0641406594347469,0.10465117564664024,0.0641414283422975
3.68,-1.0300901032111673,-0.49256705374442455,0.4433944197435467,-1.0140906963633467,0.49256705374442455,-1.0300901032111673,-0.049172634000877846,0.01599940684782064,0.055288090912790924,-0.16603600240191305,0.10413035988717478,0.06516207450715505,0.10413208698897392,0.06516286042975813
3.69,-1.0256062359914053,-0.5026880672728313,0.4533731299271289,-1.0100956268400068,0.5026880672728313,-1.0256062359914053,-0.049314937345702414,0.015510609151398569,0.056326773215528946,-0.16537928624257728,0.10360094474799153,0.06617877419243001,0.10360266445517319,0.06617957706541511
3.7,-1.021022760107162,-0.5127686391530428,0.46331599184019356,-1.0060024191776913,0.5127686391530428,-1.021022760107162,-0.04945264731284926,0.015020340929470688,0.05736010980775076,-0.16471242691806445,0.10306124014458184,0.0671906567907925,0.10306295228964371,0.06719147654787162
3.71,-1.0163400388605481,-0.5228077895930442,0.47322204206315654,-1.0018113928279928,0.5228077895930442,-1.0163400388605481,-0.04958574752988765,0.014528646032555326,0.05838799801842059,-0.16403547310676145,0.10251129130245662,0.06819762100005633,0.1025129957255868,0.06819845757336648
