t_heavy,q_heavy,t_med,q_med,t_light,q_light,asymp_t_heavy,asymp_q_heavy,asymp_t_med,asymp_q_med,asymp_t_light,asymp_q_light,y1_heavy,y2_heavy,y1_med,y2_med,y1_light,y2_light,asymp_y1_heavy,asymp_y2_heavy,asymp_y1_med,asymp_y2_med,asymp_y1_light,asymp_y2_light
5.25075987841945,0.964975845410628,9.0289903431179,0.990307073173921,,,5.59270516717325,0.962028985507246,,,,,0.030148177813376,0.0217076300216296,,,,,0.034521425710853,0.0319165595525565,,,,
5.81306990881459,0.96487922705314,9.39279666018128,0.990246805687213,,,6.19300911854103,0.962028985507246,,,,,0.0304845814977973,0.0210236840016676,,,,,0.0356107328794553,0.0320855413740224,,,,
6.49696048632219,0.964734299516908,9.74007690277455,0.990237167143056,,,6.87689969604863,0.962125603864734,,,,,0.0307729275130156,0.0203056515198648,,,,,0.0361874249098919,0.0316403647931048,,,,
7.2112462006079,0.964734299516908,,,,,7.59118541033435,0.962222222222222,,,,,0.0309811774128955,0.0195535873116076,,,,,0.0364757709251101,0.0308198266165412,,,,
7.84954407294833,0.96463768115942,,,,,8.35106382978723,0.962270531400966,,,,,0.0312695234281137,0.0185280377455224,,,,,0.0365558670404485,0.0299313070901483,,,,
8.5258358662614,0.964589371980676,,,,,9.08054711246201,0.962270531400966,,,,,0.0314777733279936,0.0176392992775841,,,,,0.0365879054865839,0.0292478810563565,,,,
9.209726443769,0.964589371980676,,,,,9.92401215805471,0.96231884057971,,,,,0.0316700040048058,0.0166480824825782,,,,,0.0366359631557869,0.0280860677459877,,,,
9.82522796352584,0.964541062801932,,,,,,,,,,,0.0318301962354826,0.0157252575527991,,,,,0.0366519823788546,0.025899252223397,,,,
9.84799521244764,0.964623209018694,,,,,,,,,,,0.0320064076892271,0.0145973938658053,,,,,0.0366519823788546,0.0239858125878617,,,,
,,,,,,,,,,,,0.0321986383660392,0.0130594800320749,,,,,0.03668402082499,0.021183935529013,,,,
,,,,,,,,,,,,0.0323748498197837,0.0115557621309581,,,,,0.0366680016019223,0.0181771291837221,,,,
,,,,,,,,,,,,0.0325030036043252,0.0101204634627612,,,,,0.0366680016019223,0.0148969469513758,,,,
,,,,,,,,,,,,0.0326471766119343,0.0086168002970307,,,,,0.0366680016019223,0.0101133478625376,,,,
,,,,,,,,,,,,0.0327432919503404,0.00731823062390131,,,,,0.0366680016019223,0.00594478294226421,,,,
,,,,,,,,,,,,0.0328394072887465,0.00601966095077192,,,,,0.0366680016019223,0.00280127496959906,,,,
,,,,,,,,,,,,0.0329355226271526,0.00478942840748307,,,,,0.0366680016019223,0.000204464035658297,,,,
,,,,,,,,,,,,0.0330316379655587,0.00342252160451312,,,,,,,,,,
,,,,,,,,,,,,0.0330957148578294,0.00205566953692952,,,,,,,,,,
,,,,,,,,,,,,0.0331597917501001,0.000893828858867539,,,,,,,,,,
,,,,,,,,,,,,0.0331918301962355,7.37285653946498E-05,,,,,,,,,,
