t,x,z,xdot,zdot
1.565,-1.5680922350820856,-0.5424865886505055,-1.0019758690620386,-0.3837798249131778
1.57,-1.5731021144273958,-0.544405488797273,-1.0019758690620386,-0.38378023189980454
1.575,-1.578111993772706,-0.5463243909457911,-1.0019758690620386,-0.38378062567487775
1.58,-1.583121873118016,-0.5482432950310792,-1.0019758690620386,-0.38378100666726933
1.585,-1.5881317524633263,-0.5501622009902659,-1.0019758690620386,-0.38378137529192924
1.59,-1.5931416318086364,-0.5520811087625211,-1.0019758690620386,-0.3837817319503374
1.595,-1.5981515111539466,-0.5540000182889891,-1.0019758690620386,-0.38378207703094086
1.6,-1.6031613904992568,-0.5559189295127249,-1.0019758690620386,-0.38378241090957704
1.605,-1.608171269844567,-0.557837842378632,-1.0019758690620386,-0.38378273394988294
1.61,-1.613181149189877,-0.5597567568334023,-1.0019758690620386,-0.38378304650369116
1.615,-1.6181910285351873,-0.5616756728254584,-1.0019758690620386,-0.38378334891141325
1.62,-1.6232009078804974,-0.5635945903048971,-1.0019758690620386,-0.38378364150241023
1.625,-1.6282107872258076,-0.5655135092234351,-1.0019758690620386,-0.3837839245953516
1.6300000000000001,-1.6332206665711178,-0.5674324295343566,-1.0019758690620386,-0.3837841984985621
1.635,-1.638230545916428,-0.5693513511924622,-1.0019758690620386,-0.3837844635103578
1.6400000000000001,-1.643240425261738,-0.5712702741540197,-1.0019758690620386,-0.3837847199193707
1.645,-1.6482503046070482,-0.5731891983767166,-1.0019758690620386,-0.3837849680048634
1.6500000000000001,-1.6532601839523584,-0.575108123819614,-1.0019758690620386,-0.38378520803703303
1.655,-1.6582700632976686,-0.5770270504431018,-1.0019758690620386,-0.3837854402773057
1.6600000000000001,-1.6632799426429787,-0.5789459782088558,-1.0019758690620386,-0.3837856649786211
1.665,-1.668289821988289,-0.5808649070797961,-1.0019758690620386,-0.38378588238570793
1.67,-1.673299701333599,-0.5827838370200461,-1.0019758690620386,-0.38378609273535064
1.675,-1.6783095806789092,-0.584702767994894,-1.0019758690620386,-0.3837862962566472
1.68,-1.6833194600242194,-0.5866216999707548,-1.0019758690620386,-0.38378649317125857
1.685,-1.6883293393695296,-0.5885406329151337,-1.0019758690620386,-0.38378668369365027
1.69,-1.6933392187148397,-0.5904595667965908,-1.0019758690620386,-0.3837868680313257
1.695,-1.6983490980601499,-0.5923785015847068,-1.0019758690620386,-0.38378704638505257
1.7,-1.70335897740546,-0.5942974372500499,-1.0019758690620386,-0.383787218949081
1.705,-1.7083688567507702,-0.5962163737641435,-1.0019758690620386,-0.3837873859113556
1.71,-1.7133787360960804,-0.5981353110994356,-1.0019758690620386,-0.3837875474537198
1.715,-1.7183886154413905,-0.6000542492292686,-1.0019758690620386,-0.3837877037521142
1.72,-1.7233984947867007,-0.6019731881278503,-1.0019758690620386,-0.3837878549767679
1.725,-1.7284083741320109,-0.6038921277702255,-1.0019758690620386,-0.38378800129238405
1.73,-1.733418253477321,-0.6058110681322493,-1.0019758690620386,-0.38378814285831936
1.735,-1.7384281328226312,-0.6077300091905605,-1.0019758690620386,-0.38378827982875735
1.74,-1.7434380121679414,-0.6096489509225564,-1.0019758690620386,-0.3837884123528766
1.745,-1.7484478915132515,-0.611567893306368,-1.0019758690620386,-0.38378854057501294
1.75,-1.7534577708585617,-0.6134868363208359,-1.0019758690620386,-0.3837886646348169
1.7550000000000001,-1.7584676502038719,-0.615405779945488,-1.0019758690620386,-0.3837887846674056
1.76,-1.763477529549182,-0.6173247241605164,-1.0019758690620386,-0.38378890080351014
1.7650000000000001,-1.7684874088944922,-0.6192436689467565,-1.0019758690620386,-0.3837890131696176
1.77,-1.7734972882398023,-0.6211626142856658,-1.0019758690620386,-0.3837891218881093
1.7750000000000001,-1.7785071675851125,-0.6230815601593034,-1.0019758690620386,-0.3837892270773937
1.78,-1.7835170469304227,-0.625000506550311,-1.0019758690620386,-0.3837893288520355
1.7850000000000001,-1.7885269262757328,-0.6269194534418939,-1.0019758690620386,-0.38378942732288046
1.79,-1.793536805621043,-0.6288384008178025,-1.0019758690620386,-0.383789522597176
1.795,-1.7985466849663532,-0.6307573486623147,-1.0019758690620386,-0.3837896147786883
1.8,-1.8035565643116633,-0.6326762969602187,-1.0019758690620386,-0.38378970396781475
1.805,-1.8085664436569735,-0.6345952456967964,-1.0019758690620386,-0.38378979026169396
1.81,-1.8135763230022837,-0.6365141948578078,-1.0019758690620386,-0.38378987375431106
1.815,-1.8185862023475938,-0.638433144429475,-1.0019758690620386,-0.38378995453660036
1.82,-1.823596081692904,-0.6403520943984672,-1.0019758690620386,-0.38379003269654416
1.825,-1.8286059610382142,-0.6422710447518866,-1.0019758690620386,-0.38379010831926874
1.83,-1.8336158403835243,-0.6441899954772539,-1.0019758690620386,-0.38379018148713706
1.835,-1.8386257197288345,-0.646108946562495,-1.0019758690620386,-0.3837902522798384
1.84,-1.8436355990741446,-0.6480278979959276,-1.0019758690620386,-0.38379032077447506
1.845,-1.8486454784194548,-0.649946849766249,-1.0019758690620386,-0.38379038704564666
1.85,-1.853655357764765,-0.6518658018625229,-1.0019758690620386,-0.383790451165531
1.855,-1.8586652371100751,-0.6537847542741684,-1.0019758690620386,-0.38379051320396296
1.86,-1.8636751164553853,-0.6557037069909479,-1.0019758690620386,-0.3837905732285104
1.865,-1.8686849958006955,-0.6576226600029562,-1.0019758690620386,-0.3837906313045478
1.87,-1.8736948751460056,-0.6595416133006097,-1.0019758690620386,-0.3837906874953275
1.875,-1.8787047544913158,-0.6614605668746356,-1.0019758690620386,-0.38379074186204853
1.8800000000000001,-1.883714633836626,-0.6633795207160625,-1.0019758690620386,-0.3837907944639232
1.885,-1.8887245131819361,-0.6652984748162101,-1.0019758690620386,-0.3837908453582418
1.8900000000000001,-1.8937343925272463,-0.6672174291666797,-1.0019758690620386,-0.38379089460043486
1.895,-1.8987442718725565,-0.6691363837593455,-1.0019758690620386,-0.3837909422441334
1.9000000000000001,-1.9037541512178666,-0.6710553385863451,-1.0019758690620386,-0.38379098834122766
1.905,-1.9087640305631768,-0.6729742936400719,-1.0019758690620386,-0.3837910329419233
1.9100000000000001,-1.913773909908487,-0.6748932489131657,-1.0019758690620386,-0.38379107609479624
1.915,-1.9187837892537971,-0.6768122043985055,-1.0019758690620386,-0.3837911178468455
1.92,-1.9237936685991073,-0.6787311600892015,-1.0019758690620386,-0.3837911582435445
1.925,-1.9288035479444174,-0.6806501159785874,-1.0019758690620386,-0.38379119732889044
1.93,-1.9338134272897276,-0.6825690720602132,-1.0019758690620386,-0.3837912351454523
1.935,-1.9388233066350378,-0.6844880283278386,-1.0019758690620386,-0.3837912717344173
1.94,-1.943833185980348,-0.6864069847754256,-1.0019758690620386,-0.3837913071356354
1.945,-1.948843065325658,-0.6883259413971323,-1.0019758690620386,-0.38379134138766324
1.95,-1.9538529446709683,-0.6902448981873066,-1.0019758690620386,-0.38379137452780565
1.955,-1.9588628240162784,-0.6921638551404795,-1.0019758690620386,-0.3837914065921565
1.96,-1.9638727033615886,-0.6940828122513599,-1.0019758690620386,-0.38379143761563805
1.965,-1.9688825827068988,-0.6960017695148284,-1.0019758690620386,-0.38379146763203886
1.97,-1.973892462052209,-0.6979207269259315,-1.0019758690620386,-0.3837914966740507
1.975,-1.978902341397519,-0.6998396844798769,-1.0019758690620386,-0.3837915247733041
1.98,-1.9839122207428292,-0.7017586421720274,-1.0019758690620386,-0.38379155196040265
1.985,-1.9889221000881394,-0.7036775999978969,-1.0019758690620386,-0.38379157826495675
1.99,-1.9939319794334496,-0.7055965579531445,-1.0019758690620386,-0.3837916037156154
1.995,-1.9989418587787597,-0.7075155160335702,-1.0019758690620386,-0.38379162834009767
2.0,-2.00395173812407,-0.7094344742351107,-1.0019758690620386,-0.3837916521652228
2.005,-2.0089616174693803,-0.7113534325538343,-1.0019758690620386,-0.3837916752169394
2.0100000000000002,-2.0139714968146905,-0.7132723909859371,-1.0019758690620386,-0.38379169752035386
2.015,-2.0189813761600006,-0.7151913495277384,-1.0019758690620386,-0.3837917190997574
2.02,-2.023991255505311,-0.7171103081756773,-1.0019758690620386,-0.3837917399786528
2.025,-2.029001134850621,-0.7190292669263084,-1.0019758690620386,-0.38379176017977984
2.0300000000000002,-2.034011014195931,-0.7209482257762981,-1.0019758690620386,-0.3837917797251402
2.035,-2.0390208935412413,-0.7228671847224211,-1.0019758690620386,-0.3837917986360213
2.04,-2.0440307728865514,-0.7247861437615566,-1.0019758690620386,-0.38379181693301956
2.045,-2.0490406522318616,-0.7267051028906852,-1.0019758690620386,-0.3837918346360627
2.05,-2.0540505315771718,-0.7286240621068858,-1.0019758690620386,-0.3837918517644317
2.055,-2.059060410922482,-0.7305430214073316,-1.0019758690620386,-0.3837918683367815
2.06,-2.064070290267792,-0.732461980789288,-1.0019758690620386,-0.38379188437116163
2.065,-2.0690801696131023,-0.734380940250109,-1.0019758690620386,-0.3837918998850355
2.07,-2.0740900489584124,-0.7362998997872345,-1.0019758690620386,-0.38379191489529974
2.075,-2.0790999283037226,-0.7382188593981875,-1.0019758690620386,-0.3837919294183025
2.08,-2.0841098076490328,-0.7401378190805714,-1.0019758690620386,-0.3837919434698612
2.085,-2.089119686994343,-0.7420567788320674,-1.0019758690620386,-0.38379195706527974
2.09,-2.094129566339653,-0.7439757386504321,-1.0019758690620386,-0.3837919702193654
2.095,-2.0991394456849632,-0.7458946985334947,-1.0019758690620386,-0.3837919829464446
2.1,-2.1041493250302734,-0.7478136584791549,-1.0019758690620386,-0.3837919952603789
2.105,-2.1091592043755836,-0.749732618485381,-1.0019758690620386,-0.38379200717457956
2.11,-2.1141690837208937,-0.7516515785502066,-1.0019758690620386,-0.38379201870202284
2.115,-2.119178963066204,-0.7535705386717295,-1.0019758690620386,-0.38379202985526356
2.12,-2.124188842411514,-0.7554894988481093,-1.0019758690620386,-0.38379204064644906
2.125,-2.1291987217568242,-0.7574084590775653,-1.0019758690620386,-0.38379205108733233
2.13,-2.1342086011021344,-0.7593274193583743,-1.0019758690620386,-0.3837920611892848
2.1350000000000002,-2.1392184804474446,-0.7612463796888695,-1.0019758690620386,-0.38379207096330886
2.14,-2.1442283597927547,-0.763165340067438,-1.0019758690620386,-0.38379208042004964
2.145,-2.149238239138065,-0.7650843004925191,-1.0019758690620386,-0.3837920895698068
2.15,-2.154248118483375,-0.767003260962603,-1.0019758690620386,-0.3837920984225456
2.1550000000000002,-2.159257997828685,-0.7689222214762288,-1.0019758690620386,-0.3837921069879078
2.16,-2.1642678771739954,-0.770841182031983,-1.0019758690620386,-0.38379211527522217
2.165,-2.1692777565193055,-0.7727601426284981,-1.0019758690620386,-0.3837921232935147
2.17,-2.1742876358646157,-0.774679103264451,-1.0019758690620386,-0.3837921310515183
2.1750000000000003,-2.179297515209926,-0.7765980639385613,-1.0019758690620386,-0.3837921385576825
2.18,-2.184307394555236,-0.7785170246495905,-1.0019758690620386,-0.38379214582018245
2.185,-2.189317273900546,-0.7804359853963401,-1.0019758690620386,-0.38379215284692797
2.19,-2.1943271532458564,-0.7823549461776504,-1.0019758690620386,-0.38379215964557206
2.195,-2.1993370325911665,-0.7842739069923997,-1.0019758690620386,-0.3837921662235193
2.2,-2.2043469119364767,-0.7861928678395024,-1.0019758690620386,-0.383792172587934
2.205,-2.209356791281787,-0.7881118287179082,-1.0019758690620386,-0.3837921787457478
2.21,-2.214366670627097,-0.790030789626601,-1.0019758690620386,-0.3837921847036673
2.215,-2.219376549972407,-0.7919497505645977,-1.0019758690620386,-0.3837921904681816
2.22,-2.2243864293177174,-0.793868711530947,-1.0019758690620386,-0.3837921960455688
2.225,-2.2293963086630275,-0.7957876725247284,-1.0019758690620386,-0.3837922014419035
2.23,-2.2344061880083377,-0.7977066335450516,-1.0019758690620386,-0.383792206663063
2.235,-2.239416067353648,-0.7996255945910549,-1.0019758690620386,-0.3837922117147338
2.24,-2.244425946698958,-0.8015445556619046,-1.0019758690620386,-0.3837922166024179
2.245,-2.249435826044268,-0.8034635167567943,-1.0019758690620386,-0.38379222133143853
2.25,-2.2544457053895783,-0.8053824778749434,-1.0019758690620386,-0.3837922259069462
2.255,-2.2594555847348885,-0.8073014390155971,-1.0019758690620386,-0.3837922303339243
2.2600000000000002,-2.2644654640801987,-0.8092204001780248,-1.0019758690620386,-0.3837922346171943
2.265,-2.269475343425509,-0.8111393613615195,-1.0019758690620386,-0.3837922387614213
2.27,-2.274485222770819,-0.8130583225653976,-1.0019758690620386,-0.3837922427711189
2.275,-2.279495102116129,-0.8149772837889971,-1.0019758690620386,-0.38379224665065415
2.2800000000000002,-2.2845049814614393,-0.8168962450316781,-1.0019758690620386,-0.38379225040425236
2.285,-2.2895148608067495,-0.818815206292821,-1.0019758690620386,-0.38379225403600165
2.29,-2.2945247401520596,-0.8207341675718265,-1.0019758690620386,-0.3837922575498575
2.295,-2.29953461949737,-0.8226531288681148,-1.0019758690620386,-0.383792260949647
2.3000000000000003,-2.30454449884268,-0.8245720901811249,-1.0019758690620386,-0.3837922642390729
2.305,-2.30955437818799,-0.8264910515103139,-1.0019758690620386,-0.38379226742171785
2.31,-2.3145642575333003,-0.8284100128551566,-1.0019758690620386,-0.38379227050104814
2.315,-2.3195741368786105,-0.830328974215145,-1.0019758690620386,-0.38379227348041756
2.32,-2.3245840162239206,-0.8322479355897873,-1.0019758690620386,-0.383792276363071
2.325,-2.329593895569231,-0.8341668969786078,-1.0019758690620386,-0.3837922791521481
2.33,-2.334603774914541,-0.8360858583811462,-1.0019758690620386,-0.3837922818506865
2.335,-2.339613654259851,-0.8380048197969574,-1.0019758690620386,-0.3837922844616252
2.34,-2.3446235336051613,-0.8399237812256104,-1.0019758690620386,-0.383792286987808
2.345,-2.3496334129504715,-0.8418427426666883,-1.0019758690620386,-0.38379228943198607
2.35,-2.3546432922957816,-0.8437617041197879,-1.0019758690620386,-0.3837922917968215
2.355,-2.359653171641092,-0.8456806655845188,-1.0019758690620386,-0.38379229408488996
2.36,-2.364663050986402,-0.8475996270605035,-1.0019758690620386,-0.3837922962986834
2.365,-2.369672930331712,-0.8495185885473767,-1.0019758690620386,-0.3837922984406129
2.37,-2.3746828096770223,-0.8514375500447849,-1.0019758690620386,-0.38379230051301133
2.375,-2.3796926890223324,-0.8533565115523861,-1.0019758690620386,-0.3837923025181358
2.38,-2.3847025683676426,-0.8552754730698494,-1.0019758690620386,-0.38379230445817014
2.3850000000000002,-2.3897124477129528,-0.8571944345968547,-1.0019758690620386,-0.3837923063352273
2.39,-2.394722327058263,-0.8591133961330923,-1.0019758690620386,-0.3837923081513517
2.395,-2.399732206403573,-0.8610323576782625,-1.0019758690620386,-0.3837923099085212
2.4,-2.4047420857488833,-0.8629513192320751,-1.0019758690620386,-0.38379231160864974
2.4050000000000002,-2.4097519650941934,-0.8648702807942499,-1.0019758690620386,-0.38379231325358887
2.41,-2.4147618444395036,-0.8667892423645152,-1.0019758690620386,-0.38379231484513016
2.415,-2.4197717237848138,-0.8687082039426084,-1.0019758690620386,-0.38379231638500705
2.42,-2.424781603130124,-0.8706271655282755,-1.0019758690620386,-0.3837923178748966
2.4250000000000003,-2.429791482475434,-0.8725461271212706,-1.0019758690620386,-0.38379231931642155
2.43,-2.4348013618207442,-0.8744650887213558,-1.0019758690620386,-0.3837923207111519
2.435,-2.4398112411660544,-0.8763840503283008,-1.0019758690620386,-0.3837923220606066
2.44,-2.4448211205113646,-0.8783030119418831,-1.0019758690620386,-0.3837923233662555
2.445,-2.4498309998566747,-0.8802219735618872,-1.0019758690620386,-0.38379232462952056
2.45,-2.454840879201985,-0.8821409351881048,-1.0019758690620386,-0.3837923258517777
2.455,-2.459850758547295,-0.8840598968203338,-1.0019758690620386,-0.383792327034358
2.46,-2.4648606378926052,-0.8859788584583794,-1.0019758690620386,-0.3837923281785495
2.465,-2.4698705172379154,-0.8878978201020526,-1.0019758690620386,-0.3837923292855985
2.47,-2.4748803965832256,-0.8898167817511708,-1.0019758690620386,-0.3837923303567105
2.475,-2.4798902759285357,-0.8917357434055573,-1.0019758690620386,-0.38379233139305224
2.48,-2.484900155273846,-0.893654705065041,-1.0019758690620386,-0.38379233239575233
2.485,-2.489910034619156,-0.8955736667294564,-1.0019758690620386,-0.3837923333659029
2.49,-2.494919913964466,-0.8974926283986434,-1.0019758690620386,-0.38379233430456056
2.495,-2.4999297933097764,-0.8994115900724472,-1.0019758690620386,-0.3837923352127476
2.5,-2.5049396726550865,-0.901330551750718,-1.0019758690620386,-0.3837923360914532
2.505,-2.5099495520003967,-0.9032495134333106,-1.0019758690620386,-0.38379233694163434
2.5100000000000002,-2.514959431345707,-0.9051684751200848,-1.0019758690620386,-0.383792337764217
2.515,-2.519969310691017,-0.9070874368109049,-1.0019758690620386,-0.3837923385600971
2.52,-2.524979190036327,-0.9090063985056395,-1.0019758690620386,-0.3837923393301414
2.525,-2.5299890693816374,-0.9109253602041615,-1.0019758690620386,-0.38379234007518864
2.5300000000000002,-2.5349989487269475,-0.912844321906348,-1.0019758690620386,-0.38379234079605024
2.535,-2.5400088280722577,-0.91476328361208,-1.0019758690620386,-0.38379234149351127
2.54,-2.545018707417568,-0.9166822453212425,-1.0019758690620386,-0.3837923421683314
2.545,-2.550028586762878,-0.918601207033724,-1.0019758690620386,-0.38379234282124564
2.5500000000000003,-2.555038466108188,-0.9205201687494169,-1.0019758690620386,-0.38379234345296503
2.555,-2.5600483454534984,-0.9224391304682169,-1.0019758690620386,-0.3837923440641776
2.56,-2.5650582247988085,-0.9243580921900231,-1.0019758690620386,-0.38379234465554907
2.565,-2.5700681041441187,-0.9262770539147379,-1.0019758690620386,-0.3837923452277235
2.57,-2.575077983489429,-0.928196015642267,-1.0019758690620386,-0.3837923457813241
2.575,-2.580087862834739,-0.9301149773725189,-1.0019758690620386,-0.38379234631695375
2.58,-2.585097742180049,-0.9320339391054053,-1.0019758690620386,-0.38379234683519586
2.585,-2.5901076215253593,-0.9339529008408407,-1.0019758690620386,-0.3837923473366149
2.59,-2.5951175008706695,-0.9358718625787423,-1.0019758690620386,-0.38379234782175686
2.595,-2.6001273802159797,-0.93779082431903,-1.0019758690620386,-0.3837923482911502
2.6,-2.60513725956129,-0.9397097860616265,-1.0019758690620386,-0.3837923487453062
2.605,-2.6101471389066,-0.9416287478064567,-1.0019758690620386,-0.38379234918471944
2.61,-2.61515701825191,-0.9435477095534481,-1.0019758690620386,-0.38379234960986847
2.615,-2.6201668975972203,-0.9454666713025306,-1.0019758690620386,-0.38379235002121637
2.62,-2.6251767769425305,-0.9473856330536363,-1.0019758690620386,-0.3837923504192111
2.625,-2.6301866562878407,-0.9493045948066996,-1.0019758690620386,-0.3837923508042862
2.63,-2.635196535633151,-0.9512235565616568,-1.0019758690620386,-0.38379235117686106
2.6350000000000002,-2.640206414978461,-0.9531425183184465,-1.0019758690620386,-0.3837923515373414
2.64,-2.645216294323771,-0.9550614800770093,-1.0019758690620386,-0.38379235188611993
2.645,-2.6502261736690813,-0.9569804418372875,-1.0019758690620386,-0.3837923522235764
2.65,-2.6552360530143915,-0.9588994035992254,-1.0019758690620386,-0.3837923525500784
2.6550000000000002,-2.6602459323597016,-0.9608183653627692,-1.0019758690620386,-0.3837923528659815
2.66,-2.665255811705012,-0.9627373271278667,-1.0019758690620386,-0.38379235317162985
2.665,-2.670265691050322,-0.9646562888944676,-1.0019758690620386,-0.38379235346735624
2.67,-2.675275570395632,-0.966575250662523,-1.0019758690620386,-0.3837923537534828
2.6750000000000003,-2.6802854497409423,-0.9684942124319857,-1.0019758690620386,-0.38379235403032114
2.68,-2.6852953290862525,-0.9704131742028101,-1.0019758690620386,-0.3837923542981728
2.685,-2.6903052084315626,-0.9723321359749519,-1.0019758690620386,-0.3837923545573295
2.69,-2.695315087776873,-0.9742510977483684,-1.0019758690620386,-0.3837923548080735
2.695,-2.700324967122183,-0.976170059523018,-1.0019758690620386,-0.3837923550506779
2.7,-2.705334846467493,-0.978089021298861,-1.0019758690620386,-0.38379235528540684
2.705,-2.7103447258128033,-0.9800079830758585,-1.0019758690620386,-0.38379235551251606
2.71,-2.7153546051581134,-0.9819269448539729,-1.0019758690620386,-0.3837923557322529
2.715,-2.7203644845034236,-0.9838459066331682,-1.0019758690620386,-0.38379235594485667
2.72,-2.7253743638487338,-0.9857648684134092,-1.0019758690620386,-0.3837923561505589
2.725,-2.730384243194044,-0.9876838301946619,-1.0019758690620386,-0.38379235634958364
2.73,-2.735394122539354,-0.9896027919768935,-1.0019758690620386,-0.38379235654214766
2.735,-2.7404040018846643,-0.9915217537600722,-1.0019758690620386,-0.3837923567284607
2.74,-2.7454138812299744,-0.9934407155441674,-1.0019758690620386,-0.38379235690872565
2.745,-2.7504237605752846,-0.9953596773291491,-1.0019758690620386,-0.38379235708313886
2.75,-2.7554336399205948,-0.9972786391149886,-1.0019758690620386,-0.3837923572518903
2.755,-2.760443519265905,-0.9991976009016581,-1.0019758690620386,-0.38379235741516377
2.7600000000000002,-2.765453398611215,-1.0011165626891307,-1.0019758690620386,-0.38379235757313707
2.765,-2.7704632779565252,-1.0030355244773803,-1.0019758690620386,-0.38379235772598225
2.77,-2.7754731573018354,-1.0049544862663817,-1.0019758690620386,-0.3837923578738658
2.775,-2.7804830366471456,-1.0068734480561103,-1.0019758690620386,-0.3837923580169487
2.7800000000000002,-2.7854929159924557,-1.0087924098465428,-1.0019758690620386,-0.3837923581553869
2.785,-2.790502795337766,-1.0107113716376561,-1.0019758690620386,-0.38379235828933117
2.79,-2.795512674683076,-1.0126303334294282,-1.0019758690620386,-0.38379235841892734
2.795,-2.8005225540283862,-1.0145492952218378,-1.0019758690620386,-0.38379235854431654
2.8000000000000003,-2.8055324333736964,-1.016468257014864,-1.0019758690620386,-0.3837923586656354
2.805,-2.8105423127190066,-1.018387218808487,-1.0019758690620386,-0.383792358783016
2.81,-2.8155521920643167,-1.0203061806026874,-1.0019758690620386,-0.3837923588965862
2.815,-2.820562071409627,-1.0222251423974462,-1.0019758690620386,-0.38379235900646974
2.82,-2.825571950754937,-1.0241441041927455,-1.0019758690620386,-0.38379235911278625
2.825,-2.830581830100247,-1.0260630659885677,-1.0019758690620386,-0.3837923592156515
2.83,-2.8355917094455574,-1.027982027784896,-1.0019758690620386,-0.3837923593151776
2.835,-2.8406015887908675,-1.0299009895817137,-1.0019758690620386,-0.3837923594114728
2.84,-2.8456114681361777,-1.0318199513790052,-1.0019758690620386,-0.38379235950464213
2.845,-2.850621347481488,-1.0337389131767547,-1.0019758690620386,-0.383792359594787
2.85,-2.855631226826798,-1.0356578749749477,-1.0019758690620386,-0.38379235968200565
2.855,-2.860641106172108,-1.0375768367735696,-1.0019758690620386,-0.383792359766393
2.86,-2.8656509855174184,-1.0394957985726065,-1.0019758690620386,-0.38379235984804094
2.865,-2.8706608648627285,-1.0414147603720452,-1.0019758690620386,-0.3837923599270384
2.87,-2.8756707442080387,-1.0433337221718724,-1.0019758690620386,-0.3837923600034715
2.875,-2.880680623553349,-1.0452526839720755,-1.0019758690620386,-0.38379236007742346
2.88,-2.885690502898659,-1.0471716457726423,-1.0019758690620386,-0.3837923601489748
2.8850000000000002,-2.890700382243969,-1.049090607573561,-1.0019758690620386,-0.3837923602182034
2.89,-2.8957102615892794,-1.0510095693748203,-1.0019758690620386,-0.3837923602851847
2.895,-2.9007201409345895,-1.052928531176409,-1.0019758690620386,-0.3837923603499917
2.9,-2.9057300202798997,-1.0548474929783165,-1.0019758690620386,-0.38379236041269493
2.9050000000000002,-2.91073989962521,-1.0567664547805324,-1.0019758690620386,-0.3837923604733627
2.91,-2.91574977897052,-1.0586854165830466,-1.0019758690620386,-0.38379236053206106
2.915,-2.92075965831583,-1.0606043783858496,-1.0019758690620386,-0.38379236058885396
2.92,-2.9257695376611403,-1.062523340188932,-1.0019758690620386,-0.3837923606438033
2.9250000000000003,-2.9307794170064505,-1.0644423019922846,-1.0019758690620386,-0.3837923606969688
2.93,-2.9357892963517607,-1.0663612637958986,-1.0019758690620386,-0.3837923607484085
2.935,-2.940799175697071,-1.0682802255997657,-1.0019758690620386,-0.38379236079817836
2.94,-2.945809055042381,-1.0701991874038774,-1.0019758690620386,-0.3837923608463326
2.945,-2.950818934387691,-1.0721181492082261,-1.0019758690620386,-0.3837923608929237
2.95,-2.9558288137330013,-1.074037111012804,-1.0019758690620386,-0.38379236093800234
2.955,-2.9608386930783115,-1.0759560728176036,-1.0019758690620386,-0.3837923609816176
2.96,-2.9658485724236217,-1.0778750346226178,-1.0019758690620386,-0.3837923610238171
2.965,-2.970858451768932,-1.0797939964278394,-1.0019758690620386,-0.3837923610646467
2.97,-2.975868331114242,-1.0817129582332619,-1.0019758690620386,-0.3837923611041509
2.975,-2.980878210459552,-1.0836319200388786,-1.0019758690620386,-0.3837923611423727
2.98,-2.9858880898048623,-1.0855508818446833,-1.0019758690620386,-0.3837923611793537
2.985,-2.9908979691501725,-1.08746984365067,-1.0019758690620386,-0.3837923612151343
2.99,-2.9959078484954826,-1.0893888054568326,-1.0019758690620386,-0.3837923612497534
2.995,-3.000917727840793,-1.0913077672631655,-1.0019758690620386,-0.3837923612832487
3.0,-3.005927607186103,-1.0932267290696631,-1.0019758690620386,-0.38379236131565664
3.005,-3.010937486531413,-1.0951456908763202,-1.0019758690620386,-0.38379236134701256
3.0100000000000002,-3.0159473658767233,-1.0970646526831314,-1.0019758690620386,-0.3837923613773506
3.015,-3.0209572452220335,-1.0989836144900917,-1.0019758690620386,-0.38379236140670386
3.02,-3.0259671245673436,-1.1009025762971967,-1.0019758690620386,-0.3837923614351042
3.025,-3.030977003912654,-1.1028215381044413,-1.0019758690620386,-0.38379236146258267
3.0300000000000002,-3.035986883257964,-1.1047404999118209,-1.0019758690620386,-0.3837923614891691
3.035,-3.040996762603274,-1.1066594617193313,-1.0019758690620386,-0.3837923615148925
3.04,-3.0460066419485843,-1.1085784235269682,-1.0019758690620386,-0.38379236153978086
3.045,-3.0510165212938944,-1.1104973853347275,-1.0019758690620386,-0.38379236156386126
3.0500000000000003,-3.0560264006392046,-1.1124163471426054,-1.0019758690620386,-0.38379236158716
3.055,-3.0610362799845148,-1.1143353089505978,-1.0019758690620386,-0.3837923616097024
3.06,-3.066046159329825,-1.116254270758701,-1.0019758690620386,-0.3837923616315131
3.065,-3.071056038675135,-1.1181732325669116,-1.0019758690620386,-0.3837923616526157
3.0700000000000003,-3.0760659180204453,-1.120092194375226,-1.0019758690620386,-0.3837923616730333
3.075,-3.0810757973657554,-1.1220111561836408,-1.0019758690620386,-0.38379236169278813
3.08,-3.0860856767110656,-1.1239301179921528,-1.0019758690620386,-0.3837923617119017
3.085,-3.0910955560563758,-1.1258490798007588,-1.0019758690620386,-0.3837923617303947
3.09,-3.096105435401686,-1.1277680416094558,-1.0019758690620386,-0.38379236174828746
3.095,-3.101115314746996,-1.1296870034182407,-1.0019758690620386,-0.3837923617655994
3.1,-3.1061251940923063,-1.1316059652271107,-1.0019758690620386,-0.3837923617823493
3.105,-3.1111350734376164,-1.133524927036063,-1.0019758690620386,-0.3837923617985555
3.11,-3.1161449527829266,-1.135443888845095,-1.0019758690620386,-0.38379236181423565
3.115,-3.1211548321282367,-1.1373628506542044,-1.0019758690620386,-0.38379236182940674
3.12,-3.126164711473547,-1.1392818124633883,-1.0019758690620386,-0.3837923618440854
3.125,-3.131174590818857,-1.1412007742726444,-1.0019758690620386,-0.3837923618582875
3.13,-3.1361844701641672,-1.1431197360819705,-1.0019758690620386,-0.38379236187202864
3.1350000000000002,-3.1411943495094774,-1.145038697891364,-1.0019758690620386,-0.3837923618853237
3.14,-3.1462042288547876,-1.1469576597008229,-1.0019758690620386,-0.3837923618981871
3.145,-3.1512141082000977,-1.148876621510345,-1.0019758690620386,-0.383792361910633
