force,A,delta,phi,offset,R^2,St,method
inertial_force,0.19672032463773206,-0.049825836617661476,4.941492145944049,0.0005567179175915693,0.9848370004906774,0.009,curve_fit
stokes_drag,0.10591302226403383,-0.051028008140800545,1.3038782151285409,-0.0009782584937253365,0.9824757445679044,0.009,curve_fit
history_force,0.09342728441050162,-0.047983729915990606,2.077720034431712,0.00037393678128132463,0.9833894653621119,0.009,curve_fit
xdot,0.9612919320734965,-0.051242523037291994,0.001196469757450247,0.0296370610363168,0.9791878852701463,0.009,curve_fit
inertial_force,0.19795220899938012,-0.05492655251436721,4.96226875592015,0.00060338001681356,0.9871492819820443,0.01,curve_fit
stokes_drag,0.10322174891969466,-0.05622989160320809,1.3043203331820377,-0.0010337361348991886,0.9849318586296996,0.01,curve_fit
history_force,0.09595068307972857,-0.053098765214419,2.078068198502785,0.00037880896068682925,0.9856296297976151,0.01,curve_fit
xdot,0.9623978224487015,-0.05671076938552436,0.0,0.028456884873989192,0.9811618106317486,0.01,curve_fit
inertial_force,0.19926394565471628,-0.0599444870851079,4.984825736289545,0.0006454231341119029,0.9891325091490341,0.011,curve_fit
stokes_drag,0.10081495332475043,-0.06134867044469723,1.3077694360113423,-0.0010833340423125203,0.9870884422867956,0.011,curve_fit
history_force,0.09825950572967793,-0.058130759042393156,2.0817461200877334,0.00038270247490078526,0.9875474772090038,0.011,curve_fit
xdot,0.9635391174416119,-0.062143009026429295,0.0009151348419988992,0.02735589032777973,0.982890069936114,0.011,curve_fit
inertial_force,0.2006498476411257,-0.0648806064192329,5.004670902383576,0.000683106483362175,0.9908192982650087,0.012,curve_fit
stokes_drag,0.09864920948181624,-0.06638517961998812,1.310079414841973,-0.0011275865277974252,0.9889734130213359,0.012,curve_fit
history_force,0.1003960257985778,-0.06308056672482641,2.0840384590293013,0.0003858699297268979,0.989175621519927,0.012,curve_fit
xdot,0.9647109906245354,-0.06754025530203782,0.0,0.02632734263072484,0.9844069461531662,0.012,curve_fit
inertial_force,0.20210458207943502,-0.06973602750554761,5.025758587937723,0.0007167134616391306,0.9922386031805263,0.013,curve_fit
stokes_drag,0.09668999715740967,-0.07134038473578015,1.3145325328724926,-0.0011669870881479073,0.9906115021300445,0.013,curve_fit
history_force,0.10239225197535476,-0.06794920083763879,2.088722898718905,0.0003884996838611547,0.9905427881888645,0.013,curve_fit
