force,A,delta,phi,offset,R^2,St,method
inertial_force,1.2032173412630647,-0.21772130054382938,4.881211450179644,0.0006729939094352316,0.9975294332306015,0.009,curve_fit
stokes_drag,0.7409162807616936,-0.2211191872559767,1.329030647238156,-0.0031264685014331275,0.9932339702446552,0.009,curve_fit
history_force,0.5021898202463725,-0.21071874283156802,2.092146578415337,0.0022252291539613146,0.9911474664095733,0.009,curve_fit
xdot,0.9530293603317925,-0.2192113481332464,6.282125312415676,0.010835857281855885,0.9927506152209243,0.009,curve_fit
inertial_force,1.2087582326452377,-0.2398006697745711,4.896852635894328,0.0006372107005651939,0.9981580466325802,0.01,curve_fit
stokes_drag,0.7264542622288064,-0.2440193900337102,1.3281326196139216,-0.0031811651393807094,0.9937644531993975,0.01,curve_fit
history_force,0.5169527149790983,-0.23177562103456695,2.0890175211337967,0.0022930415932455816,0.9910920202859085,0.01,curve_fit
xdot,0.9556824811005162,-0.24184248826835666,0.0,0.009871992847954847,0.993297773020181,0.01,curve_fit
inertial_force,1.2141905729936402,-0.2614028321416526,4.909676787198493,0.0005987459661350458,0.9985201214444004,0.011,curve_fit
stokes_drag,0.7132317019175973,-0.2665415914952691,1.3263817000963505,-0.0032257799671963285,0.9940812765567947,0.011,curve_fit
history_force,0.5302203858692958,-0.2523124864548511,2.0843967830027426,0.0023541449593212816,0.9908115646500064,0.011,curve_fit
xdot,0.9582257362847805,-0.2641152873426416,6.282744356079869,0.009080997819585093,0.9936736369545215,0.011,curve_fit
inertial_force,1.2195191099847578,-0.2825251669831233,4.923342905719388,0.0005585981659450489,0.9986782845008498,0.012,curve_fit
stokes_drag,0.7010542515368693,-0.2886779278476541,1.3260006733686962,-0.003262445822304342,0.994251145520901,0.012,curve_fit
history_force,0.5422395913204351,-0.2723403659573822,2.0817579410174964,0.0024096098737085864,0.9903673433331106,0.012,curve_fit
xdot,0.9606685889737921,-0.2860343749434121,0.0,0.008420730044392111,0.9939381398217264,0.012,curve_fit
inertial_force,1.2247501733354875,-0.3031684775571507,4.935506106144549,0.0005174272602191095,0.9986706000669474,0.013,curve_fit
stokes_drag,0.6897700865641938,-0.31042309526334944,1.3255513350550368,-0.0032927240364000066,0.9943143975931503,0.013,curve_fit
history_force,0.5532033109813788,-0.29187220933028685,2.0786081981529247,0.002460263372402,0.9897959156712407,0.013,curve_fit
