force,A,delta,phi,offset,R^2,St,method
inertial_force,1.0548453352780598,-0.17364089669707508,4.866961242114264,0.0007333191956423553,0.9942440132933872,0.009,curve_fit
stokes_drag,0.6667423297535138,-0.17604371531896099,1.3325267262032028,-0.002812813573271592,0.9893061997374196,0.009,curve_fit
history_force,0.42768116284406293,-0.16823460954383837,2.0978628079949146,0.0018961623545348605,0.988894912608665,0.009,curve_fit
xdot,0.9420965716827907,-0.17459526334357434,6.281275680041173,0.013272930296332655,0.9885832082855646,0.009,curve_fit
inertial_force,1.0592796875301782,-0.19148449139995705,4.8826155631968176,0.000711889488595884,0.9957238974203882,0.01,curve_fit
stokes_drag,0.6541925693899179,-0.19445696488417405,1.3319892207617292,-0.0028685697202903877,0.9906330714997093,0.01,curve_fit
history_force,0.4407554849332888,-0.18531690931217487,2.095383407779975,0.0019550036054132194,0.9897127450691438,0.01,curve_fit
xdot,0.9445534992879107,-0.1927900320820164,0.0,0.012083337472125914,0.98979842721894,0.01,curve_fit
inertial_force,1.0636339890025093,-0.2089975741071915,4.893870519329532,0.000686758827061111,0.9967561921930741,0.011,curve_fit
stokes_drag,0.642701153870843,-0.21261223495926848,1.329047239708655,-0.0029144000204144867,0.9915476050269774,0.011,curve_fit
history_force,0.45253663573914604,-0.2020280281525865,2.0897631006490953,0.0020081911455657317,0.9901193298373573,0.011,curve_fit
xdot,0.9469189201462803,-0.2107321801749088,6.281988855129298,0.011104929676925444,0.9906541437441414,0.011,curve_fit
inertial_force,1.0679088433045645,-0.22617533475797988,4.907676191467397,0.0006591059715382361,0.9974699645043017,0.012,curve_fit
stokes_drag,0.6321040043008196,-0.23050262379578398,1.3290409853630625,-0.002952435403102325,0.9921835747007206,0.012,curve_fit
history_force,0.46323220584167596,-0.21837193223263596,2.08777753237872,0.0020566214469577163,0.9902425400851793,0.012,curve_fit
xdot,0.9491967082013626,-0.22842251549259998,0.0,0.01028723646019607,0.991274553722764,0.012,curve_fit
inertial_force,1.0721079065500994,-0.2430157406564779,4.9185595075290225,0.0006297307436545096,0.9979442781503612,0.013,curve_fit
stokes_drag,0.6222730292537916,-0.24812302197518654,1.3276384997962294,-0.002984220908035265,0.9926234284582784,0.013,curve_fit
history_force,0.47300620274390426,-0.23435533260907174,2.083814443031682,0.002100988012874426,0.9901601085941923,0.013,curve_fit
xdot,0.9513933740210234,-0.24586371744050975,6.282564205826985,0.009594220579090743,0.9917353081171576,0.013,curve_fit
inertial_force,1.0762357933746631,-0.2595188067766151,4.930757150755561,0.0005991881892890286,0.9982294166674733,0.014,curve_fit
stokes_drag,0.6131058846638807,-0.2654696979413016,1.327805889040224,-0.003010915444836012,0.9929196526051516,0.014,curve_fit
history_force,0.4819895555684157,-0.2499859547097433,2.0819968375946,0.0021418381941590158,0.989920982122802,0.014,curve_fit
xdot,0.9535161332403356,-0.2630596556644767,0.0,0.008999623847862454,0.9920841611710038,0.014,curve_fit
inertial_force,1.0802970281189088,-0.27568602130343367,4.941235242447433,0.0005678830402324479,0.9983585988132356,0.015,curve_fit
stokes_drag,0.6045194564737669,-0.2825401902780324,1.3274078961735931,-0.0030334003426625857,0.9931066957132673,0.015,curve_fit
history_force,0.49028936898635334,-0.26527331121956366,2.079197969946592,0.0021796197449164834,0.9895570324056134,0.015,curve_fit
xdot,0.9555718924406221,-0.28001485991193176,6.282986144182863,0.008483958361901616,0.9923522800065222,0.015,curve_fit
inertial_force,1.084295488116682,-0.29151986769368676,4.952081316827861,0.000536102651358227,0.9983546424010022,0.016,curve_fit
stokes_drag,0.5964448856675472,-0.2993327871364576,1.3276064481821148,-0.003052369548038738,0.9932078035189699,0.016,curve_fit
history_force,0.49799146476807626,-0.280224906341993,2.077426635286088,0.0022146929925012724,0.9890898177772832,0.016,curve_fit
xdot,0.9575667080393782,-0.2967340936343155,0.0,0.00803249164708028,0.9925606422684524,0.016,curve_fit
inertial_force,1.0882344840171239,-0.3070236372935303,4.9621007660532666,0.0005040675473279811,0.9982338646159975,0.017,curve_fit
stokes_drag,0.5888244515419803,-0.3158464329411635,1.327857481960342,-0.0030683718585987666,0.993239121981088,0.017,curve_fit
history_force,0.5051687902573772,-0.2948505722743835,2.0754218678016585,0.002247364565312136,0.988534434870634,0.017,curve_fit
xdot,0.959505732542827,-0.3132221563991599,9.804590450901429e-05,0.007633910568476038,0.9927237770235574,0.017,curve_fit
inertial_force,1.0921157995677937,-0.32220065615917376,4.971815818861682,0.0004719359431787503,0.9980084193407763,0.018,curve_fit
