force,A,delta,phi,offset,R^2,St,method
inertial_force,0.006828177785966591,0.058967005505226336,1.7153172882677912,-1.3323401775634115e-07,0.9999087332360623,0.009,curve_fit
stokes_drag,0.004160495848549414,0.05872371319102024,4.444164881990426,1.3878962559359213e-05,0.9998447477379998,0.009,curve_fit
history_force,0.0029331019785368002,0.05947107227930538,5.222727794143898,-1.2694888094216916e-05,0.9995192049478161,0.009,curve_fit
xdot,0.018036225088593826,0.058783612221832406,6.2829205647588875,7.148694228743447e-05,0.9999929190331416,0.009,curve_fit
inertial_force,0.006826178585988786,0.06540078618187457,1.7309672237684368,-4.156317203663416e-07,0.9998866760611634,0.01,curve_fit
stokes_drag,0.004051312301389884,0.06516295962059224,4.44180595703891,1.4576938807471047e-05,0.9998412975551771,0.01,curve_fit
history_force,0.003012219430100346,0.06585679821357825,5.220376249644051,-1.3010063922419545e-05,0.9995469457645053,0.01,curve_fit
xdot,0.017989410935572853,0.06518195111111784,0.0,8.054009827772093e-05,0.9999906768532902,0.01,curve_fit
inertial_force,0.006824532682928863,0.07182076614391679,1.745993133363192,-7.972649879766921e-07,0.9998635268302448,0.011,curve_fit
stokes_drag,0.0039506135151936754,0.07158973590853335,4.440072308460646,1.5310638491777337e-05,0.9998357484382278,0.011,curve_fit
history_force,0.00308230018715365,0.07223282358634976,5.218663321951323,-1.3267594518237387e-05,0.9995679265083636,0.011,curve_fit
xdot,0.017939340498227138,0.07156450323737815,6.282919410006871,9.091002734524625e-05,0.9999880080217494,0.011,curve_fit
inertial_force,0.006823225440086429,0.07822810138347905,1.7614569191464908,-1.298012843828128e-06,0.9998398748103401,0.012,curve_fit
stokes_drag,0.0038572086668021985,0.0780049214210329,4.439858090917392,1.610338472106865e-05,0.9998282215449606,0.012,curve_fit
history_force,0.0031448031940386123,0.07859999839871927,5.218474608521193,-1.3471406792833187e-05,0.9995832830071151,0.012,curve_fit
xdot,0.01788606560321793,0.07793270580352678,0.0,0.00010279985957402694,0.9999848553455104,0.012,curve_fit
inertial_force,0.006822239006937051,0.08462376223995226,1.776296940059475,-1.94095637585426e-06,0.9998163488390175,0.013,curve_fit
stokes_drag,0.0037701501800246743,0.08440925374059574,4.43995360949703,1.6980098583329268e-05,0.9998189619213749,0.013,curve_fit
history_force,0.003200868040832559,0.08495901524213112,5.218608781071591,-1.3623177380386368e-05,0.9995941456090311,0.013,curve_fit
xdot,0.017829633770458264,0.08428780756188956,6.282907272007499,0.00011644470892965093,0.9999811444064532,0.013,curve_fit
inertial_force,0.006821553132577002,0.09100856843883207,1.7915889433169174,-2.753976965532211e-06,0.99979360836982,0.014,curve_fit
stokes_drag,0.0036886695736917984,0.09080334572574404,4.441349917475998,1.7968056780192345e-05,0.9998084087188199,0.014,curve_fit
history_force,0.0032514015138222483,0.09131044446102025,5.220028788358343,-1.3722563903875484e-05,0.9996016368842743,0.014,curve_fit
xdot,0.017770090801368186,0.09063090069171481,0.0,0.00013211664127052517,0.9999767777036566,0.014,curve_fit
inertial_force,0.006821145763039021,0.09738321560332618,1.8062323812277867,-3.7703201606523246e-06,0.9997723351371208,0.015,curve_fit
stokes_drag,0.0036121333607276487,0.09718770718735813,4.442818946340471,1.909800863296319e-05,0.9997971567637589,0.015,curve_fit
history_force,0.0032971367107561306,0.09765475037556648,5.221541507893325,-1.3767255003307958e-05,0.9996068682402017,0.015,curve_fit
xdot,0.017707482737378936,0.09696294454923357,6.282881360254983,0.00015013060156550927,0.9999716274490236,0.015,curve_fit
inertial_force,0.006820993954819269,0.10374828965367808,1.8213643680183136,-5.0294119591622216e-06,0.999753225533062,0.016,curve_fit
