force,A,delta,phi,offset,R^2,St,method
inertial_force,1.396014025769785,-0.2809850895492999,4.898491530320109,0.0005622732306183202,0.9989304015227631,0.009,curve_fit
stokes_drag,0.8332839828075962,-0.2860455428596231,1.3257841083596469,-0.003524307126921726,0.9952652868200723,0.009,curve_fit
history_force,0.6007703227356234,-0.27150509132184536,2.0857624646201156,0.002667802586251651,0.9914101997434043,0.009,curve_fit
xdot,0.9648164958221593,-0.2834704317468632,6.282948075719101,0.008598516090222776,0.995299800857482,0.009,curve_fit
inertial_force,1.4031320612583031,-0.3089703430220105,4.914184265549183,0.0005078050356125016,0.9989786819913159,0.01,curve_fit
stokes_drag,0.8163608659260789,-0.3152653793725915,1.3246106765274306,-0.0035775852290308363,0.9953152710789087,0.01,curve_fit
history_force,0.6176318148787415,-0.2980817400194847,2.0819751753082123,0.002746663765153218,0.9907462740375776,0.01,curve_fit
xdot,0.9676933956802072,-0.3123732678954069,0.0,0.007843002384917669,0.9954925424638001,0.01,curve_fit
inertial_force,1.4100996326256532,-0.33623991418285837,4.9285621827412305,0.0004518122999223026,0.9988429349869551,0.011,curve_fit
stokes_drag,0.8009114110911374,-0.34390605696765164,1.3240033412896157,-0.0036204091187590067,0.9952583245849828,0.011,curve_fit
history_force,0.632745263102273,-0.32390669422158536,2.0782765809597663,0.002817467717188375,0.9899482115293291,0.011,curve_fit
xdot,0.9704431025835477,-0.3407506345416696,0.00023359918750442965,0.007223747479578159,0.9956137191760066,0.011,curve_fit
inertial_force,1.4169263960264613,-0.3627969341531802,4.94216051652444,0.00039512392109996664,0.9985499734902353,0.012,curve_fit
stokes_drag,0.7867007876606648,-0.37195973253674236,1.3233434819298469,-0.0036549942342094313,0.9951234672710778,0.012,curve_fit
history_force,0.6464071615982833,-0.34900329273522424,2.0750031312209636,0.00288150534327868,0.9890410007516182,0.012,curve_fit
xdot,0.9730801007510003,-0.3686142632876436,0.0,0.00670706756113996,0.9956885204795575,0.012,curve_fit
inertial_force,1.4236205551785253,-0.38864801465145876,4.955497015739997,0.0003382880005244318,0.9981166889847308,0.013,curve_fit
stokes_drag,0.7735450768206265,-0.3994217093431496,1.3237482223194592,-0.003682971105134796,0.9949278463518445,0.013,curve_fit
