force,A,delta,phi,offset,R^2,St,method
history_force,0.4906128276776513,-0.36328002596584696,2.0656536503294674,0.0021824473550855943,0.9825426778697002,0.028,curve_fit
xdot,0.9656647691133431,-0.3966884540298172,0.0,0.006048878625184406,0.991731878751645,0.028,curve_fit
inertial_force,1.000316899360822,-0.39052696947992865,5.0414835349488865,0.000306907686842882,0.9939516304369204,0.029,curve_fit
stokes_drag,0.4763631134458734,-0.40838564160965335,1.3358926014263086,-0.0029050467069382355,0.9909657543836402,0.029,curve_fit
history_force,0.49404070220201945,-0.3729915378452516,2.0650745757978175,0.0021975713726730267,0.9816559605917946,0.029,curve_fit
xdot,0.9670639220073869,-0.40850693976049796,0.0005357129331453603,0.005886005946861209,0.9917679734969268,0.029,curve_fit
inertial_force,1.003056928067062,-0.40060718417008606,5.047301097032492,0.00028268024664396014,0.9932164931770072,0.03,curve_fit
stokes_drag,0.4724233966168138,-0.41953704358405036,1.3359403021194551,-0.002906085133333345,0.9907042454714722,0.03,curve_fit
history_force,0.4973250422700628,-0.3825166270054884,2.0634893174869378,0.0022120373094144576,0.9807356209190343,0.03,curve_fit
xdot,0.968435325940207,-0.4201859793086723,0.0,0.005733835825771513,0.991796990277898,0.03,curve_fit
