force,A,delta,phi,offset,R^2,St,method
inertial_force,0.010920024198812215,0.14969701966025026,1.7970993478196189,-1.757123504197178e-06,0.9997527792647366,0.009,curve_fit
stokes_drag,0.005854783536103463,0.14937463438584123,4.44174420292554,2.688575754548027e-05,0.9997794053966106,0.009,curve_fit
history_force,0.005229148567034019,0.15017163676222378,5.220299793619751,-2.2582139944911987e-05,0.9995602663508725,0.009,curve_fit
xdot,0.017755919971312744,0.14905351981218246,6.282820209202307,8.673210179345155e-05,0.9999840899577997,0.009,curve_fit
inertial_force,0.010919397425808565,0.16599961640612956,1.82119219595511,-3.5175296578853795e-06,0.9997098269054124,0.01,curve_fit
stokes_drag,0.0056667419527489755,0.1657017547535287,4.445549615832348,2.900790469522728e-05,0.9997516282115302,0.01,curve_fit
history_force,0.005338638915563168,0.1663995279110635,5.224154499614226,-2.276110318907598e-05,0.9995579959768602,0.01,curve_fit
xdot,0.01765249499186173,0.1652429419754741,0.0,0.00010657177895789177,0.9999794191020339,0.01,curve_fit
inertial_force,0.01091971033484324,0.18226516248021005,1.8443000299202712,-6.026786832007961e-06,0.9996707885121013,0.011,curve_fit
stokes_drag,0.005494976085459686,0.1819926537470242,4.449907161681088,3.165654283385657e-05,0.999722292726935,0.011,curve_fit
history_force,0.005432937651558238,0.1826011847041936,5.228557709861584,-2.2743447153447054e-05,0.9995515831777657,0.011,curve_fit
xdot,0.01754150657463472,0.18139317591036855,6.282795587604749,0.0001314199011373069,0.9999738322547016,0.011,curve_fit
inertial_force,0.010920800260336587,0.19849632841984272,1.867898442124099,-9.528511659507897e-06,0.9996377521234224,0.012,curve_fit
stokes_drag,0.005337072535260338,0.19824912550847162,4.456130731934781,3.5038537977668285e-05,0.9996943468843479,0.012,curve_fit
history_force,0.005514650902482638,0.19877818397187877,5.234767717701226,-2.249427334915285e-05,0.9995445247728052,0.012,curve_fit
xdot,0.017423193859790343,0.19750823812679227,0.0,0.0001625887000655752,0.9999670293709971,0.012,curve_fit
inertial_force,0.010922505082409432,0.21469511998277296,1.8904433545613797,-1.43449960814832e-05,0.9996127329663264,0.013,curve_fit
stokes_drag,0.005191117273246605,0.21447233918663725,4.462416262411288,3.941676836985675e-05,0.9996706934823184,0.013,curve_fit
history_force,0.0055857773528400255,0.21493162783298486,5.241068717499655,-2.1957226619653422e-05,0.9995400796208068,0.013,curve_fit
xdot,0.017297831467904593,0.2135912999011452,6.282727329757587,0.0002017385082123064,0.9999585487435285,0.013,curve_fit
inertial_force,0.010924667833787783,0.2308629867319356,1.9135528028013011,-2.0901558274877304e-05,0.9995976818046551,0.014,curve_fit
stokes_drag,0.00505556594115576,0.23066291486616883,4.470383437677079,4.512884556681863e-05,0.999654161594816,0.014,curve_fit
history_force,0.005647877915446413,0.2310622347715162,5.248940524628196,-2.1049330051117416e-05,0.9995412980189001,0.014,curve_fit
xdot,0.01716573427210427,0.22964478512197908,0.0,0.00025097020664546554,0.9999477003792155,0.014,curve_fit
inertial_force,0.010927140672446843,0.24700090120826818,1.9354558367059884,-2.9759487261227105e-05,0.9995944880287299,0.015,curve_fit
stokes_drag,0.004929155808538941,0.24682096589158667,4.477934179130577,5.2610580104326886e-05,0.9996473987187326,0.015,curve_fit
history_force,0.005702190644063293,0.24717041040165455,5.256498996602849,-1.9652721813742523e-05,0.9995510349678589,0.015,curve_fit
xdot,0.01702725824307901,0.24567045779690702,6.282578668227749,0.00031294291185588857,0.9999334644692889,0.015,curve_fit
inertial_force,0.010929788381518543,0.26310941729482445,1.9581286161763922,-4.165763636084173e-05,0.9996049398398363,0.016,curve_fit
stokes_drag,0.004810843855067388,0.2629461284268673,4.487250461331057,6.24258995327939e-05,0.9996527093920589,0.016,curve_fit
history_force,0.005749711003078545,0.2632563017272652,5.265626338688647,-1.7603572496025308e-05,0.9995719263801844,0.016,curve_fit
xdot,0.016882800525205837,0.26166948589079525,0.0,0.0003910216438525302,0.9999143301175758,0.016,curve_fit
inertial_force,0.010932491401484827,0.2791887146626103,1.9792928122935238,-5.756586581628073e-05,0.9996305791507332,0.017,curve_fit
stokes_drag,0.004699762600310251,0.27903756660251317,4.495526877068119,7.53055541576652e-05,0.999671819542208,0.017,curve_fit
history_force,0.005791249109080132,0.2793198459877054,5.273965406504663,-1.467842354648892e-05,0.9996062603146517,0.017,curve_fit
xdot,0.016732796337643917,0.27764250920873024,6.282276479996011,0.0004894653025343974,0.9998880304490404,0.017,curve_fit
inertial_force,0.010935148474533038,0.2952386331542918,2.001681762936798,-7.875773769795598e-05,0.9996723325955892,0.018,curve_fit
stokes_drag,0.004595187586873285,0.29509397050375913,4.506037381126064,9.219634976534724e-05,0.9997053832440422,0.018,curve_fit
history_force,0.005827472092789754,0.2953607994376003,5.284182756000422,-1.0572887940791154e-05,0.999655615331945,0.018,curve_fit
xdot,0.0165777148113675,0.2935897006148659,0.0,0.0006136650827216247,0.999851097052741,0.018,curve_fit
inertial_force,0.010937677968771702,0.3112587108098257,2.021973089289703,-0.00010689912751236039,0.9997297238141293,0.019,curve_fit
stokes_drag,0.004496513196805402,0.31111354250571543,4.5145093877884666,0.0001143247680910169,0.9997520209679197,0.019,curve_fit
history_force,0.005858934334113792,0.31137879170166305,5.292898931441291,-4.8775426191193105e-06,0.9997200718692751,0.019,curve_fit
xdot,0.016418053105366242,0.3095108305064759,6.281682108517401,0.0007704398857580879,0.9997980963995282,0.019,curve_fit
inertial_force,0.01094001972932631,0.3272482063853974,2.0444144243186453,-0.000144170307839401,0.9997993091315551,0.02,curve_fit
stokes_drag,0.004403233895439743,0.32709398917716775,4.526334624322657,0.00014327908218532306,0.9998065409309572,0.02,curve_fit
history_force,0.005886100703802507,0.32737336074519496,5.3043125479959095,2.956295805609073e-06,0.999796636560452,0.02,curve_fit
xdot,0.016254331702013552,0.32540531578861664,0.0,0.0009684200388288558,0.999720304711352,0.02,curve_fit
inertial_force,0.010942134919012856,0.3432061374753727,2.063613609528052,-0.0001934166824780386,0.9998717308776348,0.021,curve_fit
stokes_drag,0.004314929773636206,0.34303250812381997,4.534346935738499,0.00018111432086528404,0.9998566701714909,0.021,curve_fit
history_force,0.005909363268795733,0.3433440066656454,5.312989060228686,1.3668554896626198e-05,0.9998762541665226,0.021,curve_fit
xdot,0.016087085317601814,0.3412722996261967,6.2805396218822604,0.001218522858675783,0.9996033853399788,0.021,curve_fit
inertial_force,0.01094400472195325,0.359131325215119,2.0867615823003183,-0.00025835023467303704,0.9999263125125739,0.022,curve_fit
stokes_drag,0.004231254441585181,0.35892579625576676,4.547991622549033,0.0002304892215629376,0.9998772424722441,0.022,curve_fit
history_force,0.005929052963088865,0.35929026093654276,5.3260824936389835,2.8232163876334862e-05,0.9999383270721239,0.022,curve_fit
xdot,0.015916859281804297,0.3571106874447517,0.0,0.00153455567758788,0.999423297389807,0.022,curve_fit
inertial_force,0.010945626577598896,0.37502246113734117,2.1044643547658337,-0.00034380303099302027,0.9999213442550455,0.023,curve_fit
stokes_drag,0.00415192433729761,0.3747700876661929,4.554552855159606,0.0002948400103929755,0.9998199963131142,0.023,curve_fit
history_force,0.005945446886950604,0.3752117823430402,5.334166624158817,4.795210538223319e-05,0.9999408781551079,0.023,curve_fit
xdot,0.015744205014165853,0.37291919039485627,6.278384876553144,0.0019339846126502703,0.9991390642796579,0.023,curve_fit
inertial_force,0.010947008113241136,0.39087819515525835,2.129517091366199,-0.0004560666483977485,0.9997768418152154,0.024,curve_fit
