force,A,delta,phi,offset,R^2,St,method
inertial_force,0.16099492113953948,-0.0350470931770393,4.907643033617314,0.0004804118315543495,0.9590610600706699,0.009,curve_fit
stokes_drag,0.09132488242942259,-0.03592202952017486,1.3045048650169722,-0.0008097604141170656,0.9556824038219024,0.009,curve_fit
history_force,0.07359017107033794,-0.033503802909195524,2.078120527342419,0.0002956640558157344,0.9577556527800161,0.009,curve_fit
xdot,0.9513211722580375,-0.035848355204459455,0.0016860635942044233,0.03719864036154399,0.9519043728168409,0.009,curve_fit
inertial_force,0.16174825031965145,-0.03868465756978273,4.925112062512042,0.0005262327013031304,0.9636754848020967,0.01,curve_fit
stokes_drag,0.0890814683328352,-0.039629550585668506,1.3025424537808072,-0.0008628521164233982,0.9603522683391944,0.01,curve_fit
history_force,0.07564729263092322,-0.037151160169894684,2.075992936609012,0.0002999129024254326,0.9623068500098689,0.01,curve_fit
xdot,0.9521614677364645,-0.0396895619589102,0.0,0.03589854960490741,0.9559326027088759,0.01,curve_fit
inertial_force,0.1625533939310212,-0.042273462824613625,4.945509706480637,0.0005686921778330771,0.9678054618347863,0.011,curve_fit
stokes_drag,0.08705962912291167,-0.043288241803915606,1.3045689315679558,-0.0009114755460465734,0.9645703742487731,0.011,curve_fit
history_force,0.07752072342761554,-0.04074981767979615,2.078237746424824,0.0003032392838499814,0.9663759266332278,0.011,curve_fit
xdot,0.9530338965115829,-0.04350853936731782,0.0013429277982239807,0.034674325868218316,0.9595328989732052,0.011,curve_fit
inertial_force,0.16340727123452528,-0.04581384331542029,4.962442672991164,0.0006078724189856736,0.9714970037875894,0.012,curve_fit
stokes_drag,0.08522670618793857,-0.046898430946925904,1.3046778130402013,-0.0009559369020495913,0.9683782907738002,0.012,curve_fit
history_force,0.0792449130285704,-0.04430002944239395,2.0782564301121154,0.0003058564495831796,0.9700098589041211,0.012,curve_fit
xdot,0.953934824414721,-0.04730599235648024,0.0,0.033520276638510635,0.9627565274926858,0.012,curve_fit
inertial_force,0.16430698225208157,-0.04930619253418894,4.981633319646231,0.0006438935220793003,0.9747910254290355,0.013,curve_fit
stokes_drag,0.08355669079343986,-0.05046046317656298,1.3078131238367119,-0.0009965315496679656,0.9718129776215833,0.013,curve_fit
history_force,0.08084627656926147,-0.047802126517149046,2.0816086170985395,0.0003079273077737158,0.9732501424678761,0.013,curve_fit
xdot,0.9548611949155209,-0.051082549422279924,0.0010658451327587581,0.03243125625794154,0.9656479272688928,0.013,curve_fit
inertial_force,0.16524977520138076,-0.05275095178868719,4.997994305387456,0.0006768994294969174,0.9777240447644543,0.014,curve_fit
stokes_drag,0.08202848090211068,-0.053974723924307556,1.3093141420366323,-0.0010335415965566019,0.974907429949632,0.014,curve_fit
