force,A,delta,phi,offset,R^2,St,method
inertial_force,0.09174051492624914,-0.012956289275436302,4.835594055088536,0.0002737729636661052,0.6250821917684626,0.009,curve_fit
stokes_drag,0.059027653076450734,-0.01335350339221399,1.321931534102234,-0.0004430185101955727,0.6187587176196074,0.009,curve_fit
history_force,0.03682128163344769,-0.01200364373716725,2.094248106472521,0.00015585075246020018,0.623173077317253,0.009,curve_fit
xdot,0.9179538079595172,-0.013218074707649291,0.0039085306877164605,0.06623373990832417,0.6141716219077553,0.009,curve_fit
inertial_force,0.0919218772193564,-0.014338292561074252,4.844324438960599,0.0003068857289948053,0.6445032810958755,0.01,curve_fit
stokes_drag,0.05777574040291581,-0.014760937270510588,1.313906015111,-0.0004811643816212347,0.637941856651508,0.01,curve_fit
history_force,0.03798570535808458,-0.01338943223202329,2.0858979863259375,0.00015941414175115837,0.6426014682772716,0.01,curve_fit
xdot,0.9182741377935286,-0.014643876577863266,0.0,0.06466863996873727,0.6327945833673259,0.01,curve_fit
inertial_force,0.09211752218922467,-0.015709970705033785,4.8606913751840635,0.0003391584652665104,0.6629780014342816,0.011,curve_fit
stokes_drag,0.05662800380169796,-0.016157384351020196,1.3141310654456213,-0.0005177439252501113,0.6562157373671959,0.011,curve_fit
history_force,0.03904433276842662,-0.014765051563209694,2.0863456976961494,0.00016230467449556698,0.661081014361691,0.011,curve_fit
xdot,0.9186131172840412,-0.016063216322939458,0.003394425110803123,0.06316583889331218,0.6504462627065083,0.011,curve_fit
inertial_force,0.09232691838997459,-0.01707136526405949,4.869577632192665,0.0003704936679652348,0.6805407503358063,0.012,curve_fit
stokes_drag,0.055570060881799686,-0.017543049948060253,1.308362015541044,-0.0005527678222955021,0.6736109193531576,0.012,curve_fit
history_force,0.040014725337857354,-0.01613047759159932,2.0803136994773874,0.00016463181190370024,0.6786469282872282,0.012,curve_fit
xdot,0.9189697397506801,-0.017476391369397378,0.0,0.06172186343241934,0.6671676246949149,0.012,curve_fit
inertial_force,0.0925495460873773,-0.018422482893636866,4.885077296150033,0.0004008238458177365,0.6972267530860692,0.013,curve_fit
stokes_drag,0.054590429355255043,-0.018918058076247444,1.3096080329356592,-0.0005862574948892683,0.6901593542072898,0.013,curve_fit
history_force,0.040910610284856284,-0.017485664675284316,2.0817691452937384,0.00016648468497398918,0.6953346145317014,0.013,curve_fit
xdot,0.9193430258606549,-0.01888365140854031,0.002947340266522769,0.060333528776617934,0.6829999968075285,0.013,curve_fit
inertial_force,0.09278491149797705,-0.01976332435673904,4.894061947782436,0.00043010432972293147,0.7130715722767387,0.014,curve_fit
stokes_drag,0.053679775930989826,-0.020282502210553097,1.3055343692559045,-0.0006182425701795952,0.7058939893899199,0.014,curve_fit
history_force,0.04174292553735269,-0.018830575309669088,2.077480655995166,0.00016793667340130516,0.7111798235860197,0.014,curve_fit
xdot,0.9197322063450939,-0.020285232133683915,0.0,0.058997898666547935,0.6979848105739913,0.014,curve_fit
inertial_force,0.09303253862392809,-0.02109388211262682,4.908769563285038,0.0004583081805594486,0.7281107973661424,0.015,curve_fit
stokes_drag,0.05283039086457334,-0.02163645690225395,1.307459151809593,-0.0006487587814411212,0.7208478336529538,0.015,curve_fit
history_force,0.042520521576689674,-0.020165174724111196,2.079601121065508,0.00016904939106077534,0.7262184976421723,0.015,curve_fit
xdot,0.920136433513863,-0.021681324775853904,0.0025569125321058817,0.057712260392155566,0.7121627394230896,0.015,curve_fit
inertial_force,0.09329196290431295,-0.022414138072513842,4.917803469863058,0.0004854225540595709,0.7423795613379639,0.016,curve_fit
stokes_drag,0.052035810504399836,-0.0229799688087339,1.3046974369191857,-0.0006778464860085713,0.7350540470153207,0.016,curve_fit
history_force,0.043250655077010675,-0.021489433392235236,2.076663233534938,0.00016987458351847034,0.7404857582221087,0.016,curve_fit
xdot,0.9205547848891874,-0.023072081558737054,0.0,0.056474093424129644,0.7255742206474817,0.016,curve_fit
inertial_force,0.09356274119976829,-0.023724081157793012,4.93178297294134,0.0005114451945275032,0.755912584468669,0.017,curve_fit
stokes_drag,0.05129055744933209,-0.02431308008676523,1.3070780088206055,-0.0007055492010258777,0.7485453568600212,0.017,curve_fit
history_force,0.043939343353716166,-0.02280332728948061,2.0792266508182857,0.00017045586328152685,0.7540162920297266,0.017,curve_fit
xdot,0.9209866375978978,-0.024457669890453178,0.0022148950297113945,0.05528105566312609,0.7382582034220871,0.017,curve_fit
inertial_force,0.09384445182324105,-0.025023711176348034,4.9408241541677995,0.0005363824138416615,0.7687438719421507,0.018,curve_fit
stokes_drag,0.05058994077359226,-0.025635828661164775,1.305351297564816,-0.0007319126764480661,0.761354067617286,0.018,curve_fit
