force,A,delta,phi,offset,R^2,St,method
inertial_force,0.006070482151278817,0.04668274066803631,1.6998519493268733,-7.016319866442084e-08,0.9999319856042179,0.009,curve_fit
stokes_drag,0.003803524796094454,0.04646267074844395,4.448149089923956,1.1815244621503774e-05,0.9998488263010411,0.009,curve_fit
history_force,0.0025271064041946707,0.04717538911839542,5.226773243105431,-1.0912783562096697e-05,0.9994912868755075,0.009,curve_fit
xdot,0.01807637533229812,0.04654967595981364,6.282938692950072,7.151534837951238e-05,0.9999940355372794,0.009,curve_fit
inertial_force,0.006068600675848265,0.051778900925447,1.713868459881613,-2.58454766241386e-07,0.999914665202428,0.01,curve_fit
stokes_drag,0.0037088880079309047,0.05156182621631819,4.444773543163743,1.2386569717097327e-05,0.9998477463324912,0.01,curve_fit
history_force,0.0025987799351173705,0.05223003421550445,5.223381490105078,-1.1212116448503369e-05,0.9995236222116859,0.01,curve_fit
xdot,0.018037871152795322,0.05161983426223721,0.0,7.936867106976469e-05,0.9999921579947839,0.01,curve_fit
inertial_force,0.00606697513807205,0.0568642756948686,1.7273145746363214,-5.10683764493172e-07,0.999896150325748,0.011,curve_fit
stokes_drag,0.003621417234535522,0.05665139516213127,4.442011211237128,1.2971089831151363e-05,0.9998454171573266,0.011,curve_fit
history_force,0.0026625990550679236,0.05727702432507665,5.220619357172636,-1.14648732806213e-05,0.9995498092545849,0.011,curve_fit
xdot,0.017996740585137807,0.05667760301190359,6.282939157273954,8.822022461073201e-05,0.9999899184835482,0.011,curve_fit
inertial_force,0.006065599669652717,0.06193975818154391,1.7411787044048133,-8.382800373887268e-07,0.9998768342898204,0.012,curve_fit
stokes_drag,0.0035401154187075135,0.061732052326479006,4.44068857819787,1.3584181214692134e-05,0.9998417271182943,0.012,curve_fit
history_force,0.0027198108177908364,0.06231704430716759,5.219308373723868,-1.1675281343111113e-05,0.9995706643881038,0.012,curve_fit
xdot,0.017953026497663994,0.06172405193544627,0.0,9.820549485011457e-05,0.9999872719844877,0.012,curve_fit
inertial_force,0.006064465850049096,0.0670061051939142,1.7544773529782836,-1.2539912741507703e-06,0.9998571463980174,0.013,curve_fit
stokes_drag,0.0034641892563980685,0.06680437234762547,4.439686939397545,1.4241390539620059e-05,0.9998366437607742,0.013,curve_fit
history_force,0.002771392093500198,0.06735065626292164,5.218332710119572,-1.1846010952169062e-05,0.9995870060460446,0.013,curve_fit
xdot,0.017906766351237655,0.06676011553343016,6.282931107615345,0.00010947836981384033,0.9999841628564616,0.013,curve_fit
inertial_force,0.006063563237253153,0.07206396389918425,1.768204077354678,-1.7732585836515884e-06,0.999837546414402,0.014,curve_fit
stokes_drag,0.0033929952506487186,0.0718688448317606,4.4399127561752785,1.4959216706380415e-05,0.9998302993032376,0.014,curve_fit
history_force,0.0028181224752865104,0.07237833063752265,5.2185789852632,-1.1978351367314455e-05,0.999599654277083,0.014,curve_fit
xdot,0.017857994226731445,0.07178661715079014,0.0,0.00012221429535591946,0.9999805213608051,0.014,curve_fit
inertial_force,0.0060628798603776825,0.0771138903651049,1.7813504991014093,-2.413752603101311e-06,0.9998185181523258,0.015,curve_fit
stokes_drag,0.0033260028676288874,0.07692588673689528,4.440246758513302,1.5755462257064235e-05,0.9998229658418708,0.015,curve_fit
history_force,0.002860634082959505,0.07740046024142402,5.218951004806723,-1.2072309219012697e-05,0.9996094284518457,0.015,curve_fit
xdot,0.017806742406143848,0.07680428671825507,6.282913028856209,0.00013661305328041516,0.9999762594718944,0.015,curve_fit
inertial_force,0.006062402638125943,0.0821563634254798,1.7949514816687704,-3.196472909662944e-06,0.999800564573853,0.016,curve_fit
stokes_drag,0.003262768652321812,0.0819758512943575,4.441689275287718,1.6649854959455648e-05,0.9998150277910018,0.016,curve_fit
history_force,0.0028994463511957265,0.08241737454176978,5.220410439512364,-1.2126790443818825e-05,0.9996171436460524,0.016,curve_fit
xdot,0.017753042681587342,0.08181377389623712,0.0,0.0001529020828428631,0.9999712657353318,0.016,curve_fit
inertial_force,0.006062117600268637,0.087191797053818,1.8079356752807196,-4.145899218457073e-06,0.9997842017895542,0.017,curve_fit
stokes_drag,0.003202917501055247,0.08701903623068384,4.443060305436456,1.7664388473325193e-05,0.9998069571716892,0.017,curve_fit
history_force,0.0029349909681673624,0.08742935250993136,5.221824341109104,-1.2139511011290032e-05,0.9996236106449932,0.017,curve_fit
xdot,0.017696927175627673,0.08681565929551717,6.282882100815979,0.00017134045084138107,0.9999653988792196,0.017,curve_fit
inertial_force,0.0060620103928731225,0.0922205458429698,1.8214225867345617,-5.290563689427141e-06,0.9997699529585687,0.018,curve_fit
stokes_drag,0.003146128942640092,0.09205568776889107,4.445490394993836,1.8824067073894973e-05,0.9997992909797284,0.018,curve_fit
history_force,0.0029676303258329173,0.09243662902485195,5.2242596496529465,-1.2106942555832358e-05,0.999629626724622,0.018,curve_fit
xdot,0.017638429397733506,0.09181046144158019,0.0,0.00019222320846002953,0.9999584797298082,0.018,curve_fit
inertial_force,0.006062065942374047,0.0972429196590933,1.834229666504828,-6.6640037628027195e-06,0.9997583414547407,0.019,curve_fit
stokes_drag,0.0030921265775686,0.09708601008765824,4.447674087736577,2.0157269104647898e-05,0.9997926078707962,0.019,curve_fit
history_force,0.0029976712879069153,0.09743940180908293,5.226488739802448,-1.2024139669112136e-05,0.9996359758572521,0.019,curve_fit
xdot,0.017577584615007795,0.09679864460584281,6.2828338626380775,0.00021588685265501757,0.9999502809299743,0.019,curve_fit
inertial_force,0.006062269346008739,0.10225917993971335,1.8476172913420925,-8.305341719768717e-06,0.9997498823566566,0.02,curve_fit
stokes_drag,0.0030406702841995537,0.10211016547550027,4.450930222687305,2.169651012357157e-05,0.9997875044198115,0.02,curve_fit
history_force,0.0030253757030819627,0.10243783651458081,5.229732832179685,-1.1884877427414224e-05,0.9996434157683036,0.02,curve_fit
xdot,0.017514430539959495,0.10178062332123101,0.0,0.00024271442817089714,0.9999405135566944,0.02,curve_fit
inertial_force,0.006062605416082143,0.10726955280417468,1.8602272532326052,-1.026026578513412e-05,0.9997450694203068,0.021,curve_fit
stokes_drag,0.002991550074630102,0.10712827684926758,4.453746920328339,2.3479161388847575e-05,0.9997845713345181,0.021,curve_fit
history_force,0.0030509685315252217,0.10743207121567766,5.232599607096187,-1.1681091041760465e-05,0.9996526703169731,0.021,curve_fit
xdot,0.01744900766297845,0.10675676714029479,6.282761648087533,0.0002731424715832995,0.999928809732247,0.021,curve_fit
inertial_force,0.00606305920172029,0.11227422803734353,1.8735369828402106,-1.25823147634814e-05,0.9997443582978156,0.022,curve_fit
stokes_drag,0.0029445810554129858,0.11214043514607239,4.457716759108028,2.5548247493516522e-05,0.9997843639799957,0.022,curve_fit
history_force,0.003074644149222255,0.11242222183716666,5.236536534156123,-1.1402907655021752e-05,0.9996644116288453,0.022,curve_fit
xdot,0.01738135933560069,0.11172740537354771,0.0,0.00030766851624350246,0.9999146996379025,0.022,curve_fit
inertial_force,0.0060636160079402075,0.11727336389666333,1.8859236871491885,-1.5333582043526454e-05,0.9997481418322072,0.023,curve_fit
stokes_drag,0.0028995997179932028,0.11714669730926873,4.461013015122605,2.7953370943372503e-05,0.9997873706404493,0.023,curve_fit
history_force,0.0030965717864371274,0.11740837573032652,5.239894230835201,-1.1038237670687211e-05,0.9996792324641715,0.023,curve_fit
xdot,0.0173115328539304,0.11669282644829979,6.2826557745456615,0.00034685933781545723,0.9998975810784066,0.023,curve_fit
inertial_force,0.006064261501582125,0.12226709015009586,1.8991877557215762,-1.8586890431127755e-05,0.9997567138016473,0.024,curve_fit
stokes_drag,0.002856460801751576,0.12214708860400916,4.465624713155503,3.075184024141673e-05,0.9997939625425107,0.024,curve_fit
history_force,0.0031168989117802987,0.12239061147528427,5.244449618474363,-1.0572433512587442e-05,0.9996976178632856,0.024,curve_fit
xdot,0.017239577806977175,0.12165328878870099,0.0,0.00039136140719192846,0.9998766787649521,0.024,curve_fit
inertial_force,0.006064981845676515,0.12725551011099864,1.9113171226041838,-2.2426820468599306e-05,0.9997702163496859,0.025,curve_fit
stokes_drag,0.0028150347006464112,0.12714160556224052,4.469260047878971,3.400985192721581e-05,0.99980434028575,0.025,curve_fit
history_force,0.0031357550714255613,0.1273689872431049,5.24816951549654,-9.98786937047766e-06,0.9997198833249835,0.025,curve_fit
xdot,0.017165548321855427,0.12660901367431013,6.282502380593272,0.00044191094437660426,0.9998509897915635,0.025,curve_fit
inertial_force,0.006065763781244722,0.1322387029216271,1.9245839862107872,-2.6951950809946984e-05,0.9997885677841872,0.026,curve_fit
stokes_drag,0.002775205489922081,0.1321302143678104,4.4744792658287,3.780387178391006e-05,0.9998184406247136,0.026,curve_fit
history_force,0.0031532544268501063,0.13234354668578735,5.253307364512419,-9.263642527577279e-06,0.9997461118891022,0.026,curve_fit
xdot,0.017089500940823205,0.13156019707314132,0.0,0.0004993471850956051,0.9998192100679915,0.026,curve_fit
inertial_force,0.006066594645631581,0.13721672626502657,1.936411126461152,-3.2277344640842824e-05,0.9998113522282555,0.027,curve_fit
stokes_drag,0.0027368690843036603,0.13711285496264072,4.478314612652549,4.222243791687297e-05,0.9998358355880231,0.027,curve_fit
history_force,0.003169497907498449,0.1373143223815866,5.257268846919226,-8.374528105904061e-06,0.9997760323337512,0.027,curve_fit
xdot,0.01701149587737684,0.1365070060622495,6.282281814363797,0.0005646263623465345,0.9997796348734651,0.027,curve_fit
inertial_force,0.0060674625472629555,0.14218961670689878,1.949752497952966,-3.85364300433076e-05,0.9998376708498383,0.028,curve_fit
stokes_drag,0.0026999318832905475,0.1420894397122044,4.484145981550309,4.736780221594924e-05,0.9998555648444676,0.028,curve_fit
history_force,0.00318457509764543,0.1422813361699865,5.26299272998285,-7.290668657127427e-06,0.9998088811315605,0.028,curve_fit
xdot,0.016931595850951643,0.14144958562050675,0.0,0.0006388387685590793,0.9997300240937333,0.028,curve_fit
inertial_force,0.00606835629849828,0.14715739283981333,1.9612170443923087,-4.5884778965705914e-05,0.9998659290942215,0.029,curve_fit
stokes_drag,0.0026643095293039554,0.14705985500635627,4.488032707261279,5.3358335959080156e-05,0.9998759249681842,0.029,curve_fit
history_force,0.003198565636560811,0.1472446038214712,5.267073974506902,-5.976993034428305e-06,0.9998431755000654,0.029,curve_fit
xdot,0.01684986640768258,0.14638805860740584,6.281966423158714,0.0007232261858301443,0.9996674188673579,0.029,curve_fit
inertial_force,0.006069265459635002,0.15212005671498371,1.9747372122758173,-5.45029677121794e-05,0.9998935383210414,0.03,curve_fit
stokes_drag,0.002629925841209885,0.1520239631341627,4.494525404237513,6.033067434520461e-05,0.9998941618171397,0.03,curve_fit
history_force,0.003211540543930592,0.15220413550658968,5.273432435934176,-4.391472724078055e-06,0.9998764198197915,0.03,curve_fit
xdot,0.0167663762995364,0.15132252532591822,0.0,0.0008192047748060856,0.999587892336444,0.03,curve_fit
