force,A,delta,phi,offset,R^2,St,method
inertial_force,1.6564250410384052,-0.3762904502073656,4.9197493366912886,0.00036592949241372305,0.9989419249733416,0.009,curve_fit
stokes_drag,0.9518312413234908,-0.38433138051985294,1.3229177800945002,-0.004048181386801799,0.9960014076945762,0.009,curve_fit
history_force,0.7362283398610385,-0.36275245823113383,2.078406326466367,0.003285896538010152,0.990100688454493,0.009,curve_fit
xdot,0.9777121665501998,-0.3807893659447258,0.0005037227977540137,0.006578177268612714,0.9968425566534803,0.009,curve_fit
inertial_force,1.6658944494741588,-0.4128330506262256,4.935579951687642,0.0002853474824486625,0.9985043208441581,0.01,curve_fit
stokes_drag,0.9316202884335875,-0.4228242497235878,1.3215944606207943,-0.00409882432459061,0.9957468935196743,0.01,curve_fit
history_force,0.7557736416256877,-0.3973073542942475,2.0739617229528067,0.003378791883053751,0.988922124449845,0.01,curve_fit
xdot,0.9808528800206701,-0.41897095013617347,0.0,0.006010081213941135,0.9968654991720031,0.01,curve_fit
inertial_force,1.6751472583616682,-0.44825066023177357,4.951402462581727,0.00020479305518797603,0.9978983675407684,0.011,curve_fit
stokes_drag,0.9131945113581816,-0.4603793768315008,1.3220287172646688,-0.004138464722926952,0.9954340232009878,0.011,curve_fit
history_force,0.773246428419123,-0.43073001017420975,2.0710038484877145,0.0034618096360438597,0.9876382420912556,0.011,curve_fit
xdot,0.9838496237564082,-0.45634759539935155,0.0007917339934582213,0.00554454893009578,0.9968632736306998,0.011,curve_fit
inertial_force,1.6841956803541525,-0.48255868055525536,4.964996654733685,0.00012488625920774066,0.9971354951499651,0.012,curve_fit
stokes_drag,0.8962622254263382,-0.4969913823283273,1.3211983635554805,-0.004169486082303389,0.9950728809202797,0.012,curve_fit
history_force,0.7890043937864641,-0.46306259662241694,2.0670977469623013,0.0035365482534507227,0.9862577140810579,0.012,curve_fit
xdot,0.9867190725212162,-0.4929425743085431,0.0,0.0051560333841439475,0.996844606159228,0.012,curve_fit
inertial_force,1.6930493318542672,-0.5157768598734344,4.979316579610766,4.601607040778589e-05,0.996224751567061,0.013,curve_fit
stokes_drag,0.8805950080376128,-0.5326590560243456,1.3223163050108957,-0.004193643425511778,0.994669212614234,0.013,curve_fit
history_force,0.8033206059976136,-0.49434438378118223,2.0650261208284553,0.0036042647731375633,0.9847867397709096,0.013,curve_fit
xdot,0.9894741420454368,-0.5287786895774484,0.0009388063764230736,0.004826785671174286,0.996814649979024,0.013,curve_fit
inertial_force,1.7017159616129869,-0.5479281968106379,4.991116487544358,-3.1735662160749924e-05,0.9951742983008834,0.014,curve_fit
stokes_drag,0.8660108318624731,-0.5673848549673697,1.3217024485933149,-0.00421227020181465,0.9942266398602283,0.014,curve_fit
history_force,0.8164106418294851,-0.5246161124754659,2.061404928318958,0.003665981713519771,0.9832306236175716,0.014,curve_fit
xdot,0.9921242833132162,-0.563877214725635,0.0,0.004544111760112523,0.9967766255628739,0.014,curve_fit
inertial_force,1.7101988728114823,-0.5790359937071156,5.004065531255169,-0.00010794168195955239,0.993991991066446,0.015,curve_fit
stokes_drag,0.8523627583307487,-0.6011747838093379,1.3231264225408965,-0.004226381698184962,0.9937477586832298,0.015,curve_fit
history_force,0.8284427171697808,-0.55391282640286,2.059789998146306,0.0037224999303029933,0.9815943746691812,0.015,curve_fit
xdot,0.9946767067007393,-0.5982581687589075,0.0010048354985940922,0.004298697566814472,0.9967326461670447,0.015,curve_fit
inertial_force,1.7185045351787303,-0.609127859790842,5.014398580325335,-0.00018284764691001206,0.9926856918968714,0.016,curve_fit
stokes_drag,0.8395304635886951,-0.6340376170303872,1.3225978888696666,-0.004236772928971896,0.9932347019400307,0.016,curve_fit
history_force,0.8395529229383051,-0.5822690336277618,2.0563213546499997,0.0037744953498471553,0.9798829806419168,0.016,curve_fit
xdot,0.9971371647416346,-0.6319405758773089,0.0,0.00408356334597455,0.9966841604707082,0.016,curve_fit
inertial_force,1.7266368310886546,-0.6382313815939734,5.02611924228356,-0.0002563289000234187,0.9912632470647118,0.017,curve_fit
stokes_drag,0.8274152842227133,-0.6659859423045371,1.3241303732100211,-0.004244071621576341,0.9926894254452553,0.017,curve_fit
history_force,0.8498523461365061,-0.609718039990737,2.054925317982954,0.0038225204076938707,0.9781016254756252,0.017,curve_fit
xdot,0.9995103663449518,-0.664942551880115,0.0010258021609217405,0.0038933731680466746,0.9966321974030964,0.017,curve_fit
inertial_force,1.7346000856527322,-0.6663755778880547,5.035233152313033,-0.00032852459204432563,0.9897325126994257,0.018,curve_fit
stokes_drag,0.8159342124032758,-0.6970334924994741,1.3236229670955384,-0.004248778583018872,0.9921138526304047,0.018,curve_fit
history_force,0.8594350149950188,-0.6362953246660584,2.0515383607771542,0.003867048804404549,0.9762552557228552,0.018,curve_fit
xdot,1.001800404713163,-0.6972815856423643,0.0,0.0037239832489886346,0.9965775111338072,0.018,curve_fit
inertial_force,1.7423999357512123,-0.6935913485636994,5.045864667852318,-0.0003993371760587526,0.9881013227093022,0.019,curve_fit
stokes_drag,0.8050177687707184,-0.7271964526721085,1.3251612588653872,-0.004251299213472394,0.9915099348609062,0.019,curve_fit
history_force,0.8683769767485556,-0.6620314172378124,2.050229862967596,0.00390845369231425,0.9743492355100062,0.019,curve_fit
xdot,1.004011071021282,-0.7289748171969088,0.0010215325336437875,0.003572115758162933,0.9965206688643846,0.019,curve_fit
inertial_force,1.7500378414498967,-0.7199066123698565,5.053952359575562,-0.0004688842319128854,0.9863773098707754,0.02,curve_fit
stokes_drag,0.7946084685388854,-0.7564951448012591,1.3246453932097373,-0.004251961293990075,0.9908796664688435,0.02,curve_fit
history_force,0.8767443713693771,-0.6869589441670584,2.046888454646732,0.003947077094686604,0.9723885722160261,0.02,curve_fit
xdot,1.0061457852958235,-0.7600388490443242,0.0,0.003435161132289593,0.9964621071310706,0.02,curve_fit
inertial_force,1.7575212718944717,-0.7453544033881013,5.063621490610005,-0.0005371609322054569,0.9845679881684288,0.021,curve_fit
stokes_drag,0.7846556210420796,-0.7849480866276582,1.3261370780006891,-0.004251040701997679,0.9902250877706897,0.021,curve_fit
history_force,0.8845903888474376,-0.7111043729127767,2.045597346919683,0.003983172596712415,0.9703783730900455,0.021,curve_fit
xdot,1.0082078530349106,-0.7904900651656989,0.0010031445168492414,0.003310995241065258,0.996402169962787,0.021,curve_fit
inertial_force,1.7648552293227762,-0.769965975171988,5.070838261410121,-0.0006042737671914661,0.9826809045390597,0.022,curve_fit
stokes_drag,0.7751169654312473,-0.8125772886088657,1.3256012585861106,-0.004248760800812858,0.9895482605924534,0.022,curve_fit
history_force,0.8919679287099527,-0.7345056233468847,2.042283822535442,0.004017011625346618,0.968323651126359,0.022,curve_fit
xdot,1.01020031697058,-0.8203443588793792,0.0,0.0031978882447577274,0.9963411327021263,0.022,curve_fit
inertial_force,1.7720448396114334,-0.79377233546023,5.0796611914992695,-0.0006702050781750724,0.9807229248013276,0.023,curve_fit
stokes_drag,0.7659558000219753,-0.8394051276336715,1.3270220316577428,-0.0042453102418004915,0.988851256802852,0.023,curve_fit
history_force,0.8989160045530583,-0.7571875403997456,2.0409753944342373,0.004048779763643647,0.9662292091408624,0.023,curve_fit
xdot,1.012126116527035,-0.8496173509625861,0.00097690195706579,0.0030944112986772787,0.9962792199278123,0.023,curve_fit
inertial_force,1.7790903370314217,-0.8167996974902385,5.086130736234356,-0.0007349887058590264,0.9787008051446652,0.024,curve_fit
stokes_drag,0.757140310499149,-0.8654546386834611,1.3264642450933477,-0.004240845309261084,0.9881361303473309,0.024,curve_fit
history_force,0.9054731604160111,-0.7791822463870116,2.037683806358324,0.004078664238481547,0.9640997362496165,0.024,curve_fit
xdot,1.0139879118957213,-0.8783240493660248,0.0,0.002999370977885058,0.9962166165829249,0.024,curve_fit
inertial_force,1.7860030337818684,-0.8390841222105482,5.094205811141696,-0.0007986987102339352,0.9766210588856922,0.025,curve_fit
stokes_drag,0.7486430118429566,-0.890749849098508,1.327804890754055,-0.004235500558203161,0.9874048973272086,0.025,curve_fit
history_force,0.9116675185581431,-0.8005104415502354,2.036342425516824,0.0041067996992757184,0.961939730192627,0.025,curve_fit
xdot,1.0157884917047346,-0.9064795638475811,0.0009465800544572467,0.002911770138951596,0.9961534787998804,0.025,curve_fit
inertial_force,1.7927852318865902,-0.8606529053854963,5.100032433050087,-0.0008613415367991537,0.9744899205289745,0.026,curve_fit
stokes_drag,0.7404389000981143,-0.9153128695473419,1.3272280742861389,-0.004229391815715716,0.9866595475766967,0.026,curve_fit
history_force,0.9175312727275757,-0.8212058379349849,2.033075254606755,0.004133342044952477,0.9597537203653194,0.026,curve_fit
xdot,1.0175306637605737,-0.9340989214742158,0.0,0.0028307582036373124,0.9960899382690805,0.026,curve_fit
inertial_force,1.7994385512079918,-0.8815317367277107,5.107447399573388,-0.0009229635956215795,0.9723130882845537,0.027,curve_fit
stokes_drag,0.7325066482489763,-0.9391674592940311,1.3284878259774389,-0.004222618202746235,0.985901949905318,0.027,curve_fit
history_force,0.9230896388511621,-0.8412942531162451,2.0316953395193247,0.004158410768702462,0.9575451325637279,0.027,curve_fit
xdot,1.0192161753644788,-0.96119501869628,0.0009143252107013389,0.002755617219891601,0.9960261079078968,0.027,curve_fit
inertial_force,1.8059682980105076,-0.9017493126466332,5.112716698299116,-0.0009835906195324806,0.9700961420593837,0.028,curve_fit
stokes_drag,0.724827556069219,-0.9623377867486559,1.3278959991355737,-0.004215260100071998,0.9851339395093338,0.028,curve_fit
history_force,0.9283651906523092,-0.8608011177286997,2.0284523012067615,0.004182110026257085,0.9553182189856515,0.028,curve_fit
xdot,1.0208477984282602,-0.9877825155048687,0.0,0.0026857238078863916,0.9959620859960676,0.028,curve_fit
inertial_force,1.812376551297453,-0.9213301708197467,5.119546154327803,-0.0010432406749129406,0.9678439895766863,0.029,curve_fit
stokes_drag,0.7173854956379264,-0.9848491519189619,1.3290785576161235,-0.004207385600746358,0.984357292936397,0.029,curve_fit
history_force,0.933372987750314,-0.879740944797627,2.0270402742376596,0.004204505204510222,0.9530772190447669,0.029,curve_fit
xdot,1.022428031736122,-1.013875425487525,0.000881412753793942,0.002620549448551454,0.9958979572305784,0.029,curve_fit
inertial_force,1.8186772144673156,-0.940310805847751,5.124329356753175,-0.0011019784927652392,0.9655617342036356,0.03,curve_fit
stokes_drag,0.710164820388083,-1.0067230628806645,1.3284776228490855,-0.004199061662203693,0.9835736106648452,0.03,curve_fit
history_force,0.9381347555987909,-0.89814316570298,2.023830764698942,0.004225708384729025,0.9508245704799706,0.03,curve_fit
xdot,1.023958617508078,-1.0394861308206886,0.0,0.002559629306657385,0.9958337967005111,0.03,curve_fit
