t,u_d,w_d,settling_velocity
0.14300000000000002,0.12095390478458394,-0.1287439676431239,-0.12493663032713782
0.144,0.12092368541367018,-0.12874301641018313,-0.12493663032713782
0.14500000000000002,0.12089347359282582,-0.12874206541490035,-0.12493663032713782
0.14600000000000002,0.12086326932016454,-0.1287411146572162,-0.12493663032713782
0.147,0.12083307259380056,-0.12874016413707126,-0.12493663032713782
0.14800000000000002,0.12080288341184839,-0.1287392138544062,-0.12493663032713782
0.149,0.1207727017724232,-0.12873826380916173,-0.12493663032713782
0.15,0.1207425276736405,-0.1287373140012785,-0.12493663032713782
0.15100000000000002,0.1207123611136164,-0.12873636443069722,-0.12493663032713782
0.152,0.12068220209046729,-0.12873541509735859,-0.12493663032713782
0.153,0.12065205060231021,-0.12873446600120336,-0.12493663032713782
0.15400000000000003,0.12062190664726263,-0.12873351714217224,-0.12493663032713782
0.155,0.12059177022344239,-0.12873256852020598,-0.12493663032713782
0.156,0.12056164132896786,-0.12873162013524542,-0.12493663032713782
0.157,0.12053151996195799,-0.12873067198723126,-0.12493663032713782
0.158,0.12050140612053205,-0.1287297240761043,-0.12493663032713782
0.159,0.12047129980280981,-0.12872877640180547,-0.12493663032713782
0.16,0.12044120100691154,-0.1287278289642755,-0.12493663032713782
0.161,0.12041110973095806,-0.12872688176345526,-0.12493663032713782
0.162,0.12038102597307045,-0.12872593479928562,-0.12493663032713782
0.163,0.12035094973137041,-0.12872498807170743,-0.12493663032713782
0.164,0.12032088100398011,-0.12872404158066159,-0.12493663032713782
0.165,0.12029081978902216,-0.12872309532608903,-0.12493663032713782
0.166,0.12026076608461964,-0.1287221493079306,-0.12493663032713782
0.167,0.12023071988889607,-0.12872120352612734,-0.12493663032713782
0.16799999999999998,0.12020068119997548,-0.12872025798062012,-0.12493663032713782
0.169,0.12017065001598237,-0.1287193126713499,-0.12493663032713782
0.17,0.12014062633504169,-0.1287183675982577,-0.12493663032713782
0.17099999999999999,0.12011061015527881,-0.12871742276128448,-0.12493663032713782
0.17200000000000001,0.12008060147481969,-0.12871647816037127,-0.12493663032713782
0.17300000000000001,0.12005060029179068,-0.12871553379545908,-0.12493663032713782
0.174,0.12002060660431857,-0.128714589666489,-0.12493663032713782
0.17500000000000002,0.11999062041053067,-0.12871364577340197,-0.12493663032713782
0.17600000000000002,0.11996064170855476,-0.1287127021161391,-0.12493663032713782
0.177,0.11993067049651904,-0.12871175869464155,-0.12493663032713782
0.17800000000000002,0.11990070677255223,-0.12871081550885036,-0.12493663032713782
0.179,0.11987075053478348,-0.1287098725587066,-0.12493663032713782
0.18,0.11984080178134246,-0.12870892984415144,-0.12493663032713782
0.18100000000000002,0.1198108605103592,-0.128707987365126,-0.12493663032713782
0.182,0.11978092671996433,-0.12870704512157147,-0.12493663032713782
0.183,0.11975100040828886,-0.128706103113429,-0.12493663032713782
0.18400000000000002,0.11972108157346431,-0.12870516134063975,-0.12493663032713782
0.185,0.11969117021362265,-0.12870421980314495,-0.12493663032713782
0.186,0.11966126632689625,-0.12870327850088584,-0.12493663032713782
0.187,0.11963136991141811,-0.12870233743380355,-0.12493663032713782
0.188,0.11960148096532153,-0.1287013966018394,-0.12493663032713782
0.189,0.11957159948674036,-0.12870045600493465,-0.12493663032713782
0.19,0.11954172547380891,-0.12869951564303056,-0.12493663032713782
0.191,0.11951185892466192,-0.12869857551606836,-0.12493663032713782
0.192,0.11948199983743467,-0.12869763562398948,-0.12493663032713782
0.193,0.11945214821026283,-0.1286966959667351,-0.12493663032713782
0.194,0.1194223040412826,-0.12869575654424661,-0.12493663032713782
0.19500000000000003,0.1193924673286305,-0.1286948173564654,-0.12493663032713782
0.196,0.11936263807044373,-0.12869387840333274,-0.12493663032713782
0.197,0.11933281626485986,-0.1286929396847901,-0.12493663032713782
0.198,0.11930300191001686,-0.12869200120077876,-0.12493663032713782
0.199,0.11927319500405323,-0.12869106295124022,-0.12493663032713782
0.2,0.11924339554510796,-0.12869012493611587,-0.12493663032713782
0.201,0.11921360353132042,-0.1286891871553471,-0.12493663032713782
0.202,0.11918381896083056,-0.12868824960887543,-0.12493663032713782
0.203,0.11915404183177869,-0.1286873122966423,-0.12493663032713782
0.20400000000000001,0.11912427214230563,-0.1286863752185891,-0.12493663032713782
0.20500000000000002,0.11909450989055265,-0.12868543837465748,-0.12493663032713782
0.20600000000000002,0.11906475507466155,-0.12868450176478885,-0.12493663032713782
0.20700000000000002,0.11903500769277446,-0.12868356538892473,-0.12493663032713782
0.20800000000000002,0.11900526774303409,-0.12868262924700663,-0.12493663032713782
0.209,0.11897553522358362,-0.1286816933389762,-0.12493663032713782
0.21000000000000002,0.11894581013256655,-0.12868075766477494,-0.12493663032713782
0.21100000000000002,0.11891609246812707,-0.1286798222243444,-0.12493663032713782
0.212,0.11888638222840961,-0.12867888701762625,-0.12493663032713782
0.21300000000000002,0.1188566794115592,-0.12867795204456206,-0.12493663032713782
0.21400000000000002,0.11882698401572127,-0.1286770173050934,-0.12493663032713782
0.215,0.11879729603904181,-0.128676082799162,-0.12493663032713782
0.21600000000000003,0.11876761547966712,-0.12867514852670947,-0.12493663032713782
0.21700000000000003,0.11873794233574408,-0.1286742144876775,-0.12493663032713782
0.218,0.11870827660542001,-0.12867328068200773,-0.12493663032713782
0.21900000000000003,0.11867861828684266,-0.12867234710964184,-0.12493663032713782
0.22,0.11864896737816026,-0.12867141377052166,-0.12493663032713782
0.221,0.11861932387752153,-0.12867048066458878,-0.12493663032713782
0.22200000000000003,0.11858968778307562,-0.12866954779178497,-0.12493663032713782
0.223,0.11856005909297217,-0.12866861515205208,-0.12493663032713782
0.224,0.11853043780536121,-0.12866768274533175,-0.12493663032713782
0.22500000000000003,0.11850082391839335,-0.12866675057156585,-0.12493663032713782
0.226,0.11847121743021957,-0.12866581863069615,-0.12493663032713782
0.227,0.1184416183389913,-0.12866488692266445,-0.12493663032713782
0.228,0.11841202664286053,-0.12866395544741258,-0.12493663032713782
0.229,0.11838244233997967,-0.12866302420488243,-0.12493663032713782
0.23,0.1183528654285015,-0.1286620931950158,-0.12493663032713782
0.231,0.11832329590657938,-0.12866116241775455,-0.12493663032713782
0.232,0.11829373377236709,-0.12866023187304063,-0.12493663032713782
0.233,0.11826417902401885,-0.1286593015608159,-0.12493663032713782
0.234,0.11823463165968941,-0.12865837148102227,-0.12493663032713782
0.23500000000000001,0.11820509167753386,-0.12865744163360168,-0.12493663032713782
0.23600000000000002,0.11817555907570788,-0.12865651201849607,-0.12493663032713782
0.23700000000000002,0.11814603385236752,-0.1286555826356474,-0.12493663032713782
0.23800000000000002,0.11811651600566933,-0.12865465348499763,-0.12493663032713782
0.239,0.11808700553377034,-0.12865372456648874,-0.12493663032713782
0.24000000000000002,0.11805750243482803,-0.12865279588006281,-0.12493663032713782
0.24100000000000002,0.11802800670700024,-0.12865186742566176,-0.12493663032713782
0.242,0.11799851834844541,-0.12865093920322765,-0.12493663032713782
0.24300000000000002,0.11796903735732238,-0.12865001121270256,-0.12493663032713782
0.24400000000000002,0.11793956373179049,-0.1286490834540285,-0.12493663032713782
0.245,0.11791009747000944,-0.12864815592714757,-0.12493663032713782
0.24600000000000002,0.1178806385701395,-0.12864722863200184,-0.12493663032713782
0.24700000000000003,0.11785118703034136,-0.12864630156853343,-0.12493663032713782
0.24800000000000003,0.11782174284877614,-0.12864537473668447,-0.12493663032713782
0.249,0.11779230602360545,-0.12864444813639703,-0.12493663032713782
0.25,0.11776287655299135,-0.12864352176761334,-0.12493663032713782
0.25100000000000006,0.11773345443509638,-0.12864259563027552,-0.12493663032713782
0.252,0.11770403966808349,-0.12864166972432575,-0.12493663032713782
0.253,0.1176746322501162,-0.1286407440497062,-0.12493663032713782
0.254,0.11764523217935831,-0.1286398186063591,-0.12493663032713782
0.255,0.1176158394539742,-0.12863889339422668,-0.12493663032713782
0.256,0.11758645407212874,-0.12863796841325112,-0.12493663032713782
0.257,0.11755707603198715,-0.1286370436633747,-0.12493663032713782
0.258,0.11752770533171521,-0.12863611914453968,-0.12493663032713782
0.259,0.11749834196947904,-0.12863519485668834,-0.12493663032713782
0.26,0.11746898594344539,-0.12863427079976297,-0.12493663032713782
0.261,0.11743963725178129,-0.12863334697370585,-0.12493663032713782
0.262,0.11741029589265435,-0.12863242337845937,-0.12493663032713782
0.263,0.11738096186423255,-0.12863150001396575,-0.12493663032713782
0.264,0.1173516351646844,-0.12863057688016746,-0.12493663032713782
0.265,0.11732231579217886,-0.1286296539770068,-0.12493663032713782
0.266,0.11729300374488526,-0.12862873130442612,-0.12493663032713782
0.267,0.11726369902097353,-0.12862780886236788,-0.12493663032713782
0.268,0.11723440161861394,-0.1286268866507744,-0.12493663032713782
0.269,0.11720511153597728,-0.1286259646695882,-0.12493663032713782
0.27,0.11717582877123477,-0.12862504291875163,-0.12493663032713782
0.271,0.11714655332255804,-0.1286241213982072,-0.12493663032713782
0.272,0.11711728518811931,-0.12862320010789735,-0.12493663032713782
0.273,0.11708802436609111,-0.12862227904776455,-0.12493663032713782
0.274,0.11705877085464655,-0.1286213582177513,-0.12493663032713782
0.275,0.11702952465195911,-0.1286204376178001,-0.12493663032713782
0.27599999999999997,0.11700028575620273,-0.12861951724785345,-0.12493663032713782
0.277,0.1169710541655519,-0.12861859710785392,-0.12493663032713782
0.278,0.1169418298781814,-0.12861767719774406,-0.12493663032713782
0.27899999999999997,0.11691261289226666,-0.12861675751746643,-0.12493663032713782
0.28,0.11688340320598342,-0.12861583806696358,-0.12493663032713782
0.281,0.11685420081750791,-0.12861491884617815,-0.12493663032713782
0.282,0.11682500572501689,-0.1286139998550527,-0.12493663032713782
0.28300000000000003,0.11679581792668746,-0.12861308109352987,-0.12493663032713782
0.28400000000000003,0.11676663742069725,-0.1286121625615523,-0.12493663032713782
0.285,0.11673746420522434,-0.12861124425906267,-0.12493663032713782
0.28600000000000003,0.11670829827844723,-0.12861032618600357,-0.12493663032713782
0.28700000000000003,0.11667913963854491,-0.12860940834231774,-0.12493663032713782
0.288,0.11664998828369681,-0.12860849072794783,-0.12493663032713782
0.28900000000000003,0.11662084421208281,-0.1286075733428366,-0.12493663032713782
0.29000000000000004,0.11659170742188327,-0.12860665618692674,-0.12493663032713782
0.291,0.11656257791127898,-0.12860573926016097,-0.12493663032713782
0.29200000000000004,0.11653345567845118,-0.1286048225624821,-0.12493663032713782
0.29300000000000004,0.11650434072158157,-0.1286039060938328,-0.12493663032713782
0.294,0.11647523303885234,-0.1286029898541559,-0.12493663032713782
0.295,0.1164461326284461,-0.12860207384339423,-0.12493663032713782
0.29600000000000004,0.1164170394885459,-0.12860115806149053,-0.12493663032713782
0.297,0.11638795361733524,-0.1286002425083877,-0.12493663032713782
0.298,0.11635887501299816,-0.1285993271840285,-0.12493663032713782
0.29900000000000004,0.11632980367371899,-0.1285984120883558,-0.12493663032713782
0.3,0.11630073959768272,-0.1285974972213125,-0.12493663032713782
0.301,0.11627168278307463,-0.12859658258284143,-0.12493663032713782
0.30200000000000005,0.11624263322808052,-0.1285956681728855,-0.12493663032713782
0.303,0.11621359093088665,-0.12859475399138767,-0.12493663032713782
0.304,0.11618455588967969,-0.12859384003829077,-0.12493663032713782
0.30500000000000005,0.11615552810264679,-0.1285929263135378,-0.12493663032713782
0.306,0.11612650756797556,-0.12859201281707167,-0.12493663032713782
0.307,0.11609749428385409,-0.12859109954883538,-0.12493663032713782
0.30800000000000005,0.11606848824847082,-0.12859018650877188,-0.12493663032713782
0.309,0.11603948946001477,-0.1285892736968242,-0.12493663032713782
0.31,0.11601049791667531,-0.1285883611129353,-0.12493663032713782
0.31100000000000005,0.11598151361664233,-0.12858744875704825,-0.12493663032713782
0.312,0.11595253655810614,-0.12858653662910605,-0.12493663032713782
0.313,0.11592356673925751,-0.12858562472905177,-0.12493663032713782
0.314,0.11589460415828766,-0.12858471305682848,-0.12493663032713782
0.315,0.11586564881338826,-0.12858380161237917,-0.12493663032713782
0.316,0.11583670070275147,-0.12858289039564708,-0.12493663032713782
0.317,0.1158077598245698,-0.1285819794065752,-0.12493663032713782
0.318,0.11577882617703633,-0.1285810686451067,-0.12493663032713782
0.319,0.11574989975834456,-0.12858015811118473,-0.12493663032713782
0.32,0.11572098056668835,-0.12857924780475238,-0.12493663032713782
0.321,0.11569206860026214,-0.1285783377257529,-0.12493663032713782
0.322,0.11566316385726073,-0.12857742787412937,-0.12493663032713782
0.323,0.11563426633587945,-0.12857651824982508,-0.12493663032713782
0.324,0.11560537603431398,-0.12857560885278313,-0.12493663032713782
0.325,0.11557649295076051,-0.12857469968294682,-0.12493663032713782
0.326,0.11554761708341574,-0.12857379074025937,-0.12493663032713782
0.327,0.1155187484304767,-0.128572882024664,-0.12493663032713782
0.328,0.11548988699014093,-0.128571973536104,-0.12493663032713782
0.329,0.11546103276060646,-0.12857106527452267,-0.12493663032713782
0.33,0.11543218574007169,-0.12857015723986323,-0.12493663032713782
0.331,0.11540334592673553,-0.12856924943206904,-0.12493663032713782
0.332,0.1153745133187973,-0.12856834185108343,-0.12493663032713782
0.333,0.11534568791445678,-0.12856743449684965,-0.12493663032713782
0.334,0.11531686971191425,-0.12856652736931118,-0.12493663032713782
0.335,0.11528805870937038,-0.12856562046841127,-0.12493663032713782
0.33599999999999997,0.1152592549050263,-0.12856471379409332,-0.12493663032713782
0.337,0.11523045829708357,-0.12856380734630077,-0.12493663032713782
0.338,0.11520166888374428,-0.12856290112497695,-0.12493663032713782
0.33899999999999997,0.1151728866632109,-0.12856199513006536,-0.12493663032713782
0.34,0.11514411163368633,-0.12856108936150937,-0.12493663032713782
0.341,0.115115343793374,-0.12856018381925247,-0.12493663032713782
0.34199999999999997,0.11508658314047769,-0.1285592785032381,-0.12493663032713782
0.343,0.11505782967320173,-0.1285583734134097,-0.12493663032713782
0.34400000000000003,0.11502908338975085,-0.1285574685497108,-0.12493663032713782
0.345,0.11500034428833021,-0.1285565639120849,-0.12493663032713782
0.34600000000000003,0.11497161236714545,-0.12855565950047554,-0.12493663032713782
0.34700000000000003,0.1149428876244026,-0.1285547553148262,-0.12493663032713782
0.348,0.11491417005830823,-0.12855385135508046,-0.12493663032713782
0.34900000000000003,0.11488545966706931,-0.12855294762118188,-0.12493663032713782
0.35000000000000003,0.11485675644889323,-0.128552044113074,-0.12493663032713782
0.351,0.11482806040198787,-0.12855114083070046,-0.12493663032713782
0.35200000000000004,0.11479937152456159,-0.12855023777400484,-0.12493663032713782
0.35300000000000004,0.11477068981482307,-0.12854933494293072,-0.12493663032713782
0.354,0.11474201527098159,-0.12854843233742178,-0.12493663032713782
0.355,0.11471334789124676,-0.12854752995742164,-0.12493663032713782
0.35600000000000004,0.11468468767382871,-0.128546627802874,-0.12493663032713782
0.357,0.114656034616938,-0.12854572587372246,-0.12493663032713782
0.358,0.11462738871878561,-0.12854482416991073,-0.12493663032713782
0.35900000000000004,0.11459874997758299,-0.12854392269138254,-0.12493663032713782
0.36,0.11457011839154203,-0.12854302143808158,-0.12493663032713782
0.361,0.1145414939588751,-0.1285421204099516,-0.12493663032713782
0.36200000000000004,0.11451287667779493,-0.12854121960693635,-0.12493663032713782
0.363,0.1144842665465148,-0.12854031902897953,-0.12493663032713782
0.364,0.11445566356324842,-0.12853941867602497,-0.12493663032713782
0.36500000000000005,0.11442706772620981,-0.12853851854801643,-0.12493663032713782
0.366,0.11439847903361361,-0.1285376186448977,-0.12493663032713782
0.367,0.11436989748367483,-0.12853671896661265,-0.12493663032713782
0.36800000000000005,0.11434132307460897,-0.128535819513105,-0.12493663032713782
0.369,0.11431275580463188,-0.1285349202843187,-0.12493663032713782
0.37,0.11428419567195992,-0.12853402128019756,-0.12493663032713782
0.37100000000000005,0.11425564267480992,-0.1285331225006854,-0.12493663032713782
0.372,0.11422709681139913,-0.1285322239457262,-0.12493663032713782
0.373,0.11419855807994522,-0.1285313256152638,-0.12493663032713782
0.374,0.11417002647866636,-0.1285304275092421,-0.12493663032713782
0.375,0.11414150200578108,-0.12852952962760505,-0.12493663032713782
0.376,0.11411298465950846,-0.1285286319702966,-0.12493663032713782
0.377,0.1140844744380679,-0.12852773453726066,-0.12493663032713782
0.378,0.11405597133967943,-0.12852683732844128,-0.12493663032713782
0.379,0.11402747536256332,-0.1285259403437823,-0.12493663032713782
0.38,0.11399898650494042,-0.1285250435832279,-0.12493663032713782
0.381,0.11397050476503193,-0.12852414704672188,-0.12493663032713782
0.382,0.1139420301410596,-0.12852325073420845,-0.12493663032713782
0.383,0.11391356263124554,-0.12852235464563158,-0.12493663032713782
0.384,0.11388510223381237,-0.1285214587809353,-0.12493663032713782
0.385,0.11385664894698307,-0.12852056314006366,-0.12493663032713782
0.386,0.11382820276898116,-0.12851966772296075,-0.12493663032713782
0.38700000000000007,0.11379976369803053,-0.12851877252957075,-0.12493663032713782
0.388,0.11377133173235554,-0.12851787755983765,-0.12493663032713782
0.389,0.11374290687018097,-0.1285169828137056,-0.12493663032713782
0.39000000000000007,0.11371448910973211,-0.12851608829111882,-0.12493663032713782
0.391,0.11368607844923467,-0.12851519399202133,-0.12493663032713782
0.392,0.11365767488691471,-0.12851429991635738,-0.12493663032713782
0.39300000000000007,0.1136292784209988,-0.1285134060640711,-0.12493663032713782
0.394,0.11360088904971409,-0.12851251243510678,-0.12493663032713782
0.395,0.1135725067712879,-0.12851161902940847,-0.12493663032713782
0.396,0.11354413158394822,-0.12851072584692047,-0.12493663032713782
0.397,0.11351576348592333,-0.12850983288758705,-0.12493663032713782
0.398,0.1134874024754421,-0.1285089401513524,-0.12493663032713782
0.399,0.11345904855073372,-0.12850804763816076,-0.12493663032713782
0.4,0.11343070171002786,-0.12850715534795648,-0.12493663032713782
0.401,0.11340236195155468,-0.12850626328068382,-0.12493663032713782
0.402,0.11337402927354469,-0.12850537143628704,-0.12493663032713782
0.403,0.11334570367422889,-0.1285044798147105,-0.12493663032713782
