x,z,beta,method
0.10520281593604094,-0.5166445604381804,0.96,Santamaria
0.1019924429361118,-0.5122334875909056,0.96,Santamaria
0.0989404764801154,-0.5076939641342438,0.96,Santamaria
0.09605067744451827,-0.5030306569849963,0.96,Santamaria
0.09332666028223441,-0.498248330920512,0.96,Santamaria
0.090771890183676,-0.4933518440640649,0.96,Santamaria
0.08838968038628542,-0.48834614329278087,0.96,Santamaria
0.08618318961871994,-0.48323625958203553,0.96,Santamaria
0.08415541969552953,-0.47802730328405363,0.96,Santamaria
0.0823092132583521,-0.47272445934933416,0.96,Santamaria
0.08064725165977975,-0.4673329824978744,0.96,Santamaria
0.07917205300531885,-0.4618581923404778,0.96,Santamaria
0.07788597033872809,-0.4563054684611977,0.96,Santamaria
0.07679118998288254,-0.45068024546252605,0.96,Santamaria
0.07588973003596484,-0.44498800797972005,0.96,Santamaria
0.07518343901377739,-0.43923428567150735,0.96,Santamaria
0.07467399465511182,-0.43342464818958676,0.96,Santamaria
0.07436290287644498,-0.42756470013499276,0.96,Santamaria
0.07425149688133265,-0.42166007600560573,0.96,Santamaria
0.07434093643351426,-0.4157164351403473,0.96,Santamaria
0.07463220726657017,-0.4097394566658499,0.96,Santamaria
0.07512612066458366,-0.40373483445022224,0.96,Santamaria
0.07582331319510399,-0.39770827206997544,0.96,Santamaria
0.07672424659361166,-0.3916654777956096,0.96,Santamaria
0.0778292077960626,-0.3856121595998802,0.96,Santamaria
0.07913830912860202,-0.37955402019468665,0.96,Santamaria
0.0806514886493439,-0.3734967521016976,0.96,Santamaria
0.08236851063849564,-0.3674460327614884,0.96,Santamaria
0.08428896623665191,-0.36140751968580653,0.96,Santamaria
0.08641227422766473,-0.35538684565673945,0.96,Santamaria
0.08873768197258343,-0.3493896139800818,0.96,Santamaria
0.09126426648392341,-0.3434213937948096,0.96,Santamaria
0.09399093564384899,-0.3374877154446751,0.96,Santamaria
0.09691642955597585,-0.3315940659123456,0.96,Santamaria
0.10003932204298556,-0.32574588432643997,0.96,Santamaria
0.10335802227437627,-0.3199485575394691,0.96,Santamaria
0.10687077653137522,-0.314207415784796,0.96,Santamaria
0.11057567009656749,-0.30852772841054144,0.96,Santamaria
0.11447062927610288,-0.30291469969965895,0.96,Santamaria
0.11855342354585567,-0.2973734647759457,0.96,Santamaria
0.1228216678191491,-0.2919090855988825,0.96,Santamaria
0.12727282483809488,-0.28652654705367697,0.96,Santamaria
0.1319042076737598,-0.2812307531299434,0.96,Santamaria
0.13671298234840154,-0.2760265232038727,0.96,Santamaria
0.1416961705635005,-0.2709185884156931,0.96,Santamaria
0.1468506525359876,-0.26591158814843807,0.96,Santamaria
0.15217316994124683,-0.26101006661161086,0.96,Santamaria
0.1576603289551558,-0.2562184695271443,0.96,Santamaria
0.16330860339193692,-0.25154114091841795,0.96,Santamaria
0.1691143379407714,-0.24698232001003986,0.96,Santamaria
0.17507375149425866,-0.24254613823589397,0.96,Santamaria
0.181182940560731,-0.23823661635099888,0.96,Santamaria
0.18743788276058987,-0.23405766165078506,0.96,Santamaria
0.19383444040791584,-0.2300130653040402,0.96,Santamaria
0.20036836416874804,-0.2261064997938168,0.96,Santamaria
0.20703529679292532,-0.22234151646670636,0.96,Santamaria
0.2138307769167455,-0.2187215431904976,0.96,Santamaria
0.22075024293362255,-0.2152498821208224,0.96,Santamaria
0.22778903693022143,-0.21192970757818444,0.96,Santamaria
0.23494240868199173,-0.2087640640303925,0.96,Santamaria
0.242205519707955,-0.205755864185004,0.96,Santamaria
0.24957344737708756,-0.20290788718297928,0.96,Santamaria
0.2570411890694779,-0.20022277690507537,0.96,Santamaria
0.2646036663828311,-0.19770304037858086,0.96,Santamaria
0.27225572938462145,-0.19535104629004563,0.96,Santamaria
0.27999216090564344,-0.19316902360110952,0.96,Santamaria
0.2878076808704852,-0.19115906026287588,0.96,Santamaria
0.2956969506652531,-0.18932310203661756,0.96,Santamaria
0.3036545775360405,-0.18766295141116285,0.96,Santamaria
0.3116751190174082,-0.18618026662262593,0.96,Santamaria
0.3197530873854432,-0.18487656076757733,0.96,Santamaria
0.3278829541346071,-0.18375320101585066,0.96,Santamaria
0.3360591544746955,-0.18281140791999353,0.96,Santamaria
0.34427609184480434,-0.18205225482002402,0.96,Santamaria
0.35252814244129727,-0.18147666734221465,0.96,Santamaria
0.36080965975692014,-0.1810854229905711,0.96,Santamaria
0.3691149791284991,-0.1808791508326477,0.96,Santamaria
0.3774384222902542,-0.18085833127854384,0.96,Santamaria
0.38577430192968853,-0.18102329594754973,0.96,Santamaria
0.39411692624362005,-0.18137422763492417,0.96,Santamaria
0.4024606034909457,-0.18191116036081129,0.96,Santamaria
0.41079964654015955,-0.18263397951201654,0.96,Santamaria
0.41912837740783604,-0.1835424220821117,0.96,Santamaria
0.4274411317871349,-0.1846360769875816,0.96,Santamaria
0.43573226356143224,-0.18591438548516784,0.96,Santamaria
0.44399614930109227,-0.18737664168066176,0.96,Santamaria
0.45222719274095324,-0.18902199312522885,0.96,Santamaria
0.46041982923559716,-0.1908494415016503,0.96,Santamaria
0.46856853018929917,-0.19285784340391277,0.96,Santamaria
0.47666780745932297,-0.19504591120506454,0.96,Santamaria
0.4847122177267233,-0.1974122140237202,0.96,Santamaria
0.4926963668347813,-0.19995517877861668,0.96,Santamaria
0.500614914091124,-0.20267309133686426,0.96,Santamaria
0.5084625765303192,-0.20556409775730358,0.96,Santamaria
0.5162341331342091,-0.20862620562867204,0.96,Santamaria
0.5239244290083324,-0.2118572855003444,0.96,Santamaria
0.5315283795106225,-0.21525507240893973,0.96,Santamaria
0.5390409743281445,-0.21881716750380598,0.96,Santamaria
0.5464572815011484,-0.2225410397672139,0.96,Santamaria
0.5537724513903998,-0.2264240278321069,0.96,Santamaria
0.5609817205845662,-0.23046334189824672,0.96,Santamaria
0.5680804157464314,-0.23465606574442413,0.96,Santamaria
0.5750639573931894,-0.23899915884012013,0.96,Santamaria
0.5819278636073321,-0.24348945855730414,0.96,Santamaria
0.5886677536771846,-0.24812368247944314,0.96,Santamaria
0.5952793516629229,-0.25289843080969465,0.96,Santamaria
0.601758489884011,-0.257810188879465,0.96,Santamaria
0.6081011123298681,-0.2628553297511279,0.96,Santamaria
0.6143032779837034,-0.2680301169236648,0.96,Santamaria
0.6203611640610129,-0.27333070713486046,0.96,Santamaria
0.626271069159748,-0.27875315325973293,0.96,Santamaria
0.63202941631767,-0.2842934073062385,0.96,Santamaria
0.6376327559747074,-0.2899473235064648,0.96,Santamaria
0.6430777688405096,-0.29571066149933956,0.96,Santamaria
0.6483612686559609,-0.3015790896117888,0.96,Santamaria
0.6534802048555645,-0.3075481882272667,0.96,Santamaria
0.6584316651223805,-0.31361345324560264,0.96,Santamaria
0.6632128778335867,-0.31977029963151304,0.96,Santamaria
0.6678212143988367,-0.32601406504601704,0.96,Santamaria
0.6722541914780574,-0.3323400135671058,0.96,Santamaria
0.6765094730881217,-0.3387433394877755,0.96,Santamaria
0.6805848725879855,-0.34521917119512624,0.96,Santamaria
0.6844783545464727,-0.3517625751233906,0.96,Santamaria
0.6881880364841526,-0.35836855978220034,0.96,Santamaria
0.6917121904889703,-0.36503207985549174,0.96,Santamaria
0.6950492447061338,-0.37174804036630127,0.96,Santamaria
0.6981977846995369,-0.3785113009048433,0.96,Santamaria
0.7011565546830477,-0.38531667991637586,0.96,Santamaria
0.7039244586151979,-0.39215895904714715,0.96,Santamaria
0.7065005611609511,-0.3990328875418148,0.96,Santamaria
0.7088840885200448,-0.4059331866884008,0.96,Santamaria
0.7110744291184556,-0.41285455430773077,0.96,Santamaria
0.7130711341579263,-0.419791669284179,0.96,Santamaria
0.7148739180266939,-0.4267391961315556,0.96,Santamaria
0.7164826585740884,-0.4336917895892127,0.96,Santamaria
0.7178973972413092,-0.440644099245694,0.96,Santamaria
0.7191183390494974,-0.4475907741845546,0.96,Santamaria
0.7201458524438082,-0.4545264676474468,0.96,Santamaria
0.7209804690035901,-0.46144584170882574,0.96,Santamaria
0.7216228829999467,-0.4683435719595873,0.96,Santamaria
0.7220739508145351,-0.47521435219294905,0.96,Santamaria
0.7223346902121472,-0.4820528990880931,0.96,Santamaria
0.7224062794779537,-0.48885395688689903,0.96,Santamaria
0.722290056409255,-0.4956123020589397,0.96,Santamaria
0.7219875171622768,-0.5023227479492348,0.96,Santamaria
0.7215003149577043,-0.5089801494038559,0.96,Santamaria
0.7208302586491809,-0.5155794073685477,0.96,Santamaria
0.7199793111533236,-0.5221154734556401,0.96,Santamaria
0.7189495877393667,-0.5285833544739935,0.96,Santamaria
0.7177433541804112,-0.5349781169166639,0.96,Santamaria
0.7163630247748478,-0.5412948914031156,0.96,Santamaria
0.7148111602281548,-0.5475288770684448,0.96,Santamaria
0.7130904654058148,-0.5536753458975542,0.96,Santamaria
0.7112037869557039,-0.5597296469982267,0.96,Santamaria
0.7091541108007757,-0.5656872108078046,0.96,Santamaria
0.7069445595067743,-0.571543553230254,0.96,Santamaria
0.7045783895244407,-0.5772942796975952,0.96,Santamaria
0.7020589883157498,-0.5829350891556204,0.96,Santamaria
0.69938987135453,-0.5884617779621331,0.96,Santamaria
0.6965746790146585,-0.5938702436998825,0.96,Santamaria
0.6936171733423344,-0.5991564888958584,0.96,Santamaria
0.6905212347228644,-0.6043166246489501,0.96,Santamaria
0.6872908584355821,-0.6093468741545744,0.96,Santamaria
0.6839301511057537,-0.6142435761268756,0.96,Santamaria
0.6804433270553782,-0.6190031881137271,0.96,Santamaria
0.6768347045565496,-0.6236222897012897,0.96,Santamaria
0.6731087019933278,-0.6280975856079192,0.96,Santamaria
0.6692698339286993,-0.6324259086559453,0.96,Santamaria
0.6653227070875288,-0.6366042226264077,0.96,Santamaria
0.6612720162544091,-0.6406296249876533,0.96,Santamaria
0.6571225400963296,-0.6444993495039589,0.96,Santamaria
0.6528791369067445,-0.648210768710874,0.96,Santamaria
0.6485467402782525,-0.6517613962585104,0.96,Santamaria
0.6441303547069839,-0.6551488891182816,0.96,Santamaria
0.639635051140768,-0.6583710496669446,0.96,Santamaria
0.6350659624621449,-0.6614258276207722,0.96,Santamaria
0.6304282789170874,-0.6643113218293963,0.96,Santamaria
0.6257272434972925,-0.6670257819367106,0.96,Santamaria
0.6209681472737117,-0.6695676098906179,0.96,Santamaria
0.6161563246892331,-0.6719353613087142,0.96,Santamaria
0.6112971488162267,-0.6741277467042475,0.96,Santamaria
0.606396026579744,-0.6761436325573907,0.96,Santamaria
0.6014583939536507,-0.6779820422396273,0.96,Santamaria
0.5964897111344362,-0.6796421567952575,0.96,Santamaria
0.5914954576949177,-0.6811233155650029,0.96,Santamaria
0.5864811277246321,-0.6824250166605469,0.96,Santamaria
0.5814522249613039,-0.6835469172965758,0.96,Santamaria
0.5764142579165775,-0.6844888339626218,0.96,Santamaria
0.571372735002043,-0.6852507424460107,0.96,Santamaria
0.566333159659753,-0.6858327777069451,0.96,Santamaria
0.5613010255015295,-0.6862352336034182,0.96,Santamaria
0.5562818114620869,-0.6864585624618751,0.96,Santamaria
0.5512809769705767,-0.6865033744997384,0.96,Santamaria
0.5463039571439922,-0.686370437105115,0.96,Santamaria
0.5413561580084205,-0.6860606739625565,0.96,Santamaria
0.5364429517532382,-0.6855751640285104,0.96,Santamaria
0.5315696720193932,-0.6849151403714641,0.96,Santamaria
0.5267416092297738,-0.6840819888619543,0.96,Santamaria
0.5219640059630913,-0.6830772467235094,0.96,Santamaria
0.5172420523792515,-0.6819026009360878,0.96,Santamaria
0.5125808816961384,-0.6805598865078978,0.96,Santamaria
0.5079855657250557,-0.6790510846065408,0.96,Santamaria
0.5034611104691201,-0.6773783205529539,0.96,Santamaria
0.4990124517845823,-0.6755438616893973,0.96,Santamaria
0.49464445111570504,-0.6735501151093798,0.96,Santamaria
0.4903618913002803,-0.6713996252658071,0.96,Santamaria
0.4861694724546977,-0.6690950714504117,0.96,Santamaria
0.48207180794098964,-0.6666392651503408,0.96,Santamaria
0.47807342041522616,-0.6640351472904615,0.96,Santamaria
0.4741787379695487,-0.6612857853518727,0.96,Santamaria
0.47039209036276264,-0.6583943703821897,0.96,Santamaria
0.4667177053464939,-0.6553642138952465,0.96,Santamaria
0.4631597050935403,-0.6521987446602499,0.96,Santamaria
0.45972210272181796,-0.6489015053944897,0.96,Santamaria
0.4564087989292349,-0.6454761493499864,0.96,Santamaria
0.45322357873422436,-0.6419264368067837,0.96,Santamaria
0.4501701083238714,-0.6382562314765325,0.96,Santamaria
0.4472519320210538,-0.6344694968130049,0.96,Santamaria
0.4444724693627009,-0.6305702922423245,0.96,Santamaria
0.44183501229748967,-0.6265627693118896,0.96,Santamaria
0.43934272250798345,-0.6224511677608934,0.96,Santamaria
0.436998628847806,-0.6182398115238591,0.96,Santamaria
0.43480562491116387,-0.6139331046618932,0.96,Santamaria
0.43276646672716196,-0.6095355272322301,0.96,Santamaria
0.4308837705782972,-0.6050516311009103,0.96,Santamaria
0.4291600109560209,-0.6004860356977664,0.96,Santamaria
0.4275975186439366,-0.5958434237234993,0.96,Santamaria
0.42619847893308027,-0.5911285368114978,0.96,Santamaria
0.42496492997711766,-0.5863461711469896,0.96,Santamaria
0.42389876127655624,-0.5815011730520483,0.96,Santamaria
0.423001712302109,-0.5765984345378983,0.96,Santamaria
0.422275371259119,-0.5716428888295454,0.96,Santamaria
0.4217211739814223,-0.5666395058696511,0.96,Santamaria
0.42134040297127334,-0.5615932878031067,0.96,Santamaria
0.4211341865770288,-0.5565092644489738,0.96,Santamaria
0.42110349830336424,-0.5513924887642742,0.96,Santamaria
0.4212491562691802,-0.5462480323030022,0.96,Santamaria
0.4215718228035273,-0.5410809806763333,0.96,Santamaria
0.4220720041743112,-0.5358964290178113,0.96,Santamaria
0.422750050456703,-0.5306994774577292,0.96,Santamaria
0.4236061555458044,-0.5254952266117647,0.96,Santamaria
0.4246403573065269,-0.5202887730882301,0.96,Santamaria
0.4258525378580301,-0.5150852050183794,0.96,Santamaria
0.4272424239873838,-0.5098895976122301,0.96,Santamaria
0.4288095877099469,-0.5047070087472469,0.96,Santamaria
0.43055344695801695,-0.4995424745913158,0.96,Santamaria
0.4324732664026814,-0.49440100526518177,0.96,Santamaria
0.43456815840863494,-0.4892875805485606,0.96,Santamaria
0.4368370841164182,-0.4842071456322926,0.96,Santamaria
0.4392788546542078,-0.4791646069214057,0.96,Santamaria
0.4418921324783397,-0.47416482789335745,0.96,Santamaria
0.444675432836518,-0.4692126250132668,0.96,Santamaria
0.44762712535528254,-0.4643127637107647,0.96,Santamaria
0.4507454357496168,-0.45946995442194233,0.96,Santamaria
0.45402844764556216,-0.45468884869553133,0.96,Santamaria
0.4574741045277725,-0.4499740353739622,0.96,Santamaria
0.4610802117974015,-0.4453300368456357,0.96,Santamaria
0.46484443894269767,-0.44076130537359226,0.96,Santamaria
0.4687643218204962,-0.4362722195037752,0.96,Santamaria
0.4728372650424553,-0.4318670805526574,0.96,Santamaria
0.47706054446636004,-0.42755010917839315,0.96,Santamaria
0.48143130979293786,-0.4233254420403718,0.96,Santamaria
0.48594658725883544,-0.4191971285441574,0.96,Santamaria
0.4906032824250348,-0.4151691276748023,0.96,Santamaria
0.49539818306525135,-0.41124530492740957,0.96,Santamaria
0.5003279621385536,-0.4074294293244904,0.96,Santamaria
0.5053891808499859,-0.40372517052769974,0.96,Santamaria
0.5105782917993849,-0.40013609604839695,0.96,Santamaria
0.5158916422133764,-0.39666566855676555,0.96,Santamaria
0.5213254772516127,-0.39331724328387135,0.96,Santamaria
0.5268759433914102,-0.3900940655257019,0.96,Santamaria
0.5325390918859416,-0.3869992682480861,0.96,Santamaria
0.5383108822916615,-0.3840358697919694,0.96,Santamaria
0.5441871860617074,-0.3812067716794873,0.96,Santamaria
0.5501637902009895,-0.37851475651908056,0.96,Santamaria
0.556236400985067,-0.37596248601841276,0.96,Santamaria
0.5624006477344496,-0.3735524990976547,0.96,Santamaria
0.5686520866431293,-0.3712872101067616,0.96,Santamaria
0.574986204656509,-0.3691689071435171,0.96,Santamaria
0.581398423397466,-0.3671997504757872,0.96,Santamaria
0.5878841031378861,-0.3653817710697747,0.96,Santamaria
0.5944385468104539,-0.36371686922019747,0.96,Santamaria
0.6010570040584536,-0.3622068132843555,0.96,Santamaria
0.6077346753202876,-0.3608532385197007,0.96,Santamaria
0.6144667159446674,-0.3596576460216092,0.96,Santamaria
0.6212482403360292,-0.35862140176995855,0.96,Santamaria
0.6280743261240427,-0.35774573577564556,0.96,Santamaria
0.6349400183552882,-0.3570317413303505,0.96,Santamaria
0.6418403337040023,-0.3564803743600425,0.96,Santamaria
0.6487702646981804,-0.3560924528787278,0.96,Santamaria
0.6557247839586452,-0.35586865654602395,0.96,Santamaria
0.6626988484475768,-0.3558095263273993,0.96,Santamaria
0.6696874037232359,-0.35591546425521503,0.96,Santamaria
0.6766853881979998,-0.35618673329395467,0.96,Santamaria
0.6836877373963153,-0.35662345730158823,0.96,Santamaria
0.6906893882099291,-0.35722562109439154,0.96,Santamaria
0.6976852831470817,-0.35799307061639396,0.96,Santamaria
0.704670374572317,-0.35892551320782795,0.96,Santamaria
0.7116396289341609,-0.36002251797122486,0.96,Santamaria
0.7185880309773988,-0.36128351624053406,0.96,Santamaria
0.7255105879367143,-0.3627078021528104,0.96,Santamaria
0.7324023337094798,-0.36429453331501666,0.96,Santamaria
0.7392583330034269,-0.3660427315741392,0.96,Santamaria
0.7460736854578232,-0.3679512838837187,0.96,Santamaria
0.7528435297323397,-0.37001894327668516,0.96,Santamaria
0.7595630475650424,-0.3722443299274009,0.96,Santamaria
0.7662274677914818,-0.3746259323211377,0.96,Santamaria
0.7728320703242019,-0.37716210852211157,0.96,Santamaria
0.7793721900903516,-0.3798510875375155,0.96,Santamaria
0.7858432209251616,-0.3826909707766367,0.96,Santamaria
0.7922406194132626,-0.38567973361617675,0.96,Santamaria
0.798559908679592,-0.3888152270604793,0.96,Santamaria
0.8047966821287923,-0.3920951794926462,0.96,Santamaria
0.8109466071259831,-0.3955171985255691,0.96,Santamaria
0.817005428614759,-0.3990787729537923,0.96,Santamaria
0.8229689726733622,-0.4027772747980231,0.96,Santamaria
0.8288331500048943,-0.40660996144393435,0.96,Santamaria
0.8345939593580542,-0.41057397787588257,0.96,Santamaria
0.8402474908781962,-0.4146663590014226,0.96,Santamaria
0.8457899293812874,-0.4188840320717342,0.96,Santamaria
0.8512175575509944,-0.42322381919245877,0.96,Santamaria
0.856526759056152,-0.42768243992417027,0.96,Santamaria
0.8617140215848215,-0.43225651397263615,0.96,Santamaria
0.8667759397938848,-0.43694256396575504,0.96,Santamaria
0.8717092181712505,-0.44173701831627865,0.96,Santamaria
0.8765106738048318,-0.4466362141718646,0.96,Santamaria
0.8811772390599373,-0.4516364004465745,0.96,Santamaria
0.8857059641605479,-0.4567337409340943,0.96,Santamaria
0.8900940196740006,-0.4619243174992181,0.96,Santamaria
0.8943386988953456,-0.4672041333469296,0.96,Santamaria
0.8984374201266413,-0.472569116368621,0.96,Santamaria
0.9023877288531419,-0.47801512255983697,0.96,Santamaria
0.9061872998108439,-0.4835379395096625,0.96,Santamaria
0.9098339389510222,-0.4891332899544157,0.96,Santamaria
0.913325585286391,-0.49479683540173325,0.96,Santamaria
0.9166603126279276,-0.5005241798149228,0.96,Santamaria
0.9198363312051611,-0.5063108733581362,0.96,Santamaria
0.9228519891735188,-0.5121524161965931,0.96,Santamaria
0.925705774002205,-0.5180442623515399,0.96,Santamaria
0.9283963137408012,-0.5239818236065804,0.96,Santamaria
0.9309223781654095,-0.5299604734608375,0.96,Santamaria
0.9332828798038904,-0.5359755511254258,0.96,Santamaria
0.9354768748392255,-0.5420223655598969,0.96,Santamaria
0.9375035638842133,-0.5480961995469349,0.96,Santamaria
